timestamp,a_right_backPose,b_right_backPose,c_right_backPose, BOLT_RIGHT
1.645543462243834e+18,-6540.0,3745.0,-4496.0,1
1.6455434622936402e+18,-6342.0,3390.0,-3940.0,1
1.6455434623431572e+18,-6775.0,3716.0,-4440.0,1
1.6455434623958257e+18,-6188.0,3270.0,-5206.0,1
1.6455434624424666e+18,-6389.0,3312.0,-4840.0,1
1.6455434624959626e+18,-4622.0,2646.0,-5498.0,1
1.6455434625439027e+18,-4638.0,3067.0,-5338.0,1
1.6455434625875668e+18,-4002.0,2827.0,-6085.0,1
1.6455434626389588e+18,-5020.0,2213.0,-6732.0,1
1.6455434626996849e+18,-6120.0,2704.0,-6572.0,1
1.645543462742431e+18,-5676.0,2583.0,-5718.0,1
1.6455434627927424e+18,-5790.0,3344.0,-4939.0,1
1.645543462843354e+18,-3860.0,3348.0,-5564.0,1
1.6455434628934083e+18,-4243.0,3136.0,-4366.0,1
1.6455434629423132e+18,-5455.0,4144.0,-5569.0,1
1.6455434629954196e+18,-5282.0,5164.0,-5064.0,1
1.6455434630439076e+18,-3992.0,5180.0,-4914.0,1
1.6455434630930383e+18,-5886.0,4809.0,-4109.0,1
1.6455434631430036e+18,-7575.0,4624.0,-5474.0,1
1.645543463195432e+18,-4126.0,2282.0,-6786.0,1
1.6455434632431846e+18,-2307.0,-621.0,-7098.0,1
1.645543463295789e+18,-2201.0,-26.0,-8594.0,1
1.6455434633442212e+18,-3178.0,421.0,-7982.0,1
1.6455434633935706e+18,-2596.0,516.0,-7294.0,1
1.6455434634445985e+18,-2602.0,972.0,-7032.0,1
1.6455434634958953e+18,-3643.0,2424.0,-7964.0,1
1.6455434635423432e+18,-4377.0,2553.0,-7275.0,1
1.6455434635882545e+18,-4627.0,3050.0,-6415.0,1
1.6455434636428774e+18,-4889.0,3253.0,-6783.0,1
1.645543463694121e+18,-3683.0,2461.0,-7659.0,1
1.64554346374683e+18,-832.0,1235.0,-6889.0,1
1.6455434637806605e+18,740.0,191.0,-7927.0,1
1.6455434638448156e+18,1686.0,1206.0,-7565.0,1
1.6455434638935657e+18,1048.0,1899.0,-5915.0,1
1.645543463945313e+18,435.0,4005.0,-9016.0,1
1.6455434639940726e+18,1417.0,4496.0,-8759.0,1
1.645543464049052e+18,-295.0,4884.0,-6945.0,1
1.6455434640939594e+18,-258.0,3556.0,-5572.0,1
1.6455434641438267e+18,-594.0,4083.0,-8585.0,1
1.6455434641964e+18,-1803.0,4471.0,-7775.0,1
1.645543464236999e+18,-3235.0,4402.0,-7029.0,1
1.64554346429227e+18,-3494.0,3325.0,-7119.0,1
1.6455434643459272e+18,-3313.0,744.0,-7111.0,1
1.645543464391518e+18,-3231.0,-457.0,-8142.0,1
1.6455434644422482e+18,-1698.0,-368.0,-8296.0,1
1.6455434644946345e+18,-2261.0,1143.0,-9378.0,1
1.6455434645501115e+18,-1729.0,1106.0,-7569.0,1
1.6455434645951654e+18,-265.0,1822.0,-9100.0,1
1.6455434646399764e+18,413.0,1765.0,-8208.0,1
1.6455434646860803e+18,-2729.0,5115.0,-7624.0,1
1.6455434647454275e+18,-3959.0,4426.0,-5579.0,1
1.6455434647917857e+18,-4055.0,3041.0,-5292.0,1
1.645543464849858e+18,-344.0,2189.0,-8065.0,1
1.6455434648977454e+18,1336.0,1782.0,-7969.0,1
1.6455434649469965e+18,-839.0,2558.0,-7052.0,1
1.645543464994061e+18,-885.0,4233.0,-8155.0,1
1.6455434650448236e+18,-381.0,4762.0,-7656.0,1
1.6455434650968504e+18,-1720.0,5260.0,-7675.0,1
1.6455434651468472e+18,-1124.0,3714.0,-7594.0,1
1.6455434651964746e+18,-1462.0,3073.0,-7631.0,1
1.6455434652448497e+18,-1544.0,2691.0,-7083.0,1
1.6455434652982395e+18,-5373.0,3751.0,-7356.0,1
