timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.6455431701760822e+18,-2640.0,5206.0,-5833.0,1
1.6455431702243722e+18,-2616.0,5251.0,-5797.0,1
1.6455431702740918e+18,-2491.0,5294.0,-5810.0,1
1.6455431703248525e+18,-2527.0,5256.0,-5779.0,1
1.6455431703745375e+18,-2446.0,5213.0,-5773.0,1
1.6455431704286881e+18,-2600.0,5147.0,-5730.0,1
1.6455431704783828e+18,-2571.0,5334.0,-6057.0,1
1.6455431705291512e+18,-2402.0,4881.0,-5761.0,1
1.6455431705738504e+18,-2568.0,5339.0,-6124.0,1
1.6455431706244355e+18,-2650.0,5114.0,-5996.0,1
1.6455431706760287e+18,-2699.0,5356.0,-6548.0,1
1.6455431707293532e+18,-3314.0,5119.0,-6861.0,1
1.6455431707789133e+18,-3585.0,4451.0,-6541.0,1
1.6455431708278792e+18,-3884.0,4013.0,-5978.0,1
1.645543170878675e+18,-4154.0,4348.0,-5853.0,1
1.645543170927466e+18,-3872.0,3724.0,-5727.0,1
1.6455431709786168e+18,-4654.0,3844.0,-5348.0,1
1.6455431710279076e+18,-4600.0,3579.0,-5334.0,1
1.6455431710833047e+18,-4984.0,3688.0,-5437.0,1
1.64554317112785e+18,-4341.0,3347.0,-5180.0,1
1.645543171180679e+18,-4898.0,3594.0,-4918.0,1
1.6455431712302958e+18,-5534.0,3985.0,-4820.0,1
1.6455431712753347e+18,-4843.0,4025.0,-4630.0,1
1.6455431713281556e+18,-4924.0,3975.0,-3798.0,1
1.6455431713798853e+18,-5429.0,4825.0,-1810.0,1
1.6455431714300431e+18,-5973.0,5086.0,688.0,1
1.6455431714806016e+18,-7301.0,6103.0,2258.0,1
1.64554317152818e+18,-5695.0,5684.0,3019.0,1
1.6455431715845266e+18,-5019.0,5513.0,3739.0,1
1.6455431716267863e+18,-5437.0,6086.0,3895.0,1
1.6455431716832765e+18,-5034.0,5544.0,3947.0,1
1.6455431717267807e+18,-4802.0,5349.0,4053.0,1
1.6455431717777426e+18,-4906.0,5158.0,4182.0,1
1.645543171828258e+18,-5580.0,4673.0,4785.0,1
1.6455431718758328e+18,-4040.0,4499.0,4920.0,1
1.6455431719276662e+18,-5114.0,5152.0,4792.0,1
1.6455431719782822e+18,-5147.0,5364.0,5232.0,1
1.6455431720266918e+18,-4904.0,5216.0,5049.0,1
1.6455431720756186e+18,-5300.0,5012.0,4919.0,1
1.6455431721281244e+18,-5285.0,5030.0,4911.0,1
