timestamp,a_right_backPose,b_right_backPose,c_right_backPose, SCREW_RIGHT
1.6455438040687406e+18,-2651.0,6830.0,-4807.0,1
1.6455438041226655e+18,-2164.0,7972.0,-3596.0,1
1.6455438041696632e+18,-2025.0,8044.0,-3088.0,1
1.6455438042193887e+18,-1010.0,7108.0,-4552.0,1
1.645543804267666e+18,-2703.0,6812.0,-4183.0,1
1.6455438043209674e+18,-490.0,6095.0,-4701.0,1
1.6455438043696873e+18,-1598.0,7011.0,-5447.0,1
1.6455438044162342e+18,-2660.0,7014.0,-4907.0,1
1.645543804469312e+18,206.0,5184.0,-5168.0,1
1.645543804514819e+18,2888.0,4934.0,-5298.0,1
1.645543804569143e+18,4367.0,4658.0,-6072.0,1
1.6455438046166538e+18,405.0,7026.0,-4813.0,1
1.6455438046697083e+18,-592.0,9065.0,-1675.0,1
1.6455438047219968e+18,-20.0,9061.0,-2850.0,1
1.6455438047703086e+18,187.0,8477.0,-1999.0,1
1.6455438048237558e+18,1709.0,8481.0,-4037.0,1
1.6455438048750612e+18,409.0,7760.0,-3753.0,1
1.6455438049155904e+18,740.0,6602.0,-3156.0,1
1.645543804970241e+18,2270.0,3496.0,-2094.0,1
1.6455438050213263e+18,4685.0,4832.0,-4025.0,1
1.6455438050747108e+18,-1863.0,6933.0,-6005.0,1
1.6455438051176837e+18,-2609.0,7840.0,-5854.0,1
1.6455438051718712e+18,-1611.0,8163.0,-5097.0,1
1.6455438052216136e+18,412.0,6101.0,-2985.0,1
1.6455438052747292e+18,1395.0,8299.0,-4424.0,1
1.6455438053175992e+18,-304.0,9369.0,-5203.0,1
1.645543805371994e+18,-1236.0,5387.0,-1799.0,1
1.6455438054221558e+18,1118.0,4207.0,-4556.0,1
1.6455438054699343e+18,238.0,4641.0,-4255.0,1
1.645543805521742e+18,-1790.0,5711.0,-8234.0,1
1.6455438055745408e+18,-2578.0,8740.0,-5253.0,1
1.6455438056219835e+18,-70.0,6801.0,-3716.0,1
1.6455438056709632e+18,1437.0,5801.0,-3023.0,1
1.645543805720041e+18,880.0,8314.0,-5782.0,1
1.6455438057733658e+18,1846.0,6959.0,-5370.0,1
1.645543805820379e+18,593.0,4699.0,-5154.0,1
1.6455438058710208e+18,361.0,4467.0,-3891.0,1
1.6455438059280937e+18,-674.0,4331.0,-5955.0,1
1.6455438059732014e+18,2547.0,3547.0,-8784.0,1
1.645543806019862e+18,-4008.0,7740.0,-7096.0,1
1.6455438060708465e+18,-1072.0,7200.0,-4252.0,1
1.6455438061054065e+18,-628.0,7454.0,-3323.0,1
1.6455438061749855e+18,2444.0,7421.0,-3037.0,1
1.6455438062241441e+18,1498.0,7759.0,-4339.0,1
1.6455438062734254e+18,-1102.0,4360.0,-4189.0,1
1.645543806322188e+18,738.0,2332.0,-6416.0,1
1.6455438063745674e+18,2587.0,2661.0,-8412.0,1
1.6455438064254848e+18,2156.0,4801.0,-6483.0,1
1.6455438064700221e+18,-2740.0,6650.0,-5431.0,1
1.645543806524156e+18,378.0,4949.0,-5521.0,1
1.6455438065708452e+18,1784.0,6593.0,-6120.0,1
1.645543806627445e+18,436.0,5890.0,-4358.0,1
1.645543806669501e+18,-194.0,6526.0,-5073.0,1
1.6455438067228626e+18,4007.0,6261.0,-6835.0,1
