timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_LEFT
1.645543104996355e+18,-5453.0,5503.0,4608.0,1
1.645543105046112e+18,-5653.0,6468.0,3847.0,1
1.6455431050957658e+18,-5783.0,6565.0,1216.0,1
1.645543105142923e+18,-1244.0,4514.0,-2490.0,1
1.6455431051962803e+18,-2437.0,4142.0,-5868.0,1
1.6455431052436506e+18,-2545.0,4586.0,-8249.0,1
1.6455431052957038e+18,-1197.0,3027.0,-7766.0,1
1.6455431053450263e+18,-306.0,2292.0,-7847.0,1
1.6455431053986237e+18,-319.0,1583.0,-8794.0,1
1.6455431054422633e+18,-130.0,1579.0,-8284.0,1
1.645543105494026e+18,-822.0,1882.0,-8355.0,1
1.64554310554569e+18,-672.0,1543.0,-8201.0,1
1.645543105598247e+18,-611.0,1660.0,-8100.0,1
1.6455431056513413e+18,-432.0,1818.0,-7953.0,1
1.645543105695622e+18,-935.0,1733.0,-8019.0,1
1.6455431057475297e+18,-795.0,1672.0,-8004.0,1
1.6455431057960635e+18,-677.0,1845.0,-8076.0,1
1.645543105847721e+18,-437.0,1924.0,-8125.0,1
1.6455431058960883e+18,-974.0,1737.0,-8142.0,1
1.6455431059448264e+18,-660.0,2082.0,-8328.0,1
1.6455431059956803e+18,-1079.0,1953.0,-8596.0,1
1.645543106046594e+18,-1330.0,1816.0,-8837.0,1
1.6455431060970895e+18,-2613.0,726.0,-7860.0,1
1.6455431061447642e+18,-2773.0,982.0,-8154.0,1
1.6455431061956375e+18,-5568.0,1775.0,-7117.0,1
1.6455431062491873e+18,-8388.0,2807.0,-5202.0,1
1.645543106295174e+18,-6420.0,2213.0,-3833.0,1
1.6455431063490225e+18,-9872.0,4398.0,-2267.0,1
1.645543106395397e+18,-5161.0,3610.0,-441.0,1
1.6455431064474135e+18,-6103.0,3643.0,628.0,1
1.6455431064940388e+18,-4474.0,4397.0,1024.0,1
1.6455431065431304e+18,-5124.0,5688.0,2831.0,1
1.6455431065909596e+18,-2824.0,5471.0,3593.0,1
1.6455431066511104e+18,-2084.0,5081.0,5532.0,1
1.645543106696285e+18,-771.0,3344.0,6543.0,1
1.64554310675452e+18,-1699.0,3376.0,6819.0,1
1.6455431067958994e+18,-2215.0,2901.0,6997.0,1
1.645543106847398e+18,-2714.0,3509.0,6809.0,1
1.645543106896146e+18,-5783.0,5641.0,6560.0,1
1.645543106947086e+18,-6087.0,6558.0,5242.0,1
1.6455431070981558e+18,-8559.0,3721.0,5256.0,1
1.6455431071471703e+18,-6256.0,1968.0,3532.0,1
1.6455431072023982e+18,-7233.0,885.0,2527.0,1
1.6455431072418286e+18,-5971.0,290.0,1148.0,1
1.6455431072979978e+18,-6847.0,-1291.0,1093.0,1
1.6455431073473661e+18,-5077.0,-1974.0,357.0,1
1.6455431073967562e+18,-5628.0,-2424.0,-385.0,1
1.6455431074506386e+18,-7315.0,-2109.0,-766.0,1
1.6455431074978803e+18,-7548.0,-1415.0,-2090.0,1
1.645543107547561e+18,-9610.0,-761.0,-1262.0,1
1.645543107598394e+18,-8760.0,-1462.0,-1280.0,1
1.6455431076488952e+18,-8048.0,-921.0,-1668.0,1
1.6455431077021668e+18,-9005.0,-413.0,-1113.0,1
1.645543107750799e+18,-6044.0,-1367.0,-2229.0,1
1.6455431078285745e+18,-5926.0,-1178.0,-2540.0,1
1.6455431078463793e+18,-6543.0,157.0,-2846.0,1
1.6455431078973379e+18,-4571.0,-23.0,-3931.0,1
1.6455431079469765e+18,-7577.0,1562.0,-2481.0,1
1.6455431080025367e+18,-8897.0,1975.0,51.0,1
1.6455431080476296e+18,-9078.0,1658.0,642.0,1
1.64554310809883e+18,-7459.0,1692.0,969.0,1
1.6455431081473966e+18,-8968.0,3285.0,1955.0,1
1.6455431082032256e+18,-6976.0,3173.0,477.0,1
1.6455431082483848e+18,-7343.0,3421.0,1654.0,1
1.645543108303742e+18,-7769.0,3467.0,2836.0,1
1.6455431083452557e+18,-7912.0,4646.0,1858.0,1
1.645543108401855e+18,-7932.0,4465.0,1446.0,1
1.6455431084482465e+18,-6993.0,3665.0,2116.0,1
1.645543108499701e+18,-6950.0,3294.0,2822.0,1
1.6455431085374e+18,-7739.0,4021.0,2520.0,1
1.645543108598242e+18,-6812.0,3348.0,2354.0,1
1.6455431086454684e+18,-8002.0,4351.0,2340.0,1
1.645543108701819e+18,-7087.0,3664.0,2474.0,1
1.6455431087465766e+18,-6332.0,3062.0,2911.0,1
1.645543108803486e+18,-7164.0,3968.0,2905.0,1
1.6455431088513219e+18,-6767.0,3752.0,2660.0,1
1.6455431089017644e+18,-6709.0,3583.0,2640.0,1
1.6455431089513024e+18,-6898.0,3801.0,2782.0,1
1.6455431089975846e+18,-7628.0,4078.0,3118.0,1
1.6455431090514798e+18,-6523.0,3423.0,2593.0,1
1.6455431090967127e+18,-6062.0,2972.0,1943.0,1
1.6455431091509514e+18,-7637.0,4030.0,4497.0,1
1.6455431092029373e+18,-7056.0,3546.0,2377.0,1
1.6455431092527217e+18,-6641.0,3454.0,2726.0,1
1.645543109302876e+18,-7095.0,3317.0,3484.0,1
1.645543109352182e+18,-5914.0,3493.0,1561.0,1
1.645543109398635e+18,-3916.0,2882.0,218.0,1
1.645543109451727e+18,-4726.0,5814.0,361.0,1
1.6455431095023557e+18,-5466.0,7099.0,1532.0,1
1.6455431095525934e+18,-6813.0,7226.0,3895.0,1
1.6455431095963428e+18,-5433.0,5830.0,2305.0,1
1.6455431096529142e+18,-8129.0,5878.0,-362.0,1
1.6455431097013752e+18,-6334.0,5578.0,-2444.0,1
1.645543109753459e+18,-5664.0,5570.0,-4346.0,1
1.6455431098017257e+18,-5213.0,5238.0,-5680.0,1
1.6455431098558262e+18,-5044.0,5088.0,-6395.0,1
1.6455431099018734e+18,-5344.0,4156.0,-5723.0,1
1.64554310995108e+18,-4936.0,4621.0,-5583.0,1
1.645543109999805e+18,-4063.0,4452.0,-5412.0,1
1.645543110053866e+18,-4729.0,4938.0,-5297.0,1
1.6455431100984722e+18,-3674.0,4310.0,-6027.0,1
1.6455431101541563e+18,-4361.0,4233.0,-6050.0,1
1.64554311019646e+18,-3834.0,3756.0,-5857.0,1
1.6455431102540764e+18,-4391.0,3973.0,-6225.0,1
1.6455431103026893e+18,-4296.0,4364.0,-6893.0,1
1.6455431103540751e+18,-7917.0,7326.0,-7172.0,1
1.6455431104049142e+18,-6280.0,6877.0,-4229.0,1
1.645543110452951e+18,-5852.0,5647.0,1182.0,1
1.6455431105039206e+18,-7231.0,5043.0,4586.0,1
1.6455431105527304e+18,-7963.0,4364.0,4047.0,1
1.6455431106037775e+18,-8235.0,3154.0,857.0,1
1.6455431106564006e+18,-8002.0,2980.0,4668.0,1
1.6455431107052982e+18,-6877.0,5105.0,7698.0,1
1.645543110757009e+18,-6234.0,2748.0,6903.0,1
1.6455431108073436e+18,-6177.0,2194.0,6371.0,1
1.645543110848955e+18,-5422.0,423.0,3857.0,1
1.645543110902837e+18,-4100.0,-585.0,2282.0,1
1.6455431109470264e+18,-6170.0,-1060.0,-638.0,1
1.6455431110024548e+18,-5852.0,-2046.0,-1588.0,1
1.6455431110558963e+18,-9597.0,-860.0,342.0,1
1.6455431111049654e+18,-8066.0,-1030.0,1268.0,1
1.6455431111537157e+18,-7985.0,-979.0,1666.0,1
1.6455431112038318e+18,-8616.0,-1615.0,1778.0,1
1.6455431112548442e+18,-8723.0,-1659.0,1141.0,1
1.6455431113030085e+18,-8240.0,-1428.0,-77.0,1
1.6455431113507837e+18,-8386.0,-1325.0,-639.0,1
1.6455431114132616e+18,-8392.0,-1081.0,-1068.0,1
1.6455431114519964e+18,-7234.0,-1035.0,-2657.0,1
1.645543111504033e+18,-7200.0,-765.0,-3166.0,1
1.6455431115518446e+18,-7777.0,407.0,-3619.0,1
1.645543111605749e+18,-7226.0,12.0,-3991.0,1
1.6455431116487442e+18,-7266.0,578.0,-4384.0,1
1.645543111705283e+18,-5813.0,508.0,-5546.0,1
1.6455431117548677e+18,-5928.0,529.0,-5319.0,1
1.6455431118028378e+18,-3860.0,358.0,-5858.0,1
1.6455431118537267e+18,-5392.0,1952.0,-6350.0,1
1.6455431119010012e+18,-3282.0,976.0,-6039.0,1
1.6455431119559357e+18,-4636.0,1941.0,-6691.0,1
1.645543112005163e+18,-3112.0,968.0,-6512.0,1
1.6455431120558894e+18,-3304.0,1641.0,-7607.0,1
1.6455431121016812e+18,-1879.0,1433.0,-7238.0,1
1.6455431121551818e+18,-2500.0,1062.0,-4178.0,1
1.6455431122059779e+18,-5425.0,1440.0,-2044.0,1
1.6455431122547804e+18,-8222.0,1607.0,1.0,1
1.6455431123020283e+18,-9354.0,2291.0,1565.0,1
1.6455431123552904e+18,-9704.0,3400.0,1641.0,1
1.645543112406834e+18,-9897.0,4156.0,1253.0,1
1.6455431124557555e+18,-6573.0,1716.0,2538.0,1
1.6455431125020815e+18,-7408.0,1124.0,4008.0,1
1.6455431125554422e+18,-9756.0,2965.0,3464.0,1
