timestamp,a_right_backPose,b_right_backPose,c_right_backPose, ASSEMBLY2_RIGHT
1.645543185349444e+18,-4556.0,599.0,-4245.0,1
1.6455431853948762e+18,-7214.0,950.0,-6267.0,1
1.6455431854609564e+18,-5722.0,454.0,-5546.0,1
1.6455431855014275e+18,-5879.0,412.0,-4918.0,1
1.645543185545613e+18,-5825.0,2429.0,-3110.0,1
1.645543185589823e+18,-7851.0,3544.0,-2979.0,1
1.6455431856463782e+18,-8747.0,4260.0,-2443.0,1
1.6455431856998164e+18,-8023.0,2853.0,-2970.0,1
1.6455431857551068e+18,-6407.0,3092.0,-2637.0,1
1.6455431857867415e+18,-6699.0,2913.0,-4739.0,1
1.6455431857867415e+18,-6699.0,2913.0,-4739.0,1
1.645543185950117e+18,-6803.0,2698.0,-4800.0,1
1.645543185950117e+18,-6803.0,2698.0,-4800.0,1
1.645543185997161e+18,-5540.0,2285.0,-5657.0,1
1.6455431860473057e+18,-7511.0,3119.0,-3970.0,1
1.6455431861016612e+18,-7274.0,2994.0,-3686.0,1
1.6455431861478948e+18,-6169.0,3547.0,-3726.0,1
1.64554318619719e+18,-5781.0,3737.0,-3979.0,1
1.6455431862482358e+18,-6019.0,4293.0,-3747.0,1
1.6455431862971676e+18,-6614.0,4340.0,-3830.0,1
1.6455431863477117e+18,-6273.0,3857.0,-4280.0,1
1.6455431863964252e+18,-6469.0,3816.0,-3890.0,1
1.6455431864470108e+18,-6711.0,4417.0,-4386.0,1
1.6455431864955228e+18,-5965.0,4220.0,-4164.0,1
1.6455431865480627e+18,-5680.0,4496.0,-4238.0,1
1.6455431865977423e+18,-5542.0,4750.0,-4664.0,1
1.645543186648086e+18,-5305.0,4667.0,-4700.0,1
1.6455431866967634e+18,-4938.0,4965.0,-4650.0,1
1.645543186717569e+18,-4891.0,4820.0,-4458.0,1
1.6455431867941304e+18,-5035.0,4738.0,-4218.0,1
1.6455431868490506e+18,-5579.0,4653.0,-3697.0,1
1.64554318690247e+18,-5574.0,4441.0,-3260.0,1
1.6455431869460897e+18,-5939.0,3781.0,-2694.0,1
1.64554318700181e+18,-6620.0,4364.0,-2435.0,1
1.645543187049537e+18,-6735.0,4119.0,-2386.0,1
1.6455431871011174e+18,-6862.0,3519.0,-2555.0,1
