timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, DELIVERY_BIMANUAL
1.6461501887937198e+18,-2574.0,7686.0,1094.0,1
1.646150188841543e+18,-2737.0,8158.0,1619.0,1
1.6461501889016696e+18,-2579.0,7466.0,1325.0,1
1.6461501889444372e+18,-2724.0,7529.0,1307.0,1
1.6461501889958141e+18,-2982.0,7475.0,1261.0,1
1.6461501890402767e+18,-2961.0,7675.0,1447.0,1
1.6461501890968466e+18,-2861.0,7825.0,1432.0,1
1.6461501891433533e+18,-2790.0,7196.0,1227.0,1
1.6461501891922775e+18,-2758.0,6423.0,1302.0,1
1.646150189247018e+18,-2949.0,8639.0,567.0,1
1.6461501892975852e+18,-3160.0,7965.0,1656.0,1
1.646150189348066e+18,-3146.0,8720.0,1111.0,1
1.6461501893918336e+18,-2919.0,6996.0,1360.0,1
1.6461501894475663e+18,-3256.0,7652.0,731.0,1
1.6461501894957356e+18,-3502.0,6349.0,1293.0,1
1.6461501895432133e+18,-3764.0,7106.0,993.0,1
1.6461501895904228e+18,-3487.0,7093.0,1471.0,1
1.6461501896504712e+18,-3535.0,7395.0,1689.0,1
1.6461501896931807e+18,-2686.0,7810.0,1625.0,1
1.646150189741053e+18,-2814.0,8711.0,2182.0,1
1.6461501897948132e+18,-2139.0,5845.0,4075.0,1
1.6461501898490857e+18,-2290.0,10052.0,4557.0,1
1.646150189896662e+18,-2346.0,4880.0,5762.0,1
1.646150189946848e+18,-2032.0,5404.0,5215.0,1
1.646150189996176e+18,-2472.0,3212.0,6246.0,1
1.646150190045171e+18,-2908.0,3033.0,6432.0,1
1.6461501900964705e+18,-3144.0,2487.0,6580.0,1
1.646150190146216e+18,-3461.0,3057.0,7057.0,1
1.6461501901945859e+18,-3776.0,2640.0,7535.0,1
1.6461501902449e+18,-4174.0,2580.0,6947.0,1
1.6461501902966098e+18,-4796.0,3800.0,7983.0,1
1.6461501903465423e+18,-4491.0,4156.0,9934.0,1
1.6461501903963218e+18,-2225.0,5489.0,13905.0,1
1.6461501904471299e+18,-1323.0,7207.0,15792.0,1
1.6461501905053747e+18,-1315.0,7322.0,15147.0,1
1.6461501905472154e+18,-516.0,5726.0,9856.0,1
1.6461501905925627e+18,1141.0,739.0,3410.0,1
1.6461501906462423e+18,1647.0,351.0,2814.0,1
1.646150190691354e+18,782.0,-281.0,2599.0,1
1.646150190746435e+18,1080.0,929.0,5055.0,1
1.6461501907915863e+18,1554.0,-1446.0,5892.0,1
1.646150190848799e+18,1871.0,-3337.0,5504.0,1
1.6461501908983316e+18,3596.0,-3408.0,6469.0,1
1.64615019094655e+18,3239.0,-3247.0,5584.0,1
1.6461501909997327e+18,3233.0,-1189.0,8479.0,1
1.6461501910464264e+18,3618.0,-3816.0,6088.0,1
1.6461501910959647e+18,3296.0,-1613.0,6024.0,1
1.6461501911455386e+18,3620.0,-3103.0,7732.0,1
1.6461501911968161e+18,3212.0,-3303.0,7758.0,1
1.6461501912464945e+18,3474.0,-1576.0,7158.0,1
1.6461501912984307e+18,3305.0,-689.0,6894.0,1
1.646150191346103e+18,3497.0,-994.0,7161.0,1
1.6461501913981878e+18,3766.0,-749.0,7590.0,1
1.6461501914470236e+18,3601.0,-696.0,7711.0,1
1.6461501914980096e+18,3717.0,-424.0,7144.0,1
1.6461501915456735e+18,3379.0,-650.0,7055.0,1
1.646150191599583e+18,3246.0,237.0,7197.0,1
1.6461501916476554e+18,3263.0,-472.0,7355.0,1
1.6461501916987144e+18,3331.0,-754.0,7025.0,1
1.6461501917468813e+18,3413.0,-748.0,7909.0,1
1.6461501917960164e+18,3559.0,69.0,7758.0,1
1.6461501918457098e+18,3276.0,-279.0,8109.0,1
1.6461501918975903e+18,3453.0,-7.0,7667.0,1
1.6461501919465203e+18,3588.0,69.0,7492.0,1
1.6461501919991393e+18,3577.0,-249.0,7605.0,1
1.64615019204679e+18,3178.0,-365.0,7551.0,1
1.646150192098621e+18,3162.0,-306.0,7415.0,1
1.6461501921462884e+18,3278.0,-1245.0,6855.0,1
1.646150192197409e+18,3187.0,-1591.0,7595.0,1
1.646150192247444e+18,3057.0,-1684.0,7902.0,1
1.6461501922985853e+18,3028.0,-1841.0,7355.0,1
1.6461501923474104e+18,1931.0,-2496.0,7951.0,1
1.646150192401453e+18,1971.0,-2857.0,7094.0,1
1.646150192451525e+18,2182.0,-1213.0,5430.0,1
1.6461501924982548e+18,2936.0,-1837.0,5042.0,1
1.6461501925479567e+18,3624.0,-1393.0,4901.0,1
1.646150192595541e+18,4548.0,-125.0,5316.0,1
1.6461501926516488e+18,4046.0,2408.0,6299.0,1
1.6461501926972037e+18,3129.0,4410.0,7936.0,1
1.6461501927519022e+18,2482.0,5759.0,8212.0,1
1.6461501927950257e+18,2466.0,6292.0,8248.0,1
1.646150192849207e+18,2582.0,5827.0,7871.0,1
1.6461501929018657e+18,2442.0,5104.0,7952.0,1
1.6461501929516132e+18,2525.0,5765.0,8102.0,1
1.6461501929974083e+18,2769.0,4953.0,9179.0,1
1.6461501930516319e+18,4175.0,4254.0,9520.0,1
1.6461501930990897e+18,4454.0,1882.0,9412.0,1
1.6461501931518285e+18,2139.0,1159.0,8054.0,1
1.6461501931972293e+18,-349.0,2161.0,6760.0,1
1.6461501932516275e+18,-3544.0,1986.0,6363.0,1
1.646150193301338e+18,-4147.0,2454.0,6169.0,1
1.6461501933512996e+18,-3060.0,2046.0,6868.0,1
1.646150193399284e+18,-2182.0,521.0,7636.0,1
1.6461501934485788e+18,-2230.0,1143.0,7229.0,1
1.6461501934959278e+18,-2157.0,-584.0,7640.0,1
1.6461501935540303e+18,-2129.0,-399.0,7464.0,1
1.646150193601457e+18,-2237.0,-579.0,7692.0,1
1.6461501936507313e+18,-2661.0,317.0,7357.0,1
1.6461501936946993e+18,-3649.0,911.0,6216.0,1
1.646150193747179e+18,-4897.0,1611.0,4822.0,1
1.6461501937948913e+18,-4798.0,5876.0,3034.0,1
1.6461501938635156e+18,-5266.0,6686.0,3052.0,1
1.6461501938996836e+18,-5077.0,5752.0,3240.0,1
1.6461501939522063e+18,633.0,7876.0,3985.0,1
1.6461501939964838e+18,-702.0,7438.0,7774.0,1
1.646150194054394e+18,-1166.0,7875.0,7168.0,1
1.646150194098977e+18,-1191.0,6697.0,8700.0,1
1.6461501941497823e+18,-1992.0,8364.0,6262.0,1
1.6461501942044785e+18,-3211.0,6572.0,5049.0,1
1.6461501942500754e+18,-3541.0,8150.0,3369.0,1
1.646150194300303e+18,-3782.0,6742.0,3639.0,1
1.6461501943520522e+18,-3491.0,7368.0,2542.0,1
1.646150194400828e+18,-3323.0,7049.0,2383.0,1
1.646150194449177e+18,-3570.0,7874.0,2835.0,1
1.6461501945042442e+18,-3825.0,7354.0,3164.0,1
1.6461501945498668e+18,-3664.0,7090.0,2763.0,1
1.6461501946054546e+18,-3353.0,6895.0,2345.0,1
1.6461501946493038e+18,-3485.0,6135.0,3217.0,1
1.646150194710454e+18,-4031.0,5507.0,4018.0,1
1.6461501947497324e+18,-4537.0,6487.0,3676.0,1
1.6461501948046733e+18,-4648.0,5139.0,4749.0,1
1.6461501948505318e+18,-4674.0,5921.0,4687.0,1
1.6461501949040535e+18,-3832.0,5837.0,4490.0,1
1.6461501949530373e+18,-2791.0,3993.0,5536.0,1
1.6461501950037048e+18,-1917.0,3618.0,7199.0,1
1.6461501950503918e+18,-1631.0,3560.0,7768.0,1
