timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_RIGHT
1.6461502091715484e+18,1081.0,2395.0,7759.0,1
1.6461502092206958e+18,865.0,2655.0,7888.0,1
1.6461502092690506e+18,620.0,2934.0,7668.0,1
1.6461502093189532e+18,554.0,3109.0,7631.0,1
1.6461502093691203e+18,384.0,2470.0,8172.0,1
1.6461502094206866e+18,1190.0,3836.0,7624.0,1
1.6461502094710292e+18,1106.0,1572.0,7666.0,1
1.6461502095209897e+18,1059.0,3485.0,7527.0,1
1.6461502095657324e+18,838.0,2245.0,7238.0,1
1.6461502096206525e+18,121.0,2897.0,7743.0,1
1.6461502096738575e+18,-16.0,2111.0,9981.0,1
1.6461502097155807e+18,715.0,981.0,8435.0,1
1.6461502097705236e+18,975.0,-1332.0,8527.0,1
1.6461502098173266e+18,1225.0,1769.0,7764.0,1
1.646150209870698e+18,-102.0,2685.0,9152.0,1
1.6461502099137912e+18,-728.0,1041.0,8272.0,1
1.6461502099681393e+18,489.0,1802.0,6666.0,1
1.6461502100183386e+18,269.0,175.0,5970.0,1
1.6461502100686006e+18,-147.0,2647.0,8631.0,1
1.6461502101184827e+18,-1397.0,1044.0,8670.0,1
1.6461502101684736e+18,-1200.0,870.0,10015.0,1
1.6461502102216312e+18,-228.0,-1559.0,10766.0,1
1.6461502102709635e+18,-775.0,-2698.0,10489.0,1
1.6461502103225065e+18,510.0,-433.0,5528.0,1
1.6461502103696548e+18,1726.0,3294.0,2561.0,1
1.64615021042594e+18,-4096.0,3359.0,5762.0,1
1.646150210471091e+18,-7672.0,4901.0,6943.0,1
1.6461502105227077e+18,-7348.0,4203.0,6971.0,1
1.6461502105704835e+18,-5383.0,2676.0,7306.0,1
1.6461502106240233e+18,-4692.0,1479.0,6692.0,1
1.6461502106715192e+18,-5276.0,1228.0,5913.0,1
1.6461502107206336e+18,-7190.0,2364.0,5462.0,1
1.6461502107710881e+18,-7030.0,4232.0,4492.0,1
1.6461502108226478e+18,-5186.0,5339.0,5960.0,1
1.6461502108745981e+18,-349.0,7185.0,6001.0,1
1.6461502109206083e+18,1823.0,3847.0,5116.0,1
1.6461502109712827e+18,7305.0,1190.0,1357.0,1
1.646150211022594e+18,2570.0,4486.0,4322.0,1
1.6461502110637066e+18,-559.0,3847.0,6277.0,1
1.6461502111248893e+18,-1293.0,-193.0,10021.0,1
1.6461502111711058e+18,-3242.0,1254.0,13249.0,1
1.6461502112234332e+18,-2474.0,1944.0,8630.0,1
1.6461502112668984e+18,-3383.0,1205.0,10007.0,1
1.646150211321877e+18,-5165.0,2547.0,8806.0,1
1.6461502113722143e+18,-6074.0,8004.0,7976.0,1
1.646150211420158e+18,-3549.0,5430.0,6673.0,1
1.6461502114688617e+18,686.0,8216.0,3513.0,1
1.6461502115261837e+18,1396.0,6526.0,3144.0,1
1.6461502115680074e+18,1498.0,3309.0,2740.0,1
1.6461502116219569e+18,718.0,-4265.0,4857.0,1
1.646150211671383e+18,-330.0,-3335.0,6806.0,1
1.6461502117218714e+18,-1465.0,-287.0,7088.0,1
1.6461502117768525e+18,-1933.0,-718.0,8995.0,1
1.6461502118208515e+18,-239.0,1647.0,8341.0,1
1.6461502118735142e+18,109.0,1932.0,8548.0,1
1.6461502119230817e+18,-327.0,1450.0,8045.0,1
1.6461502119718203e+18,-671.0,1141.0,8002.0,1
1.6461502120207793e+18,-841.0,699.0,8228.0,1
1.6461502120707727e+18,-728.0,991.0,7906.0,1
1.6461502121208788e+18,-622.0,193.0,7978.0,1
1.6461502121687357e+18,-1195.0,651.0,8700.0,1
1.646150212220328e+18,-871.0,1630.0,8531.0,1
1.6461502122755694e+18,-696.0,1119.0,8197.0,1
1.6461502123222277e+18,-83.0,1755.0,7760.0,1
1.6461502123763364e+18,-672.0,2079.0,7650.0,1
1.6461502124197732e+18,-859.0,2376.0,7609.0,1
1.646150212475079e+18,-441.0,3093.0,5650.0,1
1.6461502125220726e+18,11.0,4984.0,4213.0,1
1.646150212572625e+18,152.0,7966.0,2475.0,1
1.64615021262178e+18,183.0,7470.0,-630.0,1
1.6461502126724431e+18,-89.0,9726.0,-2746.0,1
1.6461502127227195e+18,-71.0,9298.0,-3363.0,1
1.6461502127712276e+18,-44.0,8638.0,-3887.0,1
1.6461502128226929e+18,85.0,8128.0,-3760.0,1
1.646150212877083e+18,129.0,7589.0,-4425.0,1
1.6461502129211013e+18,163.0,7161.0,-4625.0,1
1.6461502129754847e+18,230.0,6955.0,-4707.0,1
1.6461502130206548e+18,227.0,7076.0,-4956.0,1
1.6461502130708654e+18,292.0,6953.0,-5124.0,1
1.6461502131211812e+18,365.0,7005.0,-5118.0,1
1.6461502131747643e+18,642.0,6769.0,-5510.0,1
1.6461502132215017e+18,427.0,6499.0,-5233.0,1
1.6461502132759567e+18,435.0,6883.0,-5464.0,1
1.646150213321853e+18,170.0,6787.0,-5200.0,1
1.6461502133720732e+18,175.0,6776.0,-5465.0,1
1.6461502134272678e+18,329.0,7013.0,-5110.0,1
1.6461502134740772e+18,345.0,7070.0,-4850.0,1
1.646150213527281e+18,478.0,6798.0,-4719.0,1
1.6461502135771904e+18,567.0,6938.0,-4648.0,1
1.6461502136276442e+18,675.0,7262.0,-4522.0,1
1.646150213672498e+18,480.0,7517.0,-4310.0,1
1.6461502137277873e+18,543.0,7378.0,-4589.0,1
1.64615021377243e+18,466.0,7425.0,-4417.0,1
1.6461502138281147e+18,462.0,7547.0,-3706.0,1
1.646150213872624e+18,486.0,7724.0,-3294.0,1
1.6461502139248701e+18,382.0,8279.0,-2718.0,1
1.6461502139786578e+18,322.0,7810.0,-2921.0,1
1.6461502140264317e+18,147.0,7814.0,-2753.0,1
1.646150214072534e+18,153.0,7855.0,-2815.0,1
1.646150214127006e+18,103.0,7973.0,-2865.0,1
1.646150214171288e+18,-5.0,8230.0,-3371.0,1
1.646150214222191e+18,210.0,7907.0,-3912.0,1
1.6461502142730289e+18,91.0,7659.0,-3819.0,1
1.6461502143289377e+18,-6.0,7750.0,-3330.0,1
1.6461502143751662e+18,-143.0,7863.0,-3298.0,1
1.6461502144255247e+18,-165.0,8168.0,-2954.0,1
1.6461502144746266e+18,-168.0,8279.0,-3038.0,1
1.646150214525082e+18,-199.0,8188.0,-2657.0,1
1.64615021457389e+18,-262.0,8529.0,-2259.0,1
1.6461502146241723e+18,-453.0,8358.0,-2082.0,1
1.646150214673482e+18,-714.0,8280.0,-1861.0,1
1.6461502147271956e+18,-758.0,8188.0,-1399.0,1
1.6461502147723924e+18,-688.0,8033.0,-1476.0,1
1.646150214824511e+18,-741.0,7832.0,-2012.0,1
1.6461502148744404e+18,-590.0,7976.0,-2309.0,1
1.6461502149263713e+18,-247.0,7514.0,-2651.0,1
1.6461502149808264e+18,-215.0,8159.0,-2233.0,1
1.646150215027176e+18,-92.0,8436.0,-1737.0,1
1.6461502150792975e+18,-318.0,8632.0,-924.0,1
1.6461502151244442e+18,-394.0,8856.0,-1075.0,1
1.6461502151762301e+18,-403.0,8433.0,-901.0,1
1.6461502152309158e+18,-720.0,8817.0,-376.0,1
1.6461502152769805e+18,-724.0,8347.0,-220.0,1
1.6461502153268403e+18,-1009.0,8488.0,530.0,1
1.646150215377235e+18,-1179.0,8127.0,1381.0,1
1.6461502154272722e+18,-1426.0,7889.0,2419.0,1
1.6461502154794847e+18,-1626.0,6091.0,2905.0,1
1.6461502155255956e+18,-2263.0,5624.0,4236.0,1
1.6461502155778685e+18,-2742.0,5123.0,5016.0,1
1.64615021562578e+18,-3416.0,4674.0,5649.0,1
1.6461505053432013e+18,3052.0,7968.0,6206.0,1
1.6461505053890365e+18,260.0,10900.0,5433.0,1
1.646150505442848e+18,-453.0,10653.0,4526.0,1
1.6461505054887194e+18,-1574.0,7247.0,6246.0,1
1.6461505055395753e+18,-880.0,3371.0,6550.0,1
1.646150505593762e+18,-876.0,3124.0,6250.0,1
1.6461505056423862e+18,-3804.0,3345.0,6358.0,1
1.6461505056819261e+18,-4380.0,2052.0,7299.0,1
1.646150505740432e+18,-4044.0,2384.0,7488.0,1
1.6461505057887532e+18,-3721.0,2867.0,7540.0,1
1.646150505842742e+18,-3783.0,2117.0,7112.0,1
1.6461505058897915e+18,-3750.0,1443.0,6747.0,1
1.6461505059385567e+18,-3854.0,2713.0,6474.0,1
1.6461505059820434e+18,-3984.0,2288.0,6346.0,1
1.646150506048129e+18,-4012.0,2144.0,6342.0,1
1.6461505060920584e+18,-4044.0,2051.0,6349.0,1
1.6461505060920584e+18,-4044.0,2051.0,6349.0,1
1.6461505062249377e+18,-4060.0,2010.0,6395.0,1
1.6461505062392701e+18,-3204.0,4236.0,6306.0,1
1.6461505062969009e+18,-2537.0,5031.0,4420.0,1
1.6461505063425772e+18,-2271.0,6403.0,3521.0,1
1.6461505063907576e+18,-2370.0,6660.0,3029.0,1
1.646150506438294e+18,-2777.0,7460.0,3012.0,1
1.646150506494973e+18,-2998.0,7158.0,2521.0,1
1.6461505065414177e+18,-2747.0,7828.0,1666.0,1
1.6461505065928023e+18,-1907.0,8400.0,-71.0,1
1.6461505066390694e+18,-2371.0,8151.0,-1101.0,1
1.6461505066939653e+18,-2585.0,9078.0,-1855.0,1
1.6461505067410045e+18,-3097.0,11700.0,-2566.0,1
1.6461505067947128e+18,-2253.0,11655.0,-3931.0,1
1.646150506841175e+18,-1523.0,11489.0,-4635.0,1
1.646150506883654e+18,-58.0,9342.0,-4978.0,1
1.6461505069384732e+18,1298.0,7742.0,-5688.0,1
1.646150506992938e+18,2737.0,4286.0,-4419.0,1
1.6461505070386511e+18,3278.0,3680.0,-3953.0,1
1.646150836406551e+18,-1634.0,7254.0,2048.0,1
1.6461508364559132e+18,-1654.0,7314.0,559.0,1
1.6461508365012588e+18,-2283.0,6885.0,-375.0,1
1.6461508365561546e+18,-3734.0,7072.0,-2049.0,1
1.6461508366069727e+18,-4711.0,7230.0,-2516.0,1
1.646150836655407e+18,-5349.0,7668.0,-3618.0,1
1.6461508367016522e+18,-5621.0,6343.0,-3436.0,1
1.6461508367552154e+18,-5638.0,5267.0,-2104.0,1
1.646150836802363e+18,-5373.0,5804.0,-869.0,1
1.646150836855045e+18,-5283.0,5858.0,397.0,1
1.6461508369062886e+18,-6208.0,3050.0,2498.0,1
1.6461508369565793e+18,-5941.0,7180.0,-652.0,1
1.6461508370073313e+18,-5303.0,7586.0,-628.0,1
1.646150837056683e+18,-5013.0,7698.0,-3207.0,1
1.646150837108596e+18,-5470.0,5086.0,-197.0,1
1.6461508371572818e+18,-3524.0,4653.0,-2575.0,1
1.6461508372173292e+18,-2521.0,5263.0,-3536.0,1
1.6461508372572242e+18,-3720.0,7437.0,-4819.0,1
1.6461508373102984e+18,-3024.0,7617.0,-5251.0,1
1.6461508373563884e+18,-4526.0,5485.0,-2128.0,1
1.646150837407406e+18,-4615.0,5301.0,-1632.0,1
1.646150837457084e+18,-3374.0,7168.0,-3151.0,1
1.6461508375133158e+18,-1912.0,9074.0,-5186.0,1
1.6461508375570081e+18,-1345.0,9226.0,-4830.0,1
1.6461508376067302e+18,-282.0,7991.0,-4048.0,1
1.6461508376548462e+18,-78.0,7059.0,-4148.0,1
1.6461508377107338e+18,-702.0,6069.0,-3933.0,1
1.6461508377608763e+18,-261.0,6782.0,-3981.0,1
1.6461508378071764e+18,111.0,5603.0,-4634.0,1
