timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_RIGHT
1.646150206013614e+18,-3832.0,2905.0,6683.0,1
1.646150206068305e+18,-3833.0,2415.0,6806.0,1
1.646150206112738e+18,-3703.0,2119.0,6784.0,1
1.6461502061690995e+18,-3758.0,1800.0,6559.0,1
1.6461502062133647e+18,-3755.0,1970.0,6484.0,1
1.6461502062665974e+18,-3860.0,1825.0,6658.0,1
1.6461502063130324e+18,-3835.0,2118.0,6730.0,1
1.6461502063647816e+18,-3972.0,1987.0,6884.0,1
1.646150206412974e+18,-3984.0,2115.0,6427.0,1
1.6461502064697933e+18,-4234.0,2048.0,7014.0,1
1.646150206514317e+18,-3822.0,2016.0,6748.0,1
1.6461502065643261e+18,-3501.0,2665.0,6693.0,1
1.646150206612027e+18,-3212.0,3169.0,6326.0,1
1.6461502066667617e+18,-3106.0,2684.0,6196.0,1
1.646150206712148e+18,-3306.0,1938.0,6668.0,1
1.646150206763421e+18,-4694.0,1349.0,7565.0,1
1.6461502068160804e+18,-4661.0,2461.0,6436.0,1
1.646150206863915e+18,-5040.0,937.0,7187.0,1
1.6461502069165983e+18,-4648.0,1967.0,5802.0,1
1.6461502069641088e+18,-3811.0,1746.0,6555.0,1
1.6461502070175334e+18,-2242.0,4722.0,5908.0,1
1.646150207068991e+18,-2058.0,3890.0,7096.0,1
1.6461502071175652e+18,-1243.0,4727.0,6872.0,1
1.646150207166844e+18,-940.0,6255.0,6537.0,1
1.646150207765158e+18,1215.0,4929.0,6291.0,1
1.646150207820172e+18,1108.0,4909.0,6214.0,1
1.6461502078676014e+18,978.0,5145.0,6624.0,1
1.6461502079207734e+18,848.0,4690.0,6954.0,1
1.646150207938741e+18,897.0,4677.0,6971.0,1
1.6461502080483927e+18,923.0,4646.0,6954.0,1
1.6461502080483927e+18,923.0,4646.0,6954.0,1
1.6461502080483927e+18,923.0,4646.0,6954.0,1
1.6461502082529539e+18,944.0,4632.0,6941.0,1
1.6461502082529539e+18,944.0,4632.0,6941.0,1
1.6461502082725394e+18,970.0,4619.0,6940.0,1
1.6461502083156347e+18,1008.0,4599.0,6878.0,1
1.6461502083666296e+18,890.0,3565.0,7860.0,1
1.646150208418031e+18,851.0,2606.0,7348.0,1
1.646150208462891e+18,736.0,2500.0,7553.0,1
1.646150208516718e+18,717.0,2893.0,7693.0,1
1.6461502085724503e+18,766.0,1865.0,8048.0,1
1.646150208617682e+18,735.0,1177.0,7486.0,1
1.6461502086681403e+18,601.0,1913.0,8177.0,1
1.6461502087199048e+18,856.0,2902.0,7733.0,1
1.6461502087704054e+18,887.0,2301.0,8248.0,1
1.6461502087863007e+18,883.0,1931.0,8262.0,1
1.6461502088518287e+18,855.0,1760.0,8251.0,1
1.6461502089542753e+18,826.0,1633.0,8214.0,1
1.6461502089670252e+18,822.0,1578.0,8066.0,1
1.6461502090430264e+18,1028.0,2157.0,7665.0,1
1.6461502090430264e+18,1028.0,2157.0,7665.0,1
1.646150209127217e+18,1071.0,2316.0,7601.0,1
