timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, ASSEMBLY1_BIMANUAL
1.6461501962557676e+18,-899.0,7530.0,553.0,1
1.6461501963003692e+18,-1504.0,7155.0,261.0,1
1.646150196353794e+18,-1650.0,7167.0,-42.0,1
1.64615019640138e+18,-1500.0,6437.0,1102.0,1
1.6461501964553592e+18,-705.0,7941.0,-579.0,1
1.6461501965069919e+18,-628.0,9526.0,-680.0,1
1.6461501965542106e+18,-1023.0,8380.0,213.0,1
1.6461501966011927e+18,-1162.0,8460.0,582.0,1
1.6461501966569587e+18,-777.0,8948.0,457.0,1
1.6461501967020278e+18,-775.0,8715.0,-48.0,1
1.6461501967544343e+18,-712.0,8195.0,-651.0,1
1.646150196800982e+18,-748.0,8564.0,-671.0,1
1.6461501968527237e+18,-708.0,8016.0,-461.0,1
1.646150196902722e+18,-376.0,8806.0,107.0,1
1.646150196951415e+18,144.0,8797.0,838.0,1
1.6461501970031396e+18,952.0,10410.0,617.0,1
1.646150197055403e+18,1218.0,9833.0,602.0,1
1.646150197104952e+18,236.0,8648.0,476.0,1
1.6461501971537626e+18,-1128.0,7772.0,-18.0,1
1.646150197201983e+18,-1982.0,6382.0,-1564.0,1
1.6461501972511025e+18,-2520.0,6470.0,-2108.0,1
1.646150197308712e+18,-2867.0,7225.0,-2098.0,1
1.6461501973548687e+18,-1818.0,6255.0,-1753.0,1
1.6461501974061192e+18,-715.0,8206.0,-1655.0,1
1.646150197451459e+18,-516.0,9617.0,-3158.0,1
1.6461501975032248e+18,199.0,9129.0,-347.0,1
1.6461501975496678e+18,-99.0,10097.0,1335.0,1
1.6461501976062935e+18,446.0,8223.0,3256.0,1
1.6461501976517798e+18,199.0,8919.0,4427.0,1
1.646150197707796e+18,-503.0,6185.0,5813.0,1
1.6461501977559805e+18,-284.0,7181.0,5515.0,1
1.6461501978063227e+18,73.0,5867.0,5803.0,1
1.6461501978524808e+18,556.0,6740.0,5390.0,1
1.6461501979056517e+18,999.0,6986.0,5212.0,1
1.6461501979527396e+18,1126.0,6826.0,4727.0,1
1.646150198003693e+18,1398.0,6151.0,4711.0,1
1.646150198055326e+18,1545.0,6307.0,4781.0,1
1.6461501981039288e+18,1761.0,6298.0,4923.0,1
1.6461501981573458e+18,1769.0,6478.0,5156.0,1
1.6461501982053215e+18,1663.0,6112.0,4923.0,1
1.64615019825373e+18,1519.0,6105.0,5260.0,1
1.646150198303107e+18,1108.0,5771.0,5326.0,1
1.6461501983551357e+18,1240.0,6355.0,5525.0,1
1.646150198406047e+18,1165.0,5821.0,5569.0,1
1.646150198454979e+18,1431.0,6924.0,5448.0,1
1.6461501985031619e+18,1069.0,5603.0,5648.0,1
1.646150198554309e+18,1373.0,6579.0,5884.0,1
1.6461501986075267e+18,1227.0,5999.0,5914.0,1
1.6461501986559813e+18,913.0,6176.0,6539.0,1
1.6461501987030858e+18,574.0,4596.0,6642.0,1
1.646150198757015e+18,1162.0,5967.0,5579.0,1
1.646150198808075e+18,1243.0,6230.0,5546.0,1
1.6461501988541394e+18,1283.0,5515.0,4518.0,1
1.646150198907591e+18,674.0,5725.0,5091.0,1
1.6461501989593505e+18,793.0,7779.0,4631.0,1
1.6461501990062636e+18,855.0,7232.0,5011.0,1
1.6461501990592548e+18,322.0,6372.0,4970.0,1
1.6461501991072865e+18,370.0,7375.0,4793.0,1
1.6461501991612465e+18,305.0,7668.0,3995.0,1
1.6461501992059372e+18,980.0,7780.0,3105.0,1
1.6461501992585623e+18,732.0,7243.0,2997.0,1
1.646150199303902e+18,747.0,7166.0,3526.0,1
1.6461501993588964e+18,599.0,9031.0,3571.0,1
1.646150199406704e+18,39.0,7674.0,3187.0,1
1.6461501994578596e+18,-51.0,7870.0,3058.0,1
1.6461501995085852e+18,-333.0,7250.0,2846.0,1
1.6461501995588099e+18,319.0,7496.0,3144.0,1
1.646150199606477e+18,148.0,8542.0,2714.0,1
1.6461501996584553e+18,66.0,7569.0,2801.0,1
1.6461501997091707e+18,-27.0,7782.0,3201.0,1
1.646150199758349e+18,-106.0,8568.0,3372.0,1
1.6461501998087124e+18,-191.0,8612.0,3317.0,1
1.6461501998610184e+18,-334.0,7862.0,2956.0,1
1.6461501999082852e+18,-285.0,7311.0,2601.0,1
