timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, SCREW_RIGHT
1.6461509199132987e+18,-5777.0,220.0,6995.0,1
1.6461509199596178e+18,-5180.0,1820.0,6412.0,1
1.646150920010203e+18,-4743.0,2414.0,4273.0,1
1.646150920059114e+18,-6327.0,4908.0,5431.0,1
1.646150920110088e+18,-5730.0,3165.0,4440.0,1
1.6461509201632448e+18,-4267.0,7600.0,473.0,1
1.6461509202142943e+18,-5218.0,2817.0,3430.0,1
1.6461509202584975e+18,-6063.0,1769.0,5501.0,1
1.6461509203126615e+18,-5393.0,1047.0,6866.0,1
1.6461509203584645e+18,-3338.0,-475.0,5828.0,1
1.6461509204099418e+18,-5097.0,1288.0,6718.0,1
1.6461509204580808e+18,-4486.0,257.0,7632.0,1
1.6461509205111603e+18,-4164.0,-2437.0,5480.0,1
1.646150920557897e+18,-6145.0,2770.0,5281.0,1
1.6461509206131144e+18,-5816.0,3824.0,3226.0,1
1.646150920658718e+18,-5122.0,7166.0,1348.0,1
1.6461509207107628e+18,-5105.0,7156.0,3093.0,1
1.646150920758394e+18,-5441.0,5608.0,3360.0,1
1.6461509208099407e+18,-5946.0,6603.0,997.0,1
1.6461509208581435e+18,-5606.0,6223.0,821.0,1
1.6461509209105928e+18,-4393.0,-1845.0,3000.0,1
1.6461509209601142e+18,-6061.0,-1992.0,6915.0,1
1.646150921008988e+18,-3926.0,-3018.0,7484.0,1
1.6461509210593958e+18,-4502.0,-2781.0,5320.0,1
1.646150921108994e+18,-7663.0,143.0,4400.0,1
1.646150921158123e+18,-6161.0,5639.0,1827.0,1
1.6461509212106304e+18,-5010.0,6767.0,-1186.0,1
1.646150921258138e+18,-6210.0,7433.0,-338.0,1
1.646150921314716e+18,-5657.0,7752.0,-2553.0,1
1.6461509213591667e+18,-5098.0,8325.0,-3623.0,1
1.6461509214100662e+18,-5513.0,4016.0,-2499.0,1
1.646150921462992e+18,-5731.0,-1399.0,4135.0,1
1.646150921511809e+18,-4256.0,-2271.0,5404.0,1
1.6461509215642724e+18,-3939.0,-1729.0,5737.0,1
1.6461509216135567e+18,-6507.0,-5296.0,9511.0,1
1.646150921652098e+18,-6165.0,-5010.0,6877.0,1
1.646150921715058e+18,-6270.0,-4566.0,5661.0,1
1.6461509217638182e+18,-6935.0,5865.0,-4261.0,1
1.6461509218134351e+18,-5703.0,7747.0,-2875.0,1
1.6461509218634872e+18,-5882.0,5850.0,-246.0,1
1.6461509219102333e+18,-5499.0,9032.0,-2073.0,1
1.6461509219624543e+18,-4983.0,5242.0,-2123.0,1
1.6461509220135004e+18,-5868.0,3260.0,101.0,1
1.646150922064194e+18,-6115.0,34.0,2985.0,1
1.6461509221088248e+18,-5115.0,-4135.0,6641.0,1
1.6461509221643082e+18,-3534.0,-3746.0,4867.0,1
1.646150922207829e+18,-6528.0,-4108.0,8136.0,1
1.646150922264359e+18,-6089.0,-4405.0,6219.0,1
1.6461509223122714e+18,-5678.0,-4983.0,3580.0,1
1.646150922364339e+18,-6928.0,7130.0,-5433.0,1
1.6461509224143862e+18,-6651.0,9820.0,-5710.0,1
1.6461509224641797e+18,-6571.0,5730.0,808.0,1
1.6461509225104294e+18,-6482.0,3131.0,3637.0,1
1.646150922563074e+18,-5459.0,8185.0,-544.0,1
1.6461509226087132e+18,-4354.0,7969.0,-2484.0,1
1.64615092266373e+18,-5685.0,1767.0,1997.0,1
1.6461509227107686e+18,-5970.0,-351.0,4242.0,1
1.6461509227648607e+18,-4648.0,-3659.0,5236.0,1
1.6461509228134203e+18,-4696.0,-4759.0,5752.0,1
1.6461509228643497e+18,-4766.0,-5037.0,6169.0,1
1.6461509229146867e+18,-7509.0,-3417.0,4841.0,1
1.6461509229609948e+18,-7143.0,5053.0,-2751.0,1
1.6461509230147346e+18,-5784.0,6624.0,-3807.0,1
1.6461509230616932e+18,-5548.0,7101.0,-3185.0,1
1.6461509231145188e+18,-5835.0,7739.0,-1410.0,1
1.6461509231614016e+18,-6122.0,5976.0,62.0,1
1.6461509232134653e+18,-4705.0,5854.0,-1299.0,1
1.6461509232621215e+18,-5551.0,2822.0,-846.0,1
1.646150923315549e+18,-6836.0,-3571.0,6034.0,1
1.6461509233627604e+18,-3845.0,-3510.0,6714.0,1
1.6461509234145e+18,-6891.0,-8170.0,7915.0,1
1.6461509234688904e+18,-7255.0,-6689.0,2021.0,1
1.6461509235152146e+18,-6757.0,2394.0,-5492.0,1
1.6461509235665172e+18,-6572.0,7306.0,-6571.0,1
1.646150923615586e+18,-5697.0,8047.0,-3718.0,1
1.6461509236578565e+18,-5689.0,6852.0,-325.0,1
1.646150923714853e+18,-5724.0,6923.0,-364.0,1
1.646150923762542e+18,-6077.0,7700.0,-2430.0,1
1.6461509238164966e+18,-6334.0,3005.0,-1535.0,1
1.646150923866602e+18,-4708.0,-4975.0,2753.0,1
1.646150923915238e+18,-4698.0,-4724.0,6266.0,1
1.6461509239674424e+18,-5304.0,-5367.0,6743.0,1
1.6461509240120983e+18,-5342.0,-3789.0,5397.0,1
1.646150924055762e+18,-6881.0,-846.0,4113.0,1
1.6461509241149596e+18,-5631.0,236.0,938.0,1
1.6461509241657723e+18,-6936.0,5462.0,-1504.0,1
1.6461509242176484e+18,-6436.0,6977.0,-4121.0,1
1.6461509242643256e+18,-4994.0,7224.0,-4883.0,1
1.6461509243149916e+18,-6021.0,6729.0,-2260.0,1
1.646150924362924e+18,-5024.0,6276.0,-1027.0,1
1.64615092441236e+18,-5557.0,6242.0,-674.0,1
1.6461509244636424e+18,-6076.0,5460.0,4.0,1
1.6461509245119063e+18,-6563.0,3076.0,1896.0,1
1.646150924562653e+18,-4530.0,-2916.0,4079.0,1
1.646150924613715e+18,-3538.0,-3869.0,6573.0,1
1.6461509246676298e+18,-5066.0,-3789.0,9173.0,1
1.646150924714684e+18,-5265.0,-3627.0,6157.0,1
1.6461509247697157e+18,-4935.0,-962.0,4878.0,1
1.646150924824246e+18,-4874.0,-320.0,4316.0,1
1.6461509248665567e+18,-7234.0,3377.0,-280.0,1
1.646150924917817e+18,-6386.0,6123.0,-3398.0,1
1.6461509249680525e+18,-6394.0,6362.0,-829.0,1
