timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, HANDOVER_LEFT
1.6461508608545034e+18,-3421.0,7227.0,1792.0,1
1.646150860892337e+18,-3422.0,7219.0,1779.0,1
1.6461508609350692e+18,-3421.0,7217.0,1775.0,1
1.6461508609759396e+18,-3420.0,7226.0,1766.0,1
1.6461508610440166e+18,-3412.0,7238.0,1747.0,1
1.646150861102637e+18,-3402.0,7335.0,1678.0,1
1.6461508611344737e+18,-3412.0,7183.0,1727.0,1
1.6461508611782735e+18,-3409.0,7216.0,1708.0,1
1.646150861244351e+18,-3412.0,7260.0,1694.0,1
1.646150861294182e+18,-3423.0,7319.0,1686.0,1
1.6461508613315937e+18,-3418.0,7291.0,1660.0,1
1.6461508613871788e+18,-3442.0,7284.0,1709.0,1
1.646150861437776e+18,-3422.0,7234.0,1709.0,1
1.6461508614882854e+18,-3438.0,7315.0,1673.0,1
1.6461508615336694e+18,-3424.0,7193.0,1673.0,1
1.6461508615889464e+18,-3456.0,7242.0,1668.0,1
1.6461508616373916e+18,-3438.0,7193.0,1644.0,1
1.6461508616959537e+18,-3446.0,7188.0,1652.0,1
1.646150861727465e+18,-3456.0,7198.0,1671.0,1
1.6461508617876168e+18,-3468.0,7282.0,1642.0,1
1.646150861835283e+18,-3460.0,7242.0,1620.0,1
1.6461508618883878e+18,-3461.0,7324.0,1552.0,1
1.6461508619343483e+18,-3443.0,7260.0,1593.0,1
1.6461508620000558e+18,-3446.0,7239.0,1553.0,1
1.6461508620594726e+18,-3449.0,7261.0,1547.0,1
1.6461508620899244e+18,-3443.0,7286.0,1544.0,1
1.646150862137868e+18,-3437.0,7303.0,1534.0,1
1.6461508621723948e+18,-3434.0,7324.0,1524.0,1
1.646150862255493e+18,-3436.0,7338.0,1518.0,1
1.6461508622896845e+18,-3435.0,7354.0,1524.0,1
1.6461508622896845e+18,-3435.0,7354.0,1524.0,1
1.6461508623970217e+18,-3431.0,7363.0,1526.0,1
1.6461508624259282e+18,-3432.0,7377.0,1526.0,1
