timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, DELIVERY_RIGHT
1.6461508251677955e+18,3161.0,1573.0,8026.0,1
1.6461508252871703e+18,3199.0,1689.0,8101.0,1
1.6461508252871703e+18,3199.0,1689.0,8101.0,1
1.6461508253325253e+18,3221.0,1788.0,8105.0,1
1.646150825447479e+18,3212.0,1858.0,8047.0,1
1.646150825447479e+18,3212.0,1858.0,8047.0,1
1.646150825447479e+18,3212.0,1858.0,8047.0,1
1.646150825551134e+18,3175.0,1878.0,7942.0,1
1.646150825551134e+18,3175.0,1878.0,7942.0,1
1.6461508256443282e+18,3115.0,1862.0,7830.0,1
1.6461508256443282e+18,3115.0,1862.0,7830.0,1
1.6461508257788214e+18,3047.0,1811.0,7717.0,1
1.646150825797417e+18,2980.0,1737.0,7618.0,1
1.6461508258448161e+18,3311.0,1280.0,6967.0,1
1.646150825891513e+18,2350.0,3717.0,7364.0,1
1.6461508259432635e+18,2953.0,1234.0,7891.0,1
1.646150825993488e+18,3476.0,-736.0,7613.0,1
1.6461508260439063e+18,3159.0,1087.0,8126.0,1
1.646150826094062e+18,2843.0,-2686.0,8604.0,1
1.6461508261440684e+18,2885.0,679.0,8253.0,1
1.6461508261919176e+18,2842.0,-1601.0,8046.0,1
1.6461508262438484e+18,3273.0,-881.0,8351.0,1
1.6461508262888893e+18,3135.0,-659.0,7642.0,1
1.6461508263438717e+18,3168.0,2152.0,9003.0,1
1.6461508263940838e+18,3155.0,170.0,8424.0,1
1.646150826441504e+18,3032.0,161.0,6268.0,1
1.6461508264921646e+18,2464.0,3464.0,7776.0,1
1.6461508265467922e+18,2731.0,536.0,7522.0,1
1.6461508265922227e+18,2132.0,-1393.0,7394.0,1
1.6461508266460603e+18,2102.0,1493.0,8808.0,1
1.646150826716212e+18,2118.0,1214.0,8803.0,1
1.6461508267422554e+18,2579.0,390.0,7126.0,1
1.6461508267887562e+18,2594.0,250.0,8529.0,1
1.6461508268430072e+18,2521.0,481.0,8469.0,1
1.6461508268929009e+18,2600.0,1118.0,7483.0,1
1.6461508269430994e+18,2675.0,1341.0,7545.0,1
1.6461508269927437e+18,2893.0,1493.0,7830.0,1
1.6461508270453814e+18,2822.0,1805.0,7500.0,1
1.6461508270901297e+18,2591.0,1965.0,7881.0,1
1.6461508271471677e+18,2401.0,1346.0,7316.0,1
1.6461508271910474e+18,2376.0,1854.0,7302.0,1
1.6461508272414804e+18,2729.0,1939.0,7337.0,1
1.6461508272963604e+18,2885.0,414.0,7704.0,1
1.6461508273283758e+18,2386.0,1073.0,7862.0,1
1.6461508273841874e+18,2331.0,1164.0,7855.0,1
1.6461508274904013e+18,2266.0,1222.0,7823.0,1
1.6461508274986378e+18,2010.0,1258.0,7904.0,1
1.646150827545408e+18,3696.0,1777.0,7588.0,1
1.6461508275960814e+18,4193.0,865.0,7716.0,1
1.6461508276483105e+18,3960.0,-1337.0,8081.0,1
1.6461508276954534e+18,2746.0,-1701.0,9619.0,1
1.6461508277454477e+18,2723.0,-1476.0,9334.0,1
1.646150827796687e+18,3208.0,186.0,8883.0,1
1.6461508278453332e+18,4143.0,-3288.0,6972.0,1
1.6461508278973893e+18,2946.0,2840.0,6203.0,1
1.6461508279392407e+18,2793.0,1242.0,7859.0,1
1.646150827996596e+18,1750.0,-1941.0,7521.0,1
1.6461508280332017e+18,1638.0,-309.0,7718.0,1
1.646150828094727e+18,1982.0,-88.0,8634.0,1
1.6461508281424468e+18,2067.0,-349.0,7670.0,1
1.6461508281966628e+18,2067.0,-1985.0,7510.0,1
1.6461508282432594e+18,2554.0,-1766.0,7390.0,1
1.6461508282936648e+18,2167.0,-1891.0,7870.0,1
1.6461508283583524e+18,2133.0,-1433.0,7942.0,1
1.6461508283968182e+18,2307.0,276.0,8202.0,1
1.6461508284287657e+18,2253.0,-34.0,8153.0,1
1.6461508284979743e+18,2235.0,4.0,8028.0,1
1.6461508285499428e+18,2452.0,887.0,7791.0,1
1.646150828595953e+18,2408.0,1052.0,7959.0,1
1.646150828644198e+18,2452.0,2027.0,7565.0,1
1.6461508286826854e+18,2509.0,2463.0,7434.0,1
1.6461508287725706e+18,2510.0,2611.0,7382.0,1
1.6461508288043566e+18,2501.0,2699.0,7301.0,1
1.646150828829019e+18,2475.0,2722.0,7208.0,1
1.6461508288875456e+18,2432.0,2688.0,7107.0,1
1.646150828951669e+18,2379.0,2614.0,7052.0,1
1.646150829000731e+18,2336.0,2517.0,7024.0,1
1.6461508290384335e+18,2297.0,2315.0,6997.0,1
1.6461508290807386e+18,2218.0,2217.0,6917.0,1
1.6461508291651428e+18,2145.0,2249.0,6905.0,1
1.6461508292119314e+18,2071.0,2340.0,6907.0,1
1.6461508292839037e+18,1997.0,2470.0,6909.0,1
1.6461508292839037e+18,1997.0,2470.0,6909.0,1
1.646150829340443e+18,1830.0,3024.0,6817.0,1
1.6461508293973391e+18,3242.0,23.0,8453.0,1
1.6461508294483116e+18,4665.0,-1212.0,7701.0,1
1.6461508294977756e+18,3405.0,-2636.0,9049.0,1
1.646150829547281e+18,2549.0,-109.0,10256.0,1
1.646150829596546e+18,2347.0,832.0,10168.0,1
1.6461508296478769e+18,3106.0,206.0,6732.0,1
1.6461508296961708e+18,2126.0,603.0,6071.0,1
1.646150829747234e+18,1395.0,1309.0,8389.0,1
1.6461508297956099e+18,1925.0,404.0,8613.0,1
1.6461508298463188e+18,2423.0,-179.0,6948.0,1
1.6461508298964792e+18,2773.0,-232.0,7531.0,1
1.646150829946074e+18,2474.0,-1406.0,8228.0,1
1.646150829994319e+18,2566.0,-1016.0,8356.0,1
1.6461508300507587e+18,2254.0,-552.0,7832.0,1
1.6461508300885315e+18,1973.0,-263.0,7330.0,1
1.6461508301484508e+18,1976.0,179.0,7288.0,1
1.6461508302097516e+18,1987.0,645.0,7293.0,1
1.646150830245061e+18,1740.0,1568.0,7447.0,1
1.646150830271644e+18,1725.0,1568.0,7376.0,1
1.6461508303565517e+18,1726.0,1486.0,7322.0,1
1.646150830393535e+18,1486.0,1970.0,7307.0,1
1.6461508304456456e+18,4404.0,1982.0,6547.0,1
1.6461508305027287e+18,3347.0,-2322.0,7872.0,1
1.6461508305459177e+18,2355.0,-1377.0,9468.0,1
1.6461508306012856e+18,1773.0,-1050.0,9585.0,1
1.6461508306485862e+18,2077.0,-990.0,9386.0,1
1.646150830701864e+18,2403.0,997.0,8335.0,1
1.6461508307476467e+18,3009.0,-589.0,8627.0,1
1.6461508308005788e+18,3390.0,-540.0,7793.0,1
1.6461508308500214e+18,3024.0,1070.0,6511.0,1
1.6461508308997373e+18,2666.0,1355.0,6602.0,1
1.6461508309487168e+18,2189.0,1558.0,7558.0,1
1.6461508309992684e+18,2620.0,513.0,7873.0,1
1.6461508310471048e+18,2643.0,-53.0,8175.0,1
1.646150831102785e+18,2352.0,-747.0,8408.0,1
1.6461508311466609e+18,2595.0,5.0,8318.0,1
1.6461508311997716e+18,3079.0,-608.0,8342.0,1
1.646150831249445e+18,2858.0,-353.0,8622.0,1
1.6461508312995804e+18,2516.0,1030.0,7798.0,1
1.6461508313468961e+18,2335.0,1260.0,7543.0,1
1.6461508314000387e+18,2209.0,87.0,7501.0,1
1.6461508314480658e+18,2026.0,-57.0,7529.0,1
1.6461508314989832e+18,2096.0,145.0,7111.0,1
1.6461508315459807e+18,1917.0,723.0,7471.0,1
1.6461508315937825e+18,1769.0,1766.0,8095.0,1
1.6461508316619722e+18,1684.0,1637.0,8091.0,1
1.64615083168476e+18,1642.0,1585.0,8092.0,1
1.6461508317446234e+18,1398.0,2108.0,8003.0,1
1.6461508318001923e+18,3710.0,1285.0,6980.0,1
1.6461508318477965e+18,3810.0,400.0,7017.0,1
1.6461508319000814e+18,3114.0,783.0,7760.0,1
1.6461508319447885e+18,2228.0,447.0,7754.0,1
1.646150831999736e+18,1402.0,1009.0,8380.0,1
1.6461508320442245e+18,1269.0,378.0,8560.0,1
1.6461508320995996e+18,1453.0,-31.0,8278.0,1
1.6461508321493834e+18,1826.0,-144.0,7805.0,1
1.6461508322018586e+18,1811.0,49.0,8282.0,1
1.646150832252374e+18,1700.0,275.0,8531.0,1
1.646150832299852e+18,1743.0,17.0,8662.0,1
1.6461508323495493e+18,2029.0,-1379.0,8304.0,1
1.6461508324032801e+18,1907.0,-1161.0,7884.0,1
1.646150832449863e+18,1308.0,-1831.0,8340.0,1
1.6461508325024082e+18,1009.0,-1437.0,8187.0,1
