timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose,File Name
1.646389325122516e+18,-5599.0,-5964.0,1283.0,frame_100.jpeg
1.6463893701778035e+18,89.0,-7946.0,724.0,frame_1000.jpeg
1.646389370229641e+18,-35.0,-7884.0,630.0,frame_1001.jpeg
1.6463893702785119e+18,22.0,-7299.0,619.0,frame_1002.jpeg
1.646389370327285e+18,127.0,-7970.0,628.0,frame_1003.jpeg
1.6463893703792381e+18,89.0,-7862.0,642.0,frame_1004.jpeg
1.64638937042895e+18,195.0,-7823.0,99.0,frame_1005.jpeg
1.646389370475693e+18,-154.0,-7681.0,249.0,frame_1006.jpeg
1.6463893705291884e+18,-413.0,-8221.0,568.0,frame_1007.jpeg
1.6463898242393014e+18,-238.0,-5043.0,6622.0,frame_10070.jpeg
1.64638982427356e+18,-460.0,-4960.0,6876.0,frame_10071.jpeg
1.6463898243897638e+18,-486.0,-5017.0,6960.0,frame_10072.jpeg
1.6463898243969582e+18,-518.0,-5013.0,7032.0,frame_10073.jpeg
1.646389824456563e+18,-715.0,-4667.0,7037.0,frame_10074.jpeg
1.646389824476146e+18,-555.0,-5570.0,6901.0,frame_10075.jpeg
1.646389824551458e+18,-788.0,-4736.0,7217.0,frame_10076.jpeg
1.646389824579145e+18,-792.0,-4615.0,7330.0,frame_10077.jpeg
1.6463898246505644e+18,-595.0,-4971.0,6939.0,frame_10078.jpeg
1.6463898246978092e+18,-872.0,-4418.0,6891.0,frame_10079.jpeg
1.646389370576542e+18,-786.0,-7208.0,871.0,frame_1008.jpeg
1.64638982475105e+18,-705.0,-4597.0,6683.0,frame_10080.jpeg
1.6463898247979748e+18,-631.0,-5187.0,6651.0,frame_10081.jpeg
1.646389824851426e+18,242.0,-5879.0,6404.0,frame_10082.jpeg
1.6463898249128187e+18,-339.0,-5223.0,6708.0,frame_10083.jpeg
1.6463898249588813e+18,-901.0,-4733.0,6782.0,frame_10084.jpeg
1.6463898249988406e+18,-669.0,-5359.0,6769.0,frame_10085.jpeg
1.6463898250553021e+18,-129.0,-5515.0,6543.0,frame_10086.jpeg
1.6463898250968284e+18,82.0,-5548.0,6308.0,frame_10087.jpeg
1.6463898251510582e+18,-234.0,-4795.0,6622.0,frame_10088.jpeg
1.6463898251928218e+18,-408.0,-4690.0,6705.0,frame_10089.jpeg
1.646389370632642e+18,-977.0,-7853.0,770.0,frame_1009.jpeg
1.646389825250757e+18,-494.0,-4567.0,6627.0,frame_10090.jpeg
1.6463898252953395e+18,-529.0,-4519.0,6579.0,frame_10091.jpeg
1.6463898253541123e+18,-820.0,-4341.0,6817.0,frame_10092.jpeg
1.6463898254129725e+18,324.0,-6897.0,4877.0,frame_10093.jpeg
1.6463898254538476e+18,572.0,-6461.0,4561.0,frame_10094.jpeg
1.6463898254983631e+18,148.0,-6118.0,5658.0,frame_10095.jpeg
1.646389825550861e+18,-382.0,-5147.0,5641.0,frame_10096.jpeg
1.646389825595563e+18,-244.0,-6012.0,5670.0,frame_10097.jpeg
1.646389825653003e+18,113.0,-6218.0,5479.0,frame_10098.jpeg
1.6463898256973763e+18,294.0,-6080.0,5511.0,frame_10099.jpeg
1.6463893251707843e+18,-5570.0,-5980.0,1181.0,frame_101.jpeg
1.6463893706796275e+18,-1644.0,-8726.0,1329.0,frame_1010.jpeg
1.6463898257498614e+18,185.0,-6254.0,5719.0,frame_10100.jpeg
1.6463898257972383e+18,-190.0,-6269.0,6270.0,frame_10101.jpeg
1.646389825854698e+18,-527.0,-6199.0,6384.0,frame_10102.jpeg
1.6463898258968714e+18,-1959.0,-5425.0,7475.0,frame_10103.jpeg
1.6463898259522e+18,681.0,-4066.0,5378.0,frame_10104.jpeg
1.6463898259991706e+18,1984.0,-6189.0,5712.0,frame_10105.jpeg
1.646389826038133e+18,1047.0,-4220.0,6441.0,frame_10106.jpeg
1.646389826098941e+18,326.0,-6065.0,6832.0,frame_10107.jpeg
1.6463898261513623e+18,482.0,-5238.0,6683.0,frame_10108.jpeg
1.6463898261979507e+18,517.0,-3309.0,7060.0,frame_10109.jpeg
1.646389370728779e+18,-1862.0,-8419.0,1171.0,frame_1011.jpeg
1.6463898262509955e+18,203.0,-4637.0,7249.0,frame_10110.jpeg
1.646389826299187e+18,445.0,-5734.0,5971.0,frame_10111.jpeg
1.6463898263506734e+18,727.0,-6067.0,5709.0,frame_10112.jpeg
1.6463898263984428e+18,378.0,-5288.0,6458.0,frame_10113.jpeg
1.6463898264372408e+18,60.0,-4678.0,6761.0,frame_10114.jpeg
1.6463898264993567e+18,32.0,-5458.0,6459.0,frame_10115.jpeg
1.6463898265549988e+18,343.0,-5448.0,6519.0,frame_10116.jpeg
1.646389826594084e+18,587.0,-5199.0,6459.0,frame_10117.jpeg
1.6463898266515167e+18,503.0,-5469.0,6423.0,frame_10118.jpeg
1.646389826711904e+18,355.0,-5232.0,6381.0,frame_10119.jpeg
1.6463893707772104e+18,-2063.0,-8284.0,1057.0,frame_1012.jpeg
1.6463898267511073e+18,316.0,-5238.0,6344.0,frame_10120.jpeg
1.6463898267976095e+18,430.0,-5282.0,6455.0,frame_10121.jpeg
1.6463898268509637e+18,544.0,-5407.0,6457.0,frame_10122.jpeg
1.6463898268983757e+18,619.0,-5496.0,6444.0,frame_10123.jpeg
1.6463898269505812e+18,524.0,-5369.0,6304.0,frame_10124.jpeg
1.6463898269983624e+18,453.0,-5495.0,6454.0,frame_10125.jpeg
1.6463898270517443e+18,353.0,-5202.0,6669.0,frame_10126.jpeg
1.646389827099464e+18,383.0,-5469.0,6550.0,frame_10127.jpeg
1.646389827149085e+18,105.0,-4438.0,6856.0,frame_10128.jpeg
1.646389827197437e+18,416.0,-3985.0,7196.0,frame_10129.jpeg
1.646389370827904e+18,-2242.0,-7792.0,1204.0,frame_1013.jpeg
1.6463898272517978e+18,456.0,-4504.0,7281.0,frame_10130.jpeg
1.646389827297052e+18,587.0,-4718.0,6940.0,frame_10131.jpeg
1.6463898273513567e+18,415.0,-4418.0,6949.0,frame_10132.jpeg
1.6463898273987067e+18,630.0,-5008.0,6856.0,frame_10133.jpeg
1.6463898274522862e+18,440.0,-4375.0,7282.0,frame_10134.jpeg
1.6463898274978865e+18,356.0,-4123.0,7289.0,frame_10135.jpeg
1.6463898275506842e+18,280.0,-4489.0,7281.0,frame_10136.jpeg
1.646389827598644e+18,288.0,-4352.0,7208.0,frame_10137.jpeg
1.6463898276509962e+18,419.0,-4558.0,6879.0,frame_10138.jpeg
1.6463898276963494e+18,344.0,-4455.0,7193.0,frame_10139.jpeg
1.6463893708784266e+18,-2479.0,-7677.0,1316.0,frame_1014.jpeg
1.646389827753468e+18,447.0,-4548.0,7054.0,frame_10140.jpeg
1.6463898277972785e+18,669.0,-4830.0,6958.0,frame_10141.jpeg
1.646389827853188e+18,758.0,-4558.0,7242.0,frame_10142.jpeg
1.646389827897141e+18,468.0,-3987.0,7539.0,frame_10143.jpeg
1.646389827956522e+18,90.0,-3639.0,7644.0,frame_10144.jpeg
1.6463898280108285e+18,200.0,-3926.0,7540.0,frame_10145.jpeg
1.6463898280535624e+18,143.0,-4154.0,7459.0,frame_10146.jpeg
1.64638982809786e+18,389.0,-4241.0,7143.0,frame_10147.jpeg
1.6463898281528466e+18,479.0,-4184.0,7318.0,frame_10148.jpeg
1.6463898281966935e+18,572.0,-4280.0,7211.0,frame_10149.jpeg
1.6463893709270277e+18,-2653.0,-7310.0,1088.0,frame_1015.jpeg
1.6463898282540516e+18,571.0,-4274.0,7396.0,frame_10150.jpeg
1.646389828297244e+18,303.0,-3892.0,7688.0,frame_10151.jpeg
1.6463898283533435e+18,343.0,-4015.0,7432.0,frame_10152.jpeg
1.6463898283968543e+18,192.0,-4125.0,7277.0,frame_10153.jpeg
1.6463898284531026e+18,281.0,-4060.0,7143.0,frame_10154.jpeg
1.646389828496978e+18,569.0,-3968.0,7305.0,frame_10155.jpeg
1.6463898285544855e+18,604.0,-4170.0,7665.0,frame_10156.jpeg
1.6463898285978125e+18,414.0,-4056.0,7482.0,frame_10157.jpeg
1.6463898286561313e+18,80.0,-4020.0,7434.0,frame_10158.jpeg
1.6463898286970632e+18,-41.0,-4143.0,7402.0,frame_10159.jpeg
1.6463893709777728e+18,-2743.0,-7992.0,707.0,frame_1016.jpeg
1.6463898287539827e+18,320.0,-4177.0,7059.0,frame_10160.jpeg
1.6463898287968676e+18,578.0,-4004.0,7349.0,frame_10161.jpeg
1.6463898288545597e+18,626.0,-4152.0,7745.0,frame_10162.jpeg
1.6463898288978957e+18,345.0,-4134.0,7524.0,frame_10163.jpeg
1.6463898289540186e+18,-60.0,-3856.0,7370.0,frame_10164.jpeg
1.646389828997733e+18,276.0,-4101.0,7177.0,frame_10165.jpeg
1.6463898290553347e+18,685.0,-3978.0,7320.0,frame_10166.jpeg
