timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose,File Name
1.6463893253189704e+18,-6306.0,4781.0,91.0,frame_100.jpeg
1.6463893701775268e+18,1443.0,7841.0,2296.0,frame_1000.jpeg
1.6463893702276662e+18,1442.0,8046.0,1506.0,frame_1001.jpeg
1.6463893702767078e+18,1212.0,8631.0,594.0,frame_1002.jpeg
1.6463893703267569e+18,898.0,8087.0,51.0,frame_1003.jpeg
1.6463893703789292e+18,593.0,8334.0,108.0,frame_1004.jpeg
1.6463893704279905e+18,535.0,8243.0,299.0,frame_1005.jpeg
1.6463893704787635e+18,414.0,8859.0,657.0,frame_1006.jpeg
1.6463893705279918e+18,285.0,8855.0,1063.0,frame_1007.jpeg
1.6463898242504607e+18,1142.0,1862.0,8465.0,frame_10070.jpeg
1.646389824293956e+18,985.0,1750.0,8513.0,frame_10071.jpeg
1.6463898243496123e+18,260.0,9689.0,3609.0,frame_10072.jpeg
1.6463898243773348e+18,102.0,9200.0,4431.0,frame_10073.jpeg
1.646389824454096e+18,632.0,7426.0,4676.0,frame_10074.jpeg
1.646389824497594e+18,983.0,5585.0,4186.0,frame_10075.jpeg
1.6463898245515067e+18,13.0,538.0,7895.0,frame_10076.jpeg
1.6463898245987392e+18,-199.0,4627.0,8152.0,frame_10077.jpeg
1.6463898246738913e+18,24.0,1287.0,8337.0,frame_10078.jpeg
1.6463898246983836e+18,52.0,-211.0,8329.0,frame_10079.jpeg
1.6463893705746609e+18,32.0,9110.0,1709.0,frame_1008.jpeg
1.646389824754972e+18,271.0,916.0,6326.0,frame_10080.jpeg
1.64638982477793e+18,-622.0,7112.0,6453.0,frame_10081.jpeg
1.6463898248527846e+18,-527.0,6698.0,6251.0,frame_10082.jpeg
1.6463898248977692e+18,-799.0,4246.0,6060.0,frame_10083.jpeg
1.646389824952286e+18,-663.0,7566.0,7140.0,frame_10084.jpeg
1.64638982499832e+18,112.0,7732.0,6737.0,frame_10085.jpeg
1.646389825051251e+18,416.0,4152.0,6229.0,frame_10086.jpeg
1.646389825098006e+18,121.0,2548.0,6362.0,frame_10087.jpeg
1.646389825153412e+18,-281.0,4218.0,6468.0,frame_10088.jpeg
1.6463898251971185e+18,75.0,3905.0,6589.0,frame_10089.jpeg
1.646389370625941e+18,-424.0,8201.0,1709.0,frame_1009.jpeg
1.6463898252520236e+18,657.0,2827.0,6792.0,frame_10090.jpeg
1.646389825299501e+18,333.0,4389.0,7472.0,frame_10091.jpeg
1.646389825350809e+18,-561.0,5610.0,7126.0,frame_10092.jpeg
1.6463898253963873e+18,-1906.0,7809.0,7881.0,frame_10093.jpeg
1.6463898254509102e+18,-117.0,6713.0,6815.0,frame_10094.jpeg
1.646389825497972e+18,868.0,5598.0,6413.0,frame_10095.jpeg
1.6463898255553303e+18,1177.0,3294.0,6202.0,frame_10096.jpeg
1.6463898255980623e+18,2796.0,4698.0,6460.0,frame_10097.jpeg
1.646389825649684e+18,2163.0,2490.0,7243.0,frame_10098.jpeg
1.6463898256996475e+18,1109.0,167.0,7678.0,frame_10099.jpeg
1.6463893253189704e+18,-6306.0,4781.0,91.0,frame_101.jpeg
1.6463893706799603e+18,-798.0,8616.0,1109.0,frame_1010.jpeg
1.646389825739134e+18,9.0,-650.0,7382.0,frame_10100.jpeg
1.6463898257989676e+18,-816.0,634.0,8475.0,frame_10101.jpeg
1.6463898258511176e+18,-916.0,118.0,8425.0,frame_10102.jpeg
1.6463898258790006e+18,-622.0,269.0,8222.0,frame_10103.jpeg
1.6463898259706406e+18,-564.0,387.0,8178.0,frame_10104.jpeg
1.6463898259999613e+18,-354.0,495.0,7875.0,frame_10105.jpeg
1.6463898260187505e+18,-318.0,196.0,7856.0,frame_10106.jpeg
1.6463898260187505e+18,-318.0,196.0,7856.0,frame_10107.jpeg
1.6463898262141443e+18,-357.0,96.0,7964.0,frame_10108.jpeg
1.6463898262141443e+18,-357.0,96.0,7964.0,frame_10109.jpeg
1.6463893707296612e+18,-1094.0,8478.0,1140.0,frame_1011.jpeg
1.6463898262386703e+18,-646.0,-69.0,8070.0,frame_10110.jpeg
1.6463898263001815e+18,-887.0,278.0,7947.0,frame_10111.jpeg
1.6463898263559214e+18,-3930.0,1692.0,7534.0,frame_10112.jpeg
1.646389826379255e+18,-2917.0,873.0,7516.0,frame_10113.jpeg
1.6463898264512502e+18,-2457.0,1011.0,7573.0,frame_10114.jpeg
1.6463898264785434e+18,-767.0,2099.0,7475.0,frame_10115.jpeg
1.64638982659693e+18,-813.0,2137.0,7536.0,frame_10116.jpeg
1.6463898265991002e+18,-883.0,2195.0,7379.0,frame_10117.jpeg
1.6463898266390152e+18,-2857.0,2817.0,7499.0,frame_10118.jpeg
