timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, BOLT_LEFT
1.6455434852196787e+18,-1305.0,262.0,9458.0,1
1.6455434852705723e+18,-4168.0,3.0,10398.0,1
1.6455434853212728e+18,-2923.0,-105.0,7048.0,1
1.645543485369473e+18,-1578.0,2069.0,6944.0,1
1.6455434854241334e+18,6737.0,1695.0,1543.0,1
1.6455434854703964e+18,4077.0,4704.0,2946.0,1
1.6455434855188332e+18,486.0,5279.0,5096.0,1
1.6455434855781686e+18,-2739.0,5989.0,6881.0,1
1.6455434856256276e+18,-5274.0,8929.0,7066.0,1
1.6455434856702572e+18,-5350.0,7557.0,5498.0,1
1.6455434857191066e+18,-5029.0,5962.0,5292.0,1
1.6455434857707164e+18,-4473.0,4681.0,6576.0,1
1.6455434858235185e+18,-4156.0,4603.0,4596.0,1
1.6455434858714237e+18,-3871.0,5595.0,4573.0,1
1.6455434859249116e+18,-3689.0,5239.0,4150.0,1
1.6455434859718833e+18,-3529.0,5633.0,4291.0,1
1.6455434860208233e+18,-3865.0,6854.0,3622.0,1
1.6455434860712788e+18,-3748.0,5947.0,4454.0,1
1.645543486120292e+18,-3582.0,6259.0,3996.0,1
1.645543486176206e+18,-3596.0,5684.0,4611.0,1
1.64554348622054e+18,-3621.0,6503.0,4373.0,1
1.6455434862713738e+18,-3313.0,5496.0,4460.0,1
1.6455434863205504e+18,-3445.0,6308.0,4537.0,1
1.6455434863721748e+18,-3653.0,5810.0,4609.0,1
1.6455434864208067e+18,-3730.0,5765.0,4410.0,1
1.6455434864760602e+18,-3482.0,5668.0,4249.0,1
1.6455434865206264e+18,-3586.0,5934.0,4611.0,1
1.6455434865763144e+18,-3257.0,5766.0,4419.0,1
1.645543486621359e+18,-3591.0,6485.0,4581.0,1
1.6455434866756099e+18,-3646.0,5740.0,4676.0,1
1.6455434867191736e+18,-3203.0,5693.0,4398.0,1
1.6455434867759012e+18,-3134.0,5770.0,4789.0,1
1.645543486821552e+18,-3703.0,6275.0,4837.0,1
1.6455434868763395e+18,-3624.0,5479.0,4462.0,1
1.6455434869235494e+18,-3308.0,5759.0,4191.0,1
1.6455434869696945e+18,-3452.0,5808.0,4589.0,1
1.6455434870200215e+18,-3454.0,5736.0,4522.0,1
1.6455434870695567e+18,-3657.0,5992.0,4680.0,1
1.6455434871218813e+18,-3546.0,5954.0,4528.0,1
1.645543487178982e+18,-3259.0,5897.0,4386.0,1
1.6455434872203126e+18,-3302.0,5713.0,4876.0,1
1.6455434872774513e+18,-3128.0,5956.0,4646.0,1
1.6455434873202476e+18,-3485.0,6154.0,4693.0,1
1.645543487373117e+18,-3493.0,5566.0,4636.0,1
1.6455434874213458e+18,-3285.0,5526.0,4360.0,1
1.6455434874702912e+18,-3315.0,5791.0,4709.0,1
1.6455434875218565e+18,-3617.0,5660.0,4876.0,1
1.645543487575127e+18,-3472.0,5576.0,4665.0,1
1.6455434876205238e+18,-3424.0,5891.0,4600.0,1
1.64554348767576e+18,-3261.0,5518.0,4943.0,1
1.6455434877217772e+18,-3460.0,6022.0,4784.0,1
1.645543487774955e+18,-3281.0,5546.0,4708.0,1
1.6455434878253107e+18,-3208.0,5769.0,4842.0,1
1.6455434878741036e+18,-3488.0,5965.0,5055.0,1
1.645543487925767e+18,-3376.0,5439.0,4705.0,1
1.6455434879697047e+18,-3183.0,5252.0,4736.0,1
1.6455434880270973e+18,-3304.0,5943.0,5235.0,1
1.6455434880734963e+18,-3164.0,5405.0,4918.0,1
1.6455434881276536e+18,-3376.0,5415.0,5185.0,1
1.6455434881764347e+18,-3542.0,5813.0,5080.0,1
1.6455434882290081e+18,-3224.0,5428.0,4812.0,1
1.6455434882761708e+18,-3360.0,5363.0,4962.0,1
1.645543488327102e+18,-3267.0,5796.0,5191.0,1
1.6455434883735928e+18,-3507.0,5104.0,5570.0,1
1.645543488426556e+18,-3884.0,4747.0,5002.0,1
1.645543488473693e+18,-2844.0,4478.0,5871.0,1
1.6455434885270239e+18,-2964.0,4917.0,5587.0,1
1.645543488576047e+18,-3016.0,4919.0,5563.0,1
1.6455434886242191e+18,-3837.0,5265.0,5931.0,1
1.6455434886758945e+18,-3057.0,4983.0,5348.0,1
1.64554348872733e+18,-3207.0,4612.0,5419.0,1
1.6455434887717343e+18,-3394.0,5354.0,5209.0,1
1.6455434888256978e+18,-3352.0,4989.0,5608.0,1
1.6455434888739313e+18,-3232.0,5459.0,5451.0,1
1.645543488926512e+18,-3116.0,4952.0,5366.0,1
1.6455434889732063e+18,-3553.0,5300.0,5660.0,1
1.645543489026647e+18,-3219.0,4779.0,5604.0,1
1.6455434890764652e+18,-3176.0,5095.0,5681.0,1
1.6455434891231457e+18,-2824.0,5212.0,5049.0,1
1.645543489173823e+18,-3251.0,5079.0,5949.0,1
1.6455434892313633e+18,-3191.0,5326.0,5561.0,1
1.6455434892740516e+18,-3500.0,4545.0,5782.0,1
1.6455434893248123e+18,-3264.0,4637.0,5378.0,1
1.6455434893763361e+18,-3642.0,5421.0,5618.0,1
1.6455434894295053e+18,-6090.0,4790.0,7337.0,1
