timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, BOLT_RIGHT
1.6455434622442547e+18,1511.0,6827.0,5893.0,1
1.6455434622939645e+18,1978.0,5570.0,5467.0,1
1.6455434623433987e+18,1799.0,6663.0,5963.0,1
1.645543462396183e+18,1997.0,4539.0,7182.0,1
1.645543462442776e+18,2114.0,5755.0,6019.0,1
1.6455434624964042e+18,2056.0,3072.0,7101.0,1
1.6455434625416481e+18,1379.0,3590.0,6751.0,1
1.645543462587705e+18,1666.0,2331.0,6758.0,1
1.645543462639159e+18,2490.0,3176.0,8329.0,1
1.645543462690727e+18,2950.0,4656.0,7833.0,1
1.645543462742801e+18,2512.0,3800.0,7615.0,1
1.6455434627930455e+18,1808.0,4603.0,6722.0,1
1.6455434628437852e+18,1369.0,2159.0,7078.0,1
1.6455434628939213e+18,1461.0,3922.0,6134.0,1
1.6455434629425454e+18,1368.0,3837.0,7779.0,1
1.6455434629957233e+18,159.0,4090.0,7541.0,1
1.645543463044211e+18,-550.0,2757.0,7130.0,1
1.6455434630934072e+18,43.0,4593.0,6020.0,1
1.6455434631434345e+18,347.0,6850.0,8270.0,1
1.6455434631958244e+18,1669.0,809.0,7950.0,1
1.6455434632435548e+18,3135.0,-371.0,7917.0,1
1.645543463290934e+18,2258.0,-1256.0,9450.0,1
1.645543463339503e+18,2916.0,363.0,8195.0,1
1.6455434633938332e+18,2976.0,70.0,7499.0,1
1.645543463444868e+18,2185.0,735.0,7814.0,1
1.6455434634962122e+18,1369.0,1653.0,8715.0,1
1.64554346354276e+18,2069.0,1826.0,9260.0,1
1.6455434635928282e+18,2269.0,3281.0,7411.0,1
1.6455434636432136e+18,2583.0,2320.0,6659.0,1
1.6455434636910313e+18,2760.0,417.0,6846.0,1
1.6455434637471657e+18,2204.0,-1982.0,7685.0,1
1.6455434637809075e+18,2218.0,-2904.0,7720.0,1
1.6455434638451502e+18,766.0,-3191.0,6988.0,1
1.645543463894047e+18,-544.0,-1974.0,6374.0,1
1.6455434639457042e+18,-1860.0,-2024.0,9065.0,1
1.6455434639905859e+18,-2427.0,-2686.0,9306.0,1
1.6455434640494925e+18,-1941.0,39.0,7277.0,1
1.6455434640943434e+18,-1338.0,184.0,7032.0,1
1.6455434641440515e+18,-1246.0,-1203.0,8952.0,1
1.6455434641967278e+18,-1269.0,545.0,9053.0,1
1.645543464237198e+18,-505.0,1441.0,8510.0,1
1.645543464292512e+18,1218.0,1581.0,7499.0,1
1.6455434643464072e+18,3731.0,2427.0,7388.0,1
1.6455434643917967e+18,4356.0,-16.0,7301.0,1
1.6455434644440448e+18,3527.0,-1075.0,8027.0,1
1.6455434644950461e+18,2253.0,-838.0,9670.0,1
1.6455434645504108e+18,2112.0,367.0,7809.0,1
1.6455434645955249e+18,1568.0,-1022.0,8083.0,1
1.645543464652492e+18,191.0,-1299.0,10566.0,1
1.6455434646863987e+18,-345.0,1587.0,10239.0,1
1.645543464745888e+18,1832.0,5352.0,5185.0,1
1.645543464792107e+18,2973.0,2299.0,4309.0,1
1.645543464841579e+18,2367.0,-1289.0,6948.0,1
1.6455434648980467e+18,1199.0,-2644.0,8830.0,1
1.645543464947211e+18,56.0,-24.0,7748.0,1
1.6455434649972654e+18,-1569.0,-599.0,8990.0,1
1.6455434650444595e+18,-2455.0,-1053.0,9168.0,1
1.6455434650923712e+18,-2341.0,1644.0,8908.0,1
1.6455434651471544e+18,-1040.0,193.0,8017.0,1
1.6455434651968776e+18,-745.0,525.0,8417.0,1
