timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, ASSEMBLY2_RIGHT
1.6455431783299261e+18,-3514.0,6249.0,7001.0,1
1.645543178385693e+18,-3837.0,4630.0,4316.0,1
1.645543178430951e+18,-3284.0,5188.0,5033.0,1
1.6455431784864207e+18,-3900.0,5490.0,4885.0,1
1.6455431785384632e+18,-2688.0,6250.0,6423.0,1
1.645543178587577e+18,-3073.0,5014.0,4523.0,1
1.6455431786189338e+18,-3802.0,6203.0,5306.0,1
1.645543178688927e+18,-3782.0,5432.0,5440.0,1
1.6455431787370534e+18,-4138.0,5434.0,7270.0,1
1.645543178788103e+18,-3314.0,4228.0,4995.0,1
1.645543178842478e+18,-6185.0,3775.0,4649.0,1
1.645543178887883e+18,-5099.0,5446.0,4121.0,1
1.6455431789369178e+18,-2231.0,4925.0,3223.0,1
1.6455431789877706e+18,-200.0,5643.0,2548.0,1
1.6455431790460206e+18,-1109.0,6988.0,3883.0,1
1.645543179089358e+18,-2622.0,7670.0,5210.0,1
1.64554317914144e+18,-3356.0,6901.0,6120.0,1
1.6455431832470543e+18,-882.0,6707.0,1013.0,1
1.64554318329022e+18,-1045.0,4806.0,2906.0,1
1.6455431833453512e+18,-1133.0,4121.0,2636.0,1
1.6455431833905933e+18,-290.0,3633.0,4033.0,1
1.6455431834407718e+18,-629.0,8127.0,5254.0,1
1.6455431834919004e+18,-1487.0,6441.0,7255.0,1
1.645543183541899e+18,-5.0,4354.0,6393.0,1
1.6455431835912225e+18,1809.0,3065.0,-52.0,1
1.6455431836459272e+18,2862.0,9056.0,-7060.0,1
1.645543183697343e+18,2364.0,9659.0,-8750.0,1
1.645543183742075e+18,1403.0,5620.0,-1169.0,1
1.645543183797723e+18,-1495.0,10551.0,9113.0,1
1.645543183845081e+18,-822.0,8757.0,4041.0,1
1.6455431838972605e+18,-947.0,8411.0,2321.0,1
1.6455431839444854e+18,-966.0,8018.0,2514.0,1
1.6455431839971807e+18,-2139.0,8409.0,2113.0,1
1.645543184045434e+18,-1874.0,7552.0,1660.0,1
1.645543184096678e+18,-2791.0,7351.0,1036.0,1
1.6455431841421942e+18,-3031.0,7638.0,1350.0,1
1.645543184197005e+18,-3272.0,8311.0,1098.0,1
1.645543184245369e+18,-3122.0,8379.0,1026.0,1
1.6455431842974144e+18,-3523.0,7994.0,1527.0,1
1.6455431843412122e+18,-3333.0,8394.0,1061.0,1
1.645543184396761e+18,-3221.0,8097.0,190.0,1
1.6455431844467889e+18,-3319.0,7863.0,83.0,1
1.6455431844965676e+18,-3427.0,8471.0,239.0,1
1.6455431845457833e+18,-3353.0,8348.0,947.0,1
1.6455431845974113e+18,-3449.0,8559.0,179.0,1
1.6455431846417224e+18,-3129.0,7671.0,1092.0,1
1.6455431846982254e+18,-3137.0,7742.0,1361.0,1
1.645543184741641e+18,-2882.0,8198.0,1961.0,1
1.6455431847933816e+18,-2895.0,8141.0,1898.0,1
1.6455431848468585e+18,-2464.0,7752.0,2352.0,1
1.645543184896852e+18,-1915.0,7792.0,3290.0,1
1.6455431849400223e+18,-1961.0,7229.0,4742.0,1
1.6455431849970148e+18,-1478.0,5995.0,4177.0,1
1.6455431850401784e+18,-1615.0,4066.0,5481.0,1
1.6455431851006103e+18,-2102.0,4640.0,5571.0,1
1.6455431851411645e+18,-1985.0,4483.0,6305.0,1
1.6455431851957765e+18,-1702.0,3735.0,5980.0,1
1.6455431852480876e+18,-1841.0,4434.0,7067.0,1
1.6455431852943055e+18,-1535.0,4929.0,6920.0,1
1.6455431853497108e+18,-1140.0,3899.0,5340.0,1
1.6455431853951944e+18,-1991.0,6440.0,7627.0,1
1.6455431854611313e+18,-884.0,4573.0,6758.0,1
1.6455431855016568e+18,-1263.0,4218.0,6821.0,1
1.6455431855460288e+18,-1379.0,5318.0,4063.0,1
1.6455431855901197e+18,-2104.0,7383.0,3858.0,1
1.6455431856467052e+18,-1996.0,8498.0,3341.0,1
1.6455431857001513e+18,-2485.0,7517.0,4957.0,1
1.6455431857553833e+18,-2107.0,5832.0,4405.0,1
1.6455431857869107e+18,-2297.0,5820.0,5877.0,1
1.6455431857869107e+18,-2297.0,5820.0,5877.0,1
1.645543185950527e+18,-2305.0,5698.0,6102.0,1
1.645543185950527e+18,-2305.0,5698.0,6102.0,1
1.6455431859927145e+18,-2327.0,3891.0,6471.0,1
1.6455431860477763e+18,-2119.0,6224.0,5767.0,1
1.6455431861018693e+18,-2234.0,6445.0,6088.0,1
1.6455431861481907e+18,-2510.0,4779.0,5041.0,1
1.6455431861926607e+18,-2685.0,5447.0,5137.0,1
1.6455431862486282e+18,-3036.0,5712.0,5296.0,1
1.6455431862977503e+18,-2189.0,6158.0,4921.0,1
1.6455431863480745e+18,-1994.0,6169.0,5481.0,1
1.6455431863968773e+18,-2071.0,6413.0,5593.0,1
1.645543186447507e+18,-2223.0,6882.0,5347.0,1
1.645543186495829e+18,-2400.0,6172.0,5537.0,1
1.6455431865485066e+18,-2341.0,6089.0,5327.0,1
1.6455431865982047e+18,-2464.0,5880.0,5573.0,1
1.6455431866485304e+18,-2070.0,5803.0,5491.0,1
1.6455431866971256e+18,-2327.0,5737.0,5464.0,1
1.6455431867177728e+18,-2143.0,5672.0,5372.0,1
1.6455431867944648e+18,-1870.0,5814.0,5308.0,1
1.6455431868494694e+18,-1005.0,6391.0,4885.0,1
1.6455431869029102e+18,-522.0,6588.0,4211.0,1
1.6455431869468024e+18,281.0,6633.0,4149.0,1
1.6455431870021e+18,141.0,7429.0,3834.0,1
1.645543187049933e+18,430.0,7198.0,3962.0,1
1.6455431871015153e+18,999.0,7263.0,4030.0,1
