timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, HANDOVER_LEFT
1.6455436058774116e+18,-744.0,8174.0,2247.0,1
1.6455436059207488e+18,-614.0,8187.0,2156.0,1
1.6455436059735547e+18,-648.0,8173.0,2059.0,1
1.645543606020883e+18,-636.0,8159.0,2058.0,1
1.6455436060724257e+18,-800.0,8115.0,2063.0,1
1.6455436061192325e+18,-824.0,7988.0,2078.0,1
1.6455436061716772e+18,-872.0,7967.0,2147.0,1
1.6455436062240233e+18,-889.0,7947.0,2266.0,1
1.6455436062733752e+18,-901.0,7904.0,2345.0,1
1.645543606324999e+18,-894.0,7982.0,2319.0,1
1.6455436063707912e+18,-744.0,7972.0,2267.0,1
1.6455436064203628e+18,-729.0,7968.0,2257.0,1
1.6455436064720607e+18,-801.0,8107.0,2296.0,1
1.6455436065201393e+18,-804.0,8062.0,2239.0,1
1.645543606571575e+18,-763.0,8078.0,2232.0,1
1.645543606621084e+18,-787.0,7952.0,2237.0,1
1.6455436066753318e+18,-721.0,8004.0,2080.0,1
1.6455436067225943e+18,-591.0,8148.0,2012.0,1
1.6455436067774047e+18,-584.0,8196.0,2043.0,1
1.6455436068261596e+18,-678.0,8182.0,2105.0,1
1.645543606867731e+18,-770.0,8193.0,2167.0,1
1.6455436069269071e+18,-827.0,8066.0,2173.0,1
1.6455436069724168e+18,-830.0,7951.0,2223.0,1
1.6455436070278405e+18,-950.0,7946.0,2290.0,1
1.645543607075324e+18,-1089.0,7993.0,2352.0,1
1.6455436071295503e+18,-1053.0,7893.0,2366.0,1
1.64554360717605e+18,-1003.0,7849.0,2402.0,1
1.6455436072258314e+18,-1017.0,7865.0,2412.0,1
1.645543607272298e+18,-1030.0,7928.0,2387.0,1
1.645543607325675e+18,-1028.0,8011.0,2323.0,1
1.6455436073751176e+18,-1007.0,8022.0,2296.0,1
1.6455436074261332e+18,-1024.0,8012.0,2278.0,1
1.6455436074762734e+18,-975.0,8023.0,2256.0,1
1.645543607525984e+18,-985.0,7988.0,2255.0,1
1.6455436075709228e+18,-1044.0,8062.0,2270.0,1
1.6455436076259812e+18,-1017.0,8042.0,2270.0,1
1.645543607676395e+18,-1119.0,8011.0,2331.0,1
1.6455436077265546e+18,-1226.0,7858.0,2356.0,1
1.6455436077761533e+18,-1230.0,7720.0,2131.0,1
1.6455436078271572e+18,-862.0,7808.0,2028.0,1
1.6455436078704338e+18,-746.0,8207.0,1963.0,1
1.6455436079279532e+18,-660.0,8441.0,2021.0,1
1.6455436079757532e+18,-568.0,8565.0,1998.0,1
1.645543608026316e+18,-789.0,9166.0,2096.0,1
1.645543608076431e+18,-778.0,9244.0,2230.0,1
1.6455436081275517e+18,-830.0,9652.0,2478.0,1
1.6455436081738304e+18,-895.0,9636.0,2393.0,1
