timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, SCREW_RIGHT
1.6455438040690967e+18,-4565.0,4787.0,6573.0,1
1.6455438041185728e+18,-4661.0,4504.0,4486.0,1
1.6455438041698982e+18,-5528.0,5514.0,4794.0,1
1.6455438042197742e+18,-5249.0,3295.0,6297.0,1
1.645543804268033e+18,-4026.0,5166.0,6094.0,1
1.6455438043212127e+18,-3202.0,1466.0,5933.0,1
1.6455438043701107e+18,-3276.0,1823.0,5578.0,1
1.6455438044165243e+18,-3121.0,3675.0,6028.0,1
1.645543804469619e+18,-3477.0,433.0,6925.0,1
1.6455438045149816e+18,-4252.0,-2110.0,6786.0,1
1.6455438045693514e+18,-3447.0,-1676.0,7009.0,1
1.6455438046069294e+18,-4883.0,2389.0,6022.0,1
1.645543804669989e+18,-6381.0,6001.0,4225.0,1
1.6455438047223544e+18,-5712.0,4844.0,4523.0,1
1.6455438047706455e+18,-5115.0,5351.0,4067.0,1
1.645543804816224e+18,-5323.0,3472.0,4485.0,1
1.645543804872417e+18,-4432.0,4022.0,5646.0,1
1.6455438049158876e+18,-4002.0,2095.0,5728.0,1
1.6455438049704297e+18,-2745.0,98.0,5522.0,1
1.6455438050218204e+18,-4040.0,-2876.0,4159.0,1
1.645543805075109e+18,-5451.0,8582.0,7938.0,1
1.645543805118048e+18,-5440.0,3761.0,8364.0,1
1.6455438051727713e+18,-5476.0,3583.0,7708.0,1
1.645543805221951e+18,-3883.0,2725.0,4115.0,1
1.645543805275034e+18,-4943.0,1420.0,4522.0,1
1.645543805317776e+18,-4881.0,4005.0,6476.0,1
1.645543805372513e+18,-2539.0,3640.0,5352.0,1
1.6455438054175462e+18,-2945.0,-1070.0,6053.0,1
1.6455438054704284e+18,-3221.0,1710.0,5114.0,1
1.6455438055220746e+18,-6425.0,-597.0,10558.0,1
1.6455438055700977e+18,-5287.0,2675.0,6548.0,1
1.6455438056223416e+18,-4775.0,1709.0,5532.0,1
1.645543805671474e+18,-4030.0,-885.0,2601.0,1
1.6455438057203548e+18,-5710.0,318.0,5359.0,1
1.645543805773759e+18,-4740.0,-1473.0,5204.0,1
1.645543805820879e+18,-5642.0,-1347.0,5916.0,1
1.645543805871389e+18,-4415.0,-778.0,3114.0,1
1.645543805913926e+18,-5893.0,-654.0,4937.0,1
1.645543805973729e+18,-7545.0,-4175.0,7921.0,1
1.6455438060202045e+18,-7425.0,349.0,6132.0,1
1.645543806071544e+18,-6845.0,551.0,4389.0,1
1.6455438061092045e+18,-6405.0,1444.0,2362.0,1
1.6455438061753172e+18,-6078.0,-2422.0,288.0,1
1.645543806219841e+18,-6503.0,-2154.0,1694.0,1
1.6455438062737764e+18,-6013.0,355.0,4728.0,1
1.645543806322433e+18,-6179.0,-2070.0,4990.0,1
1.6455438063749565e+18,-7813.0,-3430.0,5063.0,1
1.6455438064219779e+18,-7954.0,-3486.0,4138.0,1
1.6455438064703045e+18,-6354.0,1559.0,2988.0,1
1.6455438065245174e+18,-7126.0,-974.0,4537.0,1
1.6455438065711992e+18,-7668.0,-2080.0,3870.0,1
1.645543806623034e+18,-5768.0,-1182.0,2290.0,1
1.6455438066699866e+18,-5264.0,-4.0,2196.0,1
1.6455438067231475e+18,-7598.0,-4492.0,2793.0,1
1.6455438067653908e+18,-6575.0,-1594.0,4749.0,1
1.6455438068242877e+18,-6906.0,-3198.0,4481.0,1
1.6455438068704796e+18,-8302.0,-2290.0,3240.0,1
1.6455438069229012e+18,-6690.0,609.0,339.0,1
1.6455438069734784e+18,-6619.0,124.0,583.0,1
1.645543807028324e+18,-6542.0,660.0,3237.0,1
1.6455438070697772e+18,-6051.0,741.0,3234.0,1
1.6455438071236472e+18,-6513.0,-5073.0,2259.0,1
1.6455438071890547e+18,-7960.0,-3338.0,2968.0,1
1.6455438072085156e+18,-6701.0,-3218.0,1730.0,1
1.6455438073271572e+18,-6470.0,-2749.0,1931.0,1
1.6455438073271572e+18,-6470.0,-2749.0,1931.0,1
1.6455438073819456e+18,-6343.0,-2375.0,2337.0,1
1.6455438074374984e+18,-6796.0,-2657.0,3030.0,1
1.645543807473185e+18,-7352.0,-81.0,1852.0,1
1.6455438075220465e+18,-6580.0,1154.0,1874.0,1
1.6455438075692457e+18,-4894.0,-2750.0,619.0,1
1.645543807626166e+18,-7701.0,-3084.0,3135.0,1
1.645543807677455e+18,-7292.0,-3239.0,3092.0,1
1.6455438077248824e+18,-8073.0,-2911.0,2682.0,1
1.6455438077739192e+18,-7033.0,-93.0,887.0,1
1.645543807823108e+18,-8677.0,5059.0,-52.0,1
1.6455438078731569e+18,-7587.0,4972.0,692.0,1
1.6455438079246438e+18,-6660.0,653.0,941.0,1
1.6455438079772362e+18,-5822.0,-2218.0,-401.0,1
1.645543808021967e+18,-7718.0,-2423.0,1908.0,1
1.6455438080324918e+18,-7477.0,-3381.0,2874.0,1
1.6455438081236408e+18,-7356.0,-3593.0,3265.0,1
1.6455438081774513e+18,-6489.0,-1933.0,3680.0,1
1.6455438082229663e+18,-7946.0,-4057.0,-638.0,1
1.6455438082773878e+18,-8583.0,5702.0,-2285.0,1
1.645543808324741e+18,-8202.0,3711.0,540.0,1
1.6455438083771203e+18,-7684.0,5120.0,1626.0,1
1.6455438084239826e+18,-6706.0,4622.0,1089.0,1
1.6455438084787146e+18,-5318.0,-2173.0,42.0,1
1.6455438085276485e+18,-7875.0,-2662.0,1898.0,1
1.6455438085743977e+18,-7340.0,-1990.0,4279.0,1
1.6455438086275082e+18,-7203.0,-1569.0,4011.0,1
1.6455438086746268e+18,-7921.0,-5071.0,2085.0,1
1.6455438087254408e+18,-8730.0,-5010.0,-389.0,1
1.6455438087789197e+18,-7711.0,8198.0,-1945.0,1
1.6455438088306435e+18,-7263.0,2609.0,1501.0,1
1.6455438088741898e+18,-8184.0,-111.0,2596.0,1
1.645543808928441e+18,-6371.0,3542.0,1300.0,1
1.6455438089776532e+18,-6267.0,2115.0,195.0,1
1.6455438090262333e+18,-7546.0,-1396.0,2023.0,1
1.6455438090756068e+18,-6797.0,-1978.0,2967.0,1
1.6455438091273562e+18,-6287.0,-689.0,3349.0,1
1.6455438091775875e+18,-9096.0,-5513.0,2920.0,1
1.6455438092287022e+18,-8152.0,-2649.0,673.0,1
1.6455438092782979e+18,-7529.0,7209.0,-2069.0,1
1.6455438093310436e+18,-7587.0,3762.0,753.0,1
1.6455438093804508e+18,-7299.0,222.0,1044.0,1
1.6455438094290435e+18,-7064.0,1734.0,1615.0,1
1.6455438094746867e+18,-6772.0,577.0,3146.0,1
1.6455438095293018e+18,-7460.0,-834.0,2895.0,1
1.6455438095747197e+18,-7117.0,-818.0,2843.0,1
1.6455438096256087e+18,-6253.0,-2041.0,3023.0,1
1.6455438096780567e+18,-7956.0,-1368.0,2126.0,1
1.645543809724552e+18,-7305.0,658.0,2648.0,1
1.64554380977294e+18,-7353.0,274.0,3372.0,1
1.6455438098294735e+18,-7779.0,331.0,3131.0,1
1.645543809877499e+18,-6968.0,-879.0,2598.0,1
1.645543809928767e+18,-7442.0,164.0,3285.0,1
1.6455438099792806e+18,-7730.0,-865.0,3471.0,1
1.6455438100292347e+18,-7043.0,207.0,3146.0,1
1.6455438100788357e+18,-6748.0,546.0,2351.0,1
1.6455438101293614e+18,-7296.0,10.0,2617.0,1
1.6455438101781366e+18,-6859.0,389.0,2415.0,1
1.6455438102287178e+18,-7493.0,-48.0,3351.0,1
1.6455438102756777e+18,-7024.0,538.0,3277.0,1
1.6455438103300867e+18,-6829.0,179.0,3421.0,1
1.6455438103802534e+18,-7157.0,-81.0,3131.0,1
1.645543810426022e+18,-7148.0,-149.0,3456.0,1
1.645543810478506e+18,-6940.0,-72.0,2934.0,1
1.6455438105290652e+18,-6786.0,-820.0,2568.0,1
1.6455438105822164e+18,-7309.0,-641.0,3490.0,1
1.6455438106292104e+18,-6980.0,-3562.0,4889.0,1
1.6455438106810516e+18,-7310.0,843.0,1126.0,1
1.6455438107286129e+18,-7833.0,3269.0,1572.0,1
1.6455438107808932e+18,-6458.0,4784.0,508.0,1
1.645543810826447e+18,-6603.0,-1901.0,1394.0,1
1.6455438108808072e+18,-7145.0,-3900.0,5892.0,1
1.6455438109281664e+18,-7398.0,-1971.0,2484.0,1
1.645543810965633e+18,-7468.0,8884.0,-2592.0,1
1.6455438110274716e+18,-6990.0,3046.0,-1350.0,1
1.645543811080991e+18,-7928.0,-2861.0,8265.0,1
1.6455438111355067e+18,-8013.0,-1190.0,7634.0,1
1.6455438111840067e+18,-6738.0,2559.0,-807.0,1
1.6455438112275384e+18,-6775.0,3483.0,309.0,1
1.6455438113115937e+18,-6797.0,3594.0,3325.0,1
1.645543811327564e+18,-9233.0,3570.0,-3164.0,1
1.6455438113808479e+18,-6560.0,5611.0,-102.0,1
1.6455438114291459e+18,-7659.0,5126.0,2480.0,1
1.6455438114823672e+18,-8038.0,2436.0,3031.0,1
1.6455438115274414e+18,-6379.0,3704.0,23.0,1
1.64554381158285e+18,-7148.0,3659.0,-393.0,1
1.6455438116262525e+18,-8048.0,-3488.0,61.0,1
1.6455438116808625e+18,-5399.0,-3682.0,2915.0,1
1.6455438117275123e+18,-5387.0,337.0,5480.0,1
1.645543811785122e+18,-6695.0,-1136.0,5067.0,1
1.64554381182632e+18,-7839.0,-1387.0,1585.0,1
1.6455438118763924e+18,-6869.0,-467.0,2520.0,1
1.6455438119322191e+18,-7149.0,-785.0,2479.0,1
1.6455438119772073e+18,-7806.0,-543.0,1935.0,1
1.645543812034471e+18,-8191.0,2846.0,2362.0,1
1.6455438120761725e+18,-6962.0,2755.0,969.0,1
1.645543812131435e+18,-6734.0,-512.0,2112.0,1
1.6455438121824084e+18,-8176.0,-827.0,4250.0,1
1.6455438122355313e+18,-8065.0,770.0,3014.0,1
1.645543812282708e+18,-6795.0,985.0,-864.0,1
1.6455438123328353e+18,-6252.0,4383.0,-1004.0,1
1.645543812378111e+18,-7486.0,-2405.0,4001.0,1
1.6455438124338324e+18,-8292.0,-939.0,4036.0,1
1.6455438124774244e+18,-7262.0,-276.0,1169.0,1
1.6455438125323328e+18,-6738.0,7392.0,-3975.0,1
1.6455438125861875e+18,-6990.0,3171.0,-814.0,1
1.6455438126434975e+18,-7627.0,-2857.0,2482.0,1
1.6455438126823695e+18,-7828.0,-4079.0,3621.0,1
1.6455438127330924e+18,-7736.0,-2773.0,4967.0,1
1.6455438127821952e+18,-5282.0,10586.0,-9277.0,1
1.6455438128339325e+18,-7427.0,-3957.0,1905.0,1
1.6455438128793472e+18,-7758.0,-2427.0,4013.0,1
1.6455438129333896e+18,-7211.0,1315.0,1581.0,1
1.645543812981446e+18,-7345.0,5527.0,-1778.0,1
1.645543813033298e+18,-7413.0,2981.0,-327.0,1
1.6455438130835113e+18,-6902.0,3529.0,-11.0,1
1.6455438131335488e+18,-7309.0,2872.0,744.0,1
1.6455438131809533e+18,-7905.0,4360.0,1458.0,1
1.645543813230205e+18,-7171.0,4627.0,499.0,1
1.6455438132827988e+18,-7330.0,-530.0,927.0,1
1.6455438133308534e+18,-5746.0,-2899.0,2004.0,1
1.64554381338201e+18,-5613.0,-1245.0,4432.0,1
1.6455438134345347e+18,-5949.0,-763.0,4305.0,1
1.6455438134831255e+18,-8789.0,-1754.0,2593.0,1
1.6455438135355564e+18,-7559.0,-1205.0,2424.0,1
1.645543813583523e+18,-7092.0,5651.0,1226.0,1
1.645543813629597e+18,-6852.0,4502.0,726.0,1
1.6455438136860475e+18,-7591.0,574.0,2821.0,1
1.6455438137349573e+18,-7627.0,81.0,3069.0,1
1.645543813783526e+18,-7398.0,-470.0,3480.0,1
1.6455438138331282e+18,-7514.0,579.0,3342.0,1
1.6455438138796713e+18,-8266.0,4241.0,3270.0,1
1.6455438139269883e+18,-6925.0,1578.0,-644.0,1
1.6455438139821996e+18,-6107.0,315.0,491.0,1
1.6455438140258854e+18,-8085.0,977.0,6203.0,1
1.6455438140811054e+18,-8009.0,1221.0,3661.0,1
1.6455438141314504e+18,-6687.0,4036.0,-1126.0,1
1.6455438141828244e+18,-6276.0,1308.0,342.0,1
1.6455438142330355e+18,-8230.0,-1179.0,6409.0,1
1.6455438142818086e+18,-7433.0,83.0,5103.0,1
1.6455438143329298e+18,-6163.0,6101.0,-2485.0,1
1.6455438143865656e+18,-6657.0,2743.0,-1117.0,1
1.6455438144325542e+18,-8337.0,1721.0,6331.0,1
1.6455438144825354e+18,-7507.0,-966.0,3283.0,1
1.64554381453325e+18,-7045.0,5062.0,916.0,1
1.6455438145847954e+18,-7049.0,2261.0,1138.0,1
1.6455438146336568e+18,-6980.0,742.0,2021.0,1
1.6455438146869775e+18,-7700.0,2223.0,4468.0,1
1.6455438147327836e+18,-8335.0,4602.0,4574.0,1
1.6455438147868854e+18,-7821.0,2965.0,3343.0,1
1.6455438148294994e+18,-8213.0,1775.0,3831.0,1
