timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_LEFT
1.6455431072420695e+18,3762.0,5434.0,355.0,1
1.6455431072984993e+18,3952.0,6928.0,2754.0,1
1.6455431073478364e+18,4884.0,3896.0,1569.0,1
1.6455431073970235e+18,4985.0,4805.0,2499.0,1
1.645543107446573e+18,4889.0,5927.0,3735.0,1
1.6455431074982136e+18,4790.0,4128.0,4111.0,1
1.6455431075479498e+18,5170.0,7966.0,3437.0,1
1.6455431075988746e+18,5038.0,6558.0,4273.0,1
1.645543107645509e+18,5167.0,6111.0,3362.0,1
1.6455431077025093e+18,5416.0,7869.0,2750.0,1
1.645543107751141e+18,5333.0,3859.0,3326.0,1
1.6455431078287854e+18,5260.0,3496.0,3507.0,1
1.645543107847428e+18,4615.0,4414.0,3614.0,1
1.6455431078976543e+18,3880.0,2651.0,4357.0,1
1.645543107947335e+18,3572.0,6347.0,4311.0,1
1.6455431079982707e+18,3137.0,7600.0,2729.0,1
1.6455431080480584e+18,4162.0,9267.0,859.0,1
1.6455431080992865e+18,3169.0,6754.0,1353.0,1
1.645543108147896e+18,2592.0,9504.0,1108.0,1
1.645543108197412e+18,2393.0,8146.0,1516.0,1
1.6455431082480166e+18,1920.0,8325.0,795.0,1
1.645543108304021e+18,1858.0,8313.0,-1430.0,1
1.6455431083457564e+18,1837.0,8915.0,-183.0,1
1.6455431084022077e+18,1773.0,9605.0,643.0,1
1.6455431084489644e+18,1449.0,8023.0,102.0,1
1.6455431085001853e+18,1513.0,8187.0,-642.0,1
1.6455431085376655e+18,1552.0,9717.0,-705.0,1
1.6455431085985385e+18,1776.0,8218.0,-235.0,1
1.6455431086459482e+18,1295.0,8970.0,565.0,1
1.645543108702084e+18,1340.0,8093.0,-136.0,1
1.6455431087469563e+18,1524.0,8590.0,-54.0,1
1.6455431088036797e+18,1026.0,9077.0,-264.0,1
1.6455431088516283e+18,734.0,8126.0,-222.0,1
1.645543108902103e+18,860.0,7958.0,-238.0,1
1.645543108951715e+18,746.0,8374.0,155.0,1
1.6455431089978634e+18,696.0,9597.0,-628.0,1
1.645543109051855e+18,728.0,7916.0,421.0,1
1.6455431090971343e+18,1024.0,7691.0,681.0,1
1.6455431091513382e+18,119.0,9946.0,-1621.0,1
1.6455431092031603e+18,708.0,8193.0,885.0,1
1.6455431092532004e+18,481.0,8095.0,1.0,1
1.6455431092964316e+18,761.0,9088.0,-894.0,1
1.6455431093525407e+18,424.0,7886.0,1127.0,1
1.6455431093988777e+18,255.0,4607.0,2345.0,1
1.6455431094520745e+18,-1867.0,6306.0,1671.0,1
1.6455431094981445e+18,-1662.0,9638.0,-363.0,1
1.6455431095528742e+18,-602.0,9718.0,-1031.0,1
1.6455431095966467e+18,-1049.0,5868.0,1885.0,1
1.6455431096531796e+18,-2402.0,8333.0,3901.0,1
1.645543109701724e+18,-3039.0,6785.0,4200.0,1
1.6455431097537513e+18,-4209.0,5932.0,5112.0,1
1.645543109797822e+18,-4656.0,5501.0,5566.0,1
1.6455431098560415e+18,-4774.0,4980.0,5781.0,1
1.6455431099023112e+18,-4556.0,5029.0,5954.0,1
1.6455431099515395e+18,-4450.0,4808.0,4974.0,1
1.6455431100001756e+18,-4691.0,4294.0,4791.0,1
1.6455431100543163e+18,-4944.0,4578.0,4494.0,1
1.6455431100991222e+18,-5276.0,3821.0,5184.0,1
1.645543110150179e+18,-4990.0,4018.0,5091.0,1
1.645543110200136e+18,-4643.0,4013.0,5026.0,1
1.645543110254536e+18,-4544.0,4050.0,5126.0,1
1.6455431102984159e+18,-5869.0,4172.0,5995.0,1
1.6455431103545298e+18,-7019.0,7535.0,5677.0,1
1.6455431104053102e+18,-6116.0,6828.0,4673.0,1
1.6455431104533568e+18,-2635.0,6279.0,1441.0,1
1.6455431105043361e+18,603.0,7283.0,-2843.0,1
1.6455431105531185e+18,589.0,10043.0,-3122.0,1
1.645543110608181e+18,-798.0,6919.0,1091.0,1
1.6455431106565422e+18,-621.0,9595.0,-969.0,1
1.645543110705543e+18,-26.0,10557.0,-3411.0,1
1.6455431107573445e+18,1568.0,8350.0,-2144.0,1
1.645543110807702e+18,2512.0,8522.0,-2421.0,1
1.6455431108492562e+18,2818.0,5921.0,-106.0,1
1.645543110903307e+18,3376.0,4917.0,826.0,1
1.6455431109473382e+18,2961.0,5015.0,3466.0,1
1.645543111002834e+18,3239.0,4527.0,4611.0,1
1.64554311105609e+18,3197.0,8330.0,3053.0,1
1.6455431111053036e+18,3550.0,7573.0,2782.0,1
1.6455431111560392e+18,4091.0,6912.0,2093.0,1
1.6455431112041649e+18,4658.0,7891.0,2250.0,1
1.6455431112482028e+18,4635.0,6519.0,2804.0,1
1.645543111303453e+18,4806.0,7109.0,3061.0,1
1.6455431113512755e+18,5216.0,6713.0,3155.0,1
1.6455431114135194e+18,5198.0,6146.0,3312.0,1
1.6455431114523697e+18,5276.0,5064.0,3734.0,1
1.6455431115025196e+18,5211.0,5203.0,4364.0,1
1.6455431115522335e+18,4902.0,5752.0,4142.0,1
1.645543111606102e+18,5269.0,4986.0,4948.0,1
1.645543111653313e+18,5201.0,5488.0,4970.0,1
1.6455431117056195e+18,5365.0,2660.0,6043.0,1
1.645543111755587e+18,5643.0,2903.0,4677.0,1
1.6455431118031186e+18,5398.0,1044.0,5565.0,1
1.6455431118501988e+18,5008.0,3476.0,5627.0,1
1.645543111901264e+18,4627.0,-403.0,6000.0,1
1.645543111951694e+18,5065.0,2260.0,6929.0,1
1.6455431120053455e+18,4854.0,518.0,5513.0,1
1.6455431120562294e+18,4872.0,-608.0,7203.0,1
1.6455431121020145e+18,3995.0,-1496.0,5881.0,1
1.6455431121578465e+18,3094.0,71.0,4280.0,1
1.6455431122023104e+18,3114.0,4088.0,3819.0,1
1.645543112256003e+18,3191.0,7355.0,1353.0,1
1.6455431123025477e+18,2649.0,8081.0,592.0,1
1.645543112355673e+18,2364.0,12708.0,-563.0,1
1.6455431124072259e+18,2251.0,10515.0,1470.0,1
1.6455431124561636e+18,2541.0,6652.0,650.0,1
1.6455431125025695e+18,2444.0,8059.0,-1081.0,1
1.645543112555725e+18,2254.0,10470.0,-1015.0,1
1.6455431126074424e+18,1536.0,10191.0,1010.0,1
1.6455431126564454e+18,2527.0,6401.0,566.0,1
1.6455431127054336e+18,2860.0,5247.0,-383.0,1
1.6455431127565952e+18,2308.0,8298.0,-877.0,1
1.6455431128045768e+18,2160.0,8965.0,-841.0,1
1.645543112856887e+18,1427.0,8891.0,-2252.0,1
1.6455431129029212e+18,926.0,9497.0,-3118.0,1
1.6455431129556974e+18,1247.0,8141.0,-3368.0,1
1.6455431130008192e+18,1321.0,6755.0,-3010.0,1
1.6455431130520044e+18,894.0,9173.0,-2976.0,1
1.6455431131057285e+18,1128.0,6960.0,-2942.0,1
1.64554311315499e+18,924.0,6794.0,-3336.0,1
1.6455431132066706e+18,733.0,8087.0,-4264.0,1
1.6455431132568143e+18,1157.0,8018.0,-3900.0,1
1.645543113301573e+18,1503.0,7532.0,-4096.0,1
1.6455431142047493e+18,-4945.0,4187.0,5082.0,1
1.645543114256992e+18,-5010.0,4370.0,4755.0,1
1.6455431143066908e+18,-4915.0,5359.0,3914.0,1
1.645543114359361e+18,-4961.0,4806.0,3765.0,1
1.6455431144098813e+18,-5027.0,4157.0,4150.0,1
1.6455431144535557e+18,-4981.0,4294.0,4532.0,1
1.6455431145073096e+18,-4969.0,4056.0,4793.0,1
1.6455431145530655e+18,-4593.0,4198.0,4330.0,1
1.6455431146070518e+18,-3936.0,5163.0,4065.0,1
1.645543114658266e+18,-4886.0,7609.0,3651.0,1
1.6455431147056443e+18,-5567.0,6456.0,4450.0,1
1.645543114758126e+18,-3790.0,7866.0,3509.0,1
1.6455431155615887e+18,3780.0,8678.0,3752.0,1
1.6455431156109834e+18,3821.0,6027.0,4460.0,1
1.6455431156624087e+18,4151.0,3907.0,4423.0,1
1.6455431157082573e+18,3306.0,3562.0,6150.0,1
1.6455431157525985e+18,3596.0,5818.0,4855.0,1
1.6455431158081167e+18,3802.0,7465.0,5065.0,1
1.645543115855123e+18,4178.0,4245.0,3693.0,1
1.6455431159077932e+18,3815.0,1410.0,7400.0,1
1.6455431159580227e+18,3553.0,1779.0,5077.0,1
1.6455431160069555e+18,3355.0,3759.0,2323.0,1
1.6455431160570363e+18,3632.0,9636.0,-849.0,1
1.64554311610908e+18,2683.0,9756.0,-1157.0,1
1.6455431161614218e+18,3241.0,8501.0,-903.0,1
1.64554311620706e+18,3051.0,6469.0,-2769.0,1
1.6455431162577244e+18,2681.0,7061.0,-3289.0,1
1.6455431163071903e+18,1718.0,9133.0,-3727.0,1
1.6455431163621555e+18,2300.0,8158.0,-4303.0,1
1.6455431164094548e+18,2025.0,6971.0,-2228.0,1
1.6455431164595092e+18,2351.0,7294.0,-3812.0,1
1.6455431165079078e+18,1563.0,8223.0,-4999.0,1
1.6455431165628224e+18,721.0,11294.0,-4784.0,1
1.6455431166101594e+18,1418.0,8571.0,-3573.0,1
1.645543116660298e+18,1187.0,6567.0,-2924.0,1
1.6455431167081423e+18,1369.0,7511.0,-3732.0,1
1.645543116759582e+18,1299.0,6992.0,-4333.0,1
1.6455431168094006e+18,1379.0,8150.0,-4374.0,1
1.6455431168623754e+18,1707.0,6613.0,-3273.0,1
1.6455431169135168e+18,1238.0,7578.0,-4876.0,1
1.6455431169597466e+18,1663.0,7823.0,-4612.0,1
1.6455431170112932e+18,1635.0,6783.0,-4214.0,1
1.6455431170617362e+18,1619.0,7975.0,-4508.0,1
1.6455431171137997e+18,1728.0,7665.0,-1343.0,1
1.6455431171603546e+18,1313.0,6055.0,-2766.0,1
1.6455431172113336e+18,-44.0,8006.0,-3277.0,1
1.6455431172615613e+18,119.0,7642.0,-3401.0,1
1.6455431173130373e+18,664.0,7523.0,-4097.0,1
1.645543117360244e+18,836.0,8023.0,-4480.0,1
1.6455431174163256e+18,-449.0,8096.0,-1754.0,1
1.6455431174603597e+18,-1152.0,7913.0,1982.0,1
1.6455431175172895e+18,-711.0,10460.0,-744.0,1
1.6455431175623895e+18,-152.0,9258.0,-1917.0,1
1.6455431176177487e+18,101.0,10471.0,625.0,1
1.645543117662125e+18,287.0,6111.0,-882.0,1
1.6455431177103345e+18,-66.0,7313.0,-2750.0,1
1.645543117759836e+18,544.0,11391.0,-4476.0,1
1.6455431178101885e+18,580.0,8129.0,-1700.0,1
1.6455431178602212e+18,789.0,6030.0,-4628.0,1
1.6455431179101248e+18,396.0,7393.0,-2928.0,1
1.6455431179599222e+18,-934.0,5859.0,-2035.0,1
1.6455431180173458e+18,-136.0,7560.0,179.0,1
1.6455431180637658e+18,311.0,11136.0,-1934.0,1
1.6455431181114816e+18,299.0,8391.0,-728.0,1
1.6455431181599222e+18,425.0,8649.0,-468.0,1
1.64554311820915e+18,-37.0,7928.0,-287.0,1
1.6455431182596959e+18,-167.0,3557.0,2045.0,1
1.6455431183105636e+18,96.0,10026.0,-1879.0,1
1.645543118361018e+18,1145.0,8013.0,-4135.0,1
1.6455431184307136e+18,1842.0,6197.0,-4560.0,1
1.645543118464595e+18,-4563.0,6095.0,3704.0,1
1.645543118509803e+18,-6381.0,5866.0,5042.0,1
1.645543118565225e+18,-7703.0,3882.0,8165.0,1
1.6455431186093135e+18,-5283.0,2949.0,6122.0,1
1.6455431186651901e+18,-6448.0,2770.0,8575.0,1
1.645543118710702e+18,-8080.0,2987.0,9153.0,1
1.6455431187632061e+18,-7108.0,7247.0,6382.0,1
1.6455431188157824e+18,-5658.0,11331.0,2867.0,1
1.6455431188662428e+18,-1898.0,6431.0,1945.0,1
1.645543118910256e+18,-40.0,4999.0,1967.0,1
1.6455431189635576e+18,1511.0,4756.0,686.0,1
1.6455431190106696e+18,2355.0,3928.0,165.0,1
1.6455431190622367e+18,2505.0,6028.0,596.0,1
1.6455431191086845e+18,3051.0,8157.0,-286.0,1
1.6455431191628093e+18,2740.0,6778.0,446.0,1
1.6455431192099008e+18,2398.0,9490.0,702.0,1
1.6455431192663296e+18,2284.0,8756.0,1904.0,1
1.6455431193102164e+18,2322.0,10472.0,1301.0,1
1.6455431193668613e+18,2305.0,8587.0,2945.0,1
1.6455431194087608e+18,2969.0,6667.0,2494.0,1
1.6455431194616783e+18,2917.0,4542.0,2199.0,1
1.6455431195108221e+18,2514.0,5243.0,3691.0,1
1.6455431195597437e+18,2328.0,5327.0,2765.0,1
1.6455431196107226e+18,1631.0,11422.0,-321.0,1
1.645543119666527e+18,2009.0,8666.0,1657.0,1
1.6455431197147628e+18,2617.0,7148.0,431.0,1
1.6455431197600133e+18,2259.0,7312.0,-1703.0,1
1.6455431198118328e+18,2202.0,8317.0,-3564.0,1
1.645543119860545e+18,1541.0,8539.0,-4401.0,1
1.6455431199109448e+18,1254.0,9762.0,-3954.0,1
1.6455431199645417e+18,998.0,9226.0,-2216.0,1
1.6455431200132616e+18,1342.0,6130.0,-3749.0,1
1.64554312006638e+18,1462.0,7775.0,-5157.0,1
1.6455431201153692e+18,1538.0,7258.0,-4562.0,1
1.645543120159636e+18,1580.0,7110.0,-4974.0,1
1.6455431202148623e+18,1450.0,7110.0,-3996.0,1
1.6455431202613617e+18,1708.0,7714.0,-6248.0,1
1.6455431203160428e+18,1165.0,6875.0,-4722.0,1
1.645543120364905e+18,1540.0,6433.0,-5538.0,1
1.6455431204169372e+18,1663.0,6602.0,-5654.0,1
1.6455431204645501e+18,1493.0,6827.0,-4926.0,1
1.6455431205180362e+18,1757.0,6315.0,-5542.0,1
1.645543120566559e+18,1725.0,6842.0,-4869.0,1
1.6455431206164751e+18,2356.0,6686.0,-5443.0,1
1.6455431206655544e+18,1441.0,6378.0,-4513.0,1
1.6455431207158175e+18,1083.0,6937.0,-4150.0,1
1.6455431207646559e+18,1298.0,6760.0,-4594.0,1
1.6455431208218875e+18,1656.0,6641.0,-5019.0,1
1.6455431208610176e+18,1694.0,7680.0,-4997.0,1
1.64554312091729e+18,1296.0,8052.0,-4171.0,1
1.6455431209661174e+18,1308.0,9147.0,-3892.0,1
1.6455431210172946e+18,1349.0,7983.0,-2245.0,1
1.6455431210661023e+18,1437.0,8869.0,-2095.0,1
1.645543121116229e+18,1618.0,7103.0,-369.0,1
1.6455431211656312e+18,1912.0,8427.0,506.0,1
1.645543121216898e+18,1582.0,8068.0,1489.0,1
1.6455431212624105e+18,1888.0,9071.0,2088.0,1
1.6455431213172751e+18,1614.0,5815.0,2268.0,1
1.645543121366161e+18,1312.0,7279.0,3402.0,1
1.6455431214152205e+18,1396.0,8494.0,3968.0,1
1.6455431214621348e+18,1301.0,8374.0,4172.0,1
1.6455431215182623e+18,2215.0,8167.0,3031.0,1
1.645543121562721e+18,2213.0,7895.0,1352.0,1
1.6455431216158643e+18,1538.0,6239.0,2520.0,1
1.64554312166581e+18,617.0,5294.0,4722.0,1
1.6455431217160486e+18,-181.0,3382.0,4352.0,1
1.645543121766974e+18,-869.0,6835.0,2748.0,1
1.6455431218182116e+18,-743.0,8507.0,2191.0,1
1.6455431218655532e+18,-737.0,9304.0,1734.0,1
1.6455431219122808e+18,-952.0,9403.0,1272.0,1
1.6455431219677832e+18,-969.0,9065.0,371.0,1
1.645543122010708e+18,-1336.0,9108.0,74.0,1
1.645543122068598e+18,-1932.0,7910.0,477.0,1
1.6455431221278246e+18,-1933.0,7844.0,351.0,1
1.6455431221694702e+18,-2412.0,8551.0,-552.0,1
1.6455431469420273e+18,-5015.0,2051.0,6646.0,1
1.6455431469975613e+18,-5161.0,2268.0,6914.0,1
1.6455431470461914e+18,-4599.0,1969.0,6714.0,1
1.6455431471007206e+18,-5072.0,2467.0,5991.0,1
1.645543147148535e+18,-5185.0,2115.0,6057.0,1
1.6455431471901012e+18,-4510.0,1883.0,6017.0,1
1.645543147249587e+18,-4081.0,1671.0,6344.0,1
1.645543147291166e+18,-4581.0,3166.0,6724.0,1
1.6455431473460813e+18,-4728.0,1675.0,5879.0,1
1.645543147402855e+18,-5281.0,1167.0,5992.0,1
1.6455431474504187e+18,-6444.0,1506.0,6100.0,1
1.645543147500923e+18,-6472.0,2397.0,5999.0,1
1.6455431475462292e+18,-4522.0,4285.0,4731.0,1
1.6455431476017677e+18,-3465.0,6634.0,3328.0,1
1.6455431476461998e+18,-2370.0,9418.0,1732.0,1
1.6455431477018532e+18,-1811.0,9410.0,819.0,1
1.6455431477466173e+18,-1378.0,10262.0,195.0,1
1.645543147801334e+18,-698.0,9516.0,-359.0,1
1.645543148101182e+18,3083.0,5963.0,2196.0,1
1.6455431481476237e+18,2934.0,6511.0,2409.0,1
1.645543148201059e+18,3162.0,7249.0,2451.0,1
1.645543148247309e+18,3074.0,7395.0,3004.0,1
1.6455431483006387e+18,3385.0,6907.0,2470.0,1
1.6455431483488579e+18,3023.0,8467.0,3487.0,1
1.6455431484010583e+18,3607.0,7095.0,3593.0,1
1.6455431484486543e+18,3486.0,6665.0,4110.0,1
1.6455431485005742e+18,3673.0,5448.0,3611.0,1
1.645543148544577e+18,4314.0,5766.0,4231.0,1
1.6455431486011768e+18,2301.0,6439.0,5007.0,1
1.645543148645266e+18,2785.0,5419.0,4221.0,1
1.6455431487012641e+18,3042.0,4531.0,4336.0,1
1.6455431487495148e+18,2083.0,3336.0,4490.0,1
1.6455431488015624e+18,2687.0,4792.0,6681.0,1
1.6455431488515282e+18,2702.0,4491.0,7507.0,1
1.6455431489017298e+18,1478.0,3844.0,7991.0,1
1.6455431489459622e+18,1430.0,3163.0,7326.0,1
1.6455431490008824e+18,931.0,5572.0,6895.0,1
1.6455431490482463e+18,-196.0,4834.0,9249.0,1
1.6455431491029824e+18,906.0,4603.0,6394.0,1
1.6455431491518715e+18,31.0,4747.0,8011.0,1
1.645543149200256e+18,-559.0,827.0,6797.0,1
1.645543149257555e+18,-2779.0,1607.0,5492.0,1
1.6455431493018499e+18,-1175.0,8802.0,3415.0,1
1.645543149354111e+18,1342.0,7834.0,3760.0,1
1.6455431494004055e+18,-503.0,6655.0,5708.0,1
1.6455431494570115e+18,-3042.0,6595.0,4241.0,1
1.6455431495000486e+18,-5643.0,3893.0,7207.0,1
1.6455431495550185e+18,-5867.0,3933.0,6952.0,1
1.6455431496005806e+18,-5663.0,3818.0,6986.0,1
1.6455431496510628e+18,-4580.0,2967.0,6495.0,1
1.6455431497015455e+18,-4114.0,3122.0,6306.0,1
1.6455431497520466e+18,-4345.0,2401.0,6102.0,1
1.64554314980165e+18,-4821.0,3294.0,6126.0,1
1.645543149852432e+18,-5042.0,3085.0,6312.0,1
1.6455431498966239e+18,-4950.0,3142.0,5720.0,1
1.6455431499555039e+18,-5652.0,4080.0,7099.0,1
1.6455431500016302e+18,-5001.0,3445.0,7796.0,1
1.6455431500520202e+18,-4220.0,3666.0,7509.0,1
1.6455431500982195e+18,-3086.0,4998.0,5314.0,1
1.6455431501519112e+18,-2331.0,7953.0,3890.0,1
1.645543150198218e+18,-1360.0,8411.0,879.0,1
1.6455431502525102e+18,-521.0,10637.0,-1797.0,1
1.6455431503017748e+18,351.0,7898.0,-2994.0,1
1.6455431503526684e+18,447.0,6681.0,-2178.0,1
1.645543150402721e+18,1324.0,6272.0,-3209.0,1
1.645543150451786e+18,1635.0,5606.0,-2684.0,1
1.645543150498423e+18,2313.0,5778.0,-3137.0,1
1.645543150536484e+18,2409.0,5782.0,-3183.0,1
1.6455431505987802e+18,3206.0,6787.0,-3423.0,1
1.645543150652043e+18,3404.0,7300.0,-3374.0,1
1.6455431507015698e+18,3476.0,7033.0,-3114.0,1
1.6455431507517046e+18,3522.0,6918.0,-3679.0,1
1.6455431508033418e+18,3263.0,7947.0,-3046.0,1
1.645543150852224e+18,3249.0,6607.0,-3614.0,1
1.645543150905913e+18,3134.0,7652.0,-3820.0,1
1.6455431509520248e+18,3300.0,7087.0,-3868.0,1
1.6455431510083208e+18,3288.0,7516.0,-3622.0,1
1.645543151052512e+18,3194.0,7443.0,-3274.0,1
1.6455431511032868e+18,3283.0,6915.0,-3263.0,1
1.6455431511534213e+18,3173.0,7221.0,-2574.0,1
1.6455431512012467e+18,3200.0,7635.0,-3335.0,1
1.6455431512514808e+18,2976.0,7426.0,-3323.0,1
1.645543151300125e+18,2970.0,7413.0,-1934.0,1
1.645543151354312e+18,2475.0,9669.0,-799.0,1
1.6455431514052206e+18,2544.0,7790.0,890.0,1
1.6455431514520484e+18,2502.0,7369.0,1662.0,1
1.6455431515095593e+18,2280.0,7675.0,1184.0,1
1.645543151549826e+18,2131.0,8759.0,2286.0,1
1.6455431516076321e+18,2330.0,4037.0,3377.0,1
1.645543151652195e+18,1472.0,9748.0,1167.0,1
1.6455431517029868e+18,832.0,8097.0,2897.0,1
1.645543151752671e+18,1660.0,5980.0,4142.0,1
1.645543151801662e+18,1705.0,6203.0,4080.0,1
1.6455431518571292e+18,875.0,4259.0,6512.0,1
1.6455431519044093e+18,67.0,3635.0,7171.0,1
1.6455431519527037e+18,-934.0,7033.0,5623.0,1
1.6455431520019566e+18,-1885.0,6272.0,5312.0,1
1.6455431520526152e+18,-253.0,8761.0,1696.0,1
1.6455431521072632e+18,-529.0,7961.0,1865.0,1
1.645543152153007e+18,-636.0,8184.0,1869.0,1
