timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, BOLT_RIGHT
1.6461450870104187e+18,frame_3917.jpeg,3694.0,-6895.0,-2304.0,1
1.646145087113725e+18,frame_3918.jpeg,3696.0,-6928.0,-2305.0,1
1.6461450871408323e+18,frame_3919.jpeg,3614.0,-6852.0,-2221.0,1
1.6461450871992896e+18,frame_3920.jpeg,3781.0,-6831.0,-2221.0,1
1.6461450872527667e+18,frame_3921.jpeg,3801.0,-6840.0,-2219.0,1
1.6461450873115075e+18,frame_3922.jpeg,3777.0,-6857.0,-2181.0,1
1.6461450873313142e+18,frame_3923.jpeg,3776.0,-6871.0,-2150.0,1
1.6461450874105935e+18,frame_3924.jpeg,3785.0,-6864.0,-2162.0,1
1.6461450874763397e+18,frame_3925.jpeg,3768.0,-6855.0,-2155.0,1
1.6461450874763397e+18,frame_3926.jpeg,3768.0,-6855.0,-2155.0,1
1.646145087555879e+18,frame_3927.jpeg,3708.0,-6852.0,-2141.0,1
1.6461450876159885e+18,frame_3928.jpeg,3702.0,-6850.0,-2146.0,1
1.6461450876661916e+18,frame_3929.jpeg,3713.0,-6839.0,-2173.0,1
1.646145087702603e+18,frame_3930.jpeg,3715.0,-6864.0,-2216.0,1
1.6461450877403205e+18,frame_3931.jpeg,3784.0,-6914.0,-2353.0,1
1.6461450878037417e+18,frame_3932.jpeg,4068.0,-6774.0,-2144.0,1
1.6461450878508426e+18,frame_3933.jpeg,3478.0,-6968.0,-2391.0,1
1.646145087902824e+18,frame_3934.jpeg,3341.0,-7154.0,-2583.0,1
1.6461450879401208e+18,frame_3935.jpeg,3495.0,-7057.0,-2509.0,1
1.6461450880099914e+18,frame_3936.jpeg,3637.0,-6960.0,-2478.0,1
1.6461450880488745e+18,frame_3937.jpeg,3934.0,-6687.0,-2385.0,1
1.646145088101996e+18,frame_3938.jpeg,3272.0,-6791.0,-2326.0,1
1.646145088151689e+18,frame_3939.jpeg,3611.0,-6498.0,-2691.0,1
1.6461450882000256e+18,frame_3940.jpeg,3418.0,-6549.0,-2614.0,1
1.6461450882465324e+18,frame_3941.jpeg,3280.0,-6579.0,-2589.0,1
1.6461450883003707e+18,frame_3942.jpeg,3258.0,-6567.0,-2540.0,1
1.6461450883474867e+18,frame_3943.jpeg,3131.0,-6554.0,-2447.0,1
1.6461450884154752e+18,frame_3944.jpeg,2907.0,-6644.0,-2214.0,1
1.6461450884759043e+18,frame_3945.jpeg,2886.0,-6664.0,-2098.0,1
1.6461450884759043e+18,frame_3946.jpeg,2886.0,-6664.0,-2098.0,1
1.6461450885811587e+18,frame_3947.jpeg,2971.0,-6641.0,-2080.0,1
1.6461450885811587e+18,frame_3948.jpeg,2971.0,-6641.0,-2080.0,1
1.6461450886792056e+18,frame_3949.jpeg,3374.0,-6572.0,-2275.0,1
1.6461450886792056e+18,frame_3950.jpeg,3374.0,-6572.0,-2275.0,1
1.6461450887840742e+18,frame_3951.jpeg,3879.0,-6573.0,-2211.0,1
1.646145088786227e+18,frame_3952.jpeg,4489.0,-6685.0,-2191.0,1
1.6461450888370844e+18,frame_3953.jpeg,5990.0,-6800.0,-2140.0,1
1.6461450889281503e+18,frame_3954.jpeg,6021.0,-6812.0,-2064.0,1
1.6461450889361362e+18,frame_3955.jpeg,5491.0,-6847.0,-1941.0,1
1.6461450889361362e+18,frame_3956.jpeg,5491.0,-6847.0,-1941.0,1
1.6461450889361362e+18,frame_3957.jpeg,5491.0,-6847.0,-1941.0,1
1.6461450892353933e+18,frame_3958.jpeg,4909.0,-6740.0,-1859.0,1
1.6461450892353933e+18,frame_3959.jpeg,4909.0,-6740.0,-1859.0,1
1.6461450892353933e+18,frame_3960.jpeg,4909.0,-6740.0,-1859.0,1
1.6461450892366124e+18,frame_3961.jpeg,4626.0,-6659.0,-1788.0,1
1.6461450893018755e+18,frame_3962.jpeg,4417.0,-6555.0,-1782.0,1
1.6461450893018755e+18,frame_3963.jpeg,4417.0,-6555.0,-1782.0,1
1.6461450894095662e+18,frame_3964.jpeg,4323.0,-6351.0,-1857.0,1
1.646145089431489e+18,frame_3965.jpeg,5370.0,-6257.0,-746.0,1
1.646145089431489e+18,frame_3966.jpeg,5370.0,-6257.0,-746.0,1
1.646145089589646e+18,frame_3967.jpeg,5368.0,-6403.0,-909.0,1
1.6461450896001636e+18,frame_3968.jpeg,5146.0,-6132.0,-1129.0,1
1.6461450896541258e+18,frame_3969.jpeg,4981.0,-5980.0,-1246.0,1
1.6461450897037338e+18,frame_3970.jpeg,5173.0,-6097.0,-1534.0,1
1.6461450897551624e+18,frame_3971.jpeg,5543.0,-5978.0,-1530.0,1
1.6461450897867456e+18,frame_3972.jpeg,5354.0,-5906.0,-1407.0,1
1.6461450897867456e+18,frame_3973.jpeg,5354.0,-5906.0,-1407.0,1
1.6461450897867456e+18,frame_3974.jpeg,5354.0,-5906.0,-1407.0,1
1.6461450897867456e+18,frame_3975.jpeg,5354.0,-5906.0,-1407.0,1
1.6461450897867456e+18,frame_3976.jpeg,5354.0,-5906.0,-1407.0,1
1.6461450897867456e+18,frame_3977.jpeg,5354.0,-5906.0,-1407.0,1
1.6461450897867456e+18,frame_3978.jpeg,5354.0,-5906.0,-1407.0,1
1.6461450897867456e+18,frame_3979.jpeg,5354.0,-5906.0,-1407.0,1
1.6461450897867456e+18,frame_3980.jpeg,5354.0,-5906.0,-1407.0,1
1.6461450906194734e+18,frame_3981.jpeg,5361.0,-5886.0,-1488.0,1
1.6461450906194734e+18,frame_3982.jpeg,5361.0,-5886.0,-1488.0,1
1.6461450906194734e+18,frame_3983.jpeg,5361.0,-5886.0,-1488.0,1
1.6461450906194734e+18,frame_3984.jpeg,5361.0,-5886.0,-1488.0,1
1.6461450906194734e+18,frame_3985.jpeg,5361.0,-5886.0,-1488.0,1
1.6461450906194734e+18,frame_3986.jpeg,5361.0,-5886.0,-1488.0,1
1.6461450906194734e+18,frame_3987.jpeg,5361.0,-5886.0,-1488.0,1
1.6461450906194734e+18,frame_3988.jpeg,5361.0,-5886.0,-1488.0,1
1.6461450906448847e+18,frame_3989.jpeg,5375.0,-5880.0,-1517.0,1
1.6461450906448847e+18,frame_3990.jpeg,5375.0,-5880.0,-1517.0,1
1.6461450907684567e+18,frame_3991.jpeg,5350.0,-5886.0,-1543.0,1
1.6461450907684567e+18,frame_3992.jpeg,5350.0,-5886.0,-1543.0,1
1.6461450907684567e+18,frame_3993.jpeg,5350.0,-5886.0,-1543.0,1
1.6461450907684567e+18,frame_3994.jpeg,5350.0,-5886.0,-1543.0,1
1.6461450907684567e+18,frame_3995.jpeg,5350.0,-5886.0,-1543.0,1
1.6461450911663037e+18,frame_3996.jpeg,5070.0,-5907.0,-1606.0,1
1.6461450911663037e+18,frame_3997.jpeg,5070.0,-5907.0,-1606.0,1
1.6461450911663037e+18,frame_3998.jpeg,5070.0,-5907.0,-1606.0,1
1.6461450911663037e+18,frame_3999.jpeg,5070.0,-5907.0,-1606.0,1
1.6461450912055127e+18,frame_4000.jpeg,5087.0,-6139.0,-1693.0,1
1.646145091252899e+18,frame_4001.jpeg,4363.0,-5885.0,-1650.0,1
1.6461450913046223e+18,frame_4002.jpeg,5608.0,-6085.0,-1584.0,1
1.646145091353963e+18,frame_4003.jpeg,5228.0,-6164.0,-1915.0,1
1.646145091408569e+18,frame_4004.jpeg,5263.0,-5545.0,-1403.0,1
1.646145091453376e+18,frame_4005.jpeg,5443.0,-5560.0,-1518.0,1
1.6461450915044388e+18,frame_4006.jpeg,5485.0,-5962.0,-1327.0,1
1.6461450915529935e+18,frame_4007.jpeg,5680.0,-5781.0,-1060.0,1
1.6461450916037468e+18,frame_4008.jpeg,5167.0,-5529.0,-1190.0,1
1.6461450916545925e+18,frame_4009.jpeg,5676.0,-5820.0,-1376.0,1
1.6461450916965379e+18,frame_4010.jpeg,5185.0,-5701.0,-1445.0,1
1.646145091731267e+18,frame_4011.jpeg,5355.0,-5684.0,-1329.0,1
1.6461450918033119e+18,frame_4012.jpeg,4926.0,-5850.0,-1737.0,1
1.6461450918532183e+18,frame_4013.jpeg,5915.0,-5961.0,-865.0,1
1.646145091858148e+18,frame_4014.jpeg,5899.0,-6009.0,-940.0,1
1.646145091858148e+18,frame_4015.jpeg,5899.0,-6009.0,-940.0,1
1.6461450921392704e+18,frame_4016.jpeg,5754.0,-6018.0,-1086.0,1
1.6461450921392704e+18,frame_4017.jpeg,5754.0,-6018.0,-1086.0,1
1.6461450921392704e+18,frame_4018.jpeg,5754.0,-6018.0,-1086.0,1
1.646145092145151e+18,frame_4019.jpeg,5424.0,-5777.0,-1302.0,1
1.6461450922064801e+18,frame_4020.jpeg,5506.0,-5618.0,-1234.0,1
1.6461450922526154e+18,frame_4021.jpeg,5413.0,-5695.0,-1222.0,1
1.6461450923067356e+18,frame_4022.jpeg,5629.0,-5737.0,-1074.0,1
1.6461450923524155e+18,frame_4023.jpeg,5297.0,-5755.0,-1045.0,1
1.6461450924055235e+18,frame_4024.jpeg,5819.0,-5666.0,-1123.0,1
1.646145092459129e+18,frame_4025.jpeg,5478.0,-5695.0,-1204.0,1
1.6461450925078781e+18,frame_4026.jpeg,5577.0,-5552.0,-1014.0,1
1.6461450925539372e+18,frame_4027.jpeg,5784.0,-5850.0,-1093.0,1
1.6461450926079982e+18,frame_4028.jpeg,5506.0,-5605.0,-1067.0,1
1.6461450926566907e+18,frame_4029.jpeg,5786.0,-5636.0,-1107.0,1
1.646145092705434e+18,frame_4030.jpeg,5272.0,-5948.0,-1152.0,1
1.646145092753731e+18,frame_4031.jpeg,5909.0,-5801.0,-1003.0,1
1.6461450927869138e+18,frame_4032.jpeg,5400.0,-5982.0,-1099.0,1
1.646145092856879e+18,frame_4033.jpeg,5328.0,-6181.0,-1172.0,1
1.6461450929070303e+18,frame_4034.jpeg,5561.0,-5829.0,-1021.0,1
1.6461450929560484e+18,frame_4035.jpeg,5321.0,-5730.0,-1003.0,1
1.6461450929855107e+18,frame_4036.jpeg,5679.0,-5676.0,-1106.0,1
1.646145093057795e+18,frame_4037.jpeg,5805.0,-5498.0,-870.0,1
1.6461450931061517e+18,frame_4038.jpeg,3367.0,-6197.0,-1111.0,1
1.646145093156629e+18,frame_4039.jpeg,6562.0,-5140.0,-660.0,1
1.6461450932059036e+18,frame_4040.jpeg,5428.0,-5550.0,-1089.0,1
1.6461450932573852e+18,frame_4041.jpeg,5514.0,-5658.0,-893.0,1
1.646145093305636e+18,frame_4042.jpeg,5578.0,-5777.0,-1098.0,1
1.646145093356706e+18,frame_4043.jpeg,4552.0,-5510.0,-863.0,1
1.6461450934058307e+18,frame_4044.jpeg,5473.0,-6143.0,-1001.0,1
1.6461450934586074e+18,frame_4045.jpeg,5668.0,-6004.0,-926.0,1
1.64614509350745e+18,frame_4046.jpeg,5297.0,-5732.0,-1146.0,1
1.646145093557474e+18,frame_4047.jpeg,5630.0,-5655.0,-850.0,1
1.6461450936057329e+18,frame_4048.jpeg,5581.0,-5852.0,-1165.0,1
1.6461450936452833e+18,frame_4049.jpeg,5294.0,-6158.0,-1246.0,1
1.6461450937061302e+18,frame_4050.jpeg,5735.0,-5712.0,-868.0,1
1.646145093758989e+18,frame_4051.jpeg,5073.0,-6019.0,-976.0,1
1.6461450938044948e+18,frame_4052.jpeg,5712.0,-5799.0,-909.0,1
1.646145093861874e+18,frame_4053.jpeg,5609.0,-5733.0,-1009.0,1
1.6461450939075407e+18,frame_4054.jpeg,5614.0,-5743.0,-1058.0,1
1.6461450939598812e+18,frame_4055.jpeg,5747.0,-5995.0,-1124.0,1
1.6461450940095268e+18,frame_4056.jpeg,5438.0,-5737.0,-999.0,1
1.6461450940590848e+18,frame_4057.jpeg,5619.0,-5830.0,-1059.0,1
1.6461450941086323e+18,frame_4058.jpeg,5445.0,-5832.0,-943.0,1
1.646145094159531e+18,frame_4059.jpeg,5485.0,-5829.0,-820.0,1
1.6461450942107136e+18,frame_4060.jpeg,5477.0,-5993.0,-1038.0,1
1.6461450942573112e+18,frame_4061.jpeg,5570.0,-5694.0,-864.0,1
1.6461450943103795e+18,frame_4062.jpeg,5570.0,-5954.0,-1111.0,1
1.6461450943549015e+18,frame_4063.jpeg,5526.0,-5625.0,-774.0,1
1.6461450944113733e+18,frame_4064.jpeg,5443.0,-6130.0,-886.0,1
1.6461450944597696e+18,frame_4065.jpeg,5228.0,-6177.0,-848.0,1
1.6461450945107533e+18,frame_4066.jpeg,5719.0,-5872.0,-946.0,1
1.6461450945589573e+18,frame_4067.jpeg,5710.0,-5883.0,-678.0,1
1.6461450946102438e+18,frame_4068.jpeg,5730.0,-5679.0,-318.0,1
1.6461450946570012e+18,frame_4069.jpeg,5752.0,-5889.0,-733.0,1
1.6461450947084308e+18,frame_4070.jpeg,5670.0,-5789.0,-880.0,1
1.6461450947586445e+18,frame_4071.jpeg,5544.0,-5670.0,-1053.0,1
1.6461450948102016e+18,frame_4072.jpeg,5472.0,-6024.0,-1155.0,1
1.646145094862745e+18,frame_4073.jpeg,5200.0,-5710.0,-931.0,1
1.6461450949066268e+18,frame_4074.jpeg,5392.0,-5466.0,-813.0,1
1.6461450949786767e+18,frame_4075.jpeg,5467.0,-5866.0,-815.0,1
1.6461450949964483e+18,frame_4076.jpeg,5437.0,-5989.0,-845.0,1
1.6461450950659986e+18,frame_4077.jpeg,5482.0,-6194.0,-911.0,1
1.6461450951104166e+18,frame_4078.jpeg,5336.0,-5983.0,-1011.0,1
1.646145095158648e+18,frame_4079.jpeg,5092.0,-6188.0,-904.0,1
1.6461450952072937e+18,frame_4080.jpeg,5044.0,-6090.0,-871.0,1
1.646145095260504e+18,frame_4081.jpeg,5830.0,-5796.0,-676.0,1
1.6461450953109294e+18,frame_4082.jpeg,5176.0,-6095.0,-849.0,1
1.6461450953608847e+18,frame_4083.jpeg,5558.0,-6169.0,-733.0,1
1.64614509540822e+18,frame_4084.jpeg,5362.0,-5656.0,-872.0,1
1.6461450954560284e+18,frame_4085.jpeg,5282.0,-6278.0,-1248.0,1
1.6461450955044785e+18,frame_4086.jpeg,5156.0,-6203.0,-978.0,1
1.6461450955356183e+18,frame_4087.jpeg,5067.0,-6191.0,-983.0,1
1.6461450956126513e+18,frame_4088.jpeg,4990.0,-6184.0,-1003.0,1
1.6461450956908918e+18,frame_4089.jpeg,5035.0,-6220.0,-1042.0,1
1.6461450957227028e+18,frame_4090.jpeg,5165.0,-6243.0,-1046.0,1
1.6461450957227028e+18,frame_4091.jpeg,5165.0,-6243.0,-1046.0,1
1.6461450957227028e+18,frame_4092.jpeg,5165.0,-6243.0,-1046.0,1
1.6461450959486292e+18,frame_4093.jpeg,5278.0,-6242.0,-1053.0,1
1.6461450959486292e+18,frame_4094.jpeg,5278.0,-6242.0,-1053.0,1
1.6461450959595174e+18,frame_4095.jpeg,5233.0,-5838.0,-632.0,1
1.6461450960071846e+18,frame_4096.jpeg,5226.0,-6173.0,-1019.0,1
1.6461450960626028e+18,frame_4097.jpeg,5244.0,-6317.0,-965.0,1
1.6461450961123963e+18,frame_4098.jpeg,5064.0,-6145.0,-664.0,1
1.6461450961624883e+18,frame_4099.jpeg,5154.0,-6190.0,-335.0,1
1.6461450962112911e+18,frame_4100.jpeg,4847.0,-6605.0,-650.0,1
1.646145096257249e+18,frame_4101.jpeg,5180.0,-6072.0,-803.0,1
1.6461450963141097e+18,frame_4102.jpeg,4973.0,-6389.0,-882.0,1
