timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.6455447262337454e+18,-5916.0,5839.0,2049.0,1
1.6455447262828206e+18,-5867.0,5912.0,3101.0,1
1.645544726339307e+18,-4876.0,5585.0,3548.0,1
1.6455447263818314e+18,-5761.0,5706.0,3817.0,1
1.6455447264367588e+18,-5091.0,5478.0,3673.0,1
1.6455447264829307e+18,-5464.0,5182.0,3752.0,1
1.645544726528688e+18,-3868.0,4732.0,3630.0,1
1.645544726580012e+18,-6731.0,4921.0,4126.0,1
1.645544726639134e+18,-7355.0,4968.0,3697.0,1
1.6455447266817953e+18,-7220.0,5159.0,3412.0,1
1.6455447267362552e+18,-6575.0,5068.0,2547.0,1
1.6455447267816993e+18,-5816.0,3878.0,660.0,1
1.645544726833241e+18,-7396.0,3300.0,-251.0,1
1.6455447268830927e+18,-7098.0,3248.0,-1032.0,1
1.6455447269382833e+18,-6669.0,2247.0,-1753.0,1
1.6455447269816965e+18,-7512.0,1238.0,-1983.0,1
1.6455447270415322e+18,-7091.0,1843.0,-1552.0,1
1.645544727083125e+18,-7554.0,2200.0,-1329.0,1
1.6455447271371476e+18,-7652.0,3161.0,-699.0,1
1.6455447271840246e+18,-7419.0,2360.0,-345.0,1
1.6455447272369603e+18,-8520.0,2926.0,-752.0,1
1.6455447272844116e+18,-7012.0,2615.0,-254.0,1
1.6455447273328136e+18,-7415.0,3056.0,260.0,1
1.645544727383786e+18,-7425.0,3512.0,740.0,1
1.6455447274379548e+18,-7085.0,4099.0,1075.0,1
1.6455447274833848e+18,-7411.0,4442.0,1460.0,1
1.6455447275325458e+18,-6939.0,4459.0,1535.0,1
1.6455447275841702e+18,-6765.0,5041.0,1368.0,1
1.6455447276327286e+18,-6374.0,5006.0,1549.0,1
1.6455447276794668e+18,-5888.0,5557.0,1584.0,1
1.645544727731793e+18,-5485.0,5784.0,2222.0,1
1.645544727784475e+18,-5279.0,5884.0,3115.0,1
1.6455447278382858e+18,-5151.0,5832.0,3327.0,1
1.6455447278848765e+18,-4119.0,6349.0,3610.0,1
1.6455447279318897e+18,-3407.0,6521.0,3893.0,1
1.6455447279840627e+18,-3500.0,6563.0,3698.0,1
1.6455447280332372e+18,-3231.0,6381.0,3751.0,1
1.645544728089856e+18,-4008.0,6602.0,3656.0,1
1.6455447281374313e+18,-4437.0,6894.0,3611.0,1
1.6455447281900268e+18,-5381.0,7332.0,2974.0,1
1.645544728237303e+18,-5102.0,6570.0,2434.0,1
1.645544728291057e+18,-5664.0,5862.0,1298.0,1
1.6455447283330755e+18,-6550.0,5911.0,345.0,1
1.645544728388616e+18,-6563.0,4776.0,-216.0,1
1.6455447284367462e+18,-7156.0,4407.0,-833.0,1
1.6455447284926318e+18,-7421.0,4408.0,-532.0,1
1.6455447285364372e+18,-7354.0,4214.0,-916.0,1
1.6455447285889347e+18,-7282.0,3704.0,-1339.0,1
1.6455447286366016e+18,-7502.0,4440.0,-1229.0,1
1.6455447286869153e+18,-7920.0,3911.0,-1155.0,1
1.645544728734141e+18,-7350.0,3423.0,-2192.0,1
1.645544728787865e+18,-6871.0,3110.0,-3344.0,1
1.6455447288324078e+18,-6319.0,2563.0,-3482.0,1
1.6455447288858455e+18,-6837.0,2223.0,-3611.0,1
1.6455447289381204e+18,-6538.0,1067.0,-4606.0,1
1.6455447289926694e+18,-6678.0,453.0,-4973.0,1
1.6455447290370506e+18,-6492.0,39.0,-5312.0,1
1.6455447290814136e+18,-6277.0,1282.0,-4528.0,1
1.6455447291354204e+18,-5542.0,674.0,-5682.0,1
1.645544729187694e+18,-5773.0,361.0,-5926.0,1
1.6455447292330202e+18,-6575.0,14.0,-5613.0,1
1.645544729288252e+18,-5720.0,668.0,-5179.0,1
1.6455447293331722e+18,-6739.0,-105.0,-5299.0,1
1.645544729388388e+18,-7403.0,-1392.0,-4856.0,1
1.6455447294331907e+18,-7370.0,276.0,-4395.0,1
1.6455447294871862e+18,-6086.0,378.0,-5198.0,1
1.6455447295347622e+18,-4542.0,-842.0,-6245.0,1
1.6455447295887217e+18,-7506.0,-439.0,-5821.0,1
1.6455447296329812e+18,-6707.0,506.0,-5226.0,1
1.6455447296888256e+18,-5802.0,818.0,-5034.0,1
1.6455447297383852e+18,-6223.0,286.0,-5456.0,1
1.645544729788054e+18,-6274.0,201.0,-5372.0,1
1.6455447298399675e+18,-6522.0,306.0,-5268.0,1
1.6455447298887846e+18,-6888.0,229.0,-5300.0,1
1.6455447299394747e+18,-6202.0,513.0,-5031.0,1
1.645544729989558e+18,-6438.0,626.0,-5170.0,1
1.6455447300398019e+18,-6607.0,642.0,-5017.0,1
1.6455447300895537e+18,-6495.0,626.0,-5053.0,1
1.6455447301392e+18,-6477.0,470.0,-5237.0,1
1.6455447301887596e+18,-6404.0,361.0,-5417.0,1
1.6455447302387008e+18,-6323.0,324.0,-5517.0,1
1.645544730288162e+18,-6218.0,395.0,-5483.0,1
1.6455447303377242e+18,-6230.0,452.0,-5381.0,1
1.6455447303888922e+18,-6336.0,450.0,-5251.0,1
1.645544730441957e+18,-6371.0,350.0,-5285.0,1
1.645544730487801e+18,-6237.0,246.0,-5351.0,1
1.6455447305403377e+18,-6443.0,237.0,-5447.0,1
1.6455447305873772e+18,-6356.0,279.0,-5370.0,1
1.6455447306424113e+18,-6430.0,227.0,-5365.0,1
1.6455447306882386e+18,-6344.0,255.0,-5352.0,1
1.6455447307437665e+18,-6435.0,211.0,-5431.0,1
1.6455447307870705e+18,-6359.0,243.0,-5387.0,1
1.645544730835947e+18,-6326.0,256.0,-5291.0,1
1.6455447308896187e+18,-6490.0,178.0,-5220.0,1
1.645544730938381e+18,-6542.0,171.0,-5246.0,1
1.645544730985841e+18,-6457.0,289.0,-5320.0,1
1.6455447310349422e+18,-6408.0,362.0,-5255.0,1
1.645544731088101e+18,-6494.0,264.0,-5213.0,1
1.6455447311427126e+18,-6459.0,344.0,-5227.0,1
1.6455447311912205e+18,-6484.0,353.0,-5212.0,1
1.645544731235808e+18,-6467.0,333.0,-5198.0,1
1.6455447312817364e+18,-6467.0,321.0,-5219.0,1
1.6455447313343693e+18,-6474.0,400.0,-5218.0,1
1.6455447313946993e+18,-6605.0,323.0,-5035.0,1
1.645544731439116e+18,-6692.0,284.0,-5022.0,1
1.645544731490792e+18,-6621.0,332.0,-5105.0,1
1.645544731542782e+18,-6472.0,415.0,-5216.0,1
1.6455447315913925e+18,-6420.0,520.0,-5258.0,1
1.6455447316359834e+18,-6397.0,354.0,-5054.0,1
1.6455447316916506e+18,-6317.0,249.0,-5038.0,1
1.645544731741421e+18,-6916.0,211.0,-5026.0,1
1.6455447317916342e+18,-6708.0,-80.0,-4622.0,1
1.6455447318411272e+18,-6794.0,363.0,-4975.0,1
1.645544731891319e+18,-6533.0,-441.0,-5364.0,1
1.645544731935908e+18,-6216.0,361.0,-4766.0,1
1.6455447319924493e+18,-4572.0,-2052.0,-7518.0,1
1.6455447320415987e+18,-5205.0,-714.0,-6142.0,1
1.645544732092237e+18,-7037.0,-521.0,-4574.0,1
1.6455447321366285e+18,-7366.0,-1229.0,-5417.0,1
1.6455447321939953e+18,-6168.0,-189.0,-4817.0,1
1.6455447322420823e+18,-7268.0,-48.0,-4328.0,1
1.6455447322913654e+18,-7011.0,-293.0,-4303.0,1
1.6455447323388024e+18,-7869.0,-47.0,-3849.0,1
1.6455447323932833e+18,-7116.0,534.0,-3451.0,1
1.6455447324369935e+18,-6982.0,985.0,-2256.0,1
1.6455447324931328e+18,-8376.0,2524.0,-2070.0,1
1.6455447325390894e+18,-10363.0,2175.0,-2300.0,1
1.6455447325886917e+18,-8918.0,2256.0,-1979.0,1
1.6455447326366738e+18,-7394.0,2135.0,-1831.0,1
1.645544732692982e+18,-5303.0,1352.0,-2733.0,1
1.6455447327415642e+18,-5650.0,3948.0,-5333.0,1
1.6455447327902945e+18,-3462.0,4885.0,-6321.0,1
1.6455447328403515e+18,-5639.0,4710.0,-4173.0,1
1.6455447328937285e+18,-9316.0,730.0,-895.0,1
1.645544732947147e+18,-9619.0,110.0,-1736.0,1
1.6455447329986675e+18,-5568.0,1851.0,-5773.0,1
1.6455447330452001e+18,-5918.0,3644.0,-4658.0,1
1.6455447330897915e+18,-5685.0,3792.0,-4789.0,1
1.6455447331441718e+18,-7991.0,-117.0,-3248.0,1
1.6455447331843348e+18,-9622.0,97.0,-3389.0,1
1.6455447332777004e+18,-9882.0,369.0,-3127.0,1
1.6455447332802819e+18,-10245.0,870.0,-2588.0,1
1.6455447333242898e+18,-6737.0,2125.0,-2317.0,1
1.6455447333908675e+18,-5799.0,2193.0,-3954.0,1
1.6455447334470088e+18,-7412.0,3571.0,-2946.0,1
1.6455447334932534e+18,-5351.0,2658.0,-3392.0,1
1.6455447335466245e+18,-5791.0,3681.0,-3851.0,1
1.6455447335921037e+18,-7349.0,3390.0,-3155.0,1
1.645544733645859e+18,-6762.0,3826.0,-2362.0,1
1.645544733690149e+18,-6216.0,5629.0,-3445.0,1
1.645544733742122e+18,-6190.0,7145.0,-3366.0,1
1.645544733791284e+18,-4558.0,5239.0,-1891.0,1
