timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.6455446481890714e+18,-6275.0,3848.0,-1820.0,1
1.645544648237309e+18,-3127.0,3018.0,-1839.0,1
1.645544648287707e+18,-1389.0,4747.0,-3833.0,1
1.6455446483347085e+18,78.0,7458.0,-6319.0,1
1.6455446483864333e+18,-488.0,7881.0,-8231.0,1
1.6455446484347756e+18,-1237.0,6385.0,-9886.0,1
1.6455446484896346e+18,-2545.0,4579.0,-10215.0,1
1.6455446485359926e+18,-2825.0,2835.0,-10483.0,1
1.6455446485879624e+18,-4072.0,745.0,-7808.0,1
1.6455446486363715e+18,-4798.0,369.0,-5247.0,1
1.645544648689453e+18,-4830.0,-923.0,-3102.0,1
1.6455446487355057e+18,-5145.0,-914.0,-1402.0,1
1.6455446487878456e+18,-6021.0,-1404.0,-1344.0,1
1.6455446488356774e+18,-6000.0,-1161.0,-1085.0,1
1.6455446488884424e+18,-7596.0,-955.0,-1428.0,1
1.6455446489362373e+18,-6645.0,-607.0,-2141.0,1
1.6455446489907502e+18,-9717.0,-291.0,-1199.0,1
1.6455446490362557e+18,-10349.0,-236.0,24.0,1
1.645544649089414e+18,-9652.0,58.0,148.0,1
1.6455446491371328e+18,-9098.0,301.0,1276.0,1
1.6455446491877102e+18,-8007.0,1183.0,1472.0,1
1.6455447250858747e+18,-4354.0,1840.0,-3523.0,1
1.6455447251299284e+18,-6011.0,2713.0,-6777.0,1
1.6455447251854574e+18,-5574.0,3643.0,-7128.0,1
1.6455447252311084e+18,-5116.0,4046.0,-9210.0,1
1.645544725278981e+18,-4255.0,4047.0,-6952.0,1
1.645544725332728e+18,-3386.0,4354.0,-5927.0,1
1.645544725383965e+18,-3666.0,4516.0,-5804.0,1
1.645544725430737e+18,-4923.0,5076.0,-6143.0,1
1.645544725487012e+18,-4160.0,4403.0,-5104.0,1
1.6455447255319677e+18,-4318.0,5760.0,-6481.0,1
1.6455447255886966e+18,-4104.0,7444.0,-6468.0,1
1.6455447256331666e+18,-1858.0,7161.0,-5704.0,1
1.6455447256850793e+18,-1858.0,5875.0,-4652.0,1
1.6455447257315697e+18,-1939.0,5533.0,-2842.0,1
1.6455447257849216e+18,-4090.0,6507.0,-1172.0,1
1.6455447258339448e+18,-4496.0,5725.0,-1047.0,1
1.6455447258849656e+18,-6160.0,5892.0,-591.0,1
1.6455447259297009e+18,-5970.0,5539.0,398.0,1
1.6455447259868314e+18,-6790.0,6053.0,920.0,1
1.6455447260361014e+18,-6349.0,5886.0,503.0,1
1.645544726081816e+18,-5517.0,5280.0,230.0,1
1.6455447261352817e+18,-4636.0,5065.0,1187.0,1
1.6455447261798756e+18,-5216.0,5087.0,1853.0,1
