timestamp,a_right_backPose,b_right_backPose,c_right_backPose, ASSEMBLY1_BIMANUAL
1.6455446496359493e+18,-8014.0,-1139.0,451.0,1
1.6455446496879135e+18,-8122.0,-1129.0,394.0,1
1.6455446497405028e+18,-8122.0,-1149.0,190.0,1
1.6455446497888492e+18,-8223.0,-1086.0,82.0,1
1.645544649835784e+18,-8192.0,-1249.0,23.0,1
1.6455446498902572e+18,-8206.0,-1265.0,44.0,1
1.645544649929603e+18,-8215.0,-1335.0,-88.0,1
1.6455446499884992e+18,-8382.0,-1284.0,72.0,1
1.6455446500411284e+18,-8167.0,-1737.0,162.0,1
1.6455446500908145e+18,-8169.0,-1734.0,208.0,1
1.6455446501394068e+18,-8163.0,-1938.0,243.0,1
1.6455446501887427e+18,-8246.0,-1809.0,123.0,1
1.6455446502355146e+18,-8227.0,-1726.0,-127.0,1
1.6455446502914936e+18,-7919.0,-1803.0,-321.0,1
1.6455446503336033e+18,-7864.0,-1953.0,-422.0,1
1.6455446503883144e+18,-7880.0,-2070.0,-422.0,1
1.645544650440383e+18,-8010.0,-2168.0,-318.0,1
1.6455446504894733e+18,-8270.0,-2041.0,-239.0,1
1.6455446505396905e+18,-8297.0,-2162.0,-210.0,1
1.6455446505884882e+18,-8223.0,-2300.0,-172.0,1
1.6455446506407265e+18,-8155.0,-2471.0,-172.0,1
1.6455446506890004e+18,-7756.0,-2681.0,-175.0,1
1.6455446507397673e+18,-7660.0,-2741.0,-298.0,1
1.6455446507901133e+18,-7551.0,-2652.0,-408.0,1
1.645544650839313e+18,-7773.0,-2545.0,-512.0,1
1.6455446508886848e+18,-7714.0,-2537.0,-653.0,1
1.645544650940456e+18,-7756.0,-2578.0,-875.0,1
1.6455446509894653e+18,-7362.0,-2580.0,-862.0,1
1.6455446510393544e+18,-7769.0,-2586.0,-787.0,1
1.6455446510887995e+18,-8132.0,-2566.0,-709.0,1
1.6455446511394742e+18,-8062.0,-2342.0,-838.0,1
1.645544651189553e+18,-8337.0,-2233.0,-842.0,1
1.6455446512397225e+18,-8220.0,-2104.0,-986.0,1
1.645544651289022e+18,-8107.0,-1965.0,-1184.0,1
1.6455446513401966e+18,-7931.0,-2081.0,-1161.0,1
1.645544651389331e+18,-7954.0,-2129.0,-1191.0,1
1.6455446514399342e+18,-8048.0,-1887.0,-1234.0,1
1.6455446514893998e+18,-7928.0,-1898.0,-1362.0,1
1.6455446515401147e+18,-7852.0,-2068.0,-1281.0,1
1.6455446515903785e+18,-7893.0,-2062.0,-1331.0,1
1.6455446516400927e+18,-8093.0,-1930.0,-1282.0,1
1.645544651690429e+18,-7744.0,-2119.0,-1370.0,1
1.645544651740203e+18,-7771.0,-1949.0,-1375.0,1
1.6455446517997755e+18,-7843.0,-1862.0,-1474.0,1
1.6455446518414177e+18,-8121.0,-2550.0,-1139.0,1
1.645544651889428e+18,-8029.0,-2423.0,-960.0,1
1.645544651940638e+18,-7893.0,-2354.0,-1119.0,1
1.6455446519946222e+18,-7936.0,-2337.0,-1195.0,1
1.6455446520399818e+18,-7946.0,-2188.0,-1356.0,1
1.64554465209313e+18,-7911.0,-2206.0,-1385.0,1
1.6455446521399347e+18,-7848.0,-2165.0,-1488.0,1
1.6455446521909396e+18,-7425.0,-2233.0,-1625.0,1
1.6455446522406067e+18,-7852.0,-2112.0,-1573.0,1
1.6455446522917522e+18,-7944.0,-2202.0,-1549.0,1
1.645544652337979e+18,-7789.0,-2101.0,-1602.0,1
1.6455446523925358e+18,-7869.0,-2068.0,-1652.0,1
1.6455446524357082e+18,-7821.0,-2039.0,-1671.0,1
1.645544652493869e+18,-8023.0,-2049.0,-1663.0,1
1.645544652543114e+18,-8106.0,-1798.0,-1622.0,1
1.6455446525902408e+18,-7894.0,-1802.0,-1741.0,1
1.6455446526401823e+18,-8097.0,-1449.0,-1436.0,1
1.645544652683286e+18,-7792.0,-1674.0,-1560.0,1
1.6455446527441262e+18,-7913.0,-1617.0,-1485.0,1
1.645544652792705e+18,-8142.0,-1411.0,-1538.0,1
1.645544652840787e+18,-8042.0,-1162.0,-1691.0,1
1.6455446528848786e+18,-8109.0,-1228.0,-1591.0,1
1.6455446529433843e+18,-8173.0,-1220.0,-1516.0,1
1.6455446529949996e+18,-8136.0,-1208.0,-1456.0,1
1.6455446530309005e+18,-8655.0,-985.0,-919.0,1
1.645544653054911e+18,-8700.0,-895.0,-901.0,1
1.6455446531993234e+18,-8663.0,-886.0,-907.0,1
1.6455446531993234e+18,-8663.0,-886.0,-907.0,1
1.6455446532404698e+18,-8451.0,-907.0,-967.0,1
1.6455446532912333e+18,-8220.0,187.0,-560.0,1
1.6455446533438556e+18,-8268.0,140.0,-739.0,1
1.6455446533914883e+18,-8652.0,289.0,-707.0,1
1.6455446534400154e+18,-8351.0,151.0,-969.0,1
1.6455446534922435e+18,-8325.0,228.0,-846.0,1
1.6455446535449283e+18,-8259.0,348.0,-852.0,1
1.645544653592794e+18,-8027.0,517.0,-1169.0,1
1.645544653641014e+18,-8388.0,512.0,-922.0,1
1.6455446536929219e+18,-8248.0,483.0,-990.0,1
1.6455446537451707e+18,-8197.0,410.0,-1118.0,1
1.6455446537924925e+18,-8243.0,722.0,-1335.0,1
1.6455446538408847e+18,-8100.0,728.0,-1390.0,1
1.6455446538911916e+18,-8265.0,838.0,-787.0,1
1.6455446539391616e+18,-7960.0,741.0,-1171.0,1
1.645544653991417e+18,-8514.0,1067.0,-1085.0,1
1.6455446540391127e+18,-7965.0,974.0,-1189.0,1
1.6455446540936763e+18,-8234.0,1261.0,-1060.0,1
1.6455446541451218e+18,-8047.0,1099.0,-1268.0,1
1.6455446541958428e+18,-8118.0,1139.0,-1153.0,1
1.6455446542423043e+18,-8375.0,1181.0,-635.0,1
1.645544654291827e+18,-7578.0,1294.0,-1466.0,1
1.6455446543413786e+18,-8179.0,1396.0,-1010.0,1
1.645544654396706e+18,-8281.0,1526.0,-141.0,1
1.6455446544393016e+18,-7773.0,1136.0,-1067.0,1
1.645544654483755e+18,-9380.0,1155.0,-1175.0,1
1.6455446545419146e+18,-9837.0,1767.0,-1569.0,1
1.645544654592459e+18,-7206.0,1384.0,-1708.0,1
1.6455446546384476e+18,-5805.0,1045.0,-534.0,1
1.6455446546932393e+18,-5741.0,772.0,1297.0,1
1.6455446547427151e+18,-5664.0,773.0,3246.0,1
1.645544654793208e+18,-5771.0,1393.0,4561.0,1
1.6455446548440873e+18,-5233.0,2576.0,6288.0,1
1.6455446548926848e+18,-3994.0,2639.0,7207.0,1
1.6455446549429402e+18,-3505.0,3560.0,7902.0,1
1.6455446549951252e+18,-3301.0,4682.0,7686.0,1
1.6455446550387013e+18,-2447.0,4965.0,7899.0,1
1.645544655093982e+18,-1928.0,5373.0,7987.0,1
1.6455446551426207e+18,-1743.0,5008.0,7628.0,1
1.6455446551978194e+18,-1248.0,4753.0,7061.0,1
1.645544655246275e+18,-823.0,4815.0,7178.0,1
1.6455446552934118e+18,-312.0,4721.0,7244.0,1
1.645544655340729e+18,567.0,4446.0,7386.0,1
1.6455446553925066e+18,1000.0,3963.0,7643.0,1
1.6455446554412106e+18,972.0,3707.0,7549.0,1
1.6455446554989783e+18,919.0,4191.0,7378.0,1
1.6455446555437747e+18,1057.0,4167.0,7069.0,1
1.6455446555773804e+18,1060.0,4364.0,7027.0,1
1.6455446556438694e+18,1155.0,4069.0,6922.0,1
1.6455446557009715e+18,1218.0,3990.0,7004.0,1
1.64554465574403e+18,615.0,3657.0,6977.0,1
1.6455446557971873e+18,412.0,3567.0,7284.0,1
1.6455446558426204e+18,1259.0,4088.0,7982.0,1
1.645544655896208e+18,1114.0,3801.0,7990.0,1
1.6455446559435374e+18,-80.0,3371.0,7237.0,1
1.645544655994308e+18,-23.0,3598.0,7609.0,1
1.645544656043132e+18,111.0,3729.0,7833.0,1
1.6455446560964247e+18,821.0,3831.0,7813.0,1
