timestamp,a_right_backPose,b_right_backPose,c_right_backPose, DELIVERY_BIMANUAL
1.6455446797740895e+18,-5625.0,932.0,7834.0,1
1.6455446798237983e+18,-5670.0,735.0,6708.0,1
1.6455446798739965e+18,-5394.0,769.0,6029.0,1
1.6455446799237043e+18,-6073.0,372.0,5911.0,1
1.6455446799735903e+18,-6015.0,662.0,6008.0,1
1.6455446800304486e+18,-6024.0,642.0,6143.0,1
1.645544680075376e+18,-5750.0,531.0,6105.0,1
1.6455446801217308e+18,-5613.0,495.0,5949.0,1
1.645544680177181e+18,-5768.0,620.0,5737.0,1
1.6455446802201823e+18,-5781.0,497.0,5669.0,1
1.6455446802757576e+18,-6034.0,399.0,5518.0,1
1.6455446803220716e+18,-6094.0,343.0,5637.0,1
1.6455446803739284e+18,-6234.0,479.0,5761.0,1
1.6455446804190377e+18,-6060.0,481.0,5811.0,1
1.6455446804784307e+18,-6076.0,772.0,5671.0,1
1.645544680524062e+18,-6013.0,610.0,5383.0,1
1.6455446805763517e+18,-5830.0,748.0,5485.0,1
1.645544680634633e+18,-5979.0,442.0,5568.0,1
1.645544680678349e+18,-5854.0,390.0,5864.0,1
1.6455446807036408e+18,-6028.0,268.0,5893.0,1
1.6455446807036408e+18,-6028.0,268.0,5893.0,1
1.6455446809363817e+18,-6041.0,258.0,5901.0,1
1.6455446809363817e+18,-6041.0,258.0,5901.0,1
1.6455446809363817e+18,-6041.0,258.0,5901.0,1
1.6455446809413637e+18,-6102.0,284.0,5893.0,1
1.6455446810337756e+18,-6149.0,310.0,5878.0,1
1.645544681083531e+18,-7652.0,-1039.0,4089.0,1
1.6455446811304207e+18,-6965.0,-2037.0,1962.0,1
1.6455446811774016e+18,-6922.0,-2274.0,2538.0,1
1.645544681230974e+18,-8097.0,-1554.0,3417.0,1
1.6455446812821427e+18,-6887.0,-2044.0,2817.0,1
1.6455446813444782e+18,-7106.0,-2170.0,2705.0,1
1.6455446813757345e+18,-6652.0,-2152.0,4270.0,1
1.6455446814220467e+18,-7722.0,-327.0,5335.0,1
1.645544681474567e+18,-7642.0,-168.0,5138.0,1
1.6455446815397837e+18,-6391.0,89.0,4778.0,1
1.645544681561896e+18,-7339.0,1294.0,4153.0,1
1.6455446816320758e+18,-7392.0,1253.0,3445.0,1
1.6455446816840637e+18,-7600.0,966.0,3259.0,1
1.6455446817312271e+18,-7907.0,997.0,3016.0,1
1.6455446817750234e+18,-7686.0,477.0,3014.0,1
1.645544681832659e+18,-7782.0,566.0,3078.0,1
1.6455446818776955e+18,-7688.0,519.0,3157.0,1
1.6455446819328745e+18,-7670.0,703.0,3260.0,1
1.6455446819787791e+18,-7726.0,676.0,3219.0,1
1.64554468203136e+18,-7675.0,298.0,3101.0,1
1.6455446820766838e+18,-7774.0,606.0,3029.0,1
1.6455446821327212e+18,-7989.0,438.0,3148.0,1
1.645544682180608e+18,-7873.0,477.0,3117.0,1
1.6455446822232632e+18,-7761.0,489.0,3075.0,1
1.6455446822787261e+18,-7579.0,289.0,3126.0,1
1.6455446823317056e+18,-7779.0,578.0,3106.0,1
1.645544682381959e+18,-7804.0,495.0,2955.0,1
1.6455446824242724e+18,-7847.0,403.0,2908.0,1
1.6455446824813504e+18,-7904.0,446.0,2874.0,1
1.6455446825234527e+18,-7795.0,461.0,3056.0,1
1.645544682576839e+18,-7612.0,371.0,3021.0,1
1.6455446826233388e+18,-7614.0,402.0,3028.0,1
1.6455446826812052e+18,-7796.0,439.0,2875.0,1
1.6455446827236106e+18,-7858.0,356.0,2987.0,1
1.645544682780089e+18,-8110.0,630.0,2897.0,1
