timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, SCREW_RIGHT
1.645021933360383e+18,-3191.0,284.0,8273.0,1
1.6450219334097738e+18,-3289.0,294.0,8195.0,1
1.6450219334609562e+18,-3343.0,753.0,8013.0,1
1.6450219335066204e+18,-3402.0,971.0,8150.0,1
1.6450219335578998e+18,-3373.0,1011.0,7919.0,1
1.6450219336113234e+18,-3257.0,876.0,8021.0,1
1.645021933668939e+18,-3246.0,708.0,7822.0,1
1.6450219337118932e+18,-3358.0,572.0,7741.0,1
1.645021933758936e+18,-3459.0,708.0,7730.0,1
1.6450219338092293e+18,-3360.0,422.0,7915.0,1
1.6450219338583562e+18,-3529.0,633.0,7839.0,1
1.6450219339135066e+18,-3574.0,732.0,7833.0,1
1.645021933962941e+18,-3367.0,713.0,7818.0,1
1.6450219340132966e+18,-3452.0,837.0,8007.0,1
1.6450219340589002e+18,-3470.0,590.0,7834.0,1
1.6450219341137416e+18,-3553.0,444.0,8038.0,1
1.6450219341594e+18,-3378.0,397.0,7921.0,1
1.6450219342140106e+18,-3492.0,587.0,7903.0,1
1.6450219342597379e+18,-3669.0,706.0,7955.0,1
1.6450219343074583e+18,-3692.0,631.0,7691.0,1
1.6450219343596844e+18,-3514.0,294.0,8091.0,1
1.6450219344149353e+18,-3667.0,756.0,7864.0,1
1.6450219344603223e+18,-3685.0,844.0,7741.0,1
1.6450219345130296e+18,-3747.0,729.0,7853.0,1
1.645021934559156e+18,-3562.0,72.0,7795.0,1
1.6450219346134748e+18,-3433.0,178.0,7912.0,1
1.645021934659447e+18,-3530.0,246.0,7963.0,1
1.6450219347128064e+18,-3658.0,340.0,7860.0,1
1.6450219347604224e+18,-3640.0,508.0,7875.0,1
1.6450219348130803e+18,-3613.0,352.0,8044.0,1
1.6450219348614561e+18,-3569.0,130.0,7839.0,1
1.6450219349098857e+18,-3467.0,217.0,7830.0,1
1.6450219349579082e+18,-3472.0,384.0,7737.0,1
1.6450219350115825e+18,-3623.0,505.0,7936.0,1
1.6450219350643236e+18,-3583.0,525.0,7988.0,1
1.645021935110045e+18,-3496.0,487.0,7917.0,1
1.64502193515945e+18,-3424.0,260.0,7832.0,1
1.6450219352126892e+18,-3420.0,105.0,7950.0,1
1.6450219352615322e+18,-3372.0,244.0,7951.0,1
1.6450219353141599e+18,-3437.0,442.0,7908.0,1
1.6450219353591944e+18,-3400.0,305.0,7935.0,1
1.6450219354118282e+18,-3365.0,0.0,8031.0,1
1.6450219354579144e+18,-3461.0,277.0,8050.0,1
1.645021935511837e+18,-3526.0,508.0,7962.0,1
1.6450219355665966e+18,-3673.0,717.0,7753.0,1
1.6450219356138435e+18,-3422.0,224.0,7888.0,1
1.645021935666571e+18,-3354.0,164.0,7843.0,1
1.6450219357112428e+18,-3379.0,131.0,7955.0,1
1.6450219357661212e+18,-3405.0,332.0,7962.0,1
1.645021935813278e+18,-3602.0,582.0,7969.0,1
1.645021935866025e+18,-3581.0,833.0,7945.0,1
1.6450219359118482e+18,-3469.0,335.0,7822.0,1
1.645021935967084e+18,-3358.0,-207.0,8035.0,1
1.645021936010515e+18,-3337.0,8.0,8014.0,1
1.6450219360662508e+18,-3365.0,127.0,7921.0,1
1.6450219361117059e+18,-3374.0,124.0,8042.0,1
1.6450219361684495e+18,-3505.0,668.0,7809.0,1
1.6450219362111872e+18,-3625.0,844.0,7921.0,1
1.6450219362665638e+18,-3500.0,399.0,8042.0,1
1.645021936311674e+18,-3409.0,81.0,8043.0,1
1.6450219363670538e+18,-3417.0,233.0,7876.0,1
1.6450219364105219e+18,-3408.0,365.0,7771.0,1
1.6450219364661217e+18,-3461.0,192.0,7860.0,1
1.6450219365120195e+18,-3356.0,31.0,7942.0,1
1.6450219365652096e+18,-3321.0,-341.0,8054.0,1
1.645021936612131e+18,-3408.0,199.0,8054.0,1
1.6450219366651645e+18,-3559.0,487.0,7845.0,1
1.6450219367127473e+18,-3513.0,290.0,7958.0,1
1.645021936765666e+18,-3258.0,-3.0,8012.0,1
1.64502193681116e+18,-3294.0,-94.0,7965.0,1
1.645021936866457e+18,-3583.0,291.0,7948.0,1
1.645021936911817e+18,-3622.0,737.0,7860.0,1
1.6450219369647424e+18,-3576.0,329.0,7931.0,1
1.6450219370148641e+18,-3387.0,35.0,7989.0,1
1.6450219370650826e+18,-3367.0,100.0,7882.0,1
1.645021937117429e+18,-3434.0,246.0,7873.0,1
1.645021937164914e+18,-3327.0,319.0,7901.0,1
1.6450219372169672e+18,-3432.0,243.0,7902.0,1
1.645021937265979e+18,-3416.0,-208.0,7966.0,1
1.6450219373171185e+18,-3345.0,30.0,7984.0,1
1.6450219373659922e+18,-3444.0,393.0,7957.0,1
1.645021937417118e+18,-3440.0,333.0,7925.0,1
1.6450219374626038e+18,-3233.0,-235.0,8162.0,1
1.645021937517259e+18,-3343.0,283.0,7943.0,1
1.6450219375652746e+18,-3594.0,475.0,7834.0,1
1.645021937616736e+18,-3414.0,64.0,8040.0,1
1.6450219376639045e+18,-3303.0,11.0,7954.0,1
1.645021937719946e+18,-3333.0,36.0,7998.0,1
1.645021937765169e+18,-3274.0,207.0,7910.0,1
1.6450219378141804e+18,-3289.0,97.0,7957.0,1
1.6450219378670177e+18,-3242.0,-157.0,8027.0,1
1.6450219379150979e+18,-3176.0,-84.0,8104.0,1
1.6450219379645184e+18,-3261.0,92.0,8033.0,1
1.6450219380145677e+18,-3428.0,360.0,7904.0,1
1.645021938064898e+18,-3159.0,-240.0,8047.0,1
1.64502193811697e+18,-3012.0,-232.0,8096.0,1
1.6450219381620232e+18,-3309.0,79.0,8044.0,1
1.6450219382169308e+18,-3464.0,207.0,8032.0,1
1.6450219382637248e+18,-3287.0,238.0,8041.0,1
1.6450219383200532e+18,-3143.0,-4.0,8170.0,1
1.64502193836446e+18,-3216.0,-162.0,8002.0,1
1.6450219384181993e+18,-3198.0,-170.0,8171.0,1
1.6450219384666373e+18,-3162.0,-14.0,8093.0,1
1.6450219385195453e+18,-3095.0,226.0,7849.0,1
1.6450219486839936e+18,-3553.0,-2888.0,7255.0,1
1.6450219487302085e+18,-3895.0,-2702.0,7132.0,1
1.6450219487817925e+18,-4107.0,-3066.0,6958.0,1
1.6450219488252567e+18,-4054.0,-2685.0,7092.0,1
1.645021948883995e+18,-3690.0,-3658.0,6709.0,1
1.6450219489312369e+18,-3830.0,-3177.0,7046.0,1
1.645021948978867e+18,-3825.0,-3542.0,6745.0,1
1.645021949030078e+18,-3765.0,-3074.0,7124.0,1
1.6450219490790244e+18,-3726.0,-3141.0,7179.0,1
1.645021949130412e+18,-3918.0,-3145.0,6899.0,1
1.6450219491797005e+18,-3879.0,-2887.0,7064.0,1
1.645021949230377e+18,-3677.0,-3219.0,6827.0,1
1.6450219492792653e+18,-3909.0,-2842.0,7177.0,1
1.6450219493301181e+18,-3588.0,-3558.0,6949.0,1
1.645021949379002e+18,-3463.0,-3440.0,7173.0,1
1.6450219494298596e+18,-3774.0,-3342.0,7036.0,1
1.6450219494778432e+18,-3817.0,-3105.0,6937.0,1
1.6450219495285391e+18,-3802.0,-3025.0,7212.0,1
1.6450219495793395e+18,-3640.0,-3072.0,6908.0,1
1.645021949629689e+18,-3563.0,-3530.0,6895.0,1
1.645021949678767e+18,-3602.0,-3211.0,7032.0,1
1.6450219497298737e+18,-3599.0,-3332.0,6925.0,1
1.6450219497846374e+18,-3728.0,-2957.0,7154.0,1
1.6450219498316465e+18,-3978.0,-2838.0,7168.0,1
1.645021949883244e+18,-3490.0,-3455.0,7006.0,1
1.6450219499297224e+18,-3577.0,-3377.0,7028.0,1
1.6450219499825825e+18,-3644.0,-3312.0,6967.0,1
1.6450219500351752e+18,-3570.0,-3499.0,6861.0,1
1.6450219500788846e+18,-3505.0,-3394.0,7143.0,1
1.6450219501311212e+18,-3814.0,-3245.0,7039.0,1
1.6450219501821445e+18,-3370.0,-3758.0,6911.0,1
1.645021950232611e+18,-3477.0,-3595.0,7109.0,1
1.64502195028333e+18,-3497.0,-3433.0,6891.0,1
1.6450219503339185e+18,-3757.0,-3295.0,6999.0,1
1.645021950381992e+18,-3534.0,-3279.0,7021.0,1
1.6450219504329948e+18,-3343.0,-3698.0,6810.0,1
1.6450219504838828e+18,-3540.0,-3585.0,7061.0,1
1.6450219505339848e+18,-3558.0,-3476.0,6855.0,1
1.645021950581932e+18,-3831.0,-3231.0,7093.0,1
1.6450219506325274e+18,-3284.0,-3804.0,6873.0,1
1.6450219506833585e+18,-3285.0,-3456.0,7017.0,1
1.645021950730756e+18,-3719.0,-3461.0,7015.0,1
1.6450219507815718e+18,-3525.0,-3358.0,7035.0,1
1.6450219508338673e+18,-3681.0,-3454.0,7039.0,1
1.64502195087715e+18,-3694.0,-3663.0,6795.0,1
1.6450219509345423e+18,-3447.0,-3611.0,6904.0,1
1.6450219509835538e+18,-3636.0,-3367.0,6982.0,1
1.6450219510326372e+18,-3632.0,-3434.0,6742.0,1
1.6450219510816133e+18,-3481.0,-3789.0,6907.0,1
1.645021951136231e+18,-3450.0,-3868.0,6820.0,1
1.6450219562936788e+18,-6547.0,403.0,5489.0,1
1.6450219563369382e+18,-6303.0,217.0,5711.0,1
1.6450219563916055e+18,-6454.0,288.0,5542.0,1
1.645021956439389e+18,-6685.0,153.0,5667.0,1
1.6450219564870246e+18,-6637.0,113.0,5700.0,1
1.645021956539207e+18,-6417.0,342.0,5633.0,1
1.6450219565869737e+18,-6434.0,228.0,5738.0,1
1.6450219566425234e+18,-6310.0,191.0,5329.0,1
1.6450219566914831e+18,-6398.0,101.0,5561.0,1
1.645021956740916e+18,-6572.0,172.0,5780.0,1
1.645021956787238e+18,-6502.0,192.0,5626.0,1
1.645021956840897e+18,-6272.0,101.0,5854.0,1
1.6450219568870648e+18,-6301.0,148.0,5735.0,1
1.6450219569464187e+18,-6588.0,35.0,5679.0,1
1.6450219569874468e+18,-6569.0,235.0,5690.0,1
1.645021957041237e+18,-6359.0,72.0,5646.0,1
1.645021957088243e+18,-6405.0,-105.0,5673.0,1
1.6450219571391176e+18,-6383.0,232.0,5512.0,1
1.6450219571886984e+18,-6341.0,28.0,5624.0,1
1.6450219572402708e+18,-6459.0,128.0,5956.0,1
1.6450219572917082e+18,-6441.0,-62.0,5617.0,1
1.645021957341198e+18,-6330.0,78.0,5687.0,1
1.6450219573908577e+18,-6385.0,92.0,5837.0,1
1.6450219574382236e+18,-6514.0,148.0,5558.0,1
1.6450219574914476e+18,-6417.0,98.0,5701.0,1
1.6450219575402207e+18,-6427.0,43.0,5822.0,1
1.6450219575915372e+18,-6404.0,56.0,5720.0,1
1.645021957639648e+18,-6388.0,143.0,5591.0,1
1.6450219576828703e+18,-6290.0,36.0,5514.0,1
1.6450219577396687e+18,-6386.0,24.0,5901.0,1
1.645021957790197e+18,-6449.0,152.0,5827.0,1
1.6450219578399516e+18,-6415.0,-63.0,5804.0,1
1.6450219578877645e+18,-6311.0,-47.0,5734.0,1
1.6450219579410145e+18,-6378.0,-37.0,5677.0,1
1.645021957990153e+18,-6320.0,62.0,5738.0,1
1.6450219580373688e+18,-6377.0,-122.0,5856.0,1
1.6450219580903892e+18,-6328.0,-119.0,5795.0,1
1.6450219581394941e+18,-6329.0,-36.0,5884.0,1
1.6450219581945347e+18,-6294.0,-74.0,5923.0,1
1.6450219582399296e+18,-6254.0,-19.0,5694.0,1
1.6450219582921262e+18,-6265.0,-112.0,5749.0,1
1.6450219583399235e+18,-6332.0,-113.0,5884.0,1
1.6450219583938565e+18,-6291.0,-176.0,5900.0,1
1.6450219584421924e+18,-6244.0,-86.0,6034.0,1
1.6450219584920023e+18,-6216.0,-181.0,5617.0,1
1.6450219585398395e+18,-6335.0,-218.0,5695.0,1
1.6450219585939948e+18,-6376.0,14.0,5871.0,1
1.645021958639404e+18,-6219.0,-101.0,5923.0,1
1.6450219586949893e+18,-6297.0,-72.0,6192.0,1
1.6450219587399895e+18,-6149.0,-196.0,5630.0,1
1.6450219587926572e+18,-6323.0,-102.0,5581.0,1
1.645021958839539e+18,-6262.0,-171.0,5753.0,1
1.6450219588931753e+18,-6294.0,-340.0,5960.0,1
1.6450219589419118e+18,-6280.0,-98.0,5945.0,1
1.645021958993152e+18,-6217.0,-248.0,6089.0,1
1.6450219590399012e+18,-6240.0,-304.0,5616.0,1
1.6450219590936773e+18,-6309.0,-290.0,5946.0,1
1.6450219591409175e+18,-6370.0,-226.0,5878.0,1
1.6450219591944504e+18,-6171.0,-407.0,5716.0,1
1.6450219592395602e+18,-6168.0,-239.0,5938.0,1
1.645021959293378e+18,-6373.0,-87.0,5899.0,1
1.6450219593400172e+18,-6309.0,-310.0,5966.0,1
1.645021959393612e+18,-6290.0,-271.0,6017.0,1
1.645021959441992e+18,-6372.0,307.0,6009.0,1
1.645022321646399e+18,-4411.0,-6205.0,2813.0,1
1.645022321693311e+18,-4534.0,-6093.0,3434.0,1
1.6450223217437834e+18,-4515.0,-6509.0,3198.0,1
1.6450223217948767e+18,-4448.0,-6365.0,3019.0,1
1.6450223218493082e+18,-4315.0,-6353.0,2923.0,1
1.6450223218988485e+18,-4239.0,-6121.0,2992.0,1
1.6450223219476613e+18,-4177.0,-6199.0,3189.0,1
1.645022321995225e+18,-4256.0,-7117.0,3260.0,1
1.6450223220438577e+18,-4348.0,-6389.0,3357.0,1
1.6450223220935004e+18,-4418.0,-6133.0,3381.0,1
1.6450223221468175e+18,-4449.0,-6005.0,3859.0,1
1.6450223221954836e+18,-4340.0,-6079.0,3739.0,1
1.645022322249105e+18,-4491.0,-6245.0,3704.0,1
1.6450223222927145e+18,-4572.0,-5915.0,3809.0,1
1.6450223223484946e+18,-4418.0,-5278.0,3974.0,1
1.6450223223951434e+18,-4471.0,-5817.0,3759.0,1
1.6450223224490642e+18,-4676.0,-6258.0,3702.0,1
1.6450223224929283e+18,-4540.0,-6355.0,3295.0,1
1.645022322550048e+18,-4278.0,-6739.0,2477.0,1
1.6450223225984315e+18,-4482.0,-5794.0,3589.0,1
1.645022322651624e+18,-4406.0,-6879.0,3093.0,1
1.6450223226971674e+18,-4490.0,-6577.0,3109.0,1
1.6450223227517796e+18,-4483.0,-6282.0,3319.0,1
1.6450223227980068e+18,-4188.0,-6276.0,3201.0,1
1.6450223228497482e+18,-4070.0,-6135.0,3380.0,1
1.6450223228995192e+18,-4438.0,-6135.0,3752.0,1
1.6450223229499681e+18,-4492.0,-6290.0,3686.0,1
1.645022323001706e+18,-4476.0,-6397.0,3730.0,1
1.6450223230500608e+18,-4339.0,-6499.0,3434.0,1
1.6450223230978511e+18,-4394.0,-6093.0,3543.0,1
1.645022323147557e+18,-4270.0,-6339.0,3409.0,1
1.6450223232013537e+18,-4349.0,-6112.0,3588.0,1
1.6450223232495247e+18,-4350.0,-6030.0,3329.0,1
1.6450223232974095e+18,-4248.0,-6132.0,3340.0,1
1.6450223233531535e+18,-4277.0,-6180.0,3688.0,1
1.6450223233974208e+18,-4400.0,-6198.0,3687.0,1
1.6450223234488136e+18,-4433.0,-6317.0,3337.0,1
1.645022323501002e+18,-4381.0,-6399.0,3291.0,1
1.6450223235459471e+18,-4309.0,-5963.0,3339.0,1
1.6450223235970437e+18,-4118.0,-6547.0,3565.0,1
1.6450223236463516e+18,-4192.0,-6614.0,3514.0,1
1.645022323699852e+18,-4269.0,-6387.0,3172.0,1
1.6450223237479176e+18,-4355.0,-6305.0,2979.0,1
1.6450223238017864e+18,-4433.0,-6104.0,3326.0,1
1.6450223238460751e+18,-4366.0,-6105.0,3527.0,1
1.6450223239019205e+18,-4319.0,-6731.0,3207.0,1
1.6450223239456868e+18,-4326.0,-6413.0,3096.0,1
1.6450223239931185e+18,-4306.0,-6410.0,3278.0,1
1.6450223240513462e+18,-4291.0,-6584.0,3186.0,1
1.6450223240991478e+18,-4376.0,-6538.0,2947.0,1
1.645022324153533e+18,-4366.0,-6579.0,2803.0,1
1.6450223241995087e+18,-4330.0,-6237.0,3011.0,1
1.645022324252149e+18,-4268.0,-6350.0,3595.0,1
1.6450223242992945e+18,-4361.0,-6161.0,3725.0,1
1.6450223243513257e+18,-4450.0,-6154.0,3733.0,1
1.6450223244011827e+18,-4278.0,-6358.0,3780.0,1
1.645022324450438e+18,-4282.0,-6197.0,3800.0,1
1.6450223244973192e+18,-4169.0,-6237.0,2951.0,1
1.645022324551582e+18,-4205.0,-5800.0,3629.0,1
1.6450223245994058e+18,-4272.0,-5699.0,3893.0,1
1.6450223246476475e+18,-4489.0,-6382.0,4234.0,1
1.6450223247015823e+18,-4357.0,-6466.0,3434.0,1
1.6450223247508324e+18,-4300.0,-6011.0,3133.0,1
1.6450223247976576e+18,-4216.0,-6620.0,3104.0,1
1.6450223248500275e+18,-4142.0,-6215.0,3015.0,1
1.645022324895856e+18,-4190.0,-6155.0,3920.0,1
1.6450223249500547e+18,-4132.0,-6911.0,3412.0,1
1.6450223250062277e+18,-4175.0,-6191.0,3073.0,1
1.645022325052645e+18,-4475.0,-6035.0,3324.0,1
1.6450223251023263e+18,-4528.0,-6101.0,3405.0,1
1.6450223251490982e+18,-4270.0,-6366.0,3355.0,1
1.645022325200498e+18,-4107.0,-6642.0,3183.0,1
1.6450223252496643e+18,-4163.0,-6700.0,2953.0,1
1.6450223253015363e+18,-4355.0,-6375.0,3179.0,1
1.6450223253522191e+18,-4497.0,-6173.0,3292.0,1
1.645022325405042e+18,-4426.0,-6401.0,3350.0,1
1.6450223254492352e+18,-4325.0,-6424.0,3074.0,1
1.6450223255020861e+18,-4351.0,-6523.0,3021.0,1
1.6450223255503662e+18,-4269.0,-6288.0,3190.0,1
1.6450223256040369e+18,-4216.0,-6457.0,3498.0,1
1.6450223256486188e+18,-4271.0,-6288.0,3731.0,1
1.645022325705094e+18,-4217.0,-6364.0,3581.0,1
1.6450223257494564e+18,-4172.0,-6165.0,3397.0,1
1.6450223258034985e+18,-4258.0,-6133.0,3490.0,1
1.6450223258532503e+18,-4335.0,-6204.0,3509.0,1
1.6450223259049234e+18,-4372.0,-6019.0,3993.0,1
1.6450223259513244e+18,-4386.0,-6026.0,4143.0,1
1.6450223259982612e+18,-4327.0,-6186.0,4061.0,1
1.6450223260516628e+18,-4377.0,-5920.0,3901.0,1
1.6450223261044365e+18,-4304.0,-6625.0,2940.0,1
1.6450223261497677e+18,-4314.0,-6188.0,3330.0,1
1.6450223262038502e+18,-4162.0,-5967.0,3776.0,1
1.6450223262496164e+18,-4049.0,-7038.0,3960.0,1
1.6450223263035492e+18,-4277.0,-6194.0,3535.0,1
1.6450223263501752e+18,-4498.0,-5801.0,3510.0,1
1.645022326403981e+18,-4249.0,-6099.0,3424.0,1
1.6450223264532247e+18,-4239.0,-6256.0,3683.0,1
1.645022326502801e+18,-4185.0,-6657.0,3848.0,1
1.6450223265549983e+18,-4117.0,-6383.0,3641.0,1
1.645022326605813e+18,-4018.0,-6486.0,3424.0,1
1.6450223266537638e+18,-3996.0,-6211.0,3729.0,1
1.6450223267030252e+18,-3985.0,-6090.0,3766.0,1
1.6450223267570452e+18,-4098.0,-6023.0,3956.0,1
1.6450223268029102e+18,-4197.0,-6145.0,4026.0,1
1.645022326859052e+18,-4119.0,-6151.0,3952.0,1
1.6450223269033062e+18,-4039.0,-5966.0,3867.0,1
1.6450223269550275e+18,-4024.0,-6037.0,4232.0,1
1.645022327002089e+18,-4031.0,-6099.0,4473.0,1
1.6450223270585234e+18,-4263.0,-6276.0,4561.0,1
1.6450223271040788e+18,-4255.0,-5783.0,4251.0,1
1.6450223271581105e+18,-4162.0,-5356.0,4152.0,1
1.6450223272029115e+18,-3785.0,-5966.0,4492.0,1
1.645022327257513e+18,-3898.0,-5767.0,4739.0,1
1.6450223273035904e+18,-4123.0,-5809.0,4793.0,1
1.6450223273543078e+18,-4083.0,-5932.0,4448.0,1
1.6450223274026268e+18,-4108.0,-5391.0,4643.0,1
1.6450223274582664e+18,-4138.0,-5810.0,4524.0,1
1.6450223275031263e+18,-4021.0,-5884.0,4771.0,1
1.6450223275521518e+18,-4256.0,-5708.0,4573.0,1
1.6450223276013332e+18,-4407.0,-5429.0,4504.0,1
1.6450223276582671e+18,-4238.0,-5427.0,4742.0,1
1.6450223277024348e+18,-4041.0,-5756.0,4488.0,1
1.645022327756554e+18,-4229.0,-5728.0,4380.0,1
1.6450223278015076e+18,-4049.0,-6565.0,4216.0,1
1.6450223278577836e+18,-4192.0,-6035.0,4256.0,1
1.6450223279037798e+18,-4250.0,-5880.0,4261.0,1
1.6450223279557422e+18,-4213.0,-6011.0,4327.0,1
1.6450223280027622e+18,-4287.0,-5833.0,4447.0,1
1.6450223280571085e+18,-4257.0,-5815.0,4331.0,1
1.6450223281019533e+18,-4153.0,-5741.0,4439.0,1
1.6450223281561446e+18,-4182.0,-5844.0,4296.0,1
1.6450223282079124e+18,-4220.0,-5699.0,4412.0,1
1.6450223282574234e+18,-4141.0,-5742.0,4400.0,1
1.6450223283069955e+18,-4145.0,-5733.0,4711.0,1
1.6450223283554698e+18,-4262.0,-5258.0,4708.0,1
1.6450223284066877e+18,-4211.0,-6055.0,4661.0,1
1.6450223284566308e+18,-4270.0,-5969.0,4593.0,1
1.645022328506301e+18,-4399.0,-5181.0,4712.0,1
1.645022328554424e+18,-4322.0,-5295.0,4958.0,1
1.645022328606512e+18,-4175.0,-5294.0,4872.0,1
1.645022328655559e+18,-4062.0,-5004.0,5145.0,1
1.6450223287073705e+18,-4188.0,-4989.0,5503.0,1
1.6450223287556751e+18,-4345.0,-5551.0,5152.0,1
1.6450223288078019e+18,-4362.0,-5380.0,4654.0,1
1.6450223288515924e+18,-4285.0,-5376.0,4735.0,1
1.6450223289059978e+18,-4328.0,-4859.0,5260.0,1
1.645022328955557e+18,-4304.0,-4942.0,5417.0,1
1.645022329006736e+18,-4175.0,-5538.0,5333.0,1
1.645022329055906e+18,-4092.0,-5360.0,4937.0,1
1.6450223291075973e+18,-3981.0,-5831.0,4359.0,1
1.6450223291548262e+18,-4071.0,-5796.0,4554.0,1
1.6450223292006676e+18,-4111.0,-5909.0,4655.0,1
1.645022329254868e+18,-4230.0,-5496.0,5284.0,1
1.645022329306258e+18,-4185.0,-5253.0,5234.0,1
1.645022329354864e+18,-4044.0,-5227.0,4941.0,1
1.6450223294106266e+18,-4107.0,-5280.0,4946.0,1
1.645022329454096e+18,-4107.0,-5364.0,5128.0,1
1.6450223295074982e+18,-4116.0,-5515.0,5035.0,1
1.6450223295544307e+18,-4020.0,-5472.0,4849.0,1
1.645022329606269e+18,-3891.0,-5827.0,5003.0,1
1.645022329654937e+18,-3927.0,-5570.0,5062.0,1
1.6450223297044675e+18,-4149.0,-5401.0,5039.0,1
1.645022329760479e+18,-4059.0,-5083.0,4907.0,1
1.6450223298157094e+18,-3882.0,-5218.0,4948.0,1
1.6450223298600105e+18,-3958.0,-5648.0,5088.0,1
1.6450223299092224e+18,-3851.0,-5846.0,4923.0,1
1.6450223299600343e+18,-3937.0,-5989.0,4706.0,1
1.6450223300090468e+18,-4022.0,-4905.0,4986.0,1
1.6450223300602826e+18,-4142.0,-5058.0,4994.0,1
1.6450223301043308e+18,-4316.0,-5916.0,5062.0,1
1.645022330159202e+18,-4121.0,-5747.0,4833.0,1
1.6450223302091133e+18,-3993.0,-5667.0,4580.0,1
1.6450223302601329e+18,-4059.0,-5751.0,4749.0,1
1.6450223303049313e+18,-3965.0,-5878.0,4569.0,1
1.645022330359943e+18,-3877.0,-5937.0,4511.0,1
1.645022330408239e+18,-4065.0,-5558.0,4842.0,1
1.645022330456087e+18,-4110.0,-5514.0,4736.0,1
1.6450223305089784e+18,-3925.0,-5747.0,4740.0,1
1.645022330558225e+18,-3896.0,-6219.0,4430.0,1
1.6450223306100787e+18,-3861.0,-6040.0,4410.0,1
1.6450223306595983e+18,-3799.0,-5177.0,4544.0,1
1.6450223307088118e+18,-3682.0,-5420.0,4976.0,1
1.645022330759842e+18,-3913.0,-5536.0,5298.0,1
1.6450223308084088e+18,-4308.0,-5764.0,5163.0,1
1.645022330859454e+18,-4032.0,-5618.0,4425.0,1
1.6450223309078787e+18,-3875.0,-5657.0,4543.0,1
1.6450223309597507e+18,-3839.0,-5675.0,4755.0,1
1.6450223310083922e+18,-3819.0,-6472.0,4477.0,1
1.6450223310599178e+18,-3861.0,-6034.0,4239.0,1
1.6450223311082383e+18,-3885.0,-4859.0,5155.0,1
1.6450223311602598e+18,-4267.0,-5865.0,5073.0,1
1.6450223312070858e+18,-4067.0,-5988.0,4598.0,1
1.6450223312595743e+18,-3722.0,-5247.0,4439.0,1
1.6450223313085962e+18,-3753.0,-6030.0,4606.0,1
1.6450223313632394e+18,-4177.0,-5645.0,4925.0,1
1.6450223314118126e+18,-4199.0,-5461.0,5043.0,1
1.6450223314589274e+18,-3988.0,-5670.0,5138.0,1
1.6450223315127598e+18,-3887.0,-5606.0,5048.0,1
1.645022331560497e+18,-4032.0,-5115.0,5074.0,1
1.6450223316123722e+18,-4157.0,-4941.0,5271.0,1
1.6450223316604605e+18,-4009.0,-5556.0,5270.0,1
1.6450223317124692e+18,-3859.0,-5388.0,5219.0,1
1.645022331763752e+18,-3813.0,-5081.0,5108.0,1
1.645022331812611e+18,-3498.0,-6363.0,4528.0,1
1.6450223318588992e+18,-3707.0,-5459.0,4828.0,1
1.6450223319133302e+18,-3992.0,-5441.0,5432.0,1
1.645022331957761e+18,-4190.0,-5189.0,5582.0,1
1.6450223320111516e+18,-4397.0,-5624.0,5343.0,1
1.6450223320579581e+18,-4250.0,-4801.0,5122.0,1
1.6450223321119235e+18,-4070.0,-4724.0,5157.0,1
1.645022332157174e+18,-3988.0,-5910.0,4711.0,1
1.645022332212332e+18,-3772.0,-6293.0,4611.0,1
1.6450223322617577e+18,-3781.0,-5834.0,4504.0,1
1.645022332311486e+18,-4094.0,-4746.0,5379.0,1
1.6450223323609856e+18,-4121.0,-5555.0,5485.0,1
1.6450223324139438e+18,-4155.0,-5568.0,5389.0,1
1.6450223324605614e+18,-4096.0,-4933.0,5061.0,1
1.6450223325125412e+18,-4078.0,-4980.0,4984.0,1
1.6450223325613302e+18,-4142.0,-5087.0,5655.0,1
1.6450223326105718e+18,-4154.0,-5184.0,5741.0,1
1.6450223326603932e+18,-4257.0,-4456.0,5831.0,1
1.6450223327119468e+18,-4107.0,-4541.0,5717.0,1
1.6450223327614456e+18,-3920.0,-4992.0,5755.0,1
1.645022332811072e+18,-3898.0,-4820.0,5839.0,1
1.6450223328577341e+18,-3935.0,-4068.0,5798.0,1
1.645022332912386e+18,-3910.0,-4200.0,5671.0,1
1.6450223329568044e+18,-3683.0,-6210.0,5032.0,1
1.645022333011474e+18,-3727.0,-5658.0,5226.0,1
1.6450223330676416e+18,-3924.0,-4713.0,5439.0,1
1.6450223331123087e+18,-4335.0,-4707.0,5732.0,1
1.6450223331623933e+18,-4424.0,-5336.0,5653.0,1
1.6450223332125327e+18,-4323.0,-4906.0,5643.0,1
1.6450223332667648e+18,-4070.0,-5262.0,5067.0,1
