timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, ASSEMBLY2_BIMANUAL
1.6450218415958285e+18,-102.0,-8097.0,4095.0,1
1.6450218416469033e+18,-219.0,-7760.0,5129.0,1
1.6450218416990863e+18,-603.0,-7496.0,5512.0,1
1.6450218417427054e+18,-816.0,-8079.0,4758.0,1
1.645021841797476e+18,-651.0,-7521.0,4507.0,1
1.6450218418452275e+18,-220.0,-7214.0,4187.0,1
1.6450218418842332e+18,54.0,-7486.0,3820.0,1
1.6450218419467738e+18,231.0,-7468.0,3200.0,1
1.6450218419971075e+18,337.0,-7922.0,2843.0,1
1.64502184204659e+18,465.0,-7926.0,2703.0,1
1.645021842097139e+18,472.0,-8084.0,1807.0,1
1.6450218421429711e+18,694.0,-8293.0,1634.0,1
1.6450218421966497e+18,802.0,-8077.0,1526.0,1
1.645021842244722e+18,799.0,-8088.0,1160.0,1
1.6450218422985452e+18,833.0,-8115.0,1194.0,1
1.6450218423445763e+18,808.0,-8063.0,1251.0,1
1.6450218423985196e+18,783.0,-8033.0,1344.0,1
1.6450218424434678e+18,752.0,-8184.0,1152.0,1
1.645021842498965e+18,760.0,-7926.0,1326.0,1
1.645021842553043e+18,698.0,-7963.0,1201.0,1
1.6450218425973028e+18,661.0,-8082.0,1196.0,1
1.6450218426422912e+18,662.0,-8079.0,1264.0,1
1.6450218427017265e+18,630.0,-8098.0,1238.0,1
1.6450218427445033e+18,620.0,-8020.0,1243.0,1
1.6450218427981957e+18,569.0,-8008.0,1272.0,1
1.645021842848916e+18,459.0,-7974.0,1343.0,1
1.6450218428949248e+18,398.0,-7857.0,1396.0,1
1.6450218429467999e+18,427.0,-8085.0,1332.0,1
1.6450218429989092e+18,507.0,-8081.0,1337.0,1
1.64502184304723e+18,531.0,-8061.0,1210.0,1
1.6450218430944502e+18,429.0,-8061.0,1156.0,1
1.6450218431500283e+18,315.0,-7947.0,1240.0,1
1.6450218431920937e+18,244.0,-8160.0,1129.0,1
1.645021843249079e+18,228.0,-8124.0,1194.0,1
1.6450218432974856e+18,206.0,-8328.0,1183.0,1
1.6450218433485783e+18,150.0,-8244.0,1175.0,1
1.6450218433960573e+18,20.0,-8230.0,1235.0,1
1.6450218434558264e+18,-240.0,-8234.0,1341.0,1
1.6450218434873283e+18,-302.0,-8183.0,1418.0,1
1.6450218435474289e+18,-623.0,-8002.0,1656.0,1
1.645021843597504e+18,-1586.0,-7597.0,2360.0,1
1.645021843645683e+18,-2083.0,-7337.0,2595.0,1
1.6450218436969014e+18,-2164.0,-7677.0,2488.0,1
1.6450218437469e+18,-2207.0,-7453.0,2613.0,1
1.6450218437939643e+18,-2475.0,-7501.0,2889.0,1
1.6450218438525847e+18,-2920.0,-6899.0,3325.0,1
1.6450218438966167e+18,-3110.0,-6662.0,3523.0,1
1.6450218439478093e+18,-2938.0,-6871.0,3374.0,1
1.6450218439995538e+18,-2861.0,-6828.0,3288.0,1
1.6450218440506094e+18,-2997.0,-6820.0,3358.0,1
1.645021844096557e+18,-3329.0,-6780.0,3750.0,1
1.645021844151279e+18,-3449.0,-6617.0,3959.0,1
1.645021844197273e+18,-3301.0,-6622.0,3717.0,1
1.6450218442469325e+18,-3221.0,-6948.0,3606.0,1
1.6450218442958208e+18,-3075.0,-6636.0,3737.0,1
1.6450218443340252e+18,-3074.0,-6526.0,3798.0,1
1.6450218443949153e+18,-3298.0,-6578.0,3812.0,1
1.6450218444502193e+18,-3373.0,-6491.0,3952.0,1
1.6450218445013125e+18,-3340.0,-6530.0,3975.0,1
1.6450218445489216e+18,-3178.0,-6546.0,3795.0,1
1.6450218446012378e+18,-3056.0,-6664.0,3574.0,1
1.6450218446358333e+18,-2998.0,-6893.0,3545.0,1
1.645021844698453e+18,-2951.0,-6978.0,3512.0,1
1.6450218447425372e+18,-2867.0,-7020.0,3414.0,1
1.645021844790254e+18,-2759.0,-6885.0,3345.0,1
1.6450218448376049e+18,-2718.0,-6956.0,3296.0,1
1.6450218448376049e+18,-2718.0,-6956.0,3296.0,1
1.6450218448376049e+18,-2718.0,-6956.0,3296.0,1
1.6450218451450235e+18,-2707.0,-6964.0,3288.0,1
1.6450218451450235e+18,-2707.0,-6964.0,3288.0,1
1.6450218451450235e+18,-2707.0,-6964.0,3288.0,1
1.6450218451450235e+18,-2707.0,-6964.0,3288.0,1
1.6450218451885734e+18,-2697.0,-6972.0,3275.0,1
1.6450218452541012e+18,-2686.0,-6983.0,3261.0,1
1.6450218452863557e+18,-2661.0,-7080.0,3225.0,1
1.6450218452863557e+18,-2661.0,-7080.0,3225.0,1
1.6450218454401756e+18,-2574.0,-7298.0,3151.0,1
1.6450218454401756e+18,-2574.0,-7298.0,3151.0,1
1.6450218455012856e+18,-2487.0,-7457.0,2916.0,1
1.6450218455481083e+18,-2035.0,-7311.0,3118.0,1
1.6450218456048064e+18,-361.0,-8085.0,2111.0,1
1.6450218456480625e+18,37.0,-7923.0,2036.0,1
1.645021845702103e+18,69.0,-7942.0,2049.0,1
1.6450218457498742e+18,99.0,-7930.0,2014.0,1
1.6450218458012933e+18,83.0,-7941.0,2065.0,1
1.6450218458492564e+18,142.0,-7959.0,2037.0,1
1.645021845899667e+18,-25.0,-7891.0,2157.0,1
1.6450218459466788e+18,74.0,-7916.0,2079.0,1
1.6450218460045046e+18,179.0,-7894.0,2071.0,1
1.6450218460520438e+18,142.0,-7937.0,2027.0,1
1.6450218461015232e+18,-22.0,-7815.0,2269.0,1
1.645021846150518e+18,89.0,-7950.0,2235.0,1
1.6450218462025037e+18,182.0,-7891.0,2079.0,1
1.6450218462527122e+18,222.0,-7934.0,2093.0,1
1.6450218462988861e+18,223.0,-8008.0,2083.0,1
1.6450218463521692e+18,113.0,-8063.0,2481.0,1
1.645021846399933e+18,251.0,-9212.0,2823.0,1
1.6450218464539663e+18,478.0,-8048.0,3154.0,1
1.6450218465020308e+18,308.0,-8043.0,4220.0,1
1.6450218465504748e+18,808.0,-6808.0,5022.0,1
1.6450218466018074e+18,977.0,-4792.0,5551.0,1
1.6450218466516073e+18,936.0,-5028.0,6616.0,1
1.64502184669916e+18,748.0,-4060.0,7293.0,1
1.6450218467551747e+18,288.0,-3422.0,6627.0,1
1.6450218468001516e+18,-309.0,-3629.0,6872.0,1
1.6450218468531118e+18,-288.0,-4513.0,7218.0,1
1.6450218468979284e+18,319.0,-3757.0,7045.0,1
1.6450218469512136e+18,512.0,-3691.0,8074.0,1
1.6450218470016046e+18,542.0,-4339.0,7064.0,1
1.6450218470531732e+18,595.0,-4770.0,6969.0,1
1.6450218471013678e+18,680.0,-4716.0,7110.0,1
1.645021847149755e+18,738.0,-4961.0,6874.0,1
1.645021847200812e+18,662.0,-4802.0,6775.0,1
1.6450218472548772e+18,788.0,-4680.0,6979.0,1
1.6450218472999465e+18,903.0,-4820.0,6958.0,1
1.645021847355247e+18,1029.0,-4953.0,6613.0,1
1.64502184740187e+18,1306.0,-4966.0,6768.0,1
1.645021847454803e+18,1665.0,-5221.0,6454.0,1
1.645021847504459e+18,1356.0,-5516.0,6633.0,1
1.6450218475551127e+18,1229.0,-5112.0,6671.0,1
1.645021847604423e+18,1163.0,-5227.0,6992.0,1
1.6450218476553528e+18,1113.0,-4826.0,6779.0,1
1.6450218476948923e+18,1181.0,-4905.0,6708.0,1
1.6450218477545009e+18,1382.0,-5000.0,6624.0,1
1.645021847810667e+18,1321.0,-5170.0,6549.0,1
1.645021847853059e+18,1345.0,-4940.0,6784.0,1
1.6450218479040778e+18,1289.0,-5008.0,6644.0,1
1.6450218479532708e+18,1291.0,-4693.0,6467.0,1
1.645021848004695e+18,1307.0,-5189.0,6654.0,1
1.6450218480528906e+18,1405.0,-5077.0,6670.0,1
1.6450218481040166e+18,1315.0,-5102.0,6711.0,1
1.6450218481549814e+18,1287.0,-4987.0,6563.0,1
1.6450218482065428e+18,1185.0,-4745.0,6644.0,1
1.6450218482534103e+18,1210.0,-4812.0,6660.0,1
1.6450218483042388e+18,1265.0,-5040.0,6737.0,1
1.6450218483482112e+18,1312.0,-5092.0,6819.0,1
1.6450218484060324e+18,1247.0,-5149.0,6605.0,1
1.6450218484537823e+18,1301.0,-5102.0,6525.0,1
1.6450218485052344e+18,1485.0,-5133.0,6617.0,1
1.6450218485538596e+18,1072.0,-4789.0,6932.0,1
1.6450218486037425e+18,1042.0,-4807.0,6812.0,1
1.6450218486513754e+18,1147.0,-4967.0,6687.0,1
1.6450218487039263e+18,1279.0,-4998.0,6684.0,1
1.645021848753453e+18,1148.0,-4923.0,6595.0,1
1.6450218488036137e+18,947.0,-5052.0,7046.0,1
1.6450218488538616e+18,988.0,-4557.0,7135.0,1
1.645021848904522e+18,1115.0,-4859.0,6819.0,1
1.6450218489529925e+18,1353.0,-4507.0,6819.0,1
1.6450218490021292e+18,1454.0,-4425.0,6907.0,1
