timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, HANDOVER_LEFT
1.645022277945814e+18,-2445.0,-9506.0,985.0,1
1.645022278008628e+18,-2184.0,-9248.0,1189.0,1
1.6450222780405443e+18,-1459.0,-8860.0,1259.0,1
1.6450222780914278e+18,-926.0,-7574.0,1782.0,1
1.6450222781411533e+18,-222.0,-7417.0,2273.0,1
1.6450222781930857e+18,499.0,-6272.0,3190.0,1
1.6450222782428058e+18,1088.0,-6076.0,3954.0,1
1.6450222782897672e+18,1627.0,-5547.0,4576.0,1
1.645022278346657e+18,2028.0,-4482.0,5333.0,1
1.645022278389808e+18,2384.0,-3265.0,5764.0,1
1.6450222784417047e+18,2471.0,-2807.0,6185.0,1
1.6450222784937283e+18,2729.0,-2188.0,6419.0,1
1.6450222785407951e+18,2938.0,-1912.0,6408.0,1
1.6450222785917358e+18,2890.0,-2391.0,6855.0,1
1.6450222786432865e+18,3084.0,-2632.0,6895.0,1
1.6450222786907569e+18,3062.0,-2572.0,6821.0,1
1.6450222787445903e+18,2935.0,-2505.0,7018.0,1
1.6450222787900562e+18,2885.0,-2642.0,6987.0,1
1.6450222788449684e+18,2725.0,-2680.0,6993.0,1
1.6450222788903112e+18,2550.0,-2709.0,7126.0,1
1.6450222789445164e+18,2343.0,-2738.0,7190.0,1
1.6450222789906706e+18,2276.0,-2687.0,7017.0,1
1.6450222790457293e+18,2114.0,-2978.0,7208.0,1
1.6450222790939103e+18,1982.0,-3378.0,7236.0,1
1.6450222791411072e+18,1911.0,-3670.0,7333.0,1
1.645022279194974e+18,1717.0,-3821.0,7259.0,1
1.645022279245291e+18,1767.0,-4395.0,7206.0,1
1.6450222792969075e+18,1652.0,-4064.0,7403.0,1
1.6450222793403464e+18,1614.0,-3989.0,7361.0,1
1.6450222793957734e+18,1589.0,-4312.0,7085.0,1
1.6450222794438188e+18,1441.0,-4200.0,7278.0,1
1.6450222794862548e+18,1308.0,-3809.0,7269.0,1
1.6450222795476372e+18,1279.0,-3800.0,7161.0,1
1.6450222795956065e+18,1291.0,-4237.0,7245.0,1
1.6450222796435717e+18,851.0,-3958.0,7605.0,1
1.6450222796957348e+18,440.0,-3359.0,7691.0,1
1.6450222797403103e+18,250.0,-3534.0,7588.0,1
1.6450222797941504e+18,356.0,-5164.0,7377.0,1
1.645022279842056e+18,608.0,-5119.0,6965.0,1
1.6450222798975985e+18,449.0,-5099.0,7139.0,1
1.645022279945628e+18,364.0,-4946.0,7253.0,1
1.645022279993927e+18,180.0,-4595.0,7204.0,1
1.6450222800464663e+18,139.0,-4630.0,6895.0,1
1.645022280092519e+18,289.0,-4446.0,6655.0,1
1.6450222801438044e+18,370.0,-4331.0,7072.0,1
1.6450222801974405e+18,653.0,-4567.0,7160.0,1
1.6450222802433277e+18,620.0,-3798.0,7296.0,1
1.6450222802944556e+18,471.0,-3550.0,7496.0,1
1.6450222803442883e+18,327.0,-3622.0,7534.0,1
1.6450222803995466e+18,283.0,-3506.0,7816.0,1
1.6450222804432993e+18,442.0,-3609.0,7659.0,1
1.6450222804939105e+18,511.0,-3722.0,7695.0,1
1.6450222805463145e+18,486.0,-3598.0,7723.0,1
1.6450222805976604e+18,433.0,-3468.0,7880.0,1
1.645022280644694e+18,277.0,-3423.0,8096.0,1
1.645022280683767e+18,227.0,-3456.0,8068.0,1
1.6450222807464084e+18,214.0,-3548.0,7836.0,1
1.6450222807919214e+18,187.0,-3496.0,7674.0,1
1.645022280847377e+18,149.0,-3383.0,7815.0,1
1.6450222808962158e+18,128.0,-3347.0,7786.0,1
1.6450222809471532e+18,114.0,-3304.0,7793.0,1
1.6450222809954243e+18,76.0,-3240.0,7832.0,1
1.6450222810276613e+18,-188.0,-3182.0,8015.0,1
1.6450222810756928e+18,-219.0,-3234.0,8073.0,1
1.645022281183517e+18,-235.0,-3287.0,8118.0,1
1.645022281183517e+18,-235.0,-3287.0,8118.0,1
1.6450222812401034e+18,-246.0,-3348.0,8132.0,1
1.6450222813019638e+18,-240.0,-3370.0,8133.0,1
1.6450222813392133e+18,-231.0,-3364.0,8116.0,1
1.6450222813973074e+18,-212.0,-3408.0,8007.0,1
1.6450222814469484e+18,-2114.0,-3755.0,7098.0,1
1.6450222814933711e+18,-1142.0,-3528.0,6603.0,1
1.645022281546954e+18,687.0,-3187.0,5495.0,1
1.645022281597374e+18,2576.0,-3464.0,4853.0,1
1.6450222816475172e+18,3821.0,-3003.0,3768.0,1
1.645022281693602e+18,4275.0,-3194.0,2181.0,1
1.6450222817508964e+18,3784.0,-4151.0,1886.0,1
1.6450222817965353e+18,3173.0,-4335.0,-543.0,1
1.6450222818474102e+18,1212.0,-7971.0,-1486.0,1
1.6450222818976916e+18,675.0,-10079.0,-2333.0,1
1.645022281930073e+18,-211.0,-9282.0,-3886.0,1
1.645022281980307e+18,-888.0,-10127.0,-3942.0,1
