timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, ASSEMBLY1_BIMANUAL
1.6450217424230746e+18,919.0,-7671.0,970.0,1
1.6450217424733153e+18,994.0,-7445.0,913.0,1
1.6450217425209467e+18,940.0,-7813.0,1166.0,1
1.6450217425712576e+18,1097.0,-7959.0,544.0,1
1.6450217426202908e+18,1044.0,-7694.0,939.0,1
1.6450217426674964e+18,918.0,-8218.0,1149.0,1
1.6450217427235484e+18,962.0,-8110.0,1131.0,1
1.645021742772926e+18,1247.0,-8241.0,868.0,1
1.64502174282221e+18,1348.0,-8561.0,1326.0,1
1.645021742871978e+18,1462.0,-7699.0,1786.0,1
1.6450217429210673e+18,1401.0,-7682.0,2481.0,1
1.6450217429669059e+18,1385.0,-7484.0,2860.0,1
1.6450217430169219e+18,1338.0,-7281.0,3136.0,1
1.6450217430675474e+18,1355.0,-7473.0,3243.0,1
1.6450217431213686e+18,1411.0,-7236.0,3077.0,1
1.6450217431676595e+18,1362.0,-7532.0,3348.0,1
1.64502174322149e+18,1536.0,-7495.0,3267.0,1
1.6450217432716605e+18,1643.0,-6981.0,3096.0,1
1.6450217433210964e+18,1487.0,-7156.0,3424.0,1
1.645021743372477e+18,1599.0,-7094.0,3287.0,1
1.6450217434250752e+18,1726.0,-7544.0,3600.0,1
1.6450217434755139e+18,1770.0,-7616.0,3733.0,1
1.6450217435177354e+18,1610.0,-6797.0,3930.0,1
1.6450217435770796e+18,2054.0,-7585.0,3664.0,1
1.64502174362127e+18,1932.0,-7100.0,3482.0,1
1.645021743675894e+18,1731.0,-6958.0,3477.0,1
1.6450217437202145e+18,1572.0,-7165.0,3686.0,1
1.6450217437777372e+18,1782.0,-6651.0,4207.0,1
1.6450217438202289e+18,1675.0,-6939.0,4017.0,1
1.6450217438723988e+18,1477.0,-6933.0,3934.0,1
1.6450217439238943e+18,1506.0,-6710.0,3904.0,1
1.6450217439776197e+18,1339.0,-7016.0,4407.0,1
1.6450217440230807e+18,1375.0,-6688.0,4021.0,1
1.645021744070312e+18,1416.0,-6581.0,3673.0,1
1.6450217441198362e+18,1296.0,-7534.0,4075.0,1
1.645021744175735e+18,1465.0,-7543.0,5628.0,1
1.6450217442048686e+18,1075.0,-7190.0,5941.0,1
1.6450217442720996e+18,-220.0,-5937.0,3955.0,1
1.645021744320776e+18,287.0,-7137.0,3183.0,1
1.6450217443716908e+18,1530.0,-7789.0,868.0,1
1.6450217444195968e+18,1703.0,-8444.0,-275.0,1
1.645021744474706e+18,1502.0,-8613.0,-1091.0,1
1.6450217445230874e+18,1286.0,-8742.0,-1645.0,1
1.645021744575183e+18,1342.0,-8178.0,-2272.0,1
1.645021744620168e+18,1278.0,-7768.0,-2345.0,1
1.6450217446716355e+18,1562.0,-6885.0,-3374.0,1
1.6450217447209295e+18,1978.0,-6503.0,-3651.0,1
1.64502174477393e+18,2061.0,-6159.0,-4151.0,1
1.6450217448293245e+18,2067.0,-5848.0,-4492.0,1
1.64502174486761e+18,2080.0,-5825.0,-4646.0,1
1.64502174486761e+18,2080.0,-5825.0,-4646.0,1
1.6450217449855127e+18,2118.0,-5753.0,-4713.0,1
1.6450217450271117e+18,2398.0,-4634.0,-5854.0,1
1.645021745073505e+18,2523.0,-3476.0,-7046.0,1
1.6450217451239222e+18,2354.0,-3350.0,-7028.0,1
