timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, BOLT_RIGHT
1.645022003042799e+18,-1699.0,-3131.0,7657.0,1
1.6450220030956078e+18,-1667.0,-3029.0,7733.0,1
1.645022003148245e+18,-1740.0,-3022.0,7890.0,1
1.6450220031949655e+18,-1689.0,-2962.0,7872.0,1
1.6450220032513853e+18,-1709.0,-3152.0,7728.0,1
1.6450220032951534e+18,-1670.0,-3070.0,7837.0,1
1.6450220033479936e+18,-1529.0,-3188.0,7807.0,1
1.64502200339757e+18,-1589.0,-3256.0,7777.0,1
1.6450220034509158e+18,-1597.0,-3165.0,7846.0,1
1.6450220034961462e+18,-1593.0,-3094.0,7893.0,1
1.645022003549762e+18,-1662.0,-3055.0,7857.0,1
1.6450220035956465e+18,-1579.0,-3135.0,7773.0,1
1.6450220036481452e+18,-1401.0,-3251.0,7777.0,1
1.6450220036975652e+18,-1516.0,-3303.0,7775.0,1
1.6450220037495657e+18,-1525.0,-3203.0,7765.0,1
1.6450220037953759e+18,-1458.0,-3186.0,7863.0,1
1.6450220038479964e+18,-1497.0,-3278.0,7737.0,1
1.6450220039026263e+18,-1460.0,-3253.0,7789.0,1
1.6450220039469844e+18,-1468.0,-3293.0,7739.0,1
1.6450220040000607e+18,-1489.0,-3388.0,7734.0,1
1.645022004049826e+18,-1386.0,-3323.0,7791.0,1
1.6450220041024955e+18,-1429.0,-3351.0,7770.0,1
1.6450220041470802e+18,-1525.0,-3146.0,7786.0,1
1.6450220042001992e+18,-1519.0,-3128.0,7882.0,1
1.6450220042492872e+18,-1561.0,-3072.0,7824.0,1
1.6450220043024758e+18,-1608.0,-3051.0,7856.0,1
1.6450220043471212e+18,-1605.0,-2983.0,7918.0,1
1.64502200440103e+18,-1565.0,-3062.0,7846.0,1
1.6450220044495232e+18,-1562.0,-3103.0,7857.0,1
1.645022004503233e+18,-1445.0,-3272.0,7723.0,1
1.645022004547383e+18,-1504.0,-3127.0,7878.0,1
1.645022004600716e+18,-1600.0,-2881.0,7939.0,1
1.6450220046463895e+18,-1697.0,-2834.0,7982.0,1
1.6450220047029711e+18,-1811.0,-2739.0,7996.0,1
1.6450220047445217e+18,-1691.0,-2859.0,7881.0,1
1.645022004801595e+18,-1501.0,-3135.0,7801.0,1
1.645022004849093e+18,-1426.0,-3296.0,7769.0,1
1.6450220049030597e+18,-1520.0,-3200.0,7793.0,1
1.645022004948946e+18,-1571.0,-2886.0,7874.0,1
1.6450220050004076e+18,-1614.0,-2925.0,7940.0,1
1.6450220050462968e+18,-1580.0,-3128.0,7888.0,1
1.6450220050996334e+18,-1459.0,-3016.0,7893.0,1
1.645022005149387e+18,-1512.0,-2985.0,7903.0,1
1.6450220052044367e+18,-1731.0,-2479.0,8004.0,1
1.6450220052465114e+18,-1564.0,-2717.0,8057.0,1
1.6450220053019876e+18,-1507.0,-2636.0,8029.0,1
1.6450220053466924e+18,-1416.0,-2708.0,8037.0,1
1.645022005396346e+18,-1362.0,-2519.0,8125.0,1
1.6450220054460628e+18,-1548.0,-2271.0,8090.0,1
