timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, SCREW_RIGHT
1.6455438040679972e+18,frame_14662.jpeg,4122.0,2332.0,-6420.0,1
1.6455438041196854e+18,frame_14663.jpeg,3873.0,2401.0,-6425.0,1
1.6455438041676662e+18,frame_14664.jpeg,4016.0,2280.0,-6501.0,1
1.6455438042178268e+18,frame_14665.jpeg,3932.0,2530.0,-6568.0,1
1.6455438042707896e+18,frame_14666.jpeg,4108.0,2310.0,-6384.0,1
1.6455438043216207e+18,frame_14667.jpeg,3938.0,2414.0,-6505.0,1
1.6455438043680696e+18,frame_14668.jpeg,4311.0,2400.0,-6589.0,1
1.645543804422196e+18,frame_14669.jpeg,3839.0,2349.0,-6393.0,1
1.6455438044687066e+18,frame_14670.jpeg,4272.0,2534.0,-6309.0,1
1.6455438045216988e+18,frame_14671.jpeg,3797.0,2337.0,-6566.0,1
1.6455438045684598e+18,frame_14672.jpeg,3652.0,2408.0,-6607.0,1
1.6455438046176538e+18,frame_14673.jpeg,3722.0,2400.0,-6650.0,1
1.645543804668816e+18,frame_14674.jpeg,3796.0,2289.0,-6555.0,1
1.6455438047166897e+18,frame_14675.jpeg,4094.0,2407.0,-6512.0,1
1.6455438047728545e+18,frame_14676.jpeg,4268.0,2367.0,-6111.0,1
1.6455438048229865e+18,frame_14677.jpeg,4263.0,2343.0,-6418.0,1
1.645543804872179e+18,frame_14678.jpeg,4377.0,2148.0,-6520.0,1
1.6455438049133358e+18,frame_14679.jpeg,3821.0,2285.0,-6977.0,1
1.6455438049663388e+18,frame_14680.jpeg,4458.0,2584.0,-7771.0,1
1.6455438050177664e+18,frame_14681.jpeg,3810.0,4083.0,-7762.0,1
1.6455438050728558e+18,frame_14682.jpeg,4185.0,5543.0,-6788.0,1
1.64554380511984e+18,frame_14683.jpeg,6868.0,5213.0,-5654.0,1
1.6455438051732705e+18,frame_14684.jpeg,7484.0,2870.0,-2761.0,1
1.645543805222973e+18,frame_14685.jpeg,5157.0,1864.0,159.0,1
1.6455438052733166e+18,frame_14686.jpeg,4735.0,2899.0,720.0,1
1.6455438053164652e+18,frame_14687.jpeg,4565.0,3931.0,52.0,1
1.6455438053730278e+18,frame_14688.jpeg,4979.0,5179.0,-1975.0,1
1.6455438054176422e+18,frame_14689.jpeg,5544.0,5248.0,-2809.0,1
1.6455438054725396e+18,frame_14690.jpeg,6162.0,4701.0,-4088.0,1
1.6455438055220667e+18,frame_14691.jpeg,5553.0,4076.0,-4919.0,1
1.6455438055765443e+18,frame_14692.jpeg,4850.0,3253.0,-5232.0,1
1.645543805620775e+18,frame_14693.jpeg,4521.0,2376.0,-5394.0,1
1.6455438056736904e+18,frame_14694.jpeg,6170.0,2554.0,-5638.0,1
1.6455438057224415e+18,frame_14695.jpeg,4782.0,2474.0,-5243.0,1
1.6455438057726776e+18,frame_14696.jpeg,5240.0,2504.0,-6023.0,1
1.6455438058216046e+18,frame_14697.jpeg,6349.0,2103.0,-7135.0,1
1.6455438058742776e+18,frame_14698.jpeg,6139.0,1927.0,-5411.0,1
1.64554380592259e+18,frame_14699.jpeg,5103.0,1351.0,-5901.0,1
1.6455438059745098e+18,frame_14700.jpeg,5182.0,1311.0,-6406.0,1
1.6455438060210345e+18,frame_14701.jpeg,4642.0,932.0,-6734.0,1
1.645543806073424e+18,frame_14702.jpeg,4950.0,1046.0,-5992.0,1
1.645543806122483e+18,frame_14703.jpeg,5090.0,1061.0,-6176.0,1
1.6455438061714778e+18,frame_14704.jpeg,4504.0,971.0,-6605.0,1
1.6455438062217413e+18,frame_14705.jpeg,4891.0,722.0,-6054.0,1
1.6455438062733094e+18,frame_14706.jpeg,5049.0,822.0,-6300.0,1
1.6455438063217754e+18,frame_14707.jpeg,4559.0,757.0,-6170.0,1
1.6455438063733627e+18,frame_14708.jpeg,4931.0,568.0,-6319.0,1
1.6455438064263237e+18,frame_14709.jpeg,4488.0,741.0,-6906.0,1
1.6455438064707535e+18,frame_14710.jpeg,4399.0,648.0,-6729.0,1
1.645543806523108e+18,frame_14711.jpeg,4257.0,832.0,-6529.0,1
1.645543806570408e+18,frame_14712.jpeg,4673.0,615.0,-6620.0,1
1.6455438066277368e+18,frame_14713.jpeg,4554.0,628.0,-6401.0,1
1.6455438066678518e+18,frame_14714.jpeg,4546.0,680.0,-6382.0,1
1.64554380672488e+18,frame_14715.jpeg,4550.0,637.0,-6643.0,1
1.6455438067683261e+18,frame_14716.jpeg,4669.0,549.0,-6487.0,1
1.6455438068262582e+18,frame_14717.jpeg,4436.0,691.0,-6338.0,1
1.6455438068729674e+18,frame_14718.jpeg,4553.0,731.0,-6941.0,1
1.6455438069257334e+18,frame_14719.jpeg,4444.0,717.0,-6501.0,1
1.6455438069769132e+18,frame_14720.jpeg,4561.0,697.0,-6380.0,1
1.6455438070278597e+18,frame_14721.jpeg,4569.0,690.0,-6720.0,1
1.64554380707331e+18,frame_14722.jpeg,4487.0,632.0,-6421.0,1
1.6455438071251505e+18,frame_14723.jpeg,4381.0,698.0,-6627.0,1
1.6455438071734118e+18,frame_14724.jpeg,4530.0,686.0,-6743.0,1
1.6455438072075835e+18,frame_14725.jpeg,4511.0,501.0,-6492.0,1
1.645543807248483e+18,frame_14726.jpeg,4492.0,497.0,-6463.0,1
1.645543807248483e+18,frame_14727.jpeg,4492.0,497.0,-6463.0,1
1.6455438074600822e+18,frame_14728.jpeg,4472.0,506.0,-6444.0,1
1.6455438074600822e+18,frame_14729.jpeg,4472.0,506.0,-6444.0,1
1.6455438074691364e+18,frame_14730.jpeg,4452.0,529.0,-6416.0,1
1.645543807523517e+18,frame_14731.jpeg,4465.0,657.0,-6289.0,1
1.6455438075718938e+18,frame_14732.jpeg,3702.0,881.0,-7401.0,1
1.6455438076212628e+18,frame_14733.jpeg,4222.0,879.0,-6614.0,1
1.645543807676774e+18,frame_14734.jpeg,4143.0,861.0,-6609.0,1
1.645543807676774e+18,frame_14735.jpeg,4143.0,861.0,-6609.0,1
1.645543807676774e+18,frame_14736.jpeg,4143.0,861.0,-6609.0,1
1.645543807676774e+18,frame_14737.jpeg,4143.0,861.0,-6609.0,1
1.645543807676774e+18,frame_14738.jpeg,4143.0,861.0,-6609.0,1
1.6455438081035556e+18,frame_14739.jpeg,4052.0,824.0,-6618.0,1
1.6455438081035556e+18,frame_14740.jpeg,4052.0,824.0,-6618.0,1
1.6455438081035556e+18,frame_14741.jpeg,4052.0,824.0,-6618.0,1
1.6455438081035556e+18,frame_14742.jpeg,4052.0,824.0,-6618.0,1
1.645543808127022e+18,frame_14743.jpeg,4021.0,817.0,-6632.0,1
1.6455438081760563e+18,frame_14744.jpeg,4479.0,863.0,-6483.0,1
1.6455438082239124e+18,frame_14745.jpeg,4771.0,761.0,-6383.0,1
1.6455438082744888e+18,frame_14746.jpeg,3019.0,893.0,-7403.0,1
1.645543808325947e+18,frame_14747.jpeg,3148.0,918.0,-7137.0,1
1.645543808374924e+18,frame_14748.jpeg,3291.0,977.0,-7297.0,1
1.6455438084227763e+18,frame_14749.jpeg,3380.0,939.0,-7365.0,1
1.6455438084744238e+18,frame_14750.jpeg,3411.0,872.0,-6961.0,1
1.6455438085227978e+18,frame_14751.jpeg,3369.0,930.0,-7215.0,1
1.6455438085754417e+18,frame_14752.jpeg,3397.0,881.0,-7199.0,1
1.6455438086235e+18,frame_14753.jpeg,3194.0,893.0,-6938.0,1
1.6455438086741059e+18,frame_14754.jpeg,3267.0,1038.0,-7099.0,1
1.6455438087257748e+18,frame_14755.jpeg,3113.0,979.0,-7503.0,1
1.6455438087786957e+18,frame_14756.jpeg,3261.0,961.0,-7485.0,1
1.645543808827018e+18,frame_14757.jpeg,3084.0,917.0,-6892.0,1
1.6455438088782444e+18,frame_14758.jpeg,3300.0,1072.0,-7598.0,1
1.6455438089311685e+18,frame_14759.jpeg,3218.0,933.0,-7059.0,1
1.6455438089738826e+18,frame_14760.jpeg,3352.0,957.0,-6819.0,1
1.6455438090276122e+18,frame_14761.jpeg,3460.0,962.0,-7493.0,1
1.6455438090754732e+18,frame_14762.jpeg,3298.0,838.0,-7151.0,1
1.645543809131932e+18,frame_14763.jpeg,3152.0,839.0,-7194.0,1
1.6455438091786668e+18,frame_14764.jpeg,3243.0,831.0,-7313.0,1
1.6455438092258004e+18,frame_14765.jpeg,2933.0,762.0,-7317.0,1
1.6455438092785756e+18,frame_14766.jpeg,3347.0,777.0,-7285.0,1
1.6455438093322744e+18,frame_14767.jpeg,3050.0,617.0,-7247.0,1
1.645543809380704e+18,frame_14768.jpeg,3481.0,599.0,-7224.0,1
1.6455438094257265e+18,frame_14769.jpeg,3204.0,584.0,-7333.0,1
1.6455438094783247e+18,frame_14770.jpeg,3913.0,-87.0,-6723.0,1
1.645543809534481e+18,frame_14771.jpeg,3222.0,-715.0,-7410.0,1
1.6455438095748915e+18,frame_14772.jpeg,5108.0,-642.0,-7368.0,1
1.6455438096353948e+18,frame_14773.jpeg,2373.0,-545.0,-6107.0,1
1.6455438096770936e+18,frame_14774.jpeg,3242.0,187.0,-5681.0,1
1.6455438097277975e+18,frame_14775.jpeg,4111.0,-747.0,-6778.0,1
1.6455438097800369e+18,frame_14776.jpeg,5222.0,-1023.0,-6411.0,1
1.6455438098350784e+18,frame_14777.jpeg,5402.0,520.0,-6301.0,1
1.645543809882718e+18,frame_14778.jpeg,5203.0,964.0,-6589.0,1
1.645543809927801e+18,frame_14779.jpeg,2901.0,-1010.0,-6642.0,1
1.6455438099770788e+18,frame_14780.jpeg,3348.0,-927.0,-6905.0,1
1.6455438100278656e+18,frame_14781.jpeg,4130.0,-482.0,-7006.0,1
1.645543810077009e+18,frame_14782.jpeg,4099.0,-366.0,-7221.0,1
1.6455438101271695e+18,frame_14783.jpeg,3644.0,-781.0,-6933.0,1
1.6455438101747766e+18,frame_14784.jpeg,3834.0,-696.0,-7131.0,1
1.6455438102301028e+18,frame_14785.jpeg,3095.0,-957.0,-7234.0,1
1.6455438102749455e+18,frame_14786.jpeg,3132.0,-727.0,-7189.0,1
1.6455438103310943e+18,frame_14787.jpeg,2806.0,-685.0,-7413.0,1
1.6455438103827448e+18,frame_14788.jpeg,2187.0,-1318.0,-7323.0,1
1.6455438104267456e+18,frame_14789.jpeg,3658.0,-1234.0,-6891.0,1
1.6455438104822804e+18,frame_14790.jpeg,3682.0,-361.0,-7858.0,1
1.6455438105327967e+18,frame_14791.jpeg,3728.0,-975.0,-6904.0,1
1.6455438105824484e+18,frame_14792.jpeg,3764.0,-474.0,-6830.0,1
1.645543810627476e+18,frame_14793.jpeg,3032.0,-361.0,-6721.0,1
1.6455438106777408e+18,frame_14794.jpeg,3366.0,-787.0,-7848.0,1
1.6455438107338332e+18,frame_14795.jpeg,3066.0,-740.0,-7764.0,1
1.645543810780367e+18,frame_14796.jpeg,3330.0,-612.0,-7326.0,1
1.6455438108267348e+18,frame_14797.jpeg,2936.0,-601.0,-7099.0,1
1.6455438108828726e+18,frame_14798.jpeg,3301.0,-767.0,-6957.0,1
1.6455438109294098e+18,frame_14799.jpeg,3411.0,-858.0,-7653.0,1
1.645543810975693e+18,frame_14800.jpeg,2865.0,-738.0,-7645.0,1
1.6455438110288732e+18,frame_14801.jpeg,2882.0,-762.0,-7510.0,1
1.6455438110831898e+18,frame_14802.jpeg,3208.0,-731.0,-6782.0,1
1.645543811129897e+18,frame_14803.jpeg,3213.0,-963.0,-7819.0,1
1.6455438111779581e+18,frame_14804.jpeg,2697.0,-771.0,-7506.0,1
1.6455438112314394e+18,frame_14805.jpeg,3322.0,-631.0,-6861.0,1
1.6455438112799734e+18,frame_14806.jpeg,2655.0,-1067.0,-7175.0,1
1.6455438113262502e+18,frame_14807.jpeg,3286.0,-941.0,-8067.0,1
1.6455438113852232e+18,frame_14808.jpeg,3122.0,-507.0,-6897.0,1
1.6455438114260116e+18,frame_14809.jpeg,3315.0,-613.0,-7340.0,1
1.645543811478873e+18,frame_14810.jpeg,3246.0,-904.0,-7358.0,1
1.6455438115281262e+18,frame_14811.jpeg,3611.0,-623.0,-6839.0,1
1.6455438115794127e+18,frame_14812.jpeg,3200.0,-769.0,-7184.0,1
1.6455438116282e+18,frame_14813.jpeg,3545.0,-613.0,-6822.0,1
1.6455438116790006e+18,frame_14814.jpeg,3921.0,-878.0,-7330.0,1
1.645543811727609e+18,frame_14815.jpeg,3178.0,-947.0,-6895.0,1
1.645543811755421e+18,frame_14816.jpeg,2974.0,-764.0,-6930.0,1
1.645543811827706e+18,frame_14817.jpeg,3364.0,-1101.0,-7700.0,1
1.645543811878008e+18,frame_14818.jpeg,2983.0,-956.0,-6889.0,1
1.6455438119275612e+18,frame_14819.jpeg,3210.0,-759.0,-7351.0,1
1.6455438119849498e+18,frame_14820.jpeg,2490.0,-1015.0,-7311.0,1
1.6455438120391882e+18,frame_14821.jpeg,3259.0,-962.0,-7660.0,1
1.6455438120782208e+18,frame_14822.jpeg,3009.0,-894.0,-7293.0,1
1.6455438121330775e+18,frame_14823.jpeg,3198.0,-673.0,-6867.0,1
1.6455438121823035e+18,frame_14824.jpeg,3149.0,-892.0,-7535.0,1
1.645543812230578e+18,frame_14825.jpeg,2936.0,-918.0,-7149.0,1
1.6455438122797245e+18,frame_14826.jpeg,2925.0,-955.0,-7762.0,1
1.6455438123330245e+18,frame_14827.jpeg,3220.0,-716.0,-7065.0,1
1.6455438123826324e+18,frame_14828.jpeg,3359.0,-574.0,-6838.0,1
1.6455438124345725e+18,frame_14829.jpeg,3140.0,-1067.0,-7652.0,1
1.6455438124798794e+18,frame_14830.jpeg,2842.0,-1058.0,-7717.0,1
1.6455438125333883e+18,frame_14831.jpeg,3040.0,-705.0,-7262.0,1
1.6455438125776876e+18,frame_14832.jpeg,3241.0,-785.0,-7057.0,1
1.6455438126370053e+18,frame_14833.jpeg,3192.0,-962.0,-7415.0,1
1.6455438126798659e+18,frame_14834.jpeg,2986.0,-776.0,-6979.0,1
1.6455438127362294e+18,frame_14835.jpeg,2809.0,-895.0,-7119.0,1
1.6455438127797788e+18,frame_14836.jpeg,3412.0,-826.0,-7311.0,1
1.6455438128330355e+18,frame_14837.jpeg,3070.0,-512.0,-6839.0,1
1.6455438128825372e+18,frame_14838.jpeg,3079.0,-1164.0,-7683.0,1
1.6455438129334843e+18,frame_14839.jpeg,2893.0,-852.0,-6992.0,1
1.645543812974018e+18,frame_14840.jpeg,3101.0,-853.0,-7672.0,1
1.64554381303088e+18,frame_14841.jpeg,3593.0,-774.0,-7346.0,1
1.6455438130809692e+18,frame_14842.jpeg,3256.0,-678.0,-7054.0,1
1.645543813133029e+18,frame_14843.jpeg,3659.0,-679.0,-7024.0,1
1.6455438131790328e+18,frame_14844.jpeg,3370.0,-865.0,-7075.0,1
1.6455438132308698e+18,frame_14845.jpeg,3629.0,-814.0,-7130.0,1
1.6455438132824095e+18,frame_14846.jpeg,3293.0,-792.0,-7084.0,1
1.6455438133270723e+18,frame_14847.jpeg,3719.0,-827.0,-7154.0,1
1.6455438133817984e+18,frame_14848.jpeg,3548.0,-890.0,-6891.0,1
1.6455438134355238e+18,frame_14849.jpeg,3441.0,-874.0,-7286.0,1
1.6455438134821773e+18,frame_14850.jpeg,3602.0,-678.0,-6946.0,1
1.6455438135314586e+18,frame_14851.jpeg,3148.0,-1005.0,-7333.0,1
1.645543813585408e+18,frame_14852.jpeg,3423.0,-816.0,-7177.0,1
1.6455438136329341e+18,frame_14853.jpeg,3137.0,-767.0,-7262.0,1
1.6455438136881917e+18,frame_14854.jpeg,3451.0,-847.0,-7250.0,1
1.6455438137311055e+18,frame_14855.jpeg,3061.0,-954.0,-7192.0,1
1.645543813786018e+18,frame_14856.jpeg,3207.0,-845.0,-7183.0,1
1.6455438138292672e+18,frame_14857.jpeg,3104.0,-806.0,-7203.0,1
1.6455438138853166e+18,frame_14858.jpeg,3495.0,-839.0,-7273.0,1
1.645543813936215e+18,frame_14859.jpeg,2871.0,-976.0,-7542.0,1
1.6455438139836577e+18,frame_14860.jpeg,3146.0,-588.0,-6630.0,1
1.6455438140386757e+18,frame_14861.jpeg,3688.0,-729.0,-7059.0,1
1.645543814085263e+18,frame_14862.jpeg,2629.0,-1272.0,-7692.0,1
1.6455438141351729e+18,frame_14863.jpeg,3410.0,-611.0,-7419.0,1
1.6455438141855503e+18,frame_14864.jpeg,3385.0,-616.0,-6818.0,1
1.6455438142303557e+18,frame_14865.jpeg,2995.0,-994.0,-7121.0,1
