timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_LEFT
1.6461449245976858e+18,-3978.0,-2573.0,4400.0,1
1.6461449246473075e+18,-7041.0,2108.0,4559.0,1
1.6461449246923203e+18,-10855.0,3885.0,8588.0,1
1.6461449247461658e+18,-7166.0,1152.0,5959.0,1
1.6461449247980541e+18,-6817.0,2237.0,6991.0,1
1.646144924846365e+18,-6418.0,-1830.0,8339.0,1
1.6461449248974423e+18,-5495.0,-853.0,8469.0,1
1.6461449256431767e+18,-1202.0,-2717.0,7697.0,1
1.6461449256769144e+18,-1353.0,-2601.0,7969.0,1
1.6461449258063278e+18,-1408.0,-2311.0,7867.0,1
1.6461449258063278e+18,-1408.0,-2311.0,7867.0,1
1.6461449258063278e+18,-1408.0,-2311.0,7867.0,1
1.64614492590209e+18,-1460.0,-2151.0,7744.0,1
1.64614492590209e+18,-1460.0,-2151.0,7744.0,1
1.6461449260378632e+18,-1497.0,-2018.0,7608.0,1
1.6461449260378632e+18,-1497.0,-2018.0,7608.0,1
1.6461449261414487e+18,-1491.0,-1865.0,7490.0,1
1.6461449261414487e+18,-1491.0,-1865.0,7490.0,1
1.6461449262493898e+18,-1473.0,-1721.0,7263.0,1
1.6461449262493898e+18,-1473.0,-1721.0,7263.0,1
1.646144926338908e+18,-1453.0,-1699.0,7132.0,1
1.6461449263459261e+18,-1615.0,-1517.0,8003.0,1
1.6461449263953523e+18,348.0,-6398.0,3560.0,1
1.6461449264422129e+18,496.0,-8115.0,2288.0,1
1.6461449264574213e+18,480.0,-8111.0,2025.0,1
1.6461449265550377e+18,502.0,-8206.0,1843.0,1
1.6461449265550377e+18,502.0,-8206.0,1843.0,1
1.646144926647687e+18,576.0,-8346.0,1627.0,1
1.646144926647687e+18,576.0,-8346.0,1627.0,1
1.646144926751693e+18,648.0,-8476.0,1408.0,1
1.646144926751693e+18,648.0,-8476.0,1408.0,1
1.6461449268810877e+18,710.0,-8580.0,1203.0,1
1.6461449268810877e+18,710.0,-8580.0,1203.0,1
1.6461449269594335e+18,772.0,-8662.0,980.0,1
1.6461449269594335e+18,772.0,-8662.0,980.0,1
1.6461449271069302e+18,815.0,-8698.0,725.0,1
1.6461449271069302e+18,815.0,-8698.0,725.0,1
1.6461449271821965e+18,851.0,-8704.0,465.0,1
1.6461449271821965e+18,851.0,-8704.0,465.0,1
1.6461449272398464e+18,877.0,-8693.0,202.0,1
1.6461449272894446e+18,913.0,-8660.0,-36.0,1
1.6461449272894446e+18,913.0,-8660.0,-36.0,1
1.646144927484899e+18,942.0,-8627.0,-203.0,1
1.646144927484899e+18,942.0,-8627.0,-203.0,1
1.646144927484899e+18,942.0,-8627.0,-203.0,1
1.646144927484899e+18,942.0,-8627.0,-203.0,1
1.6461449277086252e+18,1006.0,-8570.0,-397.0,1
1.6461449277086252e+18,1006.0,-8570.0,-397.0,1
1.6461449277086252e+18,1006.0,-8570.0,-397.0,1
1.6461449277086252e+18,1006.0,-8570.0,-397.0,1
1.646144927792307e+18,1099.0,-8495.0,-661.0,1
