timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, HANDOVER_LEFT
1.6461450684787197e+18,2006.0,-8297.0,62.0,1
1.6461450685255404e+18,1970.0,-7543.0,517.0,1
1.6461450685759608e+18,2685.0,-7097.0,1879.0,1
1.6461450686283272e+18,4076.0,-7184.0,3482.0,1
1.6461450686568105e+18,4162.0,-7262.0,3947.0,1
1.6461450687272694e+18,4172.0,-7226.0,4083.0,1
1.6461450687741263e+18,4532.0,-5834.0,4181.0,1
1.64614506882578e+18,4488.0,-4435.0,4466.0,1
1.6461450688775772e+18,4830.0,-3564.0,4228.0,1
1.6461450689259333e+18,4605.0,-2951.0,4613.0,1
1.6461450689789084e+18,4358.0,-3122.0,4771.0,1
1.6461450690262254e+18,4528.0,-3195.0,4357.0,1
1.646145069074628e+18,4519.0,-3930.0,4479.0,1
1.6461450691281446e+18,4835.0,-4216.0,4073.0,1
1.6461450691753782e+18,4938.0,-3651.0,4379.0,1
1.6461450692268424e+18,4977.0,-3945.0,4791.0,1
1.6461450692776443e+18,5352.0,-3678.0,4582.0,1
1.6461450693285015e+18,5623.0,-4761.0,4194.0,1
1.6461450693724572e+18,5053.0,-5069.0,4507.0,1
1.646145069425019e+18,4887.0,-5889.0,4183.0,1
1.646145069505983e+18,4091.0,-4362.0,2500.0,1
1.6461450695241848e+18,4588.0,-566.0,5398.0,1
1.6461450695771118e+18,5534.0,-766.0,4107.0,1
1.646145069625454e+18,5230.0,-2284.0,3505.0,1
1.6461450696692014e+18,4472.0,-2099.0,3112.0,1
1.646145069723916e+18,3892.0,-2786.0,2761.0,1
1.6461450697778819e+18,3518.0,-7238.0,3349.0,1
1.6461450698232945e+18,4153.0,-7511.0,4538.0,1
1.646145069876827e+18,4623.0,-7881.0,6141.0,1
1.646145069928683e+18,4332.0,-7596.0,7465.0,1
1.646145069977276e+18,3672.0,-7077.0,7001.0,1
1.6461450700284682e+18,3544.0,-7070.0,6169.0,1
1.646145070070359e+18,3536.0,-6167.0,5981.0,1
1.6461450701275502e+18,3610.0,-5435.0,5708.0,1
1.6461450701722624e+18,3493.0,-3277.0,5108.0,1
1.6461450702326003e+18,3057.0,-3673.0,5451.0,1
1.6461450702767383e+18,2428.0,-4962.0,5756.0,1
1.6461450703275484e+18,2573.0,-4505.0,6185.0,1
1.6461450703760433e+18,2982.0,-4472.0,5895.0,1
1.6461450704316157e+18,3027.0,-3973.0,6425.0,1
1.6461450704760556e+18,3247.0,-4154.0,6101.0,1
1.6461450705296174e+18,2836.0,-4690.0,6623.0,1
1.6461450705767063e+18,2847.0,-3784.0,6617.0,1
1.646145070632605e+18,2935.0,-3730.0,6600.0,1
1.6461450706764884e+18,2928.0,-4754.0,6431.0,1
1.646145070727721e+18,3188.0,-3749.0,6585.0,1
1.6461450707729672e+18,3153.0,-4077.0,6644.0,1
1.6461450708298765e+18,3404.0,-3869.0,6603.0,1
1.6461450708748283e+18,3402.0,-4027.0,6513.0,1
1.646145070932506e+18,3284.0,-3982.0,6585.0,1
1.6461450709812122e+18,3447.0,-4054.0,6342.0,1
1.6461450710275674e+18,3310.0,-3950.0,6604.0,1
1.646145071076498e+18,3343.0,-4069.0,6622.0,1
1.6461450711267807e+18,3398.0,-3995.0,6482.0,1
1.6461450711760558e+18,3307.0,-3951.0,6753.0,1
1.6461450712283517e+18,3410.0,-3683.0,6505.0,1
1.6461450712776125e+18,3259.0,-3801.0,6622.0,1
1.6461450713316677e+18,3330.0,-4045.0,6565.0,1
1.646145071377697e+18,3480.0,-4228.0,6723.0,1
1.6461450714308012e+18,3406.0,-4051.0,7186.0,1
