timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, DELIVERY_BIMANUAL
1.6461449097261755e+18,2771.0,-3773.0,7624.0,1
1.6461449097932495e+18,3131.0,-3472.0,6550.0,1
1.6461449098263212e+18,4089.0,-1310.0,4625.0,1
1.6461449098799457e+18,3276.0,-2226.0,2895.0,1
1.6461449099290442e+18,3493.0,669.0,1846.0,1
1.646144909975809e+18,2912.0,2162.0,3084.0,1
1.6461449100271455e+18,3604.0,2483.0,4717.0,1
1.6461449100795377e+18,3636.0,2761.0,4791.0,1
1.6461449101259922e+18,3604.0,3262.0,5578.0,1
1.6461449101805924e+18,4131.0,4657.0,5644.0,1
1.6461449102248397e+18,3409.0,5765.0,5933.0,1
1.6461449102802486e+18,3810.0,5173.0,6238.0,1
1.6461449103243456e+18,2982.0,3330.0,7607.0,1
1.6461449103807027e+18,3958.0,3791.0,7262.0,1
1.646144910429155e+18,3957.0,2847.0,6278.0,1
1.646144910476016e+18,4387.0,3358.0,5385.0,1
1.6461449105250432e+18,3993.0,3902.0,6743.0,1
1.6461449105806687e+18,3869.0,3828.0,6975.0,1
1.6461449106244723e+18,3750.0,3300.0,6497.0,1
1.6461449106755802e+18,3678.0,3853.0,6617.0,1
1.646144910724497e+18,4117.0,2967.0,5969.0,1
1.6461449107755336e+18,3530.0,3526.0,6752.0,1
1.646144910829346e+18,3398.0,3731.0,7038.0,1
1.6461449108800945e+18,3556.0,2609.0,6532.0,1
1.646144910915021e+18,3634.0,2350.0,6990.0,1
1.6461449109761405e+18,3862.0,3148.0,7452.0,1
1.6461449110246625e+18,3998.0,1956.0,6998.0,1
1.6461449110824602e+18,4319.0,2218.0,6861.0,1
1.646144911123993e+18,4140.0,2264.0,7134.0,1
1.64614491118011e+18,4094.0,2272.0,6631.0,1
1.6461449112248215e+18,3957.0,2184.0,6637.0,1
1.6461449112827428e+18,4026.0,2004.0,7106.0,1
1.6461449113285294e+18,3977.0,1873.0,7482.0,1
1.6461449113776484e+18,4577.0,1270.0,7067.0,1
1.6461449114274324e+18,4535.0,2296.0,7131.0,1
1.646144911479641e+18,4771.0,853.0,7107.0,1
1.6461449115286042e+18,4704.0,2214.0,6354.0,1
1.6461449115782487e+18,4710.0,-339.0,6648.0,1
1.6461449116275574e+18,4441.0,135.0,6897.0,1
1.6461449116795702e+18,4578.0,1889.0,6756.0,1
1.646144911726898e+18,4992.0,89.0,6526.0,1
1.6461449117746488e+18,4956.0,-186.0,7443.0,1
1.646144911830952e+18,5532.0,-1128.0,6225.0,1
1.6461449118788634e+18,5052.0,-1616.0,7446.0,1
1.6461449119286687e+18,5394.0,-1233.0,6118.0,1
1.6461449119799188e+18,5085.0,-2124.0,5933.0,1
1.6461449120282926e+18,5318.0,-2233.0,5024.0,1
1.646144912078804e+18,5760.0,-1290.0,4031.0,1
1.6461449121299325e+18,5976.0,-2643.0,3161.0,1
1.646144912178533e+18,5896.0,-2756.0,2623.0,1
1.646144912227721e+18,5773.0,-3333.0,1679.0,1
1.646144912278755e+18,5723.0,-3052.0,916.0,1
1.646144912328673e+18,5941.0,-4867.0,81.0,1
1.6461449123779505e+18,5758.0,-4861.0,-135.0,1
1.6461449124317683e+18,6325.0,-5880.0,-1285.0,1
1.6461449124775132e+18,6541.0,-5956.0,-1830.0,1
1.646144912529925e+18,6189.0,-5929.0,-2250.0,1
1.646144912577837e+18,5601.0,-6106.0,-2809.0,1
1.6461449126303155e+18,5323.0,-6657.0,-2737.0,1
1.6461449126850478e+18,5079.0,-6430.0,-2213.0,1
1.6461449127311224e+18,5318.0,-6969.0,-2637.0,1
1.6461449127757612e+18,5290.0,-6352.0,-2429.0,1
1.6461449128301724e+18,4914.0,-6026.0,-2466.0,1
1.6461449128780385e+18,4464.0,-6089.0,-2748.0,1
1.6461449129335805e+18,4290.0,-6384.0,-2840.0,1
1.6461449129811395e+18,4406.0,-5873.0,-2953.0,1
1.646144913029609e+18,4389.0,-6579.0,-2958.0,1
1.6461449130827633e+18,4221.0,-6420.0,-2908.0,1
1.64614491312843e+18,4110.0,-6312.0,-2801.0,1
