timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.6450229496457718e+18,-6477.0,4696.0,-8140.0,1
1.6450229496975777e+18,-5649.0,4488.0,-7518.0,1
1.6450229497474476e+18,-5392.0,4870.0,-7930.0,1
1.645022949794575e+18,-4329.0,3656.0,-7814.0,1
1.6450229498498575e+18,-3570.0,3067.0,-6861.0,1
1.6450229498980536e+18,-3370.0,3284.0,-6796.0,1
1.6450229499471562e+18,-3210.0,2935.0,-6439.0,1
1.6450229499947558e+18,-4027.0,3004.0,-6449.0,1
1.6450229500477527e+18,-3917.0,3134.0,-6893.0,1
1.6450229501000015e+18,-4424.0,4219.0,-6036.0,1
1.6450229501498202e+18,-4620.0,4998.0,-5485.0,1
1.6450229502011538e+18,-3161.0,4499.0,-5617.0,1
1.6450229502529649e+18,-3772.0,3641.0,-6145.0,1
1.6450229503022464e+18,-3500.0,2213.0,-7482.0,1
1.6450229503474842e+18,-3216.0,1420.0,-8189.0,1
1.6450229504021107e+18,-3586.0,1874.0,-7704.0,1
1.6450229504513457e+18,-3902.0,1504.0,-8024.0,1
1.6450229505027116e+18,-5690.0,1346.0,-7045.0,1
1.6450229505518472e+18,-6857.0,1027.0,-5923.0,1
1.6450229506020705e+18,-6958.0,307.0,-4421.0,1
1.6450229506471588e+18,-7507.0,318.0,-3636.0,1
1.6450229507022948e+18,-6772.0,-159.0,-3183.0,1
1.645022950751605e+18,-7417.0,774.0,-2597.0,1
1.6450229508033702e+18,-7246.0,574.0,-2545.0,1
1.6450229508479762e+18,-7811.0,1120.0,-2358.0,1
1.6450229509029714e+18,-7694.0,880.0,-2338.0,1
1.6450229962064888e+18,-5257.0,4450.0,-6929.0,1
1.6450229962566244e+18,-4646.0,3694.0,-6705.0,1
1.6450229963098885e+18,-3818.0,3254.0,-6369.0,1
1.6450229963566638e+18,-3060.0,3334.0,-5977.0,1
1.645022996408442e+18,-2758.0,4168.0,-6061.0,1
1.6450229964549148e+18,-2282.0,4921.0,-6428.0,1
1.6450229965085376e+18,-2391.0,5517.0,-6109.0,1
1.6450229965585759e+18,-3001.0,6116.0,-5726.0,1
1.6450229966105152e+18,-4082.0,7244.0,-5508.0,1
1.645022996654959e+18,-3377.0,6296.0,-4532.0,1
1.645022996710367e+18,-7184.0,6224.0,-3515.0,1
1.6450229967567465e+18,-8830.0,5795.0,-2752.0,1
1.6450229968098898e+18,-8029.0,3661.0,-2826.0,1
1.6450229968573056e+18,-7970.0,2501.0,-3226.0,1
1.645022996910332e+18,-5970.0,1053.0,-3632.0,1
1.6450229969580746e+18,-3512.0,743.0,-4561.0,1
1.6450229970093048e+18,-2972.0,1273.0,-5620.0,1
1.645022997058493e+18,-3651.0,-132.0,-5308.0,1
1.6450232293996017e+18,-470.0,3144.0,-3655.0,1
1.6450232294482972e+18,-4708.0,8931.0,-5495.0,1
1.64502322949552e+18,-6105.0,12740.0,-7547.0,1
1.6450232295478487e+18,-7142.0,11903.0,-9699.0,1
1.6450232296012462e+18,-6794.0,7483.0,-11666.0,1
1.645023229649833e+18,-3708.0,4470.0,-8837.0,1
1.6450232296997363e+18,-3226.0,4506.0,-6047.0,1
1.6450232297509056e+18,-4151.0,5093.0,-6472.0,1
1.645023229800992e+18,-6368.0,4991.0,-7784.0,1
1.6450232298510083e+18,-8424.0,4055.0,-7069.0,1
1.64502322989972e+18,-9881.0,2683.0,-5056.0,1
1.6450232299468849e+18,-8856.0,918.0,-3235.0,1
