timestamp,a_right_backPose,b_right_backPose,c_right_backPose, DELIVERY_RIGHT
1.6450231354807982e+18,346.0,-3035.0,-7372.0,1
1.6450231355318748e+18,596.0,-3267.0,-7857.0,1
1.6450231355816381e+18,870.0,-3444.0,-7875.0,1
1.645023135635178e+18,602.0,-3815.0,-7561.0,1
1.6450231356809306e+18,672.0,-3822.0,-6542.0,1
1.6450231357322048e+18,1164.0,-4021.0,-6880.0,1
1.6450231357817062e+18,1436.0,-3866.0,-6756.0,1
1.6450231358317914e+18,640.0,-3252.0,-6680.0,1
1.6450231358797432e+18,1041.0,-3895.0,-6411.0,1
1.6450231359325814e+18,2809.0,-4641.0,-6197.0,1
1.6450231359853652e+18,3414.0,-5675.0,-6318.0,1
1.6450231360323996e+18,3667.0,-6236.0,-6096.0,1
1.6450231360798766e+18,3486.0,-6078.0,-5649.0,1
1.645023136132818e+18,2666.0,-6361.0,-5488.0,1
1.6450231361862492e+18,1964.0,-6636.0,-5061.0,1
1.6450231362327488e+18,1776.0,-5785.0,-5352.0,1
1.6450231362825551e+18,2019.0,-5989.0,-4964.0,1
1.645023136329277e+18,2320.0,-6170.0,-4956.0,1
1.6450231363870758e+18,1914.0,-5510.0,-5532.0,1
1.6450231364337577e+18,2430.0,-5368.0,-5808.0,1
1.6450231364817705e+18,3094.0,-5217.0,-5500.0,1
1.6450231365289958e+18,4286.0,-4354.0,-5089.0,1
1.645023136585264e+18,3978.0,-3899.0,-5701.0,1
1.6450231366331779e+18,4457.0,-3978.0,-5887.0,1
1.645023136685614e+18,4479.0,-3721.0,-5221.0,1
1.6450231367321728e+18,5200.0,-3551.0,-4917.0,1
1.6450231367861704e+18,5445.0,-3485.0,-5213.0,1
1.6450231368321577e+18,4922.0,-3220.0,-5321.0,1
1.6450231368824172e+18,5221.0,-3038.0,-4924.0,1
1.645023136932519e+18,5601.0,-3186.0,-4793.0,1
1.6450231369855263e+18,5456.0,-3405.0,-4962.0,1
1.6450231370316554e+18,5203.0,-3499.0,-5095.0,1
1.6450231370898102e+18,5262.0,-3430.0,-5140.0,1
1.6450231371324157e+18,5480.0,-3651.0,-4895.0,1
1.6450231371869763e+18,5310.0,-3639.0,-4615.0,1
1.6450231372307151e+18,5206.0,-3444.0,-4906.0,1
1.6450231372860662e+18,5421.0,-3861.0,-5282.0,1
1.645023137332182e+18,5506.0,-3596.0,-5167.0,1
1.645023137383217e+18,6050.0,-2803.0,-5326.0,1
1.645023137431742e+18,6108.0,-2978.0,-4926.0,1
1.6450231374859804e+18,5903.0,-2438.0,-5244.0,1
1.6450231375359795e+18,5919.0,-2231.0,-4573.0,1
1.645023137588012e+18,5849.0,-2404.0,-4265.0,1
1.6450231376362002e+18,5758.0,-2499.0,-4465.0,1
1.6450231376865341e+18,5651.0,-2692.0,-4820.0,1
1.6450231377436739e+18,5669.0,-2979.0,-4843.0,1
1.6450231377852628e+18,5426.0,-2936.0,-4586.0,1
1.645023137834439e+18,5332.0,-3235.0,-4747.0,1
1.6450231378849382e+18,6054.0,-3413.0,-4425.0,1
1.6450231379389804e+18,6183.0,-3507.0,-4387.0,1
1.6450231379822113e+18,6819.0,-3489.0,-4270.0,1
1.6450231380363876e+18,6098.0,-4098.0,-4267.0,1
