timestamp,a_right_backPose,b_right_backPose,c_right_backPose, SCREW_RIGHT
1.6450231474955438e+18,-5835.0,-1797.0,-7120.0,1
1.6450231475490253e+18,-6456.0,-2942.0,-7100.0,1
1.645023147595973e+18,-5864.0,-2539.0,-5855.0,1
1.6450231476471695e+18,-6768.0,-3289.0,-4109.0,1
1.6450231476917335e+18,-5852.0,-3213.0,-4018.0,1
1.6450231477493522e+18,-6009.0,-3527.0,-4679.0,1
1.64502314779664e+18,-6799.0,-4049.0,-5149.0,1
1.6450231478490307e+18,-6787.0,-3756.0,-5239.0,1
1.645023147896269e+18,-4189.0,-3895.0,-5584.0,1
1.6450231479489733e+18,-3540.0,-4040.0,-5565.0,1
1.6450231479983747e+18,-2213.0,-2286.0,-7431.0,1
1.645023148048952e+18,-2987.0,-3418.0,-7984.0,1
1.645023148101304e+18,-2627.0,-2804.0,-7198.0,1
1.6450231481510994e+18,-3338.0,-3507.0,-6707.0,1
1.6450231481946301e+18,-4794.0,-3404.0,-7197.0,1
1.6450231482452503e+18,-3631.0,-3295.0,-5969.0,1
1.6450231482942692e+18,-3078.0,-2172.0,-5417.0,1
1.6450231483492017e+18,-5438.0,-3845.0,-7692.0,1
1.6450231484007388e+18,-4132.0,-3322.0,-7726.0,1
1.6450231484479777e+18,-2799.0,-3582.0,-6865.0,1
1.6450231484982845e+18,-3040.0,-2954.0,-6855.0,1
1.6450231485476874e+18,-2014.0,-3081.0,-7068.0,1
1.6450231485930145e+18,-1909.0,-2710.0,-8509.0,1
1.6450231486486904e+18,-1475.0,-1949.0,-7751.0,1
1.6450231486947456e+18,-2078.0,-1465.0,-6743.0,1
1.6450231487519729e+18,615.0,-360.0,-8450.0,1
1.6450231487983964e+18,2426.0,523.0,-9883.0,1
1.6450231488501921e+18,1384.0,-1343.0,-9214.0,1
1.64502314889949e+18,-2587.0,-686.0,-6603.0,1
1.6450231489495037e+18,-3267.0,-578.0,-5569.0,1
1.645023148999985e+18,-1442.0,82.0,-7686.0,1
1.6450231490491453e+18,-1483.0,-334.0,-9251.0,1
1.6450231490995105e+18,631.0,-609.0,-7495.0,1
1.6450231491487432e+18,1294.0,923.0,-7503.0,1
1.645023149199345e+18,282.0,1145.0,-9228.0,1
1.6450231492493942e+18,1750.0,1293.0,-9042.0,1
1.6450231493001285e+18,2090.0,1698.0,-8806.0,1
1.645023149349729e+18,-1243.0,542.0,-7363.0,1
1.6450231493996785e+18,-1621.0,1244.0,-6606.0,1
1.6450231494496223e+18,-1499.0,1387.0,-7912.0,1
1.6450231495017206e+18,529.0,582.0,-8592.0,1
1.645023149547439e+18,694.0,908.0,-6885.0,1
1.6450231495994755e+18,1277.0,1627.0,-7685.0,1
1.645023149648118e+18,-773.0,1833.0,-8907.0,1
1.6450231497008525e+18,1344.0,2925.0,-8950.0,1
1.645023149748398e+18,2467.0,3134.0,-8172.0,1
1.6450231497998193e+18,-96.0,1733.0,-7445.0,1
1.6450231498464402e+18,-861.0,1844.0,-6872.0,1
1.6450231499017487e+18,-1528.0,1473.0,-7747.0,1
1.6450231499484416e+18,1749.0,660.0,-8486.0,1
1.645023149999e+18,910.0,1810.0,-8017.0,1
1.6450231500497577e+18,1062.0,2606.0,-7695.0,1
1.6450231500990395e+18,66.0,2358.0,-6804.0,1
1.6450231501488973e+18,328.0,2767.0,-7466.0,1
