timestamp,a_right_backPose,b_right_backPose,c_right_backPose, DELIVERY_BIMANUAL
1.6450229417353874e+18,-6382.0,5547.0,-713.0,1
1.6450229417872118e+18,-6402.0,5377.0,-591.0,1
1.6450229418363556e+18,-6271.0,5217.0,-658.0,1
1.6450229418867674e+18,-6343.0,5195.0,-571.0,1
1.645022941940223e+18,-6129.0,5098.0,-512.0,1
1.6450229419869117e+18,-6366.0,5079.0,-509.0,1
1.645022942041509e+18,-6447.0,5158.0,-428.0,1
1.6450229420909714e+18,-6186.0,5116.0,-545.0,1
1.6450229421414316e+18,-6169.0,5196.0,-365.0,1
1.6450229421903224e+18,-6420.0,5423.0,-154.0,1
1.6450229422416788e+18,-6374.0,5545.0,-9.0,1
1.6450229422874767e+18,-6197.0,5507.0,-1.0,1
1.645022942341123e+18,-6175.0,5529.0,-31.0,1
1.6450229423891523e+18,-6114.0,5521.0,-16.0,1
1.6450229424401638e+18,-6316.0,5599.0,-102.0,1
1.645022942491708e+18,-5863.0,5488.0,-69.0,1
1.6450229425424535e+18,-5649.0,5404.0,-234.0,1
1.6450229425919923e+18,-5935.0,5651.0,-238.0,1
1.645022942640774e+18,-6260.0,5802.0,-61.0,1
1.6450229426913715e+18,-6351.0,5722.0,-180.0,1
1.6450229427400474e+18,-6080.0,5652.0,-460.0,1
1.6450229427904886e+18,-5888.0,5646.0,-509.0,1
1.645022942841294e+18,-5780.0,5629.0,-461.0,1
1.6450229428884273e+18,-5792.0,5536.0,-477.0,1
1.6450229429387267e+18,-6066.0,5421.0,-454.0,1
1.6450229429862966e+18,-6196.0,5420.0,-459.0,1
1.6450229430422236e+18,-6401.0,5362.0,-300.0,1
1.6450229430916035e+18,-6653.0,5296.0,-472.0,1
1.6450229431409203e+18,-6766.0,5354.0,-477.0,1
1.6450229431903836e+18,-6558.0,5338.0,-475.0,1
1.6450229432417324e+18,-6449.0,5221.0,-586.0,1
1.6450229432908867e+18,-6455.0,5150.0,-664.0,1
1.6450229433443686e+18,-6404.0,5122.0,-683.0,1
1.64502294338882e+18,-6376.0,5145.0,-629.0,1
1.645022943443875e+18,-6421.0,5156.0,-587.0,1
1.6450229434907884e+18,-6529.0,5134.0,-668.0,1
1.6450229435413489e+18,-6564.0,5099.0,-689.0,1
1.6450229435906225e+18,-6404.0,5117.0,-672.0,1
1.6450229436434081e+18,-6360.0,5143.0,-742.0,1
1.6450229436912302e+18,-6438.0,5111.0,-754.0,1
1.6450229437414497e+18,-6458.0,5082.0,-617.0,1
1.6450229437940613e+18,-6539.0,5089.0,-559.0,1
1.645022943840782e+18,-6573.0,5175.0,-551.0,1
1.6450229438933537e+18,-6635.0,5509.0,-598.0,1
1.6450229439389655e+18,-6479.0,5570.0,-789.0,1
1.6450229439935247e+18,-6559.0,5699.0,-832.0,1
1.6450229440395645e+18,-6010.0,4965.0,-1742.0,1
1.6450229440936246e+18,-6431.0,5239.0,-2214.0,1
1.6450229441410273e+18,-5283.0,4375.0,-2776.0,1
1.6450229441934597e+18,-5989.0,4474.0,-2907.0,1
1.6450229442370294e+18,-5816.0,4367.0,-3476.0,1
1.645022944291888e+18,-5677.0,4130.0,-3506.0,1
1.645022944339128e+18,-6078.0,4264.0,-3479.0,1
1.6450229443918723e+18,-6255.0,4353.0,-3720.0,1
1.6450229444399212e+18,-6243.0,4330.0,-3732.0,1
1.6450229444860516e+18,-6217.0,4310.0,-3569.0,1
1.6450229445400922e+18,-6353.0,4136.0,-3671.0,1
1.6450229445941194e+18,-6321.0,4175.0,-3838.0,1
1.6450229446410957e+18,-6098.0,4200.0,-3802.0,1
1.6450229446916616e+18,-6034.0,4220.0,-3898.0,1
1.645022944739933e+18,-6043.0,4288.0,-3993.0,1
1.645022944794371e+18,-5826.0,4124.0,-4365.0,1
1.6450229448416118e+18,-5872.0,3966.0,-4548.0,1
1.6450229448914627e+18,-5471.0,3658.0,-4662.0,1
1.645022944940669e+18,-5168.0,3474.0,-5228.0,1
1.6450229449916242e+18,-5132.0,3441.0,-5416.0,1
1.6450229450414838e+18,-4918.0,3298.0,-5519.0,1
1.645022945093436e+18,-4675.0,3269.0,-5829.0,1
1.6450229451396923e+18,-4389.0,2963.0,-6051.0,1
1.6450229451928952e+18,-4369.0,2899.0,-6306.0,1
1.6450229452479165e+18,-4614.0,2875.0,-6727.0,1
1.6450229452938816e+18,-4652.0,2829.0,-6610.0,1
1.645022945344784e+18,-6056.0,3442.0,-7509.0,1
1.6450229453927987e+18,-8074.0,3532.0,-9081.0,1
1.645022945442983e+18,-10713.0,2308.0,-10916.0,1
1.6450229454929994e+18,-11886.0,1141.0,-10826.0,1
1.6450229455492224e+18,-10326.0,308.0,-8178.0,1
1.6450229455934636e+18,-6500.0,318.0,-5926.0,1
1.6450229456431352e+18,-3153.0,-1372.0,-4284.0,1
1.6450229456945672e+18,-1601.0,-1810.0,-3129.0,1
1.6450229457440148e+18,182.0,-2057.0,-3202.0,1
1.645022945796523e+18,-830.0,-2085.0,-3661.0,1
1.6450229458441792e+18,-996.0,-1012.0,-5347.0,1
1.645022945893094e+18,-1496.0,-1628.0,-5483.0,1
1.645022945945968e+18,-861.0,-771.0,-6761.0,1
1.6450229459949837e+18,-714.0,-934.0,-7507.0,1
1.6450229460453809e+18,-149.0,-871.0,-7662.0,1
1.6450229460924652e+18,940.0,-1034.0,-7998.0,1
1.6450229461469816e+18,151.0,-707.0,-8236.0,1
1.6450229461951895e+18,347.0,-1080.0,-8153.0,1
1.6450229462438707e+18,318.0,-1760.0,-7923.0,1
1.64502294629058e+18,-629.0,-1582.0,-7991.0,1
1.645022946343314e+18,-1088.0,-1668.0,-8081.0,1
1.6450229463941865e+18,-1577.0,-2068.0,-7866.0,1
1.645022946450467e+18,-1501.0,-1958.0,-7782.0,1
1.6450229464915773e+18,-1705.0,-1917.0,-7771.0,1
1.645022946544265e+18,-1375.0,-1886.0,-8077.0,1
1.6450229465922847e+18,-1472.0,-1673.0,-8025.0,1
1.6450229466463488e+18,-1513.0,-2005.0,-7811.0,1
1.6450229466954286e+18,-1236.0,-2128.0,-7799.0,1
1.6450229467442506e+18,-1470.0,-2340.0,-7699.0,1
1.6450229467987873e+18,-1261.0,-2639.0,-7733.0,1
1.645022946845438e+18,-1524.0,-2368.0,-7811.0,1
1.6450229468965978e+18,-1578.0,-2078.0,-7923.0,1
1.645022946942745e+18,-1783.0,-1687.0,-7857.0,1
1.6450229469987722e+18,-2512.0,-3390.0,-5434.0,1
1.6450229470429578e+18,-2412.0,-4360.0,-3911.0,1
1.6450229470949716e+18,-1265.0,-5078.0,-4452.0,1
1.64502294714322e+18,-109.0,-4835.0,-6160.0,1
1.6450229471971377e+18,-1175.0,-4147.0,-7629.0,1
1.6450229472428442e+18,-1593.0,-3701.0,-8410.0,1
1.645022947299281e+18,-2070.0,-2544.0,-8540.0,1
1.6450229473452365e+18,-2872.0,-2983.0,-7432.0,1
1.6450229473957532e+18,-4008.0,-2454.0,-7100.0,1
1.6450229474449313e+18,-3264.0,-2065.0,-7830.0,1
1.6450229474951578e+18,-3140.0,-2150.0,-8411.0,1
1.6450229475434555e+18,-2799.0,-2244.0,-8221.0,1
1.6450229475946342e+18,-2965.0,-1878.0,-7316.0,1
1.6450229476447078e+18,-3314.0,-1826.0,-7143.0,1
1.645022947695481e+18,-3535.0,-1863.0,-7348.0,1
1.6450229477445043e+18,-3907.0,-1691.0,-7213.0,1
1.645022947798392e+18,-4853.0,-1273.0,-6755.0,1
1.6450229478453916e+18,-4722.0,-1376.0,-6912.0,1
1.645022947895285e+18,-4541.0,-1420.0,-6896.0,1
1.6450229479442038e+18,-4658.0,-1310.0,-6769.0,1
1.6450229479987267e+18,-4452.0,-1556.0,-6834.0,1
1.6450229480431675e+18,-3855.0,-1691.0,-7450.0,1
1.6450229480950676e+18,-3882.0,-2070.0,-7245.0,1
