timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose,File Name
1.646392956459721e+18,-659.0,-4507.0,7269.0,frame_10000.jpeg
1.6463929565115587e+18,-1074.0,-3378.0,7489.0,frame_10001.jpeg
1.6463929565567514e+18,-477.0,-3924.0,7646.0,frame_10002.jpeg
1.646392956609757e+18,-768.0,-3756.0,6862.0,frame_10003.jpeg
1.6463929566636698e+18,-535.0,-4658.0,6453.0,frame_10004.jpeg
1.6463929567132585e+18,104.0,-4297.0,7841.0,frame_10005.jpeg
1.646392956763817e+18,-613.0,-4766.0,7832.0,frame_10006.jpeg
1.6463929568115927e+18,-810.0,-3630.0,7712.0,frame_10007.jpeg
1.6463929568632422e+18,-1190.0,-3267.0,7704.0,frame_10008.jpeg
1.6463929569121482e+18,-795.0,-3640.0,7211.0,frame_10009.jpeg
1.646392956963011e+18,-171.0,-4185.0,6715.0,frame_10010.jpeg
1.6463929570119452e+18,-1462.0,-3972.0,7125.0,frame_10011.jpeg
1.6463929570626094e+18,101.0,-3839.0,8587.0,frame_10012.jpeg
1.6463929571120323e+18,-712.0,-4066.0,7720.0,frame_10013.jpeg
1.6463929571612378e+18,-891.0,-3643.0,6972.0,frame_10014.jpeg
1.6463929572072343e+18,-762.0,-4358.0,7018.0,frame_10015.jpeg
1.646392957263999e+18,-709.0,-3441.0,7504.0,frame_10016.jpeg
1.6463929573076751e+18,-865.0,-3944.0,7309.0,frame_10017.jpeg
1.6463929573613202e+18,-947.0,-4189.0,7382.0,frame_10018.jpeg
1.6463929574116716e+18,-676.0,-4095.0,7317.0,frame_10019.jpeg
1.646392957463231e+18,-732.0,-4090.0,7632.0,frame_10020.jpeg
1.6463929575094057e+18,-654.0,-4331.0,7234.0,frame_10021.jpeg
1.6463929575619057e+18,-902.0,-4328.0,7271.0,frame_10022.jpeg
1.6463929576095037e+18,-852.0,-3689.0,7624.0,frame_10023.jpeg
1.6463929576645376e+18,-784.0,-3551.0,7239.0,frame_10024.jpeg
1.6463929577117386e+18,-791.0,-4329.0,7604.0,frame_10025.jpeg
1.6463929577619758e+18,-542.0,-4192.0,7178.0,frame_10026.jpeg
