timestamp,a_right_backPose,b_right_backPose,c_right_backPose,File Name
1.646392956463777e+18,2363.0,-6751.0,-14934.0,frame_10000.jpeg
1.6463929565114056e+18,7915.0,3210.0,-13643.0,frame_10001.jpeg
1.6463929565609915e+18,7261.0,12616.0,-5579.0,frame_10002.jpeg
1.6463929566087153e+18,-2649.0,15512.0,-5146.0,frame_10003.jpeg
1.6463929566609526e+18,-11252.0,9376.0,-3627.0,frame_10004.jpeg
1.6463929567138778e+18,-15387.0,-6568.0,-8863.0,frame_10005.jpeg
1.6463929567619177e+18,1523.0,-5225.0,-14662.0,frame_10006.jpeg
1.6463929568120617e+18,6968.0,3267.0,-15800.0,frame_10007.jpeg
1.64639295686428e+18,12295.0,11365.0,-5526.0,frame_10008.jpeg
1.646392956906597e+18,4501.0,15244.0,-4759.0,frame_10009.jpeg
1.646392956963708e+18,-13324.0,12321.0,-5162.0,frame_10010.jpeg
1.6463929570122726e+18,-11077.0,-278.0,-8540.0,frame_10011.jpeg
1.6463929570580234e+18,-5682.0,-8742.0,-10162.0,frame_10012.jpeg
1.6463929571144028e+18,4202.0,-6624.0,-11298.0,frame_10013.jpeg
1.6463929571624637e+18,7670.0,374.0,-11992.0,frame_10014.jpeg
1.6463929572120604e+18,-3324.0,5129.0,-10377.0,frame_10015.jpeg
1.646392957265549e+18,6888.0,4484.0,-5145.0,frame_10016.jpeg
1.6463929573077888e+18,-6554.0,11785.0,-7101.0,frame_10017.jpeg
1.6463929573598582e+18,-8322.0,10921.0,-7728.0,frame_10018.jpeg
1.646392957410968e+18,-3668.0,2589.0,-5366.0,frame_10019.jpeg
1.646392957462931e+18,-2740.0,-7155.0,102.0,frame_10020.jpeg
1.6463929575099407e+18,-1075.0,-7437.0,-3952.0,frame_10021.jpeg
1.6463929575583345e+18,58.0,1278.0,-13494.0,frame_10022.jpeg
1.6463929576057628e+18,5138.0,2711.0,-11100.0,frame_10023.jpeg
1.6463929576622853e+18,1386.0,7595.0,-6335.0,frame_10024.jpeg
1.6463929577121536e+18,2895.0,11489.0,-6353.0,frame_10025.jpeg
1.6463929577624113e+18,-4727.0,14777.0,-4852.0,frame_10026.jpeg
1.646392957817872e+18,-10104.0,7565.0,-1125.0,frame_10027.jpeg
1.6463929578594696e+18,-12137.0,-1597.0,-4615.0,frame_10028.jpeg
1.6463929579167142e+18,-4266.0,-5720.0,-12653.0,frame_10029.jpeg
1.6463929579659594e+18,4755.0,-2253.0,-15129.0,frame_10030.jpeg
1.6463929580140413e+18,4684.0,3331.0,-13858.0,frame_10031.jpeg
1.6463929580631596e+18,8274.0,10809.0,-4811.0,frame_10032.jpeg
1.6463929581174548e+18,-7013.0,14643.0,-6851.0,frame_10033.jpeg
1.6463929581625034e+18,-8503.0,5941.0,-6523.0,frame_10034.jpeg
1.6463929582147062e+18,-7515.0,-6073.0,-7716.0,frame_10035.jpeg
1.6463929582621514e+18,-2590.0,-8004.0,-9723.0,frame_10036.jpeg
1.6463929583138202e+18,5896.0,-3407.0,-11372.0,frame_10037.jpeg
1.6463929583632668e+18,2218.0,2857.0,-9284.0,frame_10038.jpeg
1.64639295841208e+18,-498.0,9446.0,-8399.0,frame_10039.jpeg
1.646392958444463e+18,152.0,10705.0,-7366.0,frame_10040.jpeg
1.646392958513074e+18,-2842.0,8889.0,-4512.0,frame_10041.jpeg
1.6463929585626532e+18,-9467.0,5939.0,-3484.0,frame_10042.jpeg
1.6463929586169923e+18,-9772.0,-2846.0,-7590.0,frame_10043.jpeg
1.6463929586626117e+18,-1289.0,-5287.0,-13094.0,frame_10044.jpeg
1.6463929587128515e+18,5233.0,-3250.0,-12666.0,frame_10045.jpeg
1.6463929587629699e+18,2289.0,4245.0,-9570.0,frame_10046.jpeg
