timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, SCREW_RIGHT
1.6461472451029507e+18,1348.0,609.0,8181.0,1
1.646147245155777e+18,1371.0,1050.0,8100.0,1
1.646147245206255e+18,1399.0,1110.0,8068.0,1
1.6461472452521283e+18,1414.0,902.0,8014.0,1
1.6461472453030628e+18,1351.0,826.0,7973.0,1
1.646147245347628e+18,1334.0,910.0,8115.0,1
1.6461472454054108e+18,1256.0,1030.0,8140.0,1
1.6461472454477258e+18,1251.0,992.0,8046.0,1
1.6461472455053356e+18,1208.0,871.0,8020.0,1
1.6461472455528525e+18,1176.0,866.0,8056.0,1
1.6461472456024783e+18,1180.0,907.0,8128.0,1
1.6461472456553966e+18,1217.0,777.0,8156.0,1
1.6461472457020943e+18,1178.0,727.0,8293.0,1
1.6461472457523648e+18,1190.0,627.0,8150.0,1
1.646147245800557e+18,1107.0,576.0,8114.0,1
1.646147245852437e+18,1079.0,806.0,8131.0,1
1.6461472459051264e+18,1073.0,615.0,7995.0,1
1.6461472459515794e+18,1105.0,571.0,8078.0,1
1.6461472460022116e+18,944.0,839.0,8383.0,1
1.646147246055809e+18,986.0,496.0,8539.0,1
1.646147246103067e+18,787.0,414.0,8471.0,1
1.6461472461527903e+18,789.0,560.0,8335.0,1
1.6461472462019072e+18,1057.0,339.0,8563.0,1
1.6461472462526733e+18,1282.0,1083.0,8322.0,1
1.6461472463026936e+18,1440.0,1720.0,7817.0,1
1.6461472463578365e+18,1992.0,1573.0,7511.0,1
1.6461472464028183e+18,2194.0,1804.0,7206.0,1
1.6461472464538432e+18,1922.0,1693.0,7491.0,1
1.6461472465051123e+18,1669.0,2134.0,8045.0,1
1.6461472465560893e+18,1792.0,1919.0,7898.0,1
1.646147246603903e+18,1808.0,1771.0,7839.0,1
1.6461472466545318e+18,1759.0,861.0,7605.0,1
1.6461472467033257e+18,1624.0,839.0,7626.0,1
1.6461472467550948e+18,1297.0,1154.0,8162.0,1
1.646147246800803e+18,1285.0,714.0,8547.0,1
1.646147246855084e+18,1432.0,375.0,8198.0,1
1.6461472469035453e+18,1189.0,-770.0,8268.0,1
1.6461472469533645e+18,978.0,-508.0,8477.0,1
1.6461472470038756e+18,942.0,-825.0,8304.0,1
1.6461472470511114e+18,856.0,-1444.0,8334.0,1
1.646147247103823e+18,387.0,66.0,8989.0,1
1.6461472471559357e+18,660.0,364.0,9079.0,1
1.6461472472028826e+18,1136.0,552.0,8339.0,1
1.646147247255384e+18,1759.0,839.0,7710.0,1
1.6461472473074621e+18,1566.0,2077.0,6858.0,1
1.6461472473525827e+18,1057.0,1549.0,7477.0,1
1.6461472474080486e+18,912.0,375.0,7917.0,1
1.6461472474528486e+18,1116.0,153.0,7575.0,1
1.6461472475085647e+18,1057.0,-277.0,7794.0,1
1.6461472475534835e+18,980.0,-655.0,7952.0,1
1.6461472476074506e+18,783.0,-321.0,8211.0,1
1.6461472476519693e+18,903.0,-921.0,7824.0,1
1.6461472477081e+18,888.0,-994.0,8311.0,1
1.646147247753076e+18,568.0,-114.0,7828.0,1
1.6461472478067087e+18,90.0,-836.0,8872.0,1
1.6461472478535729e+18,762.0,-1246.0,7831.0,1
1.6461472479047393e+18,915.0,-730.0,7728.0,1
1.6461472479583342e+18,749.0,-287.0,8303.0,1
1.6461472480073024e+18,433.0,-877.0,8657.0,1
1.6461472480545833e+18,-50.0,-518.0,9459.0,1
1.6461472481075566e+18,-269.0,-3346.0,9135.0,1
1.6461472481569754e+18,-261.0,-1996.0,8309.0,1
1.6461472482042906e+18,1829.0,-1220.0,6833.0,1
1.646147248253818e+18,2059.0,1832.0,6905.0,1
1.6461472483071698e+18,1398.0,1903.0,8251.0,1
1.6461472483585592e+18,1164.0,993.0,7140.0,1
1.646147248407273e+18,397.0,-1352.0,6924.0,1
1.646147248452026e+18,45.0,-2950.0,7588.0,1
1.646147248512162e+18,124.0,17.0,8722.0,1
1.6461472485566666e+18,-437.0,-4899.0,8996.0,1
1.6461472486102316e+18,-2563.0,-3649.0,8364.0,1
1.646147248653869e+18,-1870.0,-3957.0,8867.0,1
1.6461472487077281e+18,679.0,364.0,6453.0,1
1.6461472487532186e+18,2581.0,-1016.0,6392.0,1
1.6461472488071526e+18,1071.0,-166.0,7729.0,1
1.646147248859275e+18,-11.0,-1454.0,8023.0,1
1.6461472489055652e+18,-443.0,-2220.0,6528.0,1
1.6461472489571466e+18,-729.0,-3468.0,7624.0,1
1.6461472490042468e+18,-802.0,-1863.0,6722.0,1
1.6461472490585992e+18,-966.0,-1040.0,7976.0,1
1.6461472491060774e+18,-1459.0,-3384.0,9487.0,1
1.6461472491531023e+18,-2456.0,-5466.0,8891.0,1
1.6461472492064832e+18,-2372.0,-2967.0,7156.0,1
1.6461472492580936e+18,-585.0,-1659.0,7209.0,1
1.646147249303909e+18,266.0,1520.0,7312.0,1
1.646147249359828e+18,864.0,-627.0,7033.0,1
1.646147249406981e+18,-422.0,-768.0,7434.0,1
1.6461472494571922e+18,-744.0,-3062.0,7138.0,1
1.646147249503179e+18,-1440.0,-2783.0,6687.0,1
1.6461472495590687e+18,-1197.0,-856.0,9176.0,1
1.6461472496023805e+18,-251.0,-2225.0,7916.0,1
1.6461472496577836e+18,-1778.0,-2721.0,7924.0,1
1.6461472497032394e+18,-2700.0,-3420.0,8720.0,1
1.6461472497587735e+18,-2365.0,-2987.0,8117.0,1
1.6461472498058414e+18,-1438.0,-1480.0,8511.0,1
1.646147249859472e+18,1139.0,1076.0,6423.0,1
1.64614724990506e+18,1224.0,-502.0,6126.0,1
