timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, PICKUP_RIGHT
1.6461471144398438e+18,-4133.0,1977.0,6381.0,1
1.6461471144871675e+18,-4551.0,1750.0,6826.0,1
1.6461471145419384e+18,-4977.0,1476.0,6763.0,1
1.6461471145848538e+18,-5268.0,1374.0,6254.0,1
1.6461471146392998e+18,-5250.0,1898.0,5659.0,1
1.646147114693492e+18,-5324.0,1185.0,6307.0,1
1.646147114747635e+18,-4926.0,1245.0,6090.0,1
1.6461471147885402e+18,-4800.0,1812.0,5515.0,1
1.6461471148392945e+18,-4883.0,2256.0,6249.0,1
1.6461471148881638e+18,-4732.0,1491.0,6559.0,1
1.6461471149381112e+18,-4473.0,1333.0,5840.0,1
1.6461471149875436e+18,-4913.0,2083.0,5572.0,1
1.6461471150380472e+18,-5369.0,1929.0,5946.0,1
1.6461471150867308e+18,-4981.0,1420.0,6074.0,1
1.6461471151414917e+18,-4809.0,1847.0,5944.0,1
1.6461471151875494e+18,-4984.0,1997.0,6038.0,1
1.6461471152428004e+18,-5172.0,2330.0,5787.0,1
1.646147115293713e+18,-5200.0,2153.0,5996.0,1
1.646147115337042e+18,-5222.0,2560.0,5971.0,1
1.646147115396013e+18,-4960.0,2290.0,5880.0,1
1.646147115438671e+18,-4589.0,2545.0,5520.0,1
1.6461471154919084e+18,-4661.0,2271.0,6125.0,1
1.646147115542517e+18,-4466.0,3104.0,6003.0,1
1.646147115593565e+18,-4770.0,2706.0,6225.0,1
1.6461471156394985e+18,-4844.0,2534.0,6411.0,1
1.6461471166952463e+18,1775.0,2596.0,7467.0,1
1.6461471167410348e+18,2394.0,3041.0,7310.0,1
1.6461471167931146e+18,2480.0,2263.0,7715.0,1
1.646147116839263e+18,2604.0,2731.0,7606.0,1
1.6461471168896417e+18,2541.0,2583.0,7644.0,1
1.6461471169502446e+18,2221.0,2343.0,7605.0,1
1.6461471169907272e+18,2469.0,2214.0,7478.0,1
1.6461471170450621e+18,2826.0,2185.0,7329.0,1
1.646147117093049e+18,2861.0,2230.0,7134.0,1
1.646147117143945e+18,2812.0,2020.0,7466.0,1
1.646147117193679e+18,2928.0,2370.0,7122.0,1
1.646147117241309e+18,2488.0,2492.0,6659.0,1
1.6461471172910129e+18,2075.0,3470.0,7392.0,1
1.6461471173431619e+18,2390.0,3538.0,7382.0,1
1.6461471173935724e+18,2324.0,4233.0,7402.0,1
1.64614711744323e+18,2438.0,3525.0,7267.0,1
1.6461471174934157e+18,2554.0,3914.0,7007.0,1
1.6461471175436408e+18,2553.0,3708.0,6950.0,1
1.6461471175898767e+18,2476.0,4384.0,6882.0,1
1.6461471176485256e+18,2334.0,4432.0,7120.0,1
1.646147117690356e+18,2371.0,4467.0,6899.0,1
1.6461471177439741e+18,2278.0,4312.0,6746.0,1
1.646147117792637e+18,2446.0,3968.0,6773.0,1
1.6461471178461885e+18,2576.0,4093.0,6610.0,1
1.6461471178913736e+18,2713.0,4180.0,6729.0,1
1.646147117944717e+18,2793.0,4194.0,6784.0,1
1.6461471179932828e+18,2725.0,4041.0,6965.0,1
1.6461471180428736e+18,2509.0,4074.0,6883.0,1
1.646147118091224e+18,2470.0,4335.0,6972.0,1
1.646147118146891e+18,2503.0,3986.0,6877.0,1
1.646147118194462e+18,2479.0,4388.0,6739.0,1
1.6461471182446694e+18,2392.0,4301.0,6773.0,1
1.6461471182916628e+18,2373.0,4190.0,6745.0,1
1.6461471183450952e+18,2229.0,4341.0,7200.0,1
1.6461471183952307e+18,2313.0,4489.0,6905.0,1
1.6461471184467026e+18,2288.0,4310.0,6884.0,1
1.646147118487298e+18,2223.0,4211.0,6776.0,1
1.646147118542379e+18,2194.0,4239.0,6729.0,1
1.6461471185970906e+18,2134.0,4218.0,6763.0,1
1.6461471186411405e+18,2220.0,4192.0,6810.0,1
1.6461471186972004e+18,2092.0,4611.0,7010.0,1
1.6461471187458424e+18,2078.0,4439.0,6783.0,1
1.646147118797614e+18,2146.0,4352.0,6582.0,1
1.6461471188465213e+18,2148.0,4558.0,6673.0,1
1.6461471188943503e+18,2093.0,4443.0,6932.0,1
1.6461471189442248e+18,2100.0,4767.0,6883.0,1
1.6461471189968845e+18,2274.0,4336.0,6820.0,1
1.646147119048639e+18,2191.0,5094.0,7097.0,1
1.6461471190974625e+18,2016.0,3495.0,7228.0,1
1.646147119142544e+18,2158.0,5222.0,6904.0,1
1.6461471191971095e+18,1963.0,3408.0,6833.0,1
1.6461471192411136e+18,2158.0,4341.0,6707.0,1
1.6461471192959572e+18,2364.0,4258.0,6659.0,1
1.6461471193463168e+18,2104.0,3513.0,6523.0,1
1.6461471193970703e+18,1876.0,3767.0,6598.0,1
1.6461471194474406e+18,2173.0,4030.0,6679.0,1
1.6461471194979272e+18,1928.0,4100.0,6578.0,1
1.6461471195430164e+18,1614.0,4450.0,6758.0,1
1.6461471195965916e+18,1651.0,4301.0,7118.0,1
1.646147119643243e+18,1594.0,4502.0,7009.0,1
1.6461471196963052e+18,1190.0,4958.0,7139.0,1
1.646147119742128e+18,1442.0,4155.0,6623.0,1
1.6461471197963162e+18,488.0,3970.0,7293.0,1
1.6461471198423626e+18,611.0,4760.0,6724.0,1
1.6461471198965645e+18,1268.0,4585.0,6889.0,1
1.6461471199425912e+18,941.0,4832.0,7312.0,1
1.6461471199964547e+18,605.0,5017.0,7300.0,1
1.6461471200426875e+18,78.0,4214.0,7454.0,1
1.6461471200974003e+18,190.0,4014.0,6978.0,1
1.646147120151618e+18,224.0,4337.0,6647.0,1
1.646147120198081e+18,520.0,4344.0,6531.0,1
1.6461471202514885e+18,-359.0,4895.0,6337.0,1
1.6461471202937324e+18,-954.0,4277.0,6669.0,1
1.646147120346915e+18,-657.0,6301.0,5818.0,1
1.6461471203982387e+18,-765.0,6718.0,4970.0,1
1.6461471204485688e+18,-833.0,7802.0,4022.0,1
1.6461471204981635e+18,-820.0,7943.0,3738.0,1
