timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, BOLT_RIGHT
1.6461473798692915e+18,-1734.0,3495.0,7249.0,1
1.6461473799238254e+18,-1590.0,3723.0,7003.0,1
1.6461473799685962e+18,-1480.0,3696.0,6877.0,1
1.6461473800182548e+18,-1569.0,3734.0,6640.0,1
1.6461473800710904e+18,-1797.0,3824.0,6745.0,1
1.6461473801212216e+18,-1820.0,3307.0,6925.0,1
1.6461473801733934e+18,-1953.0,4818.0,6748.0,1
1.646147380219968e+18,-1976.0,4281.0,7256.0,1
1.6461473802692541e+18,-2340.0,4373.0,7114.0,1
1.6461473803258468e+18,-2085.0,5284.0,6674.0,1
1.6461473803662828e+18,-1532.0,4731.0,6275.0,1
1.6461473804076628e+18,-1528.0,4899.0,6501.0,1
1.6461473804729152e+18,-1531.0,4930.0,6582.0,1
1.646147380521159e+18,-2108.0,3152.0,7545.0,1
1.6461473805689006e+18,-2245.0,2593.0,7049.0,1
1.646147380628556e+18,-2744.0,4024.0,7030.0,1
1.6461473806692216e+18,-3009.0,3527.0,7067.0,1
1.6461473807125133e+18,-2796.0,5659.0,7022.0,1
1.646147380768752e+18,-1860.0,4332.0,6508.0,1
1.6461473808205445e+18,-13.0,2359.0,7522.0,1
1.6461473808748508e+18,52.0,3698.0,7693.0,1
1.646147380911512e+18,102.0,3604.0,7642.0,1
1.64614738097239e+18,176.0,2197.0,7733.0,1
1.6461473810231652e+18,-216.0,1592.0,7940.0,1
1.6461473810738191e+18,-354.0,1392.0,8028.0,1
1.6461473811235361e+18,-619.0,2468.0,7832.0,1
1.6461473811718597e+18,-732.0,2329.0,8101.0,1
1.6461473812176113e+18,-615.0,2214.0,7853.0,1
1.6461473812740163e+18,-1016.0,2428.0,7811.0,1
1.6461473813232018e+18,-1450.0,3396.0,7262.0,1
1.6461473813735667e+18,-1325.0,2652.0,7341.0,1
1.6461473814235814e+18,-732.0,1655.0,7992.0,1
1.646147381474092e+18,197.0,378.0,8163.0,1
1.646147381519439e+18,361.0,742.0,7988.0,1
1.6461473815737257e+18,208.0,1305.0,7941.0,1
1.6461473816253338e+18,253.0,92.0,7839.0,1
1.646147381674393e+18,-103.0,344.0,8121.0,1
1.6461473817207452e+18,-517.0,-347.0,8630.0,1
1.6461473817751473e+18,-1868.0,-141.0,8291.0,1
1.6461473818210552e+18,-3055.0,1353.0,8394.0,1
1.646147381874733e+18,-2652.0,1042.0,8406.0,1
1.6461473819209398e+18,-2512.0,1459.0,8425.0,1
1.646147381974171e+18,-1430.0,1561.0,7569.0,1
1.6461473820239334e+18,-329.0,2303.0,8425.0,1
1.6461473820727864e+18,1453.0,1920.0,7857.0,1
1.6461473821210642e+18,2880.0,2302.0,7293.0,1
1.6461473821745605e+18,2743.0,2533.0,7369.0,1
1.6461473822238395e+18,1844.0,1591.0,7996.0,1
1.6461473822791342e+18,173.0,1729.0,7946.0,1
1.646147382320813e+18,-960.0,2371.0,8096.0,1
1.646147382372515e+18,-990.0,2020.0,8388.0,1
1.6461473824246223e+18,-436.0,1853.0,7962.0,1
1.6461473824734697e+18,-559.0,1262.0,8190.0,1
1.64614738252586e+18,-1027.0,229.0,8301.0,1
1.6461473825743155e+18,-1864.0,1031.0,8264.0,1
1.646147382624657e+18,-1405.0,100.0,8062.0,1
1.6461473826745923e+18,-1129.0,1808.0,7667.0,1
1.6461473827243794e+18,-984.0,2254.0,7801.0,1
1.646147382773072e+18,-1227.0,1255.0,8316.0,1
1.6461473828238006e+18,-1409.0,1386.0,8556.0,1
1.646147382854407e+18,-1663.0,2163.0,8803.0,1
1.6461473829190705e+18,-154.0,2202.0,8038.0,1
1.6461473829736637e+18,1291.0,2114.0,7742.0,1
1.6461473830244475e+18,2295.0,1907.0,7320.0,1
1.6461473830725286e+18,1993.0,1742.0,7024.0,1
1.646147383122559e+18,1642.0,1958.0,7241.0,1
1.646147383173882e+18,692.0,2585.0,7830.0,1
1.646147383225355e+18,-295.0,3217.0,8359.0,1
1.646147383274878e+18,-555.0,2518.0,7933.0,1
1.646147383324886e+18,-916.0,4082.0,7826.0,1
1.6461473833729966e+18,-783.0,2191.0,7753.0,1
1.6461473834227886e+18,-1227.0,653.0,8427.0,1
1.6461473834744568e+18,-2198.0,1496.0,8933.0,1
1.646147383524439e+18,-1858.0,897.0,8521.0,1
1.646147383573696e+18,-1367.0,2750.0,7754.0,1
1.6461473836242831e+18,-479.0,1721.0,7775.0,1
1.6461473836757427e+18,416.0,2303.0,7849.0,1
1.6461473837244564e+18,1344.0,1322.0,7918.0,1
1.6461473837738747e+18,1420.0,2469.0,7440.0,1
1.6461473838241137e+18,1756.0,1792.0,7331.0,1
1.6461473838752837e+18,1613.0,3478.0,6866.0,1
1.64614738392309e+18,1273.0,3490.0,7419.0,1
1.6461473839762414e+18,274.0,3890.0,7525.0,1
1.646147384023343e+18,-466.0,4631.0,7706.0,1
1.6461473840762862e+18,-410.0,4844.0,7704.0,1
1.6461473841244e+18,-104.0,2639.0,7540.0,1
1.6461473841794616e+18,-738.0,723.0,8338.0,1
1.6461473842274112e+18,-1475.0,3219.0,8142.0,1
1.646147384279739e+18,-1276.0,346.0,8261.0,1
1.6461473843231432e+18,-1730.0,716.0,8515.0,1
1.646147384375891e+18,-1478.0,1328.0,8509.0,1
1.6461473844258237e+18,-673.0,3057.0,8182.0,1
1.646147384479683e+18,837.0,1544.0,7812.0,1
1.6461473845243855e+18,1965.0,2546.0,7031.0,1
1.6461473845795922e+18,2426.0,3108.0,6945.0,1
1.6461473846254802e+18,2145.0,2739.0,6632.0,1
1.6461473846788595e+18,1322.0,3766.0,6957.0,1
1.6461473847275791e+18,445.0,4307.0,7692.0,1
1.646147384781792e+18,-320.0,4165.0,7663.0,1
1.6461473848218301e+18,-587.0,4799.0,7467.0,1
1.646147384881263e+18,-898.0,4666.0,7291.0,1
1.646147384925135e+18,-1332.0,3866.0,8015.0,1
1.646147384982164e+18,-1603.0,1757.0,8255.0,1
1.6461473850272123e+18,-1615.0,1274.0,8424.0,1
1.6461473850802335e+18,-881.0,1663.0,8018.0,1
1.6461473851273818e+18,-358.0,1696.0,7851.0,1
1.6461473851805507e+18,417.0,1954.0,7721.0,1
1.6461473852253962e+18,1228.0,2350.0,7526.0,1
1.646147385279976e+18,1935.0,3128.0,6923.0,1
1.6461473853270892e+18,1782.0,3579.0,6639.0,1
1.6461473853774326e+18,1067.0,2472.0,7691.0,1
1.6461473854274145e+18,222.0,3627.0,7026.0,1
1.6461473854793467e+18,-223.0,1311.0,7835.0,1
1.64614738553286e+18,-828.0,-1183.0,9382.0,1
1.6461473855786476e+18,-512.0,2943.0,8463.0,1
1.6461473856296704e+18,198.0,3108.0,7579.0,1
1.646147387330028e+18,-568.0,-2792.0,7120.0,1
1.6461473873820892e+18,-1093.0,-3192.0,8046.0,1
1.6461473874318528e+18,-839.0,-3111.0,7593.0,1
1.646147387481197e+18,-433.0,-3420.0,7274.0,1
1.6461473875296532e+18,-284.0,-2204.0,7192.0,1
1.64614738758291e+18,-606.0,279.0,7435.0,1
1.6461473876305398e+18,-558.0,-1435.0,7966.0,1
1.6461473876849664e+18,-550.0,-1447.0,7250.0,1
1.646147387736145e+18,-829.0,-1083.0,7447.0,1
1.6461473877875085e+18,-918.0,-1225.0,7567.0,1
1.6461473878715003e+18,-1000.0,-1293.0,7659.0,1
1.6461473878715003e+18,-1000.0,-1293.0,7659.0,1
1.6461473879290015e+18,-1093.0,-1388.0,7901.0,1
1.6461473879290015e+18,-1093.0,-1388.0,7901.0,1
1.6461473879290015e+18,-1093.0,-1388.0,7901.0,1
1.6461473879290015e+18,-1093.0,-1388.0,7901.0,1
1.6461473879290015e+18,-1093.0,-1388.0,7901.0,1
1.646147388340118e+18,-1064.0,-1874.0,7980.0,1
1.646147388340118e+18,-1064.0,-1874.0,7980.0,1
1.646147388340118e+18,-1064.0,-1874.0,7980.0,1
1.646147388340118e+18,-1064.0,-1874.0,7980.0,1
1.646147388381246e+18,-1916.0,-1555.0,7450.0,1
1.6461473884333023e+18,-1432.0,93.0,8292.0,1
1.6461473884839854e+18,-1363.0,-172.0,8128.0,1
1.6461473885269524e+18,-1008.0,733.0,7970.0,1
1.6461473885831603e+18,-5.0,-260.0,7785.0,1
1.646147388628877e+18,590.0,-543.0,7503.0,1
1.6461473886850826e+18,-38.0,-493.0,7500.0,1
1.646147388730143e+18,-1081.0,62.0,8826.0,1
1.6461473887825784e+18,-711.0,191.0,8640.0,1
1.646147388828569e+18,-689.0,1970.0,8151.0,1
1.6461473888794227e+18,-733.0,1636.0,8369.0,1
1.6461473889316465e+18,-1007.0,2048.0,8128.0,1
