timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, ASSEMBLY1_BIMANUAL
1.6461471238539325e+18,-4669.0,7794.0,-3849.0,1
1.6461471239026163e+18,-4110.0,7179.0,-4779.0,1
1.646147123953063e+18,-3959.0,8237.0,-4300.0,1
1.646147124002366e+18,-3362.0,8791.0,-3669.0,1
1.6461471240529958e+18,-2837.0,9148.0,-1870.0,1
1.646147124098336e+18,-2330.0,7707.0,425.0,1
1.646147124154245e+18,-1828.0,6661.0,1763.0,1
1.6461471242001398e+18,-2990.0,5144.0,3611.0,1
1.6461471242530496e+18,-4550.0,5370.0,3885.0,1
1.6461471243032655e+18,-4776.0,3387.0,3624.0,1
1.6461471243533699e+18,-5707.0,2046.0,4137.0,1
1.6461471244006172e+18,-7836.0,2151.0,6302.0,1
1.6461471244512973e+18,-6548.0,1605.0,5575.0,1
1.6461471247505815e+18,-3694.0,4487.0,5576.0,1
1.6461471248016755e+18,-2988.0,4797.0,5587.0,1
1.6461471248537308e+18,-3079.0,4783.0,5767.0,1
1.6461471249017203e+18,-3307.0,5207.0,5926.0,1
1.6461471249532577e+18,-3206.0,5358.0,5846.0,1
1.6461471250023744e+18,-2942.0,5237.0,5769.0,1
1.6461471250505144e+18,-2673.0,5035.0,5717.0,1
1.646147125104169e+18,-2406.0,4962.0,5481.0,1
1.646147125154118e+18,-2293.0,5098.0,5565.0,1
1.6461471252158697e+18,-2293.0,5164.0,5580.0,1
1.6461471252158697e+18,-2293.0,5164.0,5580.0,1
1.6461471252999985e+18,-2288.0,5230.0,5585.0,1
1.646147125356432e+18,-2278.0,5274.0,5575.0,1
1.6461471254044068e+18,-2134.0,5409.0,5638.0,1
1.6461471254514586e+18,-1683.0,5016.0,5947.0,1
1.6461471255043945e+18,-1327.0,4576.0,6250.0,1
1.646147125552756e+18,-1670.0,4641.0,6656.0,1
1.6461471256030943e+18,-1447.0,4169.0,6828.0,1
1.6461471256522831e+18,-1156.0,3757.0,6536.0,1
1.6461471257061704e+18,-1326.0,4189.0,6700.0,1
1.6461471257553754e+18,-1362.0,4358.0,6579.0,1
1.6461471258077622e+18,-1227.0,4783.0,6187.0,1
1.6461471258516078e+18,-1166.0,4306.0,6177.0,1
1.6461471259024307e+18,-1468.0,3564.0,6210.0,1
1.646147125950611e+18,-1699.0,3956.0,6365.0,1
1.64614712600436e+18,-1466.0,4808.0,6429.0,1
1.6461471260528806e+18,-1971.0,4819.0,6961.0,1
1.646147126103751e+18,-2197.0,4255.0,6793.0,1
1.646147126152695e+18,-2041.0,4307.0,6380.0,1
1.6461471262056381e+18,-1407.0,4299.0,6059.0,1
1.6461471262533573e+18,-1719.0,4225.0,5229.0,1
1.6461471263041992e+18,-3321.0,3152.0,6522.0,1
1.6461471263519324e+18,-3490.0,4483.0,4691.0,1
1.6461471264067256e+18,-4202.0,6922.0,3707.0,1
1.6461471264510188e+18,-4219.0,7950.0,1809.0,1
1.6461471265014787e+18,-4005.0,8388.0,957.0,1
1.646147126556346e+18,-3541.0,8911.0,-432.0,1
1.6461471266012454e+18,-2801.0,8791.0,-1785.0,1
1.6461471266574705e+18,-2703.0,8540.0,-1850.0,1
1.6461471267015355e+18,-2467.0,7995.0,-2545.0,1
1.646147126757524e+18,-2325.0,8493.0,-3245.0,1
1.6461471268016497e+18,-1875.0,8023.0,-3439.0,1
1.6461471268568745e+18,-1528.0,7779.0,-3883.0,1
1.646147126906933e+18,-1350.0,7341.0,-4242.0,1
1.6461471269574246e+18,-986.0,6884.0,-4824.0,1
1.6461471270018084e+18,-746.0,6483.0,-4920.0,1
1.6461471270578483e+18,-600.0,6465.0,-4762.0,1
1.646147127106356e+18,-368.0,6518.0,-4574.0,1
1.6461471271577132e+18,-189.0,6735.0,-4330.0,1
1.6461471272058621e+18,116.0,6926.0,-4211.0,1
1.6461471272567063e+18,237.0,7159.0,-4064.0,1
1.6461471273066621e+18,415.0,7098.0,-4629.0,1
