timestamp,a_right_wristPose,b_right_wristPose,c_right_wristPose, DELIVERY_BIMANUAL
1.646147137116215e+18,-4204.0,6519.0,2567.0,1
1.6461471371655296e+18,-4164.0,7479.0,2563.0,1
1.6461471372143332e+18,-4040.0,7188.0,3161.0,1
1.6461471372706015e+18,-3846.0,7325.0,3427.0,1
1.6461471373139213e+18,-3746.0,7215.0,3348.0,1
1.6461471373702413e+18,-3553.0,6724.0,3847.0,1
1.6461471374225948e+18,-3257.0,6344.0,3576.0,1
1.6461471374699727e+18,-3022.0,6213.0,3462.0,1
1.6461471375166817e+18,-2853.0,6219.0,3585.0,1
1.6461471375698355e+18,-2580.0,6062.0,3434.0,1
1.6461471376170652e+18,-2527.0,6253.0,3263.0,1
1.6461471376692012e+18,-2511.0,6191.0,3564.0,1
1.6461471377152328e+18,-2442.0,6489.0,3618.0,1
1.6461471377700751e+18,-2445.0,6644.0,3803.0,1
1.6461471378221402e+18,-2369.0,6987.0,3704.0,1
1.6461471378691756e+18,-2195.0,7111.0,3773.0,1
1.6461471379200284e+18,-2123.0,7383.0,3949.0,1
1.6461471379675267e+18,-2079.0,7572.0,3939.0,1
1.6461471380225267e+18,-2066.0,7524.0,3982.0,1
1.6461471380693548e+18,-2016.0,7521.0,3826.0,1
1.6461471381192824e+18,-2067.0,7448.0,3936.0,1
1.646147138169732e+18,-2029.0,7627.0,3927.0,1
1.6461471382204221e+18,-1772.0,8832.0,4223.0,1
1.6461471382720945e+18,-850.0,9657.0,4618.0,1
1.6461471383200484e+18,339.0,10390.0,4406.0,1
1.6461471383643722e+18,1640.0,9321.0,4006.0,1
1.6461471384225326e+18,2606.0,7183.0,2487.0,1
1.646147138465062e+18,1863.0,6740.0,424.0,1
1.6461471385199355e+18,21.0,5643.0,-1956.0,1
1.6461471385655665e+18,-384.0,5793.0,-2260.0,1
1.6461471386219336e+18,202.0,6084.0,-1050.0,1
1.6461471386703818e+18,2031.0,7808.0,-2005.0,1
1.6461471387212846e+18,2978.0,8379.0,-1641.0,1
1.6461471387698322e+18,1299.0,6808.0,-1218.0,1
1.6461471388216422e+18,-412.0,5807.0,-645.0,1
1.6461471388650563e+18,-373.0,4137.0,148.0,1
1.6461471389218604e+18,-13.0,6991.0,571.0,1
1.646147138969903e+18,426.0,8629.0,-74.0,1
1.6461471390220362e+18,-113.0,10982.0,-1337.0,1
