timestamp,a_left_backPose,b_left_backPose,c_left_backPose,File Name
1.6466619971104525e+18,3648.0,4792.0,-5310.0,frame_100.jpeg
1.646661997164728e+18,3652.0,4822.0,-5203.0,frame_101.jpeg
1.6466619972085112e+18,3761.0,4876.0,-5149.0,frame_102.jpeg
1.6466619972549107e+18,3707.0,4888.0,-5062.0,frame_103.jpeg
1.6466619973111862e+18,3809.0,4927.0,-5091.0,frame_104.jpeg
1.646661997359972e+18,3809.0,4941.0,-5020.0,frame_105.jpeg
1.6466619974103365e+18,3871.0,4927.0,-5001.0,frame_106.jpeg
1.6466619974652198e+18,3895.0,4912.0,-5024.0,frame_107.jpeg
1.6466619975233142e+18,3897.0,4900.0,-5022.0,frame_108.jpeg
1.646661997531426e+18,3888.0,4889.0,-5033.0,frame_109.jpeg
1.646661997531426e+18,3888.0,4889.0,-5033.0,frame_110.jpeg
1.6466619977578819e+18,3894.0,4891.0,-5032.0,frame_111.jpeg
1.6466619977578819e+18,3894.0,4891.0,-5032.0,frame_112.jpeg
1.6466619977578819e+18,3894.0,4891.0,-5032.0,frame_113.jpeg
1.6466619977578819e+18,3894.0,4891.0,-5032.0,frame_114.jpeg
1.6466619979500739e+18,3903.0,4884.0,-5046.0,frame_115.jpeg
1.6466619979500739e+18,3903.0,4884.0,-5046.0,frame_116.jpeg
1.6466619979500739e+18,3903.0,4884.0,-5046.0,frame_117.jpeg
1.6466619979500739e+18,3903.0,4884.0,-5046.0,frame_118.jpeg
1.646661998166674e+18,3910.0,4879.0,-5033.0,frame_119.jpeg
1.646661998166674e+18,3910.0,4879.0,-5033.0,frame_120.jpeg
1.646661998166674e+18,3910.0,4879.0,-5033.0,frame_121.jpeg
1.646662052931445e+18,5172.0,3174.0,5975.0,frame_1215.jpeg
1.6466620529778335e+18,5405.0,3164.0,5703.0,frame_1216.jpeg
1.6466620530309156e+18,5564.0,3122.0,5423.0,frame_1217.jpeg
1.64666205309214e+18,5797.0,3059.0,5183.0,frame_1218.jpeg
1.6466620531272015e+18,6048.0,2943.0,4667.0,frame_1219.jpeg
1.646661998166674e+18,3910.0,4879.0,-5033.0,frame_122.jpeg
1.6466620531788099e+18,6044.0,2819.0,4486.0,frame_1220.jpeg
1.646662053231329e+18,6136.0,2821.0,4463.0,frame_1221.jpeg
1.6466620532772262e+18,6286.0,2933.0,4398.0,frame_1222.jpeg
1.6466620533313836e+18,6584.0,3178.0,4243.0,frame_1223.jpeg
1.6466620533766157e+18,6408.0,3197.0,4211.0,frame_1224.jpeg
1.6466620534185846e+18,6150.0,3014.0,4201.0,frame_1225.jpeg
1.6466620534786834e+18,6044.0,2840.0,4251.0,frame_1226.jpeg
1.6466620535295767e+18,6052.0,2750.0,4349.0,frame_1227.jpeg
1.646662053578205e+18,6097.0,2721.0,4484.0,frame_1228.jpeg
1.6466620536306634e+18,6108.0,2696.0,4594.0,frame_1229.jpeg
1.646661998166674e+18,3910.0,4879.0,-5033.0,frame_123.jpeg
1.6466620536755924e+18,6314.0,2701.0,4665.0,frame_1230.jpeg
1.646662053731451e+18,6228.0,2747.0,4682.0,frame_1231.jpeg
1.646662053770319e+18,6287.0,2757.0,4745.0,frame_1232.jpeg
1.646662053832237e+18,6356.0,2795.0,4777.0,frame_1233.jpeg
1.6466620538749097e+18,6470.0,2874.0,4691.0,frame_1234.jpeg
1.6466620539308805e+18,6412.0,2940.0,4613.0,frame_1235.jpeg
1.6466620540014876e+18,6303.0,2946.0,4477.0,frame_1236.jpeg
1.646662054044269e+18,6248.0,2951.0,4426.0,frame_1237.jpeg
1.6466620540833277e+18,6259.0,2939.0,4396.0,frame_1238.jpeg
1.646662054129892e+18,6455.0,2921.0,4329.0,frame_1239.jpeg
1.646661998166674e+18,3910.0,4879.0,-5033.0,frame_124.jpeg
1.6466620541827436e+18,6525.0,2912.0,4281.0,frame_1240.jpeg
1.646662054223405e+18,6460.0,2927.0,4231.0,frame_1241.jpeg
1.6466620542814863e+18,6004.0,2761.0,4412.0,frame_1242.jpeg
1.6466620543113492e+18,5930.0,2722.0,4543.0,frame_1243.jpeg
1.6466620543816074e+18,5968.0,2664.0,4866.0,frame_1244.jpeg
1.646662054429199e+18,6237.0,2876.0,4567.0,frame_1245.jpeg
1.6466620544795034e+18,6037.0,2858.0,4462.0,frame_1246.jpeg
1.6466620545310088e+18,6113.0,2861.0,4411.0,frame_1247.jpeg
1.6466620545827837e+18,6247.0,2842.0,4326.0,frame_1248.jpeg
