timestamp,a_right_backPose,b_right_backPose,c_right_backPose,File Name
1.6466619971082655e+18,-5797.0,5447.0,-2315.0,frame_100.jpeg
1.6466619971582003e+18,-5754.0,5467.0,-2307.0,frame_101.jpeg
1.6466619972145265e+18,-5756.0,5487.0,-2273.0,frame_102.jpeg
1.6466619972548703e+18,-5722.0,5516.0,-2203.0,frame_103.jpeg
1.6466619973103311e+18,-5746.0,5542.0,-2132.0,frame_104.jpeg
1.646661997357231e+18,-5735.0,5558.0,-2104.0,frame_105.jpeg
1.646661997410074e+18,-5740.0,5566.0,-2063.0,frame_106.jpeg
1.64666199747763e+18,-5725.0,5584.0,-2076.0,frame_107.jpeg
1.6466619975144266e+18,-5724.0,5592.0,-2076.0,frame_108.jpeg
1.6466619975144266e+18,-5724.0,5592.0,-2076.0,frame_109.jpeg
1.6466619976205857e+18,-5726.0,5593.0,-2070.0,frame_110.jpeg
1.6466619976556124e+18,-5727.0,5591.0,-2057.0,frame_111.jpeg
1.646661997713403e+18,-5727.0,5593.0,-2052.0,frame_112.jpeg
1.646661997713403e+18,-5727.0,5593.0,-2052.0,frame_113.jpeg
1.646661997713403e+18,-5727.0,5593.0,-2052.0,frame_114.jpeg
1.646661997713403e+18,-5727.0,5593.0,-2052.0,frame_115.jpeg
1.646661997713403e+18,-5727.0,5593.0,-2052.0,frame_116.jpeg
1.646661997713403e+18,-5727.0,5593.0,-2052.0,frame_117.jpeg
1.646661997713403e+18,-5727.0,5593.0,-2052.0,frame_118.jpeg
1.6466619983239485e+18,-5733.0,5599.0,-2049.0,frame_119.jpeg
1.6466619983239485e+18,-5733.0,5599.0,-2049.0,frame_120.jpeg
1.6466619983239485e+18,-5733.0,5599.0,-2049.0,frame_121.jpeg
1.6466620529297974e+18,-3018.0,-905.0,-1689.0,frame_1215.jpeg
1.6466620529758548e+18,-2611.0,-1565.0,-1551.0,frame_1216.jpeg
1.646662053029693e+18,-3705.0,-359.0,-2260.0,frame_1217.jpeg
1.6466620530950392e+18,-5509.0,420.0,-3122.0,frame_1218.jpeg
1.6466620531297495e+18,-5129.0,-159.0,-5067.0,frame_1219.jpeg
1.6466619983239485e+18,-5733.0,5599.0,-2049.0,frame_122.jpeg
1.6466620531777196e+18,-5573.0,-781.0,-5170.0,frame_1220.jpeg
1.6466620532304102e+18,-3885.0,-1635.0,-5947.0,frame_1221.jpeg
1.6466620532774246e+18,-3300.0,-1344.0,-6634.0,frame_1222.jpeg
1.6466620533296282e+18,-4793.0,-539.0,-7008.0,frame_1223.jpeg
1.646662053376442e+18,-4779.0,-681.0,-7104.0,frame_1224.jpeg
1.6466620534313661e+18,-4875.0,-304.0,-7076.0,frame_1225.jpeg
1.646662053480034e+18,-5081.0,-335.0,-6941.0,frame_1226.jpeg
1.646662053529743e+18,-4960.0,-489.0,-6837.0,frame_1227.jpeg
1.6466620535806141e+18,-4456.0,-934.0,-7084.0,frame_1228.jpeg
1.6466620536339884e+18,-4360.0,-997.0,-7226.0,frame_1229.jpeg
1.6466619983239485e+18,-5733.0,5599.0,-2049.0,frame_123.jpeg
1.6466620536755525e+18,-4926.0,-615.0,-7067.0,frame_1230.jpeg
1.6466620537298396e+18,-4938.0,-1209.0,-6316.0,frame_1231.jpeg
1.6466620537762775e+18,-4619.0,-853.0,-6844.0,frame_1232.jpeg
1.6466620538303363e+18,-3981.0,-336.0,-7038.0,frame_1233.jpeg
1.646662053882745e+18,-3324.0,30.0,-7271.0,frame_1234.jpeg
1.6466620539307287e+18,-4306.0,-340.0,-6357.0,frame_1235.jpeg
1.6466620539923095e+18,-4067.0,5.0,-5967.0,frame_1236.jpeg
1.646662054031048e+18,-3964.0,1026.0,-3804.0,frame_1237.jpeg
1.646662054087574e+18,-3402.0,-386.0,-154.0,frame_1238.jpeg
1.646662054122207e+18,-5890.0,-342.0,5354.0,frame_1239.jpeg
1.6466619983239485e+18,-5733.0,5599.0,-2049.0,frame_124.jpeg
1.6466620541829888e+18,-8215.0,82.0,9172.0,frame_1240.jpeg
1.646662054233411e+18,-8754.0,1392.0,10399.0,frame_1241.jpeg
1.646662054283105e+18,-8911.0,1717.0,10394.0,frame_1242.jpeg
1.6466620543168837e+18,-9728.0,2734.0,9726.0,frame_1243.jpeg
1.646662054383254e+18,-7246.0,1943.0,7710.0,frame_1244.jpeg
1.6466620544279316e+18,-4498.0,-832.0,3480.0,frame_1245.jpeg
1.6466620544802854e+18,-3189.0,-1641.0,-2631.0,frame_1246.jpeg
1.6466620545304876e+18,-4931.0,-1234.0,-3782.0,frame_1247.jpeg
1.6466620545827525e+18,-3781.0,-1295.0,-6516.0,frame_1248.jpeg
1.6466620546281638e+18,-4356.0,-1368.0,-6568.0,frame_1249.jpeg
1.646661998338991e+18,-5736.0,5605.0,-2039.0,frame_125.jpeg
1.6466620546782036e+18,-4033.0,-1586.0,-6712.0,frame_1250.jpeg
1.646662054729771e+18,-3405.0,-1514.0,-6321.0,frame_1251.jpeg
1.6466620547823555e+18,-2537.0,-2127.0,-7215.0,frame_1252.jpeg
1.6466620548275756e+18,-2029.0,-1869.0,-7549.0,frame_1253.jpeg
1.6466620548803233e+18,-2717.0,-1383.0,-7927.0,frame_1254.jpeg
1.646662054927794e+18,-2603.0,-1316.0,-7885.0,frame_1255.jpeg
1.646662054982952e+18,-2722.0,-1021.0,-7799.0,frame_1256.jpeg
1.6466620550291717e+18,-1942.0,-1073.0,-8253.0,frame_1257.jpeg
1.6466620550840015e+18,-2135.0,-663.0,-8093.0,frame_1258.jpeg
1.64666205512906e+18,-2824.0,-335.0,-7684.0,frame_1259.jpeg
1.646661998338991e+18,-5736.0,5605.0,-2039.0,frame_126.jpeg
1.6466620551820314e+18,-2345.0,-551.0,-7988.0,frame_1260.jpeg
1.6466620552182728e+18,-3201.0,-188.0,-7892.0,frame_1261.jpeg
1.6466620552799014e+18,-3235.0,-44.0,-7958.0,frame_1262.jpeg
1.6466620553341527e+18,-3187.0,-4.0,-7788.0,frame_1263.jpeg
1.6466620553831747e+18,-3683.0,78.0,-7514.0,frame_1264.jpeg
1.6466620554327872e+18,-3732.0,207.0,-7564.0,frame_1265.jpeg
1.6466620554819912e+18,-3631.0,321.0,-7386.0,frame_1266.jpeg
1.6466620555340882e+18,-3956.0,563.0,-7117.0,frame_1267.jpeg
1.6466620555830085e+18,-3349.0,652.0,-7286.0,frame_1268.jpeg
1.6466620556341012e+18,-3699.0,958.0,-7358.0,frame_1269.jpeg
1.6466619985775616e+18,-5734.0,5604.0,-2039.0,frame_127.jpeg
