timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, PICKUP_LEFT
1.6450229801357476e+18,2737.0,-1303.0,6314.0,1
1.6450229801894807e+18,2431.0,-44.0,5986.0,1
1.645022980236279e+18,1657.0,132.0,6608.0,1
1.6450229802891773e+18,1459.0,782.0,6652.0,1
1.6450229803367178e+18,1708.0,1014.0,6857.0,1
1.6450229803872425e+18,1329.0,1149.0,7805.0,1
1.645022980438288e+18,1168.0,1540.0,8310.0,1
1.6450229804893312e+18,1643.0,2359.0,7796.0,1
1.645022980536159e+18,1780.0,2755.0,7309.0,1
1.6450229805868104e+18,1692.0,2880.0,7650.0,1
1.6450229806384323e+18,1690.0,2929.0,7519.0,1
1.6450229806901612e+18,1659.0,3572.0,7485.0,1
1.6450229807378831e+18,1568.0,3547.0,8017.0,1
1.645022980787237e+18,1814.0,3446.0,7992.0,1
1.6450229808357376e+18,1609.0,3568.0,8032.0,1
1.6450229808870577e+18,1552.0,3523.0,7732.0,1
1.645022980935462e+18,1533.0,3510.0,7522.0,1
1.6450229809908733e+18,1185.0,3583.0,8025.0,1
1.6450229810408796e+18,1539.0,3696.0,7796.0,1
1.64502298109107e+18,1482.0,3696.0,7747.0,1
1.6450229811371978e+18,1526.0,3501.0,7886.0,1
1.6450229811916444e+18,1474.0,3619.0,7248.0,1
1.6450229812355615e+18,1322.0,3648.0,7323.0,1
1.6450229812868803e+18,1209.0,3676.0,7402.0,1
1.6450229813396662e+18,1200.0,3740.0,7648.0,1
1.6450229813921485e+18,1165.0,3419.0,7858.0,1
1.645022981440478e+18,1050.0,4053.0,7612.0,1
1.645022981484074e+18,918.0,3899.0,7740.0,1
1.6450229815414776e+18,912.0,3939.0,7432.0,1
1.6450229815898442e+18,1046.0,4025.0,7316.0,1
1.6450229816403287e+18,1128.0,3750.0,7414.0,1
1.6450229816877046e+18,880.0,4168.0,7264.0,1
1.645022981739495e+18,711.0,3767.0,7747.0,1
1.6450229817898652e+18,765.0,3825.0,7381.0,1
1.6450229818404682e+18,713.0,3870.0,7396.0,1
1.6450229818888177e+18,862.0,3798.0,7381.0,1
1.6450229819399104e+18,786.0,3831.0,7469.0,1
1.645022981989891e+18,658.0,3908.0,7943.0,1
1.645022982039246e+18,612.0,3696.0,7930.0,1
1.6450229820897774e+18,451.0,3834.0,8169.0,1
1.645022982144143e+18,836.0,3824.0,7627.0,1
1.6450229821866796e+18,731.0,3650.0,7790.0,1
1.6450229822466488e+18,653.0,3751.0,7674.0,1
1.645022982290117e+18,736.0,3675.0,7440.0,1
1.6450229823399514e+18,728.0,3440.0,7748.0,1
1.6450229823888911e+18,673.0,3847.0,7816.0,1
1.6450229824400937e+18,854.0,3791.0,7552.0,1
1.645022982488758e+18,473.0,3614.0,8015.0,1
1.645022982543616e+18,532.0,4030.0,7597.0,1
1.6450229825915663e+18,503.0,3666.0,7568.0,1
1.6450229826402545e+18,631.0,3974.0,7251.0,1
1.6450229826885025e+18,552.0,4054.0,7272.0,1
1.6450229827419082e+18,554.0,4055.0,7423.0,1
1.6450229827893496e+18,530.0,4171.0,7581.0,1
1.6450229828396114e+18,448.0,4096.0,7664.0,1
1.6450229828889121e+18,359.0,4273.0,7741.0,1
1.6450229829421112e+18,710.0,4154.0,7072.0,1
1.6450229829939272e+18,469.0,4190.0,7625.0,1
1.6450229830396948e+18,636.0,4316.0,7493.0,1
1.645022983093083e+18,604.0,4123.0,7263.0,1
1.6450229831431816e+18,301.0,4131.0,7768.0,1
1.6450229831932716e+18,544.0,4459.0,7623.0,1
1.6450229832395942e+18,586.0,4203.0,7333.0,1
1.6450229832940278e+18,554.0,4330.0,7173.0,1
1.6450229833399304e+18,386.0,4255.0,7202.0,1
1.6450229833941235e+18,191.0,4246.0,7512.0,1
1.64502298344392e+18,277.0,4495.0,7294.0,1
1.645022983492793e+18,303.0,4756.0,7094.0,1
1.6450229835414815e+18,628.0,4754.0,7173.0,1
1.6450229835941678e+18,796.0,4355.0,7679.0,1
1.6450229836434783e+18,591.0,4097.0,7711.0,1
1.6450229836936663e+18,85.0,4089.0,7641.0,1
1.645022983742516e+18,-623.0,4385.0,7313.0,1
1.6450229837933834e+18,-1819.0,4036.0,7251.0,1
1.6450229838460431e+18,-2757.0,2442.0,6870.0,1
1.6450229838933028e+18,-1876.0,-47.0,4591.0,1
1.6450229839422093e+18,-109.0,-1781.0,2044.0,1
1.645022984004377e+18,416.0,-2650.0,2185.0,1
1.6450229840444196e+18,896.0,-4172.0,2616.0,1
1.645022984096748e+18,787.0,-6897.0,4676.0,1
1.645022984141449e+18,754.0,-9803.0,3796.0,1
1.6450229842108552e+18,319.0,-11049.0,3498.0,1
1.6450229842419354e+18,-324.0,-12905.0,1580.0,1
1.645022984295676e+18,-1216.0,-11579.0,-177.0,1
1.6450229843666826e+18,-1337.0,-11262.0,-632.0,1
1.6450229843666826e+18,-1337.0,-11262.0,-632.0,1
1.6450229844427218e+18,-1524.0,-10816.0,-1273.0,1
1.6450229844932923e+18,-3765.0,-6590.0,-4456.0,1
