timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, DELIVERY_BIMANUAL
1.645022941738161e+18,1954.0,-7252.0,7287.0,1
1.6450229417874975e+18,1822.0,-6260.0,7661.0,1
1.6450229418391053e+18,1587.0,-4324.0,7571.0,1
1.6450229418902636e+18,1497.0,-2893.0,8181.0,1
1.64502294193654e+18,1476.0,-1554.0,7557.0,1
1.6450229419865526e+18,800.0,-110.0,7497.0,1
1.645022942041687e+18,869.0,744.0,7033.0,1
1.6450229420907064e+18,1126.0,1416.0,6523.0,1
1.6450229421421394e+18,1591.0,1382.0,6151.0,1
1.6450229421927053e+18,1811.0,1537.0,6655.0,1
1.6450229422410586e+18,2009.0,1653.0,7262.0,1
1.6450229422878218e+18,1843.0,1361.0,7444.0,1
1.6450229423409213e+18,1761.0,1584.0,8119.0,1
1.645022942391385e+18,1520.0,2349.0,8204.0,1
1.6450229424420544e+18,1366.0,2510.0,7943.0,1
1.645022942489e+18,1450.0,2386.0,8313.0,1
1.645022942541898e+18,1659.0,2433.0,7788.0,1
1.6450229425891044e+18,1284.0,2419.0,8316.0,1
1.6450229426418954e+18,1380.0,2884.0,8024.0,1
1.6450229426895148e+18,1527.0,2881.0,7872.0,1
1.645022942740906e+18,1437.0,3096.0,7719.0,1
1.645022942791689e+18,1362.0,3389.0,7568.0,1
1.6450229428492006e+18,1181.0,3494.0,7516.0,1
1.6450229428874097e+18,1159.0,4050.0,7473.0,1
1.645022942940524e+18,1358.0,4098.0,7635.0,1
1.6450229429865672e+18,1426.0,3633.0,7834.0,1
1.6450229430413821e+18,1456.0,3803.0,7463.0,1
1.645022943085908e+18,1233.0,3825.0,7323.0,1
1.6450229431399982e+18,876.0,4643.0,7302.0,1
1.645022943190547e+18,754.0,4545.0,7077.0,1
1.645022943240848e+18,646.0,4421.0,7281.0,1
1.6450229432879575e+18,644.0,5349.0,7311.0,1
1.645022943340692e+18,646.0,5058.0,7060.0,1
1.6450229433905472e+18,653.0,4835.0,6578.0,1
1.6450229434420188e+18,577.0,4630.0,6581.0,1
1.6450229434888968e+18,225.0,4353.0,7279.0,1
1.6450229435409426e+18,316.0,3839.0,7731.0,1
1.6450229435915763e+18,447.0,4172.0,7848.0,1
1.6450229436431365e+18,106.0,3768.0,8313.0,1
1.6450229436922317e+18,281.0,3189.0,8042.0,1
1.6450229437381484e+18,320.0,3232.0,7935.0,1
1.6450229437955968e+18,303.0,3284.0,7863.0,1
1.6450229438417428e+18,272.0,3448.0,7884.0,1
