timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, BOLT_RIGHT
1.645023230951852e+18,-1952.0,-2582.0,7930.0,1
1.645023230996982e+18,-2002.0,-2487.0,8182.0,1
1.6450232310461757e+18,-2020.0,-2169.0,7916.0,1
1.6450232310980224e+18,-2034.0,-2474.0,8005.0,1
1.6450232311483889e+18,-2137.0,-2167.0,8075.0,1
1.64502323119983e+18,-1807.0,-2432.0,8021.0,1
1.6450232312537178e+18,-2214.0,-2000.0,8345.0,1
1.6450232313020805e+18,-2214.0,-2009.0,8423.0,1
1.645023231353577e+18,-2085.0,-1866.0,7983.0,1
1.6450232313979018e+18,-2286.0,-1894.0,8091.0,1
1.645023231446489e+18,-2349.0,-1999.0,7847.0,1
1.6450232314964708e+18,-2047.0,-2082.0,7959.0,1
1.6450232315471127e+18,-1821.0,-2420.0,8041.0,1
1.6450232316041546e+18,-1601.0,-2524.0,8068.0,1
1.6450232316524076e+18,-1696.0,-2717.0,8055.0,1
1.6450232317018296e+18,-1899.0,-2628.0,7889.0,1
1.6450232317551852e+18,-1986.0,-2077.0,8013.0,1
1.645023231804011e+18,-1842.0,-2204.0,8023.0,1
1.6450232318511603e+18,-1715.0,-2254.0,8083.0,1
1.645023231901382e+18,-1793.0,-2130.0,8394.0,1
1.6450232319487025e+18,-1890.0,-1948.0,8272.0,1
1.645023232004073e+18,-1993.0,-1920.0,8080.0,1
1.6450232320512975e+18,-1946.0,-1989.0,7988.0,1
1.6450232321041027e+18,-1859.0,-2064.0,8059.0,1
1.6450232321522573e+18,-1745.0,-2200.0,8042.0,1
1.6450232322049667e+18,-1520.0,-2308.0,8134.0,1
1.6450232322524e+18,-1344.0,-2496.0,8136.0,1
1.645023232301796e+18,-1354.0,-2661.0,8008.0,1
1.6450232323565176e+18,-1280.0,-2649.0,7958.0,1
1.645023232405522e+18,-1456.0,-2401.0,8021.0,1
1.6450232324527375e+18,-1534.0,-2509.0,8157.0,1
1.6450232325059901e+18,-1526.0,-2420.0,8242.0,1
1.6450232325543734e+18,-1450.0,-2418.0,8143.0,1
1.6450232326043674e+18,-1336.0,-2564.0,7970.0,1
1.6450232326487951e+18,-1385.0,-2607.0,8200.0,1
1.6450232327014497e+18,-1358.0,-2589.0,8030.0,1
1.6450232327540462e+18,-1428.0,-2445.0,8090.0,1
1.645023232805168e+18,-1412.0,-2406.0,8196.0,1
1.645023232853263e+18,-1398.0,-2313.0,8259.0,1
1.645023232907236e+18,-1362.0,-2374.0,8104.0,1
1.645023232950076e+18,-1366.0,-2298.0,8082.0,1
