timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, ASSEMBLY2_BIMANUAL
1.6450230568340526e+18,-2961.0,-718.0,7008.0,1
1.645023056884045e+18,-3179.0,-561.0,7061.0,1
1.6450230569345055e+18,-3771.0,-746.0,8373.0,1
1.6450230569858455e+18,-4363.0,260.0,8536.0,1
1.6450230570338844e+18,-4543.0,1173.0,8156.0,1
1.6450230570843581e+18,-4526.0,970.0,7631.0,1
1.6450230571350182e+18,-4720.0,882.0,7695.0,1
1.6450230571863626e+18,-4622.0,-56.0,7710.0,1
1.6450230572348334e+18,-4844.0,725.0,7193.0,1
1.6450230572844687e+18,-4964.0,-839.0,7232.0,1
1.6450230573336133e+18,-4939.0,-1614.0,8054.0,1
1.645023057386338e+18,-4620.0,-1279.0,7526.0,1
1.6450230574346683e+18,-4360.0,-2869.0,6990.0,1
1.6450230574850644e+18,-3148.0,-4045.0,5727.0,1
1.6450230575316344e+18,-2120.0,-6084.0,4270.0,1
1.6450230575862147e+18,-1495.0,-7074.0,3598.0,1
1.6450230576344504e+18,-1287.0,-7531.0,2738.0,1
1.6450230576868163e+18,-1398.0,-7217.0,3418.0,1
1.645023057734842e+18,-1640.0,-7181.0,4308.0,1
1.6450230577828603e+18,-2605.0,-5583.0,5156.0,1
1.645023057840415e+18,-3230.0,-6988.0,5675.0,1
1.6450230578836088e+18,-3029.0,-5397.0,4361.0,1
1.645023057939466e+18,-3282.0,-7231.0,3668.0,1
1.6450230579828692e+18,-3154.0,-7848.0,2002.0,1
1.6450230580392878e+18,-2663.0,-8235.0,2255.0,1
1.6450230580827284e+18,-2530.0,-7845.0,2611.0,1
1.6450230581381135e+18,-2807.0,-7711.0,3433.0,1
1.6450230581852052e+18,-2974.0,-6961.0,4077.0,1
1.6450230582381435e+18,-3193.0,-6068.0,4822.0,1
1.6450230582870024e+18,-3414.0,-5598.0,4949.0,1
1.6450230583381537e+18,-3578.0,-5455.0,5191.0,1
1.6450230583859228e+18,-3732.0,-5221.0,5830.0,1
1.6450230584382748e+18,-3784.0,-5558.0,5901.0,1
1.6450230584809964e+18,-3820.0,-5683.0,5606.0,1
1.6450230585375606e+18,-3952.0,-5687.0,5459.0,1
1.645023058580575e+18,-4003.0,-5419.0,5315.0,1
1.645023058638498e+18,-4081.0,-5355.0,5103.0,1
1.6450230586806333e+18,-4234.0,-4930.0,5041.0,1
1.6450230587353748e+18,-4180.0,-5008.0,5080.0,1
1.6450230587830482e+18,-3967.0,-5307.0,4713.0,1
1.645023058837613e+18,-4112.0,-4801.0,5007.0,1
1.6450230588884887e+18,-4063.0,-5629.0,5290.0,1
1.6450230589374833e+18,-4442.0,-4569.0,5299.0,1
1.6450230589849316e+18,-4647.0,-4973.0,5714.0,1
1.6450230590381957e+18,-4583.0,-5378.0,5696.0,1
1.6450230590865715e+18,-4760.0,-4112.0,5565.0,1
1.6450230591372923e+18,-4557.0,-4738.0,5422.0,1
1.6450230591849121e+18,-4679.0,-4648.0,5338.0,1
1.645023059233834e+18,-4689.0,-4876.0,5400.0,1
1.6450230592868475e+18,-4601.0,-4603.0,5325.0,1
1.6450230593384125e+18,-4597.0,-4606.0,5449.0,1
1.6450230593865444e+18,-4684.0,-4688.0,5340.0,1
1.6450230594376515e+18,-4679.0,-4535.0,5393.0,1
1.6450230594908204e+18,-4544.0,-4669.0,5441.0,1
1.645023059537475e+18,-4617.0,-4666.0,5242.0,1
1.6450230595869312e+18,-4677.0,-3928.0,5247.0,1
1.645023059638545e+18,-4608.0,-4976.0,5315.0,1
1.6450230596913198e+18,-4826.0,-4642.0,5527.0,1
1.6450230597342912e+18,-4645.0,-4744.0,5385.0,1
1.6450230597800666e+18,-4507.0,-4821.0,5063.0,1
1.6450230598341957e+18,-4554.0,-4964.0,4999.0,1
1.645023059888669e+18,-4764.0,-4815.0,5406.0,1
1.645023059938699e+18,-4715.0,-4970.0,4937.0,1
1.6450230599873457e+18,-4863.0,-4839.0,4974.0,1
1.6450230600388244e+18,-4962.0,-5034.0,5044.0,1
1.645023060087183e+18,-4743.0,-5159.0,4674.0,1
1.6450230601399314e+18,-4544.0,-4879.0,4510.0,1
1.6450230601920837e+18,-4535.0,-4972.0,5011.0,1
1.645023060232074e+18,-4545.0,-5004.0,5138.0,1
1.6450230602914025e+18,-4670.0,-5009.0,5036.0,1
1.6450230603366382e+18,-4502.0,-5301.0,4711.0,1
1.6450230603929152e+18,-4571.0,-5161.0,4691.0,1
1.6450230604370721e+18,-4747.0,-5157.0,4747.0,1
1.6450230604865718e+18,-4652.0,-5403.0,4660.0,1
1.64502306053376e+18,-4554.0,-5537.0,4572.0,1
1.6450230605887793e+18,-4534.0,-5471.0,4515.0,1
1.645023060636101e+18,-4567.0,-5539.0,4593.0,1
1.6450230606906153e+18,-4569.0,-5450.0,4559.0,1
1.6450230607364396e+18,-4658.0,-5375.0,4595.0,1
1.6450230607895946e+18,-5023.0,-5092.0,5017.0,1
1.6450230608361178e+18,-5229.0,-4679.0,5487.0,1
1.645023060890603e+18,-4982.0,-4733.0,6199.0,1
1.645023060934234e+18,-4525.0,-4202.0,6717.0,1
1.645023060990988e+18,-3987.0,-3304.0,7114.0,1
1.645023061042504e+18,-3798.0,-2921.0,7356.0,1
1.6450230610466644e+18,-3802.0,-2976.0,7339.0,1
