timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, DELIVERY_RIGHT
1.6450231354818396e+18,-310.0,-2694.0,8108.0,1
1.6450231355333967e+18,-413.0,-2671.0,8090.0,1
1.6450231355818115e+18,-296.0,-2656.0,8091.0,1
1.6450231356347758e+18,-259.0,-2702.0,8123.0,1
1.6450231356789407e+18,-156.0,-2743.0,8072.0,1
1.6450231357343089e+18,-131.0,-2794.0,8089.0,1
1.6450231357785275e+18,-258.0,-2743.0,8076.0,1
1.6450231358331643e+18,-181.0,-2859.0,8019.0,1
1.6450231358838592e+18,-154.0,-2875.0,8071.0,1
1.64502313593288e+18,-116.0,-2938.0,8003.0,1
1.6450231359865252e+18,-13.0,-2968.0,8018.0,1
1.6450231360339238e+18,56.0,-2890.0,8075.0,1
1.6450231360850463e+18,-29.0,-2881.0,8089.0,1
1.6450231361332454e+18,-48.0,-2856.0,8048.0,1
1.645023136181835e+18,-42.0,-2944.0,7972.0,1
1.645023136233673e+18,-160.0,-2938.0,8052.0,1
1.6450231362855598e+18,-231.0,-2815.0,8064.0,1
1.6450231363313843e+18,-207.0,-2892.0,8042.0,1
1.6450231363838228e+18,-204.0,-2899.0,8053.0,1
1.6450231364329923e+18,-216.0,-2857.0,8027.0,1
1.6450231364851855e+18,-232.0,-2833.0,8056.0,1
1.6450231365348012e+18,-225.0,-2873.0,8027.0,1
1.645023136587466e+18,-257.0,-2891.0,8029.0,1
1.6450231366334372e+18,-190.0,-2820.0,8042.0,1
1.6450231366865677e+18,-170.0,-2881.0,8031.0,1
1.6450231367328911e+18,-103.0,-2824.0,8046.0,1
1.6450231367845064e+18,-118.0,-2868.0,8071.0,1
1.645023136831607e+18,-206.0,-2807.0,8026.0,1
1.645023136886018e+18,-74.0,-2899.0,8034.0,1
1.6450231369316088e+18,-60.0,-2876.0,8065.0,1
1.64502313698238e+18,-35.0,-2860.0,8040.0,1
1.645023137032539e+18,-47.0,-2877.0,8040.0,1
1.6450231370865654e+18,-88.0,-2909.0,8041.0,1
1.645023137131934e+18,-129.0,-2886.0,8041.0,1
1.6450231371867773e+18,-72.0,-2923.0,8022.0,1
1.6450231372315822e+18,-85.0,-2910.0,8044.0,1
1.6450231372867612e+18,-131.0,-2852.0,8057.0,1
1.6450231373304666e+18,-103.0,-2876.0,8024.0,1
1.645023137382155e+18,-115.0,-2922.0,8032.0,1
1.6450231374350228e+18,-147.0,-2881.0,8017.0,1
1.6450231374852283e+18,-94.0,-2879.0,8033.0,1
1.6450231375380992e+18,-70.0,-2901.0,8053.0,1
1.6450231375856937e+18,-66.0,-2878.0,8019.0,1
1.6450231376370488e+18,-119.0,-2914.0,8054.0,1
1.6450231376835218e+18,-161.0,-2835.0,8045.0,1
1.6450231377401142e+18,-100.0,-2891.0,8037.0,1
1.6450231377811901e+18,-56.0,-2864.0,8087.0,1
1.6450231378366382e+18,-118.0,-2840.0,8060.0,1
1.6450231378816212e+18,-211.0,-2838.0,8066.0,1
1.6450231379330634e+18,-184.0,-2828.0,8062.0,1
1.6450231379831567e+18,-132.0,-2848.0,8046.0,1
1.6450231380352044e+18,-118.0,-2757.0,8107.0,1
1.6450231380826365e+18,-218.0,-2775.0,8097.0,1
1.645023138136685e+18,-285.0,-2750.0,8063.0,1
1.645023138180146e+18,-287.0,-2767.0,8095.0,1
1.6450231382371976e+18,-349.0,-2820.0,8058.0,1
1.6450231382823652e+18,-369.0,-2696.0,8079.0,1
1.645023138337811e+18,-210.0,-2689.0,8154.0,1
1.6450231383836221e+18,-367.0,-2714.0,8096.0,1
1.6450231384353027e+18,-544.0,-2630.0,8085.0,1
1.645023138485482e+18,-488.0,-2761.0,8086.0,1
1.6450231385349868e+18,-404.0,-2736.0,8090.0,1
1.6450231385871905e+18,-322.0,-2755.0,8119.0,1
1.645023138641548e+18,-263.0,-2593.0,8179.0,1
1.6450231386847562e+18,-263.0,-2775.0,8122.0,1
1.6450231387357427e+18,-393.0,-2692.0,8123.0,1
1.645023343945144e+18,1095.0,-6636.0,-58.0,1
1.6450233439922755e+18,1501.0,-6569.0,-351.0,1
1.645023344044976e+18,2790.0,-6427.0,-1704.0,1
1.6450233440948183e+18,2426.0,-6758.0,-3000.0,1
1.6450233441367293e+18,2093.0,-6800.0,-3291.0,1
1.645023344190939e+18,2948.0,-6170.0,-2668.0,1
1.6450233442465564e+18,4056.0,-6105.0,-2755.0,1
1.645023344295184e+18,4102.0,-6209.0,-3001.0,1
1.6450233443450348e+18,4093.0,-6234.0,-3412.0,1
1.6450233443955592e+18,3782.0,-5763.0,-3686.0,1
1.6450233444461036e+18,3520.0,-5526.0,-3877.0,1
1.6450233444948088e+18,3595.0,-5309.0,-3791.0,1
1.6450233445450363e+18,3974.0,-5291.0,-3990.0,1
1.6450233445949494e+18,4078.0,-5418.0,-4229.0,1
1.6450233446420672e+18,4212.0,-5620.0,-4514.0,1
1.6450233446940142e+18,4205.0,-5306.0,-4397.0,1
1.6450233447451384e+18,4023.0,-5259.0,-4286.0,1
1.645023344790121e+18,4145.0,-5212.0,-4174.0,1
1.645023344841678e+18,4276.0,-5090.0,-4151.0,1
1.64502334489472e+18,4247.0,-5351.0,-4195.0,1
1.6450233449452316e+18,4149.0,-5345.0,-4462.0,1
1.6450233449982943e+18,4173.0,-5361.0,-4358.0,1
1.6450233450447117e+18,4171.0,-5093.0,-4442.0,1
1.6450233450995492e+18,4163.0,-5167.0,-4529.0,1
1.6450233451441175e+18,4152.0,-5213.0,-4534.0,1
1.6450233451948316e+18,4075.0,-5234.0,-4265.0,1
1.64502334524321e+18,4122.0,-5113.0,-3973.0,1
1.645023345294136e+18,4219.0,-5188.0,-3910.0,1
1.6450233453454275e+18,4273.0,-5334.0,-4141.0,1
1.6450233453982464e+18,4340.0,-5375.0,-4374.0,1
1.6450233454427988e+18,4302.0,-5346.0,-4300.0,1
1.6450233454993362e+18,4283.0,-5219.0,-4318.0,1
1.6450233455445942e+18,4228.0,-5295.0,-4052.0,1
