timestamp,a_left_wristPose,b_left_wristPose,c_left_wristPose, DELIVERY_RIGHT
1.6450233455981765e+18,4235.0,-5383.0,-4019.0,1
1.6450233456465175e+18,4302.0,-5378.0,-4017.0,1
1.6450233456937418e+18,4321.0,-5437.0,-4020.0,1
1.6450233457454318e+18,4347.0,-5290.0,-3899.0,1
1.6450233457992197e+18,4293.0,-5557.0,-3943.0,1
1.6450233458463283e+18,4272.0,-5516.0,-3742.0,1
1.645023345893541e+18,4278.0,-5594.0,-3745.0,1
1.6450233459459246e+18,4267.0,-5528.0,-3892.0,1
1.645023345992631e+18,4269.0,-5438.0,-3873.0,1
1.645023346049482e+18,4278.0,-5501.0,-3967.0,1
1.645023346096295e+18,4219.0,-5552.0,-3766.0,1
1.6450233461473516e+18,4267.0,-5501.0,-3700.0,1
1.6450233461975e+18,4272.0,-5535.0,-3800.0,1
1.6450233462499328e+18,4319.0,-5525.0,-3947.0,1
1.6450233462972134e+18,4320.0,-5556.0,-3866.0,1
1.6450233463503982e+18,4250.0,-5602.0,-3816.0,1
1.6450233463939057e+18,4229.0,-5707.0,-3783.0,1
1.645023346449275e+18,4231.0,-5692.0,-3697.0,1
1.6450233464977825e+18,4247.0,-5684.0,-3753.0,1
1.6450233465475794e+18,4258.0,-5631.0,-3712.0,1
1.6450233465986015e+18,4261.0,-5473.0,-3707.0,1
1.645023346648127e+18,4266.0,-5354.0,-3938.0,1
1.6450233466933942e+18,4254.0,-5458.0,-3881.0,1
1.6450233467482212e+18,4317.0,-5617.0,-3709.0,1
1.6450233467992356e+18,4400.0,-5687.0,-3793.0,1
1.6450233468485315e+18,4288.0,-5584.0,-3770.0,1
1.6450233468937508e+18,4251.0,-5475.0,-3699.0,1
1.6450233469481682e+18,4233.0,-5574.0,-3791.0,1
1.6450233469974367e+18,4243.0,-5423.0,-3585.0,1
1.645023347047218e+18,4254.0,-5702.0,-3776.0,1
1.6450233470938127e+18,4231.0,-5715.0,-3714.0,1
1.6450233471482593e+18,4341.0,-5622.0,-3765.0,1
1.645023347193316e+18,4283.0,-5640.0,-3758.0,1
1.6450233472477814e+18,4206.0,-5641.0,-3535.0,1
1.6450233472935775e+18,4260.0,-5650.0,-3624.0,1
1.6450233473474278e+18,4215.0,-5668.0,-3562.0,1
1.6450233474018094e+18,4286.0,-5671.0,-3617.0,1
1.645023347446053e+18,4264.0,-5772.0,-3744.0,1
1.6450233475017152e+18,4194.0,-5676.0,-3389.0,1
1.6450233475472302e+18,4254.0,-5655.0,-3473.0,1
1.645023347597473e+18,4335.0,-5789.0,-3709.0,1
1.6450233476479872e+18,4268.0,-5769.0,-3692.0,1
1.6450233476982528e+18,4235.0,-5710.0,-3481.0,1
1.645023347749079e+18,4188.0,-5832.0,-3345.0,1
1.6450233477986086e+18,4193.0,-5796.0,-3330.0,1
1.645023347846232e+18,4289.0,-5844.0,-3505.0,1
1.6450233478973676e+18,4298.0,-5718.0,-3601.0,1
1.6450233479467215e+18,4182.0,-5659.0,-3507.0,1
1.6450233479979233e+18,4214.0,-5809.0,-3448.0,1
1.645023348046604e+18,4240.0,-5880.0,-3463.0,1
1.6450233480989524e+18,4250.0,-5822.0,-3400.0,1
1.6450233481475564e+18,4216.0,-5785.0,-3489.0,1
1.645023348199142e+18,4212.0,-5798.0,-3416.0,1
1.6450233482460777e+18,4218.0,-5720.0,-3480.0,1
1.645023348298421e+18,4171.0,-5890.0,-3554.0,1
1.645023348346741e+18,4242.0,-5847.0,-3442.0,1
1.6450233483976968e+18,4258.0,-5825.0,-3488.0,1
1.645023348452121e+18,4189.0,-5796.0,-3509.0,1
1.6450233484939336e+18,4118.0,-5768.0,-3496.0,1
1.6450233485488087e+18,4114.0,-5567.0,-3417.0,1
1.6450233485963963e+18,4320.0,-5626.0,-3657.0,1
1.645023348645434e+18,4340.0,-5277.0,-4097.0,1
1.6450233487025702e+18,4238.0,-5071.0,-4869.0,1
1.645023348749677e+18,4327.0,-4552.0,-4953.0,1
1.6450233487998787e+18,4262.0,-4297.0,-4974.0,1
1.645023348850014e+18,4271.0,-4389.0,-5026.0,1
1.6450233488980672e+18,4439.0,-4184.0,-5329.0,1
1.6450233489469478e+18,4427.0,-4488.0,-5326.0,1
1.6450233490009748e+18,4400.0,-4062.0,-5282.0,1
1.6450233490497815e+18,4368.0,-4060.0,-5342.0,1
1.6450233491008804e+18,4299.0,-4279.0,-5243.0,1
1.6450233491502303e+18,4357.0,-4321.0,-4976.0,1
1.6450233491992494e+18,4391.0,-4296.0,-5014.0,1
1.6450233492540572e+18,4335.0,-4463.0,-4977.0,1
1.6450233492975967e+18,4308.0,-4439.0,-4832.0,1
1.6450233493512796e+18,4353.0,-4342.0,-4796.0,1
1.645023349400589e+18,4479.0,-4460.0,-4954.0,1
1.645023349451159e+18,4448.0,-4368.0,-4964.0,1
1.6450233494999168e+18,4519.0,-4395.0,-4904.0,1
1.6450233495538468e+18,4496.0,-4525.0,-4842.0,1
1.645023349598715e+18,4465.0,-4415.0,-4901.0,1
1.6450233496501617e+18,4428.0,-4542.0,-4868.0,1
1.6450233496992412e+18,4480.0,-4528.0,-4829.0,1
1.6450233497508782e+18,4484.0,-4546.0,-4896.0,1
1.6450233497998564e+18,4425.0,-4668.0,-4652.0,1
1.6450233498517453e+18,4480.0,-4289.0,-4572.0,1
1.6450233498987635e+18,4555.0,-4787.0,-5089.0,1
1.6450233499509123e+18,4457.0,-4400.0,-4796.0,1
1.64502334999991e+18,4440.0,-4527.0,-4595.0,1
1.6450233500514568e+18,4510.0,-4550.0,-4792.0,1
1.6450233500969262e+18,4496.0,-4611.0,-4750.0,1
1.6450233501499576e+18,4541.0,-4582.0,-4822.0,1
1.6450233501993761e+18,4439.0,-4507.0,-4672.0,1
1.6450233502551114e+18,4446.0,-4488.0,-4610.0,1
1.6450233502994066e+18,4439.0,-4666.0,-4859.0,1
1.6450233503470912e+18,4479.0,-4615.0,-4694.0,1
1.6450233503962555e+18,4538.0,-4512.0,-4765.0,1
1.6450233504546194e+18,4496.0,-4561.0,-4786.0,1
1.6450233504992824e+18,4520.0,-4589.0,-4694.0,1
1.6450233505505487e+18,4464.0,-4569.0,-4839.0,1
1.6450233505961674e+18,4392.0,-4423.0,-4909.0,1
1.6450233506507773e+18,4388.0,-4528.0,-4603.0,1
1.6450233507014141e+18,4430.0,-4694.0,-4847.0,1
1.645023350753431e+18,4468.0,-4662.0,-4734.0,1
1.6450233508042642e+18,4480.0,-4661.0,-4650.0,1
1.6450233508569746e+18,4409.0,-4611.0,-4799.0,1
1.6450233509032663e+18,4445.0,-4587.0,-4697.0,1
1.645023350952444e+18,4451.0,-4607.0,-4691.0,1
1.6450233510038487e+18,4462.0,-4707.0,-4636.0,1
1.6450233510530696e+18,4500.0,-4612.0,-4738.0,1
1.645023351108871e+18,4473.0,-4744.0,-4738.0,1
1.64502335115362e+18,4415.0,-4713.0,-4658.0,1
1.6450233512009544e+18,4441.0,-4616.0,-4575.0,1
1.645023351254034e+18,4419.0,-4644.0,-4678.0,1
1.6450233513025672e+18,4508.0,-4668.0,-4678.0,1
1.6450233513523904e+18,4438.0,-4664.0,-4657.0,1
1.6450233514085522e+18,4428.0,-4638.0,-4759.0,1
1.6450233514527345e+18,4429.0,-4676.0,-4763.0,1
1.6450233515049457e+18,4426.0,-4626.0,-4721.0,1
1.645023351553196e+18,4472.0,-4667.0,-4550.0,1
1.645023351605509e+18,4532.0,-4650.0,-4644.0,1
1.6450233516502702e+18,4478.0,-4642.0,-4762.0,1
1.6450233517032307e+18,4507.0,-4378.0,-4720.0,1
1.64502335175173e+18,4626.0,-4208.0,-5064.0,1
1.6450233518031434e+18,4639.0,-4382.0,-5089.0,1
1.645023351849657e+18,4446.0,-4292.0,-4698.0,1
1.645023351905108e+18,4470.0,-4284.0,-4840.0,1
1.6450233519496026e+18,4582.0,-4262.0,-5037.0,1
1.6450233520024799e+18,4561.0,-4374.0,-5125.0,1
1.6450233520515297e+18,4475.0,-4463.0,-4974.0,1
1.6450233521027456e+18,4525.0,-4399.0,-4836.0,1
1.6450233521512911e+18,4621.0,-4268.0,-4943.0,1
1.6450233522024532e+18,4513.0,-4342.0,-4913.0,1
1.6450233522516436e+18,4500.0,-4362.0,-4702.0,1
1.645023352302459e+18,4535.0,-4321.0,-4794.0,1
1.6450233523524485e+18,4563.0,-4384.0,-4944.0,1
1.6450233524009116e+18,4554.0,-4388.0,-4908.0,1
1.6450233524559493e+18,4451.0,-4414.0,-4875.0,1
1.645023352502842e+18,4509.0,-4443.0,-4863.0,1
1.6450233525588022e+18,4531.0,-4532.0,-4873.0,1
1.645023352600703e+18,4503.0,-4534.0,-4818.0,1
1.6450233526564198e+18,4433.0,-4557.0,-4703.0,1
1.645023352705875e+18,4427.0,-4524.0,-4649.0,1
1.645023352756037e+18,4471.0,-4526.0,-4687.0,1
1.6450233528024817e+18,4475.0,-4638.0,-4736.0,1
1.6450233528562033e+18,4476.0,-4680.0,-4738.0,1
1.6450233529004344e+18,4497.0,-4677.0,-4731.0,1
1.6450233529532035e+18,4448.0,-4739.0,-4746.0,1
1.6450233530049085e+18,4487.0,-4709.0,-4703.0,1
1.645023353056073e+18,4457.0,-4735.0,-4667.0,1
1.6450233531071237e+18,4482.0,-4710.0,-4635.0,1
1.645023353158691e+18,4400.0,-4693.0,-4598.0,1
1.6450233531987346e+18,4371.0,-4697.0,-4655.0,1
1.645023353255937e+18,4506.0,-4568.0,-4643.0,1
1.6450233533042634e+18,4436.0,-4650.0,-4701.0,1
1.645023353353566e+18,4467.0,-4520.0,-4765.0,1
1.6450233534033426e+18,4598.0,-4419.0,-4803.0,1
1.645023353455952e+18,4497.0,-4453.0,-4837.0,1
1.6450233535036083e+18,4529.0,-4454.0,-4840.0,1
1.6450233535599631e+18,4542.0,-4481.0,-4942.0,1
1.645023353605705e+18,4490.0,-4317.0,-5074.0,1
1.645023353656275e+18,4422.0,-4396.0,-4916.0,1
1.6450233537052214e+18,4470.0,-4428.0,-4965.0,1
1.645023353755683e+18,4453.0,-4465.0,-5004.0,1
1.645023353803486e+18,4507.0,-4404.0,-4860.0,1
1.6450233538520614e+18,4446.0,-4431.0,-4860.0,1
1.6450233539096975e+18,4496.0,-4216.0,-4889.0,1
1.6450233539552425e+18,4481.0,-4352.0,-4913.0,1
1.6450233540075692e+18,4537.0,-4487.0,-4973.0,1
1.645023354055858e+18,4444.0,-4389.0,-4789.0,1
1.6450233541096087e+18,4454.0,-4386.0,-4828.0,1
1.6450233541571218e+18,4517.0,-4568.0,-4895.0,1
1.6450233542067587e+18,4487.0,-4576.0,-4813.0,1
1.645023354255636e+18,4486.0,-4462.0,-4730.0,1
1.6450233543094461e+18,4439.0,-4603.0,-4818.0,1
1.645023354354534e+18,4409.0,-4587.0,-4706.0,1
1.6450233544072394e+18,4459.0,-4531.0,-4739.0,1
1.6450233544577554e+18,4421.0,-4574.0,-4811.0,1
1.6450233545078295e+18,4421.0,-4727.0,-4786.0,1
1.6450233545557576e+18,4462.0,-4625.0,-4772.0,1
1.6450233546089308e+18,4409.0,-4582.0,-4711.0,1
1.645023354656959e+18,4383.0,-4539.0,-4731.0,1
1.6450233547073994e+18,4449.0,-4742.0,-4622.0,1
1.6450233547579638e+18,4434.0,-4722.0,-4622.0,1
1.6450233548069773e+18,4434.0,-4725.0,-4721.0,1
1.6450233548569487e+18,4403.0,-4711.0,-4759.0,1
1.6450233549062198e+18,4401.0,-4724.0,-4677.0,1
1.645023354953201e+18,4386.0,-4730.0,-4582.0,1
1.6450233550083853e+18,4363.0,-4721.0,-4489.0,1
1.6450233550552566e+18,4436.0,-4706.0,-4615.0,1
1.645023355106419e+18,4461.0,-4720.0,-4742.0,1
1.645023355158248e+18,4478.0,-4671.0,-4660.0,1
1.645023355209345e+18,4374.0,-4700.0,-4695.0,1
1.6450233552575695e+18,4357.0,-4764.0,-4693.0,1
1.6450233553066583e+18,4379.0,-4785.0,-4696.0,1
1.645023355351578e+18,4383.0,-4847.0,-4689.0,1
1.6450233554056274e+18,4381.0,-4854.0,-4676.0,1
1.6450233554503964e+18,4387.0,-4806.0,-4638.0,1
1.6450233555086003e+18,4400.0,-4774.0,-4631.0,1
1.6450233555586312e+18,4412.0,-4778.0,-4656.0,1
1.6450233556073329e+18,4334.0,-4802.0,-4617.0,1
1.645023355661414e+18,4419.0,-4700.0,-4723.0,1
1.6450233557084262e+18,4385.0,-4759.0,-4753.0,1
1.6450233557613084e+18,4285.0,-4811.0,-4433.0,1
1.6450233558039145e+18,4375.0,-4727.0,-4564.0,1
1.6450233558590387e+18,4408.0,-4783.0,-4770.0,1
1.6450233559081183e+18,4436.0,-4782.0,-4532.0,1
1.645023355959693e+18,4425.0,-4765.0,-4797.0,1
1.6450233560059748e+18,4282.0,-4696.0,-4674.0,1
1.6450233560612641e+18,4314.0,-4763.0,-4402.0,1
1.6450233561085117e+18,4459.0,-4670.0,-4724.0,1
1.6450233561625203e+18,4408.0,-4687.0,-4669.0,1
1.6450233562077087e+18,4378.0,-4792.0,-4640.0,1
1.6450233562604813e+18,4422.0,-4828.0,-4715.0,1
1.6450233563079327e+18,4427.0,-4791.0,-4639.0,1
1.645023356357335e+18,4433.0,-4821.0,-4768.0,1
1.6450233564057132e+18,4371.0,-4694.0,-4561.0,1
1.6450233564578378e+18,4358.0,-4752.0,-4645.0,1
1.6450233565082284e+18,4414.0,-4726.0,-4636.0,1
1.6450233565592827e+18,4336.0,-4699.0,-4579.0,1
1.6450233566081175e+18,4400.0,-4722.0,-4545.0,1
1.6450233566589693e+18,4293.0,-4606.0,-4834.0,1
1.6450233567041733e+18,4353.0,-4329.0,-4455.0,1
1.6450233567603028e+18,4377.0,-4610.0,-4837.0,1
1.6450233568060557e+18,5066.0,-5139.0,-4796.0,1
1.6450233568604147e+18,5014.0,-4237.0,-3405.0,1
1.6450233569062367e+18,4028.0,-5257.0,-5259.0,1
1.645023356961727e+18,3769.0,-5264.0,-5584.0,1
1.6450233570084116e+18,3782.0,-4306.0,-4483.0,1
1.6450233570585818e+18,3634.0,-3893.0,-4968.0,1
1.6450233571056146e+18,3559.0,-3894.0,-5742.0,1
1.6450233571486134e+18,3826.0,-3457.0,-5651.0,1
1.6450233572140326e+18,4406.0,-3435.0,-5861.0,1
1.6450233572641825e+18,4531.0,-3435.0,-5939.0,1
1.6450233573086277e+18,4532.0,-3365.0,-6181.0,1
1.6450233573605071e+18,3889.0,-3033.0,-6174.0,1
1.6450233574116093e+18,3157.0,-2500.0,-6565.0,1
1.6450233574623073e+18,2969.0,-2415.0,-6217.0,1
1.6450233575148452e+18,2122.0,-2036.0,-6776.0,1
1.6450233575593016e+18,1754.0,-2496.0,-6067.0,1
