timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, ASSEMBLY2_BIMANUAL
1.6449320204283965e+18,frame_2932.jpeg,8541.0,396.0,-476.0,1
1.6449320205099116e+18,frame_2933.jpeg,8776.0,487.0,-573.0,1
1.6449320205314117e+18,frame_2934.jpeg,8922.0,608.0,-710.0,1
1.6449320205796355e+18,frame_2935.jpeg,6832.0,-433.0,-2218.0,1
1.644932020630974e+18,frame_2936.jpeg,6674.0,-1177.0,-3033.0,1
1.6449320206792773e+18,frame_2937.jpeg,4853.0,-1888.0,-4205.0,1
1.6449320207290957e+18,frame_2938.jpeg,4976.0,-1595.0,-4788.0,1
1.6449320207788618e+18,frame_2939.jpeg,4760.0,-959.0,-5485.0,1
1.644932020829157e+18,frame_2940.jpeg,4204.0,-933.0,-6009.0,1
1.6449320208792594e+18,frame_2941.jpeg,4344.0,-562.0,-6022.0,1
1.644932020929349e+18,frame_2942.jpeg,4511.0,-693.0,-6044.0,1
1.6449320209836237e+18,frame_2943.jpeg,3644.0,-635.0,-5829.0,1
1.6449320210292508e+18,frame_2944.jpeg,4966.0,-1446.0,-5407.0,1
1.644932021080126e+18,frame_2945.jpeg,4966.0,-1467.0,-4948.0,1
1.6449320211294707e+18,frame_2946.jpeg,6445.0,-754.0,-5147.0,1
1.644932021179638e+18,frame_2947.jpeg,6740.0,-508.0,-5361.0,1
1.6449320212294774e+18,frame_2948.jpeg,4040.0,-1298.0,-5787.0,1
1.6449320212794424e+18,frame_2949.jpeg,4049.0,-1761.0,-5523.0,1
1.64493202132546e+18,frame_2950.jpeg,5163.0,-261.0,-6338.0,1
1.6449320213804739e+18,frame_2951.jpeg,4589.0,-397.0,-6496.0,1
1.6449320214291533e+18,frame_2952.jpeg,4267.0,126.0,-6696.0,1
1.6449320214839186e+18,frame_2953.jpeg,4989.0,-82.0,-6790.0,1
1.6449320215294564e+18,frame_2954.jpeg,4468.0,-737.0,-6698.0,1
1.6449320215800899e+18,frame_2955.jpeg,4420.0,-1326.0,-6094.0,1
1.6449320216331244e+18,frame_2956.jpeg,5909.0,-1550.0,-5574.0,1
1.64493202168295e+18,frame_2957.jpeg,5167.0,-1731.0,-5267.0,1
1.644932021733263e+18,frame_2958.jpeg,5997.0,-1493.0,-5189.0,1
1.644932021783069e+18,frame_2959.jpeg,5657.0,-1125.0,-5784.0,1
1.644932021833396e+18,frame_2960.jpeg,5197.0,-1332.0,-6448.0,1
1.6449320218835095e+18,frame_2961.jpeg,7251.0,-436.0,-5491.0,1
1.644932021933062e+18,frame_2962.jpeg,6300.0,-905.0,-5276.0,1
1.6449320219813338e+18,frame_2963.jpeg,6219.0,-946.0,-5023.0,1
1.6449320220331922e+18,frame_2964.jpeg,6615.0,-670.0,-4399.0,1
1.6449320220784023e+18,frame_2965.jpeg,6158.0,-690.0,-4282.0,1
1.6449320221336225e+18,frame_2966.jpeg,6119.0,-663.0,-4644.0,1
1.644932022180623e+18,frame_2967.jpeg,5887.0,-401.0,-5309.0,1
1.644932022234964e+18,frame_2968.jpeg,5957.0,-78.0,-5441.0,1
1.6449320222817075e+18,frame_2969.jpeg,5650.0,-101.0,-5526.0,1
1.644932022334415e+18,frame_2970.jpeg,5573.0,481.0,-5445.0,1
1.644932022380995e+18,frame_2971.jpeg,6535.0,739.0,-5011.0,1
1.644932022431779e+18,frame_2972.jpeg,6275.0,688.0,-5022.0,1
1.644932022485646e+18,frame_2973.jpeg,5441.0,396.0,-5258.0,1
1.644932022536656e+18,frame_2974.jpeg,5833.0,866.0,-5391.0,1
1.6449320225838075e+18,frame_2975.jpeg,5754.0,889.0,-5381.0,1
1.644932022633526e+18,frame_2976.jpeg,5310.0,1265.0,-5303.0,1
1.6449320226806508e+18,frame_2977.jpeg,5168.0,1600.0,-5536.0,1
1.644932022732498e+18,frame_2978.jpeg,5292.0,2047.0,-5492.0,1
1.6449320227838364e+18,frame_2979.jpeg,6028.0,2470.0,-4991.0,1
1.6449320228333327e+18,frame_2980.jpeg,6213.0,1844.0,-5114.0,1
1.644932022883565e+18,frame_2981.jpeg,3852.0,2237.0,-6394.0,1
1.6449320229334052e+18,frame_2982.jpeg,2102.0,1616.0,-7516.0,1
1.6449320229785078e+18,frame_2983.jpeg,3593.0,560.0,-7525.0,1
1.6449320230127424e+18,frame_2984.jpeg,2417.0,-1055.0,-7277.0,1
1.6449320230816082e+18,frame_2985.jpeg,1727.0,-1938.0,-7685.0,1
1.6449320231351066e+18,frame_2986.jpeg,1616.0,-1408.0,-7802.0,1
1.6449320231825027e+18,frame_2987.jpeg,1441.0,-2820.0,-7832.0,1
1.6449320232341658e+18,frame_2988.jpeg,-250.0,-2384.0,-7787.0,1
1.6449320232869212e+18,frame_2989.jpeg,-342.0,-2698.0,-7336.0,1
1.6449320233341207e+18,frame_2990.jpeg,-617.0,-2158.0,-7437.0,1
1.6449320233877757e+18,frame_2991.jpeg,-406.0,-2573.0,-7350.0,1
1.6449320234323343e+18,frame_2992.jpeg,-300.0,-2063.0,-7333.0,1
1.6449320234882296e+18,frame_2993.jpeg,-497.0,-2084.0,-7696.0,1
1.6449320235316524e+18,frame_2994.jpeg,-167.0,-2509.0,-7891.0,1
1.6449320235821148e+18,frame_2995.jpeg,-103.0,-2706.0,-7579.0,1
1.6449320236356874e+18,frame_2996.jpeg,-425.0,-2808.0,-7390.0,1
1.6449320236873434e+18,frame_2997.jpeg,136.0,-2149.0,-8080.0,1
1.6449320237342817e+18,frame_2998.jpeg,611.0,-3071.0,-7941.0,1
1.644932023781815e+18,frame_2999.jpeg,584.0,-3001.0,-7437.0,1
1.6449320238348083e+18,frame_3000.jpeg,749.0,-2534.0,-7470.0,1
1.6449320238883768e+18,frame_3001.jpeg,671.0,-2165.0,-7729.0,1
1.644932023939452e+18,frame_3002.jpeg,642.0,-2253.0,-7652.0,1
1.6449320239833656e+18,frame_3003.jpeg,1065.0,-2403.0,-7320.0,1
1.6449320240337697e+18,frame_3004.jpeg,49.0,-2524.0,-7587.0,1
1.644932024085492e+18,frame_3005.jpeg,535.0,-2925.0,-8317.0,1
1.6449320241315384e+18,frame_3006.jpeg,552.0,-2359.0,-8158.0,1
1.64493202418698e+18,frame_3007.jpeg,1235.0,-2392.0,-7091.0,1
1.6449320242280712e+18,frame_3008.jpeg,336.0,-2429.0,-7287.0,1
1.644932024287737e+18,frame_3009.jpeg,209.0,-2360.0,-7133.0,1
1.6449320243323812e+18,frame_3010.jpeg,534.0,-2331.0,-7096.0,1
1.6449320243850578e+18,frame_3011.jpeg,372.0,-2168.0,-7027.0,1
1.6449320244365965e+18,frame_3012.jpeg,796.0,-2526.0,-6659.0,1
1.64493202448581e+18,frame_3013.jpeg,361.0,-2240.0,-6512.0,1
1.6449320245363546e+18,frame_3014.jpeg,750.0,-2702.0,-6472.0,1
1.64493202457992e+18,frame_3015.jpeg,1641.0,-2417.0,-6370.0,1
1.6449320246216136e+18,frame_3016.jpeg,4207.0,-2367.0,-6859.0,1
1.6449320246995763e+18,frame_3017.jpeg,4372.0,-2178.0,-6841.0,1
1.6449320247371238e+18,frame_3018.jpeg,4536.0,-2357.0,-6905.0,1
