timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, HANDOVER_LEFT
1.6449329222041219e+18,frame_20945.jpeg,6657.0,-4940.0,-190.0,1
1.644932922260194e+18,frame_20946.jpeg,6558.0,-5231.0,-72.0,1
1.6449329223073062e+18,frame_20947.jpeg,5809.0,-4498.0,-345.0,1
1.6449329223572447e+18,frame_20948.jpeg,5629.0,-4072.0,-798.0,1
1.6449329224073812e+18,frame_20949.jpeg,5224.0,-4415.0,-1090.0,1
1.6449329224591805e+18,frame_20950.jpeg,5016.0,-4305.0,-1222.0,1
1.6449329225096737e+18,frame_20951.jpeg,5377.0,-5218.0,-983.0,1
1.6449329225605048e+18,frame_20952.jpeg,5622.0,-5492.0,-1168.0,1
1.6449329226093604e+18,frame_20953.jpeg,5928.0,-6818.0,-1373.0,1
1.6449329226600517e+18,frame_20954.jpeg,5709.0,-6581.0,-1288.0,1
1.6449329227095593e+18,frame_20955.jpeg,5259.0,-6751.0,-1574.0,1
1.6449329227600566e+18,frame_20956.jpeg,3324.0,-6774.0,-1103.0,1
1.6449329228092472e+18,frame_20957.jpeg,5845.0,-7547.0,-4.0,1
1.6449329228602004e+18,frame_20958.jpeg,5802.0,-5715.0,-516.0,1
1.64493292290564e+18,frame_20959.jpeg,6605.0,-2964.0,-1477.0,1
1.6449329229597714e+18,frame_20960.jpeg,5306.0,-3623.0,-4030.0,1
1.6449329230099277e+18,frame_20961.jpeg,3769.0,-6045.0,-3235.0,1
1.6449329230634358e+18,frame_20962.jpeg,4373.0,-6302.0,-1449.0,1
1.6449329231050988e+18,frame_20963.jpeg,4633.0,-6317.0,-1385.0,1
1.6449329231595382e+18,frame_20964.jpeg,5506.0,-6043.0,-337.0,1
1.6449329232100001e+18,frame_20965.jpeg,5807.0,-6228.0,-344.0,1
1.6449329232612974e+18,frame_20966.jpeg,4647.0,-5708.0,53.0,1
1.6449329233108047e+18,frame_20967.jpeg,4004.0,-5671.0,1102.0,1
1.6449329233592207e+18,frame_20968.jpeg,4022.0,-5910.0,1644.0,1
1.6449329234095616e+18,frame_20969.jpeg,3487.0,-6743.0,1641.0,1
1.644932923460505e+18,frame_20970.jpeg,2251.0,-7918.0,2117.0,1
1.644932923493942e+18,frame_20971.jpeg,3343.0,-8239.0,2261.0,1
1.6449329235634688e+18,frame_20972.jpeg,4116.0,-9164.0,590.0,1
1.644932923614591e+18,frame_20973.jpeg,3634.0,-10464.0,214.0,1
1.6449329236522604e+18,frame_20974.jpeg,2560.0,-8720.0,-571.0,1
1.6449329237197704e+18,frame_20975.jpeg,1839.0,-8464.0,-662.0,1
1.6449329237628605e+18,frame_20976.jpeg,357.0,-7615.0,-387.0,1
1.6449329238154906e+18,frame_20977.jpeg,1277.0,-7429.0,1209.0,1
1.644932923860329e+18,frame_20978.jpeg,2344.0,-7455.0,3460.0,1
1.644932923911306e+18,frame_20979.jpeg,2009.0,-6099.0,5060.0,1
1.6449329239628628e+18,frame_20980.jpeg,-28.0,-5454.0,6208.0,1
1.6449329240143437e+18,frame_20981.jpeg,289.0,-6203.0,6053.0,1
1.6449329240629788e+18,frame_20982.jpeg,1296.0,-6992.0,5424.0,1
1.644932924114359e+18,frame_20983.jpeg,2193.0,-7509.0,3879.0,1
