timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, DELIVERY_BIMANUAL
1.6461501887942874e+18,frame_391.jpeg,-1459.0,-3015.0,-1113.0,1
1.6461501888441539e+18,frame_392.jpeg,5237.0,-3958.0,-1515.0,1
1.646150188897066e+18,frame_393.jpeg,5007.0,-2601.0,-3735.0,1
1.646150188943462e+18,frame_394.jpeg,2568.0,-5273.0,-3281.0,1
1.6461501889935278e+18,frame_395.jpeg,1952.0,-5129.0,-1935.0,1
1.646150189043992e+18,frame_396.jpeg,774.0,-2925.0,-3861.0,1
1.646150189092467e+18,frame_397.jpeg,1177.0,-3151.0,-4766.0,1
1.6461501891418284e+18,frame_398.jpeg,944.0,-1839.0,-6434.0,1
1.6461501891950866e+18,frame_399.jpeg,764.0,-2294.0,-6937.0,1
1.6461501892482844e+18,frame_400.jpeg,791.0,-2125.0,-7413.0,1
1.64615018929282e+18,frame_401.jpeg,1824.0,-2323.0,-7732.0,1
1.6461501893465782e+18,frame_402.jpeg,341.0,-4064.0,-6945.0,1
1.6461501893930442e+18,frame_403.jpeg,-59.0,-2911.0,-7925.0,1
1.646150189443558e+18,frame_404.jpeg,-4.0,-3444.0,-7257.0,1
1.6461501894920056e+18,frame_405.jpeg,345.0,-2709.0,-7238.0,1
1.6461501895426662e+18,frame_406.jpeg,-224.0,-1461.0,-8534.0,1
1.6461501895935327e+18,frame_407.jpeg,-121.0,-1843.0,-7237.0,1
1.646150189642646e+18,frame_408.jpeg,-297.0,-560.0,-9013.0,1
1.6461501896940677e+18,frame_409.jpeg,-481.0,-852.0,-7544.0,1
1.6461501897442053e+18,frame_410.jpeg,-1271.0,-724.0,-7573.0,1
1.6461501897932526e+18,frame_411.jpeg,-1236.0,-334.0,-8147.0,1
1.646150189847198e+18,frame_412.jpeg,-755.0,-324.0,-7693.0,1
1.6461501898912563e+18,frame_413.jpeg,-1462.0,-1020.0,-7830.0,1
1.6461501899491983e+18,frame_414.jpeg,-1056.0,-1220.0,-7868.0,1
1.6461501899927964e+18,frame_415.jpeg,-1047.0,-1020.0,-8224.0,1
1.6461501900494925e+18,frame_416.jpeg,-227.0,-1148.0,-6907.0,1
1.6461501900919452e+18,frame_417.jpeg,-30.0,-445.0,-8458.0,1
1.6461501901473203e+18,frame_418.jpeg,-705.0,-699.0,-8284.0,1
1.6461501901950705e+18,frame_419.jpeg,-946.0,-623.0,-7902.0,1
1.6461501902499674e+18,frame_420.jpeg,-390.0,19.0,-8356.0,1
1.6461501902928556e+18,frame_421.jpeg,1240.0,-226.0,-6717.0,1
1.646150190348463e+18,frame_422.jpeg,2640.0,1217.0,-6833.0,1
1.6461501903940088e+18,frame_423.jpeg,3131.0,2505.0,-4559.0,1
1.6461501904459866e+18,frame_424.jpeg,3201.0,-323.0,1477.0,1
1.6461501904954575e+18,frame_425.jpeg,1682.0,-1875.0,5996.0,1
1.6461501905460644e+18,frame_426.jpeg,3567.0,-2306.0,4971.0,1
1.6461501905962665e+18,frame_427.jpeg,545.0,-643.0,-5234.0,1
1.646150190644445e+18,frame_428.jpeg,5872.0,-135.0,-12574.0,1
1.646150190692206e+18,frame_429.jpeg,3349.0,-3087.0,-14269.0,1
1.64615019074644e+18,frame_430.jpeg,5310.0,-523.0,-15376.0,1
1.646150190795122e+18,frame_431.jpeg,2449.0,-1933.0,-11681.0,1
1.6461501908450857e+18,frame_432.jpeg,91.0,-2436.0,-8899.0,1
1.646150190897348e+18,frame_433.jpeg,2045.0,-757.0,-9049.0,1
1.6461501909477066e+18,frame_434.jpeg,2266.0,-558.0,-9314.0,1
1.6461501909961354e+18,frame_435.jpeg,441.0,-1790.0,-8275.0,1
1.6461501910463946e+18,frame_436.jpeg,1006.0,-1858.0,-8059.0,1
1.646150191108628e+18,frame_437.jpeg,1300.0,-1301.0,-8922.0,1
1.6461501911446738e+18,frame_438.jpeg,1225.0,-917.0,-9080.0,1
1.6461501911994637e+18,frame_439.jpeg,870.0,-3795.0,-12051.0,1
1.6461501912440732e+18,frame_440.jpeg,2313.0,-5314.0,-12448.0,1
1.646150191298639e+18,frame_441.jpeg,5152.0,-5469.0,-10347.0,1
1.6461501913458685e+18,frame_442.jpeg,6318.0,-3666.0,-5968.0,1
1.646150191396979e+18,frame_443.jpeg,5549.0,-2314.0,-1391.0,1
1.6461501914463306e+18,frame_444.jpeg,5051.0,276.0,1373.0,1
1.6461501915000026e+18,frame_445.jpeg,4000.0,947.0,2317.0,1
1.6461501915452355e+18,frame_446.jpeg,5351.0,2049.0,2102.0,1
1.6461501915962327e+18,frame_447.jpeg,5596.0,1621.0,1401.0,1
1.6461501916515633e+18,frame_448.jpeg,4589.0,1458.0,1015.0,1
1.6461501917322877e+18,frame_449.jpeg,4132.0,1259.0,955.0,1
1.6461501917322877e+18,frame_450.jpeg,4132.0,1259.0,955.0,1
1.6461501917759747e+18,frame_451.jpeg,3829.0,989.0,910.0,1
1.646150191843493e+18,frame_452.jpeg,3669.0,681.0,945.0,1
1.6461501919138232e+18,frame_453.jpeg,3639.0,400.0,981.0,1
1.6461501919496607e+18,frame_454.jpeg,3702.0,156.0,1065.0,1
1.6461501920089912e+18,frame_455.jpeg,5922.0,-630.0,1533.0,1
1.6461501920432742e+18,frame_456.jpeg,6886.0,-4412.0,-1053.0,1
1.6461501920966874e+18,frame_457.jpeg,4450.0,-5422.0,-1708.0,1
1.64615019214484e+18,frame_458.jpeg,3505.0,-4750.0,-3449.0,1
1.6461501921991862e+18,frame_459.jpeg,4113.0,-4079.0,-5411.0,1
1.6461501922445524e+18,frame_460.jpeg,3929.0,-5200.0,-4836.0,1
1.646150192299033e+18,frame_461.jpeg,2206.0,-4624.0,-6282.0,1
1.646150192346896e+18,frame_462.jpeg,2198.0,-4050.0,-6070.0,1
1.6461501924011284e+18,frame_463.jpeg,2106.0,-4109.0,-6045.0,1
1.6461501924519982e+18,frame_464.jpeg,1157.0,-3855.0,-6919.0,1
1.6461501924994975e+18,frame_465.jpeg,1737.0,-4103.0,-6798.0,1
1.6461501925490245e+18,frame_466.jpeg,1052.0,-3814.0,-7118.0,1
1.6461501926016184e+18,frame_467.jpeg,1195.0,-3541.0,-7015.0,1
1.6461501926552596e+18,frame_468.jpeg,1142.0,-3029.0,-6984.0,1
1.6461501926943862e+18,frame_469.jpeg,0.0,-1994.0,-7712.0,1
1.6461501927469558e+18,frame_470.jpeg,1124.0,-2691.0,-6130.0,1
1.6461501927996552e+18,frame_471.jpeg,272.0,-473.0,-8633.0,1
1.6461501928515482e+18,frame_472.jpeg,2687.0,-116.0,-7394.0,1
1.6461501928985362e+18,frame_473.jpeg,252.0,-841.0,-7789.0,1
1.6461501929466532e+18,frame_474.jpeg,1115.0,-883.0,-7865.0,1
1.6461501930020413e+18,frame_475.jpeg,-45.0,-1915.0,-7850.0,1
1.6461501930514565e+18,frame_476.jpeg,1085.0,-1978.0,-7646.0,1
1.6461501931002906e+18,frame_477.jpeg,1274.0,-1690.0,-7941.0,1
1.6461501931511578e+18,frame_478.jpeg,1649.0,-1958.0,-7258.0,1
1.6461501931992256e+18,frame_479.jpeg,3369.0,-1666.0,-7041.0,1
1.6461501932512952e+18,frame_480.jpeg,3711.0,-1421.0,-6702.0,1
1.6461501932943306e+18,frame_481.jpeg,3214.0,-1411.0,-6052.0,1
1.6461501933515054e+18,frame_482.jpeg,4139.0,-1145.0,-6452.0,1
1.6461501934001516e+18,frame_483.jpeg,3551.0,-2118.0,-4420.0,1
1.646150193450949e+18,frame_484.jpeg,4603.0,-3781.0,-1808.0,1
1.6461501934999693e+18,frame_485.jpeg,4116.0,-4049.0,-132.0,1
1.64615019355285e+18,frame_486.jpeg,3473.0,-3597.0,-228.0,1
1.6461501935940178e+18,frame_487.jpeg,2961.0,-4268.0,-1912.0,1
1.646150193648086e+18,frame_488.jpeg,1511.0,-3679.0,-4160.0,1
1.6461501937009283e+18,frame_489.jpeg,4618.0,-1982.0,-5619.0,1
1.646150193744738e+18,frame_490.jpeg,6927.0,-2195.0,-6995.0,1
1.6461501937961395e+18,frame_491.jpeg,6752.0,-442.0,-7108.0,1
1.6461501938471224e+18,frame_492.jpeg,9366.0,212.0,-6706.0,1
1.6461501938994586e+18,frame_493.jpeg,6772.0,757.0,-5827.0,1
1.646150193932906e+18,frame_494.jpeg,6278.0,1621.0,-5509.0,1
1.646150193998815e+18,frame_495.jpeg,6579.0,1767.0,-5686.0,1
1.6461501940536353e+18,frame_496.jpeg,4473.0,2184.0,-7640.0,1
1.6461501941023204e+18,frame_497.jpeg,5564.0,2636.0,-8775.0,1
1.646150194150026e+18,frame_498.jpeg,4262.0,1551.0,-8164.0,1
1.646150194200548e+18,frame_499.jpeg,1914.0,1266.0,-7762.0,1
1.6461501942495421e+18,frame_500.jpeg,4098.0,1282.0,-8107.0,1
1.6461501943048376e+18,frame_501.jpeg,3624.0,984.0,-7940.0,1
1.6461501943490458e+18,frame_502.jpeg,2483.0,942.0,-7428.0,1
1.6461501944017687e+18,frame_503.jpeg,2991.0,574.0,-7107.0,1
1.646150194450147e+18,frame_504.jpeg,2936.0,586.0,-7333.0,1
1.6461501945000492e+18,frame_505.jpeg,2223.0,555.0,-7918.0,1
1.646150194547338e+18,frame_506.jpeg,2110.0,78.0,-7645.0,1
1.6461501945995487e+18,frame_507.jpeg,2018.0,-269.0,-7325.0,1
1.64615019464926e+18,frame_508.jpeg,2863.0,-679.0,-7266.0,1
1.6461501947034964e+18,frame_509.jpeg,3032.0,-1798.0,-6177.0,1
1.6461501947519736e+18,frame_510.jpeg,2514.0,-128.0,-7006.0,1
1.6461501948136842e+18,frame_511.jpeg,3758.0,808.0,-7730.0,1
1.6461501948569288e+18,frame_512.jpeg,4074.0,876.0,-7730.0,1
1.6461501949226972e+18,frame_513.jpeg,4353.0,911.0,-7738.0,1
1.6461501949432077e+18,frame_514.jpeg,4509.0,948.0,-7744.0,1
1.6461501950090993e+18,frame_515.jpeg,4059.0,1297.0,-7222.0,1
1.6461501950558523e+18,frame_516.jpeg,3990.0,1658.0,-7168.0,1
