timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, SCREW_RIGHT
1.6461509199142072e+18,frame_14995.jpeg,7007.0,1412.0,-3651.0,1
1.6461509199576796e+18,frame_14996.jpeg,6958.0,1344.0,-3720.0,1
1.6461509200129413e+18,frame_14997.jpeg,6912.0,1244.0,-3681.0,1
1.646150920059342e+18,frame_14998.jpeg,7012.0,1392.0,-3669.0,1
1.6461509201104067e+18,frame_14999.jpeg,6972.0,1344.0,-3665.0,1
1.6461509201568876e+18,frame_15000.jpeg,6979.0,1333.0,-3597.0,1
1.6461509202120387e+18,frame_15001.jpeg,7014.0,1291.0,-3634.0,1
1.6461509202588887e+18,frame_15002.jpeg,7045.0,1243.0,-3570.0,1
1.646150920313489e+18,frame_15003.jpeg,7005.0,1248.0,-3648.0,1
1.6461509203591137e+18,frame_15004.jpeg,7070.0,1252.0,-3565.0,1
1.646150920410827e+18,frame_15005.jpeg,6846.0,1219.0,-3625.0,1
1.6461509204596513e+18,frame_15006.jpeg,7037.0,1366.0,-3715.0,1
1.6461509205113572e+18,frame_15007.jpeg,6873.0,1282.0,-3587.0,1
1.646150920559024e+18,frame_15008.jpeg,7036.0,1346.0,-3625.0,1
1.6461509206139077e+18,frame_15009.jpeg,7030.0,1320.0,-3658.0,1
1.6461509206563308e+18,frame_15010.jpeg,6944.0,1342.0,-3535.0,1
1.646150920713264e+18,frame_15011.jpeg,7051.0,1397.0,-3631.0,1
1.6461509207616945e+18,frame_15012.jpeg,6977.0,1324.0,-3565.0,1
1.646150920813083e+18,frame_15013.jpeg,7060.0,1401.0,-3592.0,1
1.6461509208572472e+18,frame_15014.jpeg,6990.0,1365.0,-3581.0,1
1.6461509209131597e+18,frame_15015.jpeg,6987.0,1319.0,-3529.0,1
1.646150920960932e+18,frame_15016.jpeg,7046.0,1391.0,-3584.0,1
1.6461509210133768e+18,frame_15017.jpeg,7041.0,1314.0,-3603.0,1
1.646150921057579e+18,frame_15018.jpeg,6970.0,1306.0,-3515.0,1
1.6461509211092956e+18,frame_15019.jpeg,7106.0,1380.0,-3597.0,1
1.6461509211575867e+18,frame_15020.jpeg,7053.0,1346.0,-3638.0,1
1.6461509212131423e+18,frame_15021.jpeg,6906.0,1260.0,-3632.0,1
1.6461509212614904e+18,frame_15022.jpeg,7052.0,1430.0,-3547.0,1
1.6461509213125967e+18,frame_15023.jpeg,7041.0,1361.0,-3572.0,1
1.646150921361508e+18,frame_15024.jpeg,7021.0,1353.0,-3550.0,1
1.6461509214122207e+18,frame_15025.jpeg,7054.0,1439.0,-3460.0,1
1.646150921463262e+18,frame_15026.jpeg,7153.0,1311.0,-3520.0,1
1.6461509215142042e+18,frame_15027.jpeg,6952.0,1523.0,-3368.0,1
1.6461509215642304e+18,frame_15028.jpeg,7057.0,1373.0,-3581.0,1
1.6461509216122788e+18,frame_15029.jpeg,6937.0,1530.0,-3345.0,1
1.646150921664351e+18,frame_15030.jpeg,7094.0,1464.0,-3625.0,1
1.6461509217152084e+18,frame_15031.jpeg,6974.0,1299.0,-3573.0,1
1.6461509217651779e+18,frame_15032.jpeg,7090.0,1555.0,-3477.0,1
1.6461509218116513e+18,frame_15033.jpeg,6966.0,1390.0,-3573.0,1
1.646150921862011e+18,frame_15034.jpeg,6969.0,1387.0,-3487.0,1
1.6461509219107776e+18,frame_15035.jpeg,7138.0,1526.0,-3487.0,1
1.6461509219617958e+18,frame_15036.jpeg,7014.0,1408.0,-3489.0,1
1.6461509220104622e+18,frame_15037.jpeg,7006.0,1560.0,-3373.0,1
1.6461509220616133e+18,frame_15038.jpeg,7120.0,1427.0,-3533.0,1
1.64615092211415e+18,frame_15039.jpeg,7018.0,1461.0,-3400.0,1
1.646150922161459e+18,frame_15040.jpeg,7130.0,1442.0,-3623.0,1
1.6461509222105646e+18,frame_15041.jpeg,6930.0,1582.0,-3343.0,1
1.6461509222692372e+18,frame_15042.jpeg,7102.0,1504.0,-3555.0,1
1.6461509223125668e+18,frame_15043.jpeg,6996.0,1462.0,-3494.0,1
1.6461509223613484e+18,frame_15044.jpeg,6990.0,1583.0,-3517.0,1
1.6461509224100413e+18,frame_15045.jpeg,6899.0,1470.0,-3512.0,1
1.646150922466293e+18,frame_15046.jpeg,7052.0,1468.0,-3510.0,1
1.6461509225102085e+18,frame_15047.jpeg,7068.0,1530.0,-3491.0,1
1.6461509225648955e+18,frame_15048.jpeg,7030.0,1529.0,-3463.0,1
1.6461509226092055e+18,frame_15049.jpeg,6998.0,1540.0,-3429.0,1
1.6461509226650079e+18,frame_15050.jpeg,7048.0,1526.0,-3427.0,1
1.6461509227110385e+18,frame_15051.jpeg,7031.0,1515.0,-3514.0,1
1.646150922761249e+18,frame_15052.jpeg,7053.0,1578.0,-3370.0,1
1.646150922813869e+18,frame_15053.jpeg,7015.0,1482.0,-3593.0,1
1.6461509228656192e+18,frame_15054.jpeg,6877.0,1671.0,-3326.0,1
1.6461509229048865e+18,frame_15055.jpeg,6971.0,1527.0,-3533.0,1
1.6461509229607196e+18,frame_15056.jpeg,7051.0,1600.0,-3505.0,1
1.6461509230136814e+18,frame_15057.jpeg,6949.0,1529.0,-3613.0,1
1.6461509230623872e+18,frame_15058.jpeg,7018.0,1661.0,-3534.0,1
1.6461509231151347e+18,frame_15059.jpeg,6914.0,1461.0,-3493.0,1
1.6461509231629632e+18,frame_15060.jpeg,7123.0,1622.0,-3497.0,1
1.646150923214878e+18,frame_15061.jpeg,6928.0,1565.0,-3459.0,1
1.646150923264726e+18,frame_15062.jpeg,7059.0,1618.0,-3444.0,1
1.6461509233154696e+18,frame_15063.jpeg,7028.0,1643.0,-3413.0,1
1.6461509233618903e+18,frame_15064.jpeg,7027.0,1532.0,-3586.0,1
1.646150923414875e+18,frame_15065.jpeg,6997.0,1679.0,-3384.0,1
1.6461509234673992e+18,frame_15066.jpeg,7056.0,1852.0,-3464.0,1
1.6461509235152282e+18,frame_15067.jpeg,6930.0,1610.0,-3513.0,1
1.646150923567246e+18,frame_15068.jpeg,6942.0,1700.0,-3498.0,1
1.6461509236149635e+18,frame_15069.jpeg,7022.0,1770.0,-3521.0,1
1.6461509236623025e+18,frame_15070.jpeg,6866.0,1645.0,-3502.0,1
1.6461509237158313e+18,frame_15071.jpeg,7026.0,1637.0,-3662.0,1
1.6461509237603092e+18,frame_15072.jpeg,6978.0,1679.0,-3504.0,1
1.6461509238153216e+18,frame_15073.jpeg,6898.0,1700.0,-3354.0,1
1.646150923867054e+18,frame_15074.jpeg,7076.0,1623.0,-3558.0,1
1.6461509239142932e+18,frame_15075.jpeg,6942.0,1682.0,-3416.0,1
1.6461509239672067e+18,frame_15076.jpeg,7069.0,1595.0,-3779.0,1
1.646150924013143e+18,frame_15077.jpeg,6953.0,1880.0,-3360.0,1
1.6461509240591388e+18,frame_15078.jpeg,6806.0,1743.0,-3463.0,1
1.6461509241192937e+18,frame_15079.jpeg,7088.0,1752.0,-3696.0,1
1.6461509241636017e+18,frame_15080.jpeg,6827.0,1882.0,-3635.0,1
1.6461509242160394e+18,frame_15081.jpeg,7014.0,1980.0,-3639.0,1
1.64615092426407e+18,frame_15082.jpeg,6740.0,1774.0,-3396.0,1
1.6461509243121142e+18,frame_15083.jpeg,6921.0,1710.0,-3978.0,1
1.6461509243632504e+18,frame_15084.jpeg,6828.0,1637.0,-3688.0,1
1.6461509244169674e+18,frame_15085.jpeg,6855.0,1691.0,-3531.0,1
1.6461509244630623e+18,frame_15086.jpeg,6906.0,1780.0,-3730.0,1
1.6461509245126633e+18,frame_15087.jpeg,6804.0,1625.0,-3504.0,1
1.646150924563356e+18,frame_15088.jpeg,7054.0,1794.0,-3614.0,1
1.646150924617487e+18,frame_15089.jpeg,6849.0,1812.0,-3549.0,1
1.6461509246684475e+18,frame_15090.jpeg,6817.0,1674.0,-3648.0,1
1.6461509247135345e+18,frame_15091.jpeg,7023.0,2010.0,-3340.0,1
1.6461509247692434e+18,frame_15092.jpeg,6791.0,1742.0,-3651.0,1
1.6461509248144353e+18,frame_15093.jpeg,7023.0,1904.0,-3682.0,1
1.6461509248685094e+18,frame_15094.jpeg,6913.0,1603.0,-3730.0,1
1.646150924914201e+18,frame_15095.jpeg,6866.0,1867.0,-3572.0,1
1.6461509249667625e+18,frame_15096.jpeg,6967.0,1769.0,-3678.0,1
1.6461509250136627e+18,frame_15097.jpeg,6730.0,1778.0,-3551.0,1
1.646150925068709e+18,frame_15098.jpeg,7068.0,1768.0,-3664.0,1
1.6461509251123653e+18,frame_15099.jpeg,6797.0,1743.0,-3647.0,1
1.6461509251679967e+18,frame_15100.jpeg,6908.0,1850.0,-3563.0,1
1.64615092521435e+18,frame_15101.jpeg,6906.0,1720.0,-3602.0,1
1.6461509252666583e+18,frame_15102.jpeg,6889.0,1800.0,-3548.0,1
1.646150925313452e+18,frame_15103.jpeg,7045.0,1965.0,-3564.0,1
1.646150925367373e+18,frame_15104.jpeg,6767.0,1679.0,-3529.0,1
1.6461509254180186e+18,frame_15105.jpeg,6933.0,1819.0,-3674.0,1
1.646150925466455e+18,frame_15106.jpeg,6812.0,1772.0,-3651.0,1
1.6461509255143416e+18,frame_15107.jpeg,6869.0,1648.0,-3821.0,1
1.646150925567815e+18,frame_15108.jpeg,6922.0,1788.0,-3768.0,1
1.646150925613447e+18,frame_15109.jpeg,6798.0,1764.0,-3664.0,1
1.6461509256684667e+18,frame_15110.jpeg,6802.0,1766.0,-3664.0,1
1.6461509257138255e+18,frame_15111.jpeg,6842.0,1829.0,-3670.0,1
1.6461509257670592e+18,frame_15112.jpeg,6803.0,1749.0,-3645.0,1
1.6461509258177882e+18,frame_15113.jpeg,6969.0,1887.0,-3569.0,1
1.6461509258657633e+18,frame_15114.jpeg,6810.0,1751.0,-3680.0,1
1.6461509259144369e+18,frame_15115.jpeg,6872.0,1902.0,-3543.0,1
1.6461509259674038e+18,frame_15116.jpeg,6918.0,1951.0,-3593.0,1
1.646150926015887e+18,frame_15117.jpeg,6719.0,1841.0,-3458.0,1
1.646150926066834e+18,frame_15118.jpeg,7049.0,1970.0,-3623.0,1
1.646150926116076e+18,frame_15119.jpeg,6785.0,1672.0,-3861.0,1
1.646150926167488e+18,frame_15120.jpeg,6958.0,1969.0,-3511.0,1
1.6461509262194117e+18,frame_15121.jpeg,6894.0,1811.0,-3777.0,1
1.646150926266246e+18,frame_15122.jpeg,6777.0,1772.0,-3778.0,1
1.6461509263168182e+18,frame_15123.jpeg,6891.0,1816.0,-4091.0,1
1.6461509263654605e+18,frame_15124.jpeg,7326.0,2198.0,-4566.0,1
1.646150935727151e+18,frame_15311.jpeg,4960.0,1917.0,-6005.0,1
1.6461509357771535e+18,frame_15312.jpeg,4443.0,2071.0,-5956.0,1
1.6461509358298092e+18,frame_15313.jpeg,3302.0,2228.0,-6220.0,1
1.6461509358807365e+18,frame_15314.jpeg,6065.0,2327.0,-5192.0,1
1.6461509359345577e+18,frame_15315.jpeg,7966.0,1456.0,-3415.0,1
1.6461509359797765e+18,frame_15316.jpeg,8194.0,1111.0,-2438.0,1
1.6461509360320663e+18,frame_15317.jpeg,7199.0,1034.0,-1902.0,1
1.6461509360791432e+18,frame_15318.jpeg,6611.0,1207.0,-3001.0,1
1.646150936131405e+18,frame_15319.jpeg,7340.0,1488.0,-3694.0,1
1.6461509361778737e+18,frame_15320.jpeg,6528.0,1201.0,-2913.0,1
1.646150936231906e+18,frame_15321.jpeg,7253.0,1241.0,-2260.0,1
1.6461509362771325e+18,frame_15322.jpeg,7188.0,1259.0,-2753.0,1
1.6461509363313503e+18,frame_15323.jpeg,6934.0,2014.0,-3219.0,1
1.6461509363788175e+18,frame_15324.jpeg,7607.0,1874.0,-2674.0,1
1.6461509364315607e+18,frame_15325.jpeg,8386.0,569.0,-1349.0,1
1.646150936472326e+18,frame_15326.jpeg,8711.0,-263.0,-506.0,1
1.6461509365338985e+18,frame_15327.jpeg,6382.0,175.0,-1032.0,1
1.6461509365778906e+18,frame_15328.jpeg,7323.0,255.0,-694.0,1
1.6461509366218642e+18,frame_15329.jpeg,8738.0,544.0,-881.0,1
1.6461509366799636e+18,frame_15330.jpeg,7997.0,512.0,-817.0,1
1.6461509367324426e+18,frame_15331.jpeg,7236.0,627.0,-430.0,1
1.6461509367796567e+18,frame_15332.jpeg,7873.0,995.0,-716.0,1
1.646150936828861e+18,frame_15333.jpeg,8877.0,554.0,316.0,1
1.646150936880979e+18,frame_15334.jpeg,9533.0,247.0,-580.0,1
1.6461509369310797e+18,frame_15335.jpeg,8172.0,59.0,-727.0,1
1.6461509369772692e+18,frame_15336.jpeg,8133.0,570.0,-833.0,1
1.6461509370331935e+18,frame_15337.jpeg,8112.0,95.0,375.0,1
1.6461509370838943e+18,frame_15338.jpeg,8175.0,646.0,-178.0,1
1.6461509371268682e+18,frame_15339.jpeg,7220.0,157.0,-334.0,1
1.6461509371775619e+18,frame_15340.jpeg,7427.0,667.0,-232.0,1
1.646150937230963e+18,frame_15341.jpeg,8137.0,580.0,238.0,1
1.6461509372811195e+18,frame_15342.jpeg,8898.0,99.0,712.0,1
1.6461509373335063e+18,frame_15343.jpeg,8059.0,-126.0,306.0,1
1.646150937381781e+18,frame_15344.jpeg,8276.0,326.0,-641.0,1
1.646150937432059e+18,frame_15345.jpeg,9695.0,-619.0,775.0,1
1.6461509374841536e+18,frame_15346.jpeg,6724.0,314.0,-713.0,1
1.6461509375305684e+18,frame_15347.jpeg,7638.0,547.0,-43.0,1
1.6461509375832876e+18,frame_15348.jpeg,8049.0,472.0,-597.0,1
1.6461509376333888e+18,frame_15349.jpeg,7137.0,1713.0,-1696.0,1
1.6461509376827246e+18,frame_15350.jpeg,7932.0,942.0,-1350.0,1
1.646150937730235e+18,frame_15351.jpeg,8671.0,273.0,376.0,1
1.6461509377808097e+18,frame_15352.jpeg,9037.0,25.0,47.0,1
1.6461509378298772e+18,frame_15353.jpeg,7535.0,-39.0,-924.0,1
