timestamp,a_right_backPose,b_right_backPose,c_right_backPose, SCREW_RIGHT
1.6461453736572813e+18,-3711.0,3996.0,-8392.0,1
1.6461453737085484e+18,-3904.0,3396.0,-8020.0,1
1.6461453737578278e+18,-2788.0,3894.0,-6888.0,1
1.646145373808572e+18,-3520.0,4341.0,-7319.0,1
1.6461453738413763e+18,-4289.0,4623.0,-6326.0,1
1.6461453738917363e+18,-4703.0,4281.0,-5999.0,1
1.646145373960099e+18,-3992.0,3663.0,-5207.0,1
1.6461453740056678e+18,-3049.0,4420.0,-5360.0,1
1.6461453740730388e+18,-3011.0,3333.0,-4555.0,1
1.6461453741110062e+18,-925.0,5404.0,-6756.0,1
1.646145374159777e+18,-3999.0,4463.0,-5213.0,1
1.6461453742096136e+18,-5298.0,6798.0,-6030.0,1
1.6461453742599142e+18,-4858.0,5932.0,-3945.0,1
1.6461453743074378e+18,-4800.0,5907.0,-3057.0,1
1.6461453743651162e+18,-3808.0,6627.0,-3730.0,1
1.6461453744066412e+18,-2358.0,6387.0,-4456.0,1
1.6461453744612554e+18,-1444.0,6325.0,-4272.0,1
1.6461453745082074e+18,-2738.0,7638.0,-4289.0,1
1.646145374559149e+18,-3342.0,7526.0,-3921.0,1
1.64614537460705e+18,490.0,4300.0,-2115.0,1
1.6461453746603046e+18,3068.0,5512.0,-8532.0,1
1.64614537470837e+18,63.0,3569.0,-6377.0,1
1.6461453747625992e+18,-595.0,4419.0,-7310.0,1
1.6461453748115886e+18,-2847.0,4878.0,-5880.0,1
1.646145374866277e+18,-5198.0,5724.0,-3545.0,1
1.6461453749101135e+18,-3253.0,6648.0,-5099.0,1
1.6461453749612237e+18,-4266.0,5348.0,-5042.0,1
1.6461453750083154e+18,-1924.0,3508.0,-4155.0,1
1.646145375062963e+18,-1915.0,5426.0,-7197.0,1
1.6461453751095757e+18,-273.0,4397.0,-7492.0,1
1.6461453751613217e+18,738.0,4060.0,-7062.0,1
1.6461453752057866e+18,184.0,5355.0,-7826.0,1
1.6461453752633434e+18,-2583.0,5181.0,-4578.0,1
1.6461453753092557e+18,-2480.0,6105.0,-4444.0,1
1.6461453753574523e+18,-3099.0,4408.0,-2951.0,1
1.646145375407216e+18,-4076.0,6510.0,-4037.0,1
1.6461453754598282e+18,-5315.0,7244.0,-3173.0,1
1.6461453755092288e+18,-4698.0,7061.0,-2865.0,1
1.6461453755575939e+18,-3869.0,6587.0,-3114.0,1
1.646145375614494e+18,609.0,5028.0,-5835.0,1
1.6461453756579715e+18,-2551.0,5951.0,-6234.0,1
1.646145375712213e+18,791.0,3626.0,-6988.0,1
1.646145375758001e+18,870.0,3119.0,-7609.0,1
1.64614537581278e+18,-1990.0,4361.0,-6667.0,1
1.6461453758587415e+18,-2460.0,4775.0,-6154.0,1
1.6461453759143805e+18,-1661.0,5569.0,-5645.0,1
1.646145375958086e+18,-402.0,5733.0,-5682.0,1
1.64614537601307e+18,758.0,5581.0,-5603.0,1
1.6461453760593213e+18,1440.0,4228.0,-6098.0,1
1.6461453761139502e+18,3236.0,5288.0,-6475.0,1
1.6461453761587453e+18,863.0,5420.0,-6164.0,1
1.646145376213347e+18,3223.0,7316.0,-1650.0,1
1.646145376259501e+18,-3604.0,8698.0,618.0,1
1.646145376312934e+18,-6328.0,9564.0,611.0,1
1.6461453763598735e+18,-3718.0,8972.0,906.0,1
1.6461453764130703e+18,-4987.0,7453.0,531.0,1
1.646145376459737e+18,0.0,6663.0,-1027.0,1
1.6461453765115594e+18,-4059.0,8286.0,-2305.0,1
1.6461453765597583e+18,-4555.0,8457.0,-1110.0,1
1.6461453766115845e+18,-1809.0,8293.0,-1763.0,1
1.6461453766592635e+18,-4082.0,8087.0,-1471.0,1
1.6461453767096015e+18,1780.0,6218.0,-2192.0,1
1.646145376763686e+18,2600.0,2542.0,-4041.0,1
1.6461453768149094e+18,3758.0,4982.0,-7297.0,1
1.6461453768592438e+18,5505.0,3857.0,-6629.0,1
1.6461453769145272e+18,49.0,5808.0,-3135.0,1
1.6461453769631094e+18,-5607.0,6332.0,-6171.0,1
1.6461453770141476e+18,-1207.0,5292.0,-7195.0,1
1.6461453770581076e+18,275.0,6139.0,-4211.0,1
1.6461453771122819e+18,-2304.0,7896.0,-3230.0,1
1.6461453771613146e+18,68.0,8644.0,-2462.0,1
1.6461453772134758e+18,-1200.0,8974.0,-888.0,1
1.6461453772633871e+18,-2076.0,7721.0,-2575.0,1
1.6461453773107364e+18,-731.0,6512.0,-3952.0,1
1.6461453773641393e+18,-2979.0,7861.0,-2007.0,1
1.64614537741481e+18,-5460.0,8938.0,-95.0,1
1.6461453774649295e+18,-4227.0,8796.0,-133.0,1
1.6461453775101228e+18,-834.0,7508.0,-3509.0,1
1.6461453775647836e+18,8035.0,3239.0,-4318.0,1
1.6461453776093348e+18,3576.0,4130.0,-6309.0,1
1.6461453776670016e+18,2620.0,3824.0,-7259.0,1
1.6461453777116626e+18,-1027.0,3401.0,-8234.0,1
1.646145377764434e+18,1496.0,3459.0,-8179.0,1
1.646145377812073e+18,4195.0,4433.0,-6292.0,1
1.6461453778645484e+18,-446.0,6834.0,-3250.0,1
1.6461453779141297e+18,-1020.0,8826.0,-1999.0,1
1.646145377966983e+18,-4110.0,8865.0,-1476.0,1
1.6461453780120187e+18,-4216.0,8259.0,-1543.0,1
1.6461453780661599e+18,-3741.0,6491.0,-3343.0,1
1.6461453781143516e+18,-888.0,6815.0,-4662.0,1
1.64614537816725e+18,-2078.0,7554.0,-4210.0,1
1.6461453782121277e+18,-2560.0,7275.0,-4168.0,1
1.6461453782612334e+18,-1542.0,7464.0,-2360.0,1
1.6461453783143373e+18,-4106.0,7284.0,-3620.0,1
