timestamp,a_right_backPose,b_right_backPose,c_right_backPose, BOLT_RIGHT
1.646145087048688e+18,-6007.0,2384.0,-5773.0,1
1.6461450870978207e+18,-5362.0,2612.0,-6440.0,1
1.6461450871473923e+18,-3395.0,1205.0,-4778.0,1
1.6461450871959434e+18,-1143.0,1647.0,-7542.0,1
1.646145087251233e+18,-4346.0,1395.0,-8331.0,1
1.6461450872970376e+18,-4679.0,1788.0,-7327.0,1
1.6461450873519104e+18,-3792.0,2348.0,-7034.0,1
1.6461450873964493e+18,-3010.0,2157.0,-8188.0,1
1.64614508744699e+18,-4325.0,3629.0,-6840.0,1
1.6461450874976845e+18,-3064.0,3918.0,-7335.0,1
1.6461450875514378e+18,831.0,3857.0,-8126.0,1
1.6461450876020664e+18,-969.0,3918.0,-8777.0,1
1.6461450876488504e+18,-1540.0,1045.0,-5526.0,1
1.646145087700968e+18,2180.0,324.0,-7107.0,1
1.646145087749414e+18,2734.0,-2148.0,-6209.0,1
1.646145087796274e+18,4910.0,398.0,-7597.0,1
1.6461450878511055e+18,4083.0,264.0,-6673.0,1
1.6461450879023404e+18,5446.0,2272.0,-7220.0,1
1.6461450879527002e+18,4566.0,2937.0,-5033.0,1
1.6461450880020746e+18,2987.0,2659.0,-5175.0,1
1.6461450880496054e+18,5049.0,3205.0,-7366.0,1
1.6461450881013645e+18,2310.0,1647.0,-7762.0,1
1.6461450881476106e+18,4642.0,2255.0,-7317.0,1
1.6461450881954854e+18,5006.0,1936.0,-6474.0,1
1.6461450882471324e+18,3414.0,1387.0,-5985.0,1
1.646145088305808e+18,4760.0,2263.0,-6422.0,1
1.6461450883503688e+18,4420.0,4078.0,-8073.0,1
1.6461450884020787e+18,2807.0,3874.0,-6838.0,1
1.6461450884501368e+18,1984.0,4326.0,-7554.0,1
1.6461450885014743e+18,29.0,4833.0,-6874.0,1
1.6461450885484106e+18,-1477.0,4130.0,-7718.0,1
1.6461450886045468e+18,-842.0,3953.0,-6946.0,1
1.6461450886525798e+18,-787.0,2447.0,-6002.0,1
