timestamp,a_right_backPose,b_right_backPose,c_right_backPose, HANDOVER_LEFT
1.6461450684769188e+18,-8341.0,96.0,-408.0,1
1.6461450685244513e+18,-8203.0,110.0,-527.0,1
1.6461450685757445e+18,-8434.0,163.0,-409.0,1
1.646145068624872e+18,-8271.0,83.0,-466.0,1
1.6461450686780058e+18,-8370.0,23.0,-426.0,1
1.646145068724976e+18,-8401.0,43.0,-434.0,1
1.646145068772874e+18,-8241.0,73.0,-372.0,1
1.6461450688244826e+18,-8392.0,47.0,-276.0,1
1.6461450688780946e+18,-8309.0,28.0,-206.0,1
1.6461450689268828e+18,-8359.0,-16.0,-234.0,1
1.6461450689753766e+18,-8300.0,24.0,-248.0,1
1.646145069028385e+18,-8373.0,36.0,-282.0,1
1.6461450690800197e+18,-8327.0,82.0,-366.0,1
1.6461450691201132e+18,-8374.0,134.0,-533.0,1
1.646145069180836e+18,-8155.0,283.0,-554.0,1
1.6461450692242872e+18,-8342.0,248.0,-536.0,1
1.646145069280009e+18,-8268.0,139.0,-504.0,1
1.646145069324785e+18,-8308.0,22.0,-340.0,1
1.6461450693739965e+18,-8437.0,-8.0,-239.0,1
1.646145069423886e+18,-8305.0,-15.0,-308.0,1
1.6461450694793103e+18,-8302.0,91.0,-314.0,1
1.646145069525044e+18,-8239.0,97.0,-357.0,1
1.6461450695798484e+18,-8418.0,7.0,-476.0,1
1.646145069626164e+18,-8326.0,-55.0,-418.0,1
1.6461450696688773e+18,-8345.0,-26.0,-308.0,1
1.64614506972404e+18,-8290.0,20.0,-324.0,1
1.6461450697803126e+18,-8330.0,-7.0,-370.0,1
1.6461450698297162e+18,-8371.0,-3.0,-361.0,1
1.6461450698807987e+18,-8368.0,27.0,-307.0,1
1.646145069929445e+18,-8350.0,39.0,-310.0,1
1.6461450699749207e+18,-8278.0,78.0,-297.0,1
1.6461450700299927e+18,-8263.0,116.0,-283.0,1
1.646145070079336e+18,-8284.0,70.0,-331.0,1
1.6461450701307745e+18,-8398.0,29.0,-298.0,1
1.6461450701816963e+18,-8308.0,39.0,-261.0,1
1.6461450702297774e+18,-8302.0,34.0,-192.0,1
1.6461450702756413e+18,-8415.0,73.0,-203.0,1
1.6461450703297224e+18,-8274.0,60.0,-268.0,1
1.646145070379436e+18,-8348.0,44.0,-195.0,1
1.6461450704281795e+18,-8353.0,66.0,-197.0,1
1.6461450704791142e+18,-8336.0,51.0,-199.0,1
1.6461450705313119e+18,-8345.0,14.0,-207.0,1
1.6461450705768886e+18,-8334.0,65.0,-181.0,1
1.6461450706314683e+18,-8313.0,51.0,-141.0,1
1.646145070677144e+18,-8324.0,46.0,-178.0,1
1.646145070728264e+18,-8302.0,7.0,-221.0,1
1.6461450707781212e+18,-8397.0,-8.0,-193.0,1
1.6461450708301699e+18,-8362.0,0.0,-140.0,1
1.6461450708794642e+18,-8352.0,58.0,-165.0,1
1.646145070933655e+18,-8295.0,134.0,-189.0,1
1.646145070980034e+18,-8322.0,110.0,-208.0,1
1.646145071027787e+18,-8336.0,67.0,-188.0,1
1.6461450710802045e+18,-8320.0,44.0,-195.0,1
1.6461450711295212e+18,-8305.0,11.0,-188.0,1
1.6461450711801623e+18,-8356.0,44.0,-101.0,1
1.6461450712314972e+18,-8362.0,40.0,-159.0,1
1.6461450712785216e+18,-8323.0,51.0,-188.0,1
1.6461450713314163e+18,-8322.0,44.0,-199.0,1
1.6461450713770675e+18,-8350.0,50.0,-206.0,1
1.6461450714300434e+18,-8326.0,32.0,-205.0,1
1.6461450714808463e+18,-8322.0,74.0,-195.0,1
1.6461450715304323e+18,-8307.0,90.0,-184.0,1
1.6461450715829281e+18,-8343.0,83.0,-193.0,1
1.6461450716277862e+18,-8305.0,69.0,-214.0,1
1.6461450716824054e+18,-8419.0,14.0,-222.0,1
1.6461450717277484e+18,-8272.0,90.0,-155.0,1
1.6461450717831841e+18,-8342.0,153.0,-152.0,1
1.646145071830441e+18,-8244.0,99.0,-142.0,1
1.6461450718804e+18,-8435.0,101.0,-115.0,1
1.6461450719288297e+18,-8201.0,159.0,-121.0,1
1.646145071982617e+18,-8359.0,51.0,-246.0,1
1.646145072027525e+18,-8480.0,-40.0,-172.0,1
1.646145306173464e+18,-7078.0,2730.0,-2335.0,1
1.6461453062249974e+18,-7490.0,2570.0,-2051.0,1
1.6461453062737027e+18,-7467.0,2497.0,-1934.0,1
1.6461453063222067e+18,-7523.0,2419.0,-1945.0,1
1.6461453063747633e+18,-7629.0,2246.0,-1905.0,1
1.6461453064228288e+18,-7791.0,2325.0,-1857.0,1
1.646145306474362e+18,-8069.0,2532.0,-1883.0,1
1.6461453065261402e+18,-8017.0,2583.0,-2109.0,1
1.646145306570032e+18,-7855.0,2582.0,-2148.0,1
1.6461453066241352e+18,-7717.0,2530.0,-2205.0,1
1.6461453066727053e+18,-7602.0,2308.0,-2179.0,1
1.6461453067256433e+18,-7547.0,2511.0,-2199.0,1
1.6461453067700063e+18,-7490.0,2580.0,-2121.0,1
1.6461453068286367e+18,-7389.0,2351.0,-1858.0,1
1.6461453068707904e+18,-7524.0,2213.0,-1966.0,1
1.646145306923929e+18,-7841.0,2564.0,-2344.0,1
1.646145306971644e+18,-8015.0,2567.0,-2460.0,1
1.6461453070220818e+18,-7291.0,2301.0,-2936.0,1
1.6461453070755244e+18,-6387.0,2654.0,-3452.0,1
1.6461453071242586e+18,-5792.0,3201.0,-4288.0,1
1.6461453071757517e+18,-5972.0,3878.0,-4926.0,1
1.6461453072217864e+18,-4564.0,3398.0,-5226.0,1
1.646145307276685e+18,-5301.0,3449.0,-6313.0,1
1.6461453073234913e+18,-6062.0,5345.0,-7225.0,1
1.6461453073750006e+18,-4303.0,5189.0,-8343.0,1
1.646145307424456e+18,-1926.0,5018.0,-8881.0,1
1.64614530747732e+18,-2100.0,3585.0,-7093.0,1
1.646145307524837e+18,-1854.0,-571.0,-4130.0,1
1.6461453075810895e+18,-3358.0,-590.0,-226.0,1
1.6461453076235907e+18,-6061.0,244.0,2185.0,1
1.6461453076758817e+18,-6195.0,-125.0,1067.0,1
1.646145307725485e+18,-8023.0,-319.0,1478.0,1
1.646145307777558e+18,-6939.0,981.0,-253.0,1
1.646145307823483e+18,-10069.0,4988.0,-1529.0,1
1.646145307884146e+18,-7673.0,5881.0,-2917.0,1
1.646145307924485e+18,-7772.0,6219.0,-2500.0,1
1.646145307973652e+18,-7483.0,6130.0,-1736.0,1
1.646145308024943e+18,-6417.0,5740.0,-1824.0,1
1.6461453080744502e+18,-5382.0,5386.0,-2182.0,1
1.6461453081238062e+18,-5859.0,5309.0,-2239.0,1
1.646145308180319e+18,-6354.0,5478.0,-2053.0,1
1.6461453082252431e+18,-6008.0,5249.0,-2073.0,1
1.64614530827848e+18,-6224.0,5380.0,-1886.0,1
1.646145308323939e+18,-6353.0,5245.0,-1812.0,1
1.6461453083786394e+18,-6276.0,4892.0,-2051.0,1
1.6461453084250796e+18,-6056.0,5150.0,-2299.0,1
1.6461453084743032e+18,-6546.0,5123.0,-2556.0,1
1.6461453085238141e+18,-6797.0,3827.0,-2118.0,1
1.6461453085782868e+18,-5830.0,3866.0,-2396.0,1
1.64614530862481e+18,-6070.0,3750.0,-2308.0,1
1.6461453086793336e+18,-7634.0,3442.0,-1593.0,1
1.6461453087235617e+18,-8494.0,2264.0,-1108.0,1
1.6461453087752067e+18,-9751.0,3125.0,-2690.0,1
1.646145308829073e+18,-8471.0,818.0,-2117.0,1
1.6461453088733414e+18,-6278.0,-301.0,-1201.0,1
1.6461453089300076e+18,-5082.0,-1692.0,-4610.0,1
