timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_LEFT
1.646144924594276e+18,-7749.0,2428.0,-5089.0,1
1.6461449246463007e+18,-8036.0,3393.0,-5215.0,1
1.6461449246923356e+18,-7787.0,2747.0,-5196.0,1
1.6461449247470103e+18,-6263.0,2341.0,-5388.0,1
1.6461449247916442e+18,-6817.0,1980.0,-5152.0,1
1.6461449248441078e+18,-7846.0,1115.0,-5096.0,1
1.6461449248978097e+18,-8845.0,673.0,-4916.0,1
1.6461449256467863e+18,-7717.0,-596.0,-3919.0,1
1.6461449257076083e+18,-9422.0,338.0,-2419.0,1
1.646144925746472e+18,-8474.0,719.0,-2628.0,1
1.646144925798045e+18,-8835.0,1387.0,-2964.0,1
1.646144925846764e+18,-7467.0,1040.0,-3206.0,1
1.6461449258959578e+18,-5292.0,1167.0,-3177.0,1
1.6461449259475356e+18,-7228.0,1187.0,-1733.0,1
1.646144925996699e+18,-4022.0,3073.0,-4866.0,1
1.6461449260482112e+18,-8618.0,2932.0,-5687.0,1
1.6461449260973412e+18,-8230.0,2266.0,-5497.0,1
1.6461449261464276e+18,-6250.0,1241.0,-3973.0,1
1.646144926197945e+18,-3954.0,-799.0,-1830.0,1
1.6461449262459484e+18,-5100.0,2302.0,544.0,1
1.6461449262970458e+18,-8652.0,2673.0,5434.0,1
1.6461449263444454e+18,-4376.0,3868.0,-2251.0,1
1.6461449263963325e+18,-2124.0,2870.0,-10737.0,1
1.6461449264431043e+18,-1824.0,1611.0,-11453.0,1
1.6461449264975803e+18,566.0,479.0,-11992.0,1
1.6461449265436183e+18,-1991.0,-85.0,-9291.0,1
1.6461449265973804e+18,-1208.0,-1332.0,-8594.0,1
1.6461449266492426e+18,-2312.0,-1769.0,-10585.0,1
1.6461449266972413e+18,-1296.0,-1593.0,-13703.0,1
1.6461449267521667e+18,-6831.0,-1902.0,-10079.0,1
1.6461449268004628e+18,-6326.0,-2336.0,-6515.0,1
1.646144926850705e+18,-5649.0,-1583.0,-2964.0,1
1.6461449268983795e+18,-4159.0,-1554.0,-2066.0,1
1.6461449269533018e+18,-4252.0,-1544.0,-1875.0,1
1.6461449269979213e+18,-5001.0,-2093.0,-2603.0,1
1.6461449270472778e+18,-6380.0,-2784.0,-2643.0,1
1.6461449270986875e+18,-5952.0,-2989.0,-4081.0,1
1.6461449271416768e+18,-6728.0,-3692.0,-3568.0,1
1.6461449271971715e+18,-7115.0,-3447.0,-3123.0,1
1.6461449272489096e+18,-6348.0,-4369.0,-4574.0,1
1.6461449272996557e+18,-6971.0,-4068.0,-4035.0,1
1.6461449273485527e+18,-4377.0,-4022.0,-4469.0,1
1.646144927409451e+18,-5079.0,-2918.0,-5341.0,1
1.6461449274272353e+18,-4893.0,-2871.0,-5432.0,1
1.6461449274976584e+18,-4775.0,-2935.0,-5472.0,1
1.6461449275516849e+18,-4421.0,-3289.0,-5576.0,1
1.6461449275995364e+18,-4414.0,-3599.0,-5802.0,1
1.646144927648992e+18,-3606.0,-3640.0,-5449.0,1
1.6461449276937142e+18,-8517.0,-2158.0,-5079.0,1
1.6461449277473196e+18,-6519.0,-3281.0,-5560.0,1
1.646144927798611e+18,-4707.0,-3906.0,-5264.0,1
1.6461449278467968e+18,-3871.0,-3204.0,-6089.0,1
1.6461449278923492e+18,-4736.0,-3125.0,-5058.0,1
1.6461449279202307e+18,-2164.0,-1949.0,-6758.0,1
1.646144927982738e+18,-2019.0,-2175.0,-6826.0,1
1.6461449280465654e+18,-2043.0,-3051.0,-6162.0,1
1.6461449280982387e+18,-2176.0,-2910.0,-5982.0,1
1.6461449281268751e+18,-4375.0,-2308.0,-4741.0,1
1.6461449282365816e+18,-4898.0,-2326.0,-4571.0,1
1.6461449282548444e+18,-6285.0,-2341.0,-4306.0,1
1.6461449283006707e+18,-7604.0,863.0,-3867.0,1
1.646144928362254e+18,-6577.0,24.0,-4432.0,1
1.6461449284018217e+18,-9042.0,-887.0,-4295.0,1
1.6461449284530555e+18,-7864.0,-1637.0,-4245.0,1
1.646144928501206e+18,-6749.0,586.0,-3550.0,1
1.6461449285514266e+18,-8011.0,-1343.0,-5318.0,1
1.6461449286031386e+18,-6965.0,-898.0,-3236.0,1
1.6461449286470756e+18,-5039.0,27.0,-2819.0,1
1.6461449287015286e+18,-5038.0,935.0,-4726.0,1
1.6461449287483988e+18,-7478.0,114.0,-4604.0,1
1.6461449288043433e+18,-7685.0,-350.0,-1449.0,1
1.6461449288507986e+18,-7208.0,2217.0,-1641.0,1
1.6461449288933627e+18,-7496.0,2442.0,210.0,1
1.6461449289501074e+18,-8816.0,4654.0,908.0,1
1.6461449290022177e+18,-8627.0,3640.0,1410.0,1
1.6461449290507185e+18,-6971.0,3378.0,1697.0,1
1.6461449291017761e+18,-7015.0,4311.0,2833.0,1
1.6461449291494515e+18,-7069.0,3598.0,3186.0,1
1.6461449292021747e+18,-5592.0,3398.0,2672.0,1
1.6461449292487557e+18,-5388.0,3587.0,3062.0,1
1.646144929300124e+18,-4709.0,4353.0,5633.0,1
1.6461450074495895e+18,-6293.0,1274.0,-4699.0,1
1.646145007499147e+18,-4772.0,3270.0,-5412.0,1
1.6461450075036992e+18,-4902.0,3393.0,-5596.0,1
1.6461450076469816e+18,-5009.0,3478.0,-5780.0,1
1.6461450076505948e+18,-5398.0,3672.0,-6083.0,1
1.646145007697731e+18,-6270.0,2443.0,-8471.0,1
1.6461450077483295e+18,-6604.0,1126.0,-8387.0,1
1.6461450078019264e+18,-7543.0,-384.0,-6871.0,1
1.6461450078516739e+18,-6675.0,-4042.0,-4273.0,1
1.6461450079032873e+18,-5673.0,-5381.0,-2309.0,1
1.6461450079499103e+18,-5611.0,-4316.0,-1379.0,1
1.6461450080035023e+18,-4914.0,-1580.0,-4357.0,1
1.646145008049584e+18,-4827.0,-1144.0,-4641.0,1
1.6461450081056425e+18,-2070.0,-159.0,-3453.0,1
1.6461450081491538e+18,-8231.0,-1395.0,-2593.0,1
1.6461450082049974e+18,-7519.0,-3209.0,-4621.0,1
1.6461450082480978e+18,-7304.0,-4037.0,-1840.0,1
1.6461450083053033e+18,-2369.0,-5373.0,1704.0,1
1.6461450387904358e+18,474.0,1939.0,-8449.0,1
1.6461450388371707e+18,430.0,1484.0,-7898.0,1
1.646145038883503e+18,517.0,1893.0,-8267.0,1
1.6461450389383578e+18,537.0,2144.0,-8422.0,1
1.6461450389958656e+18,-13.0,2263.0,-8441.0,1
1.6461450390372751e+18,395.0,1906.0,-8612.0,1
1.6461450390907832e+18,760.0,2087.0,-9022.0,1
1.646145039135629e+18,483.0,2010.0,-9168.0,1
1.6461450391910682e+18,116.0,1255.0,-8035.0,1
1.6461450392396134e+18,-621.0,924.0,-8180.0,1
1.6461450392742715e+18,-629.0,499.0,-8144.0,1
1.6461450393397627e+18,-211.0,-905.0,-7912.0,1
1.6461450393896906e+18,-935.0,-1139.0,-7908.0,1
1.6461450394411807e+18,-2243.0,-1668.0,-7403.0,1
1.6461450394735892e+18,-2214.0,-1903.0,-7232.0,1
1.6461450395359578e+18,-2389.0,-2543.0,-6735.0,1
1.6461450395948884e+18,-2880.0,-2990.0,-6384.0,1
1.6461450396385178e+18,-3942.0,-2861.0,-6545.0,1
1.6461450396896684e+18,-4402.0,-2664.0,-6210.0,1
1.6461450397386478e+18,-4321.0,-2354.0,-6106.0,1
1.6461450397916746e+18,-4644.0,-1468.0,-6225.0,1
1.6461450398395868e+18,-5364.0,-621.0,-5837.0,1
1.6461450398881994e+18,-6436.0,547.0,-5378.0,1
1.6461450399405821e+18,-6935.0,1268.0,-4576.0,1
1.646145039990417e+18,-7823.0,1312.0,-2901.0,1
1.6461450400395267e+18,-7387.0,850.0,-2590.0,1
1.6461450400898514e+18,-9030.0,908.0,-1237.0,1
1.6461450401403638e+18,-10778.0,-527.0,759.0,1
1.6461450401896622e+18,-8832.0,-750.0,1177.0,1
