timestamp,a_right_backPose,b_right_backPose,c_right_backPose, DELIVERY_BIMANUAL
1.646144909724702e+18,-6549.0,4934.0,184.0,1
1.6461449097814625e+18,-6745.0,4861.0,-35.0,1
1.646144909824858e+18,-6740.0,4744.0,-223.0,1
1.646144909876222e+18,-6826.0,4500.0,11.0,1
1.6461449099293322e+18,-6824.0,4710.0,-12.0,1
1.6461449099760474e+18,-6793.0,4563.0,58.0,1
1.646144910026751e+18,-7009.0,4550.0,-70.0,1
1.6461449100804662e+18,-6911.0,4604.0,62.0,1
1.6461449101259884e+18,-6950.0,4715.0,-8.0,1
1.646144910180782e+18,-6938.0,4640.0,-74.0,1
1.6461449102252388e+18,-6880.0,4589.0,24.0,1
1.6461449102760074e+18,-6975.0,4660.0,99.0,1
1.6461449103268032e+18,-6582.0,4344.0,-224.0,1
1.6461449103776973e+18,-6975.0,4373.0,259.0,1
1.646144910426166e+18,-6988.0,4478.0,284.0,1
1.646144910478109e+18,-6794.0,4559.0,407.0,1
1.6461449105278874e+18,-7282.0,4793.0,168.0,1
1.6461449105792259e+18,-7378.0,4690.0,14.0,1
1.646144910627478e+18,-7700.0,5037.0,-1.0,1
1.646144910678564e+18,-6603.0,5149.0,139.0,1
1.646144910728279e+18,-5359.0,5656.0,215.0,1
1.646144910783551e+18,-5294.0,5981.0,278.0,1
1.6461449108215913e+18,-4772.0,6806.0,-743.0,1
1.6461449108766508e+18,-4180.0,6094.0,-2432.0,1
1.6461449109157164e+18,-5543.0,6449.0,-2585.0,1
1.6461449109740846e+18,-3909.0,4730.0,-3407.0,1
1.6461449110265964e+18,-5186.0,5704.0,-4981.0,1
1.6461449110786647e+18,-2685.0,3082.0,-4957.0,1
1.6461449111262172e+18,-4077.0,3629.0,-7069.0,1
1.646144911178352e+18,-2358.0,1022.0,-7853.0,1
1.646144911226209e+18,-2962.0,1527.0,-7898.0,1
1.646144911280276e+18,-1286.0,-56.0,-7718.0,1
1.6461449113320305e+18,-817.0,810.0,-8588.0,1
1.6461449113756966e+18,-128.0,-975.0,-9864.0,1
1.6461449114325555e+18,-577.0,678.0,-8380.0,1
1.6461449114746998e+18,-1356.0,3072.0,-8413.0,1
1.6461449115312328e+18,-1122.0,5103.0,-10786.0,1
1.6461449115808374e+18,-1975.0,5229.0,-14854.0,1
1.6461449116317875e+18,-3091.0,2575.0,-14240.0,1
1.646144911681173e+18,-2674.0,2094.0,-12137.0,1
1.6461449117308362e+18,-2048.0,-81.0,-10129.0,1
1.6461449117772677e+18,-2379.0,-2000.0,-6960.0,1
1.646144911831093e+18,-2313.0,-4093.0,-3485.0,1
1.6461449118767337e+18,-2082.0,-2737.0,-2475.0,1
1.64614491193281e+18,18.0,-3601.0,5.0,1
1.646144911981444e+18,1861.0,-2155.0,-3003.0,1
1.6461449120311795e+18,495.0,-3166.0,-3115.0,1
1.6461449120767488e+18,613.0,-1382.0,-6533.0,1
1.6461449121321567e+18,1828.0,-3021.0,-6812.0,1
1.6461449121773704e+18,1831.0,-2132.0,-7604.0,1
1.6461449122319598e+18,1335.0,-1765.0,-7729.0,1
1.646144912280302e+18,1255.0,-2298.0,-7522.0,1
1.6461449123303012e+18,1684.0,-1055.0,-9256.0,1
1.6461449123782152e+18,1564.0,-1311.0,-8426.0,1
1.6461449124318938e+18,1101.0,-1194.0,-8458.0,1
1.646144912478828e+18,821.0,-2090.0,-7409.0,1
1.646144912529809e+18,287.0,-1958.0,-7887.0,1
1.6461449125769326e+18,-248.0,-1323.0,-8197.0,1
1.646144912632606e+18,-273.0,-820.0,-8247.0,1
1.646144912686035e+18,-362.0,-819.0,-8267.0,1
