timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.6461449161861025e+18,-1362.0,-11.0,-7987.0,1
1.6461449162354555e+18,-2186.0,3254.0,-8646.0,1
1.6461449162890324e+18,-394.0,1470.0,-8612.0,1
1.646144916334794e+18,-124.0,454.0,-8315.0,1
1.6461449163843313e+18,262.0,1288.0,-9143.0,1
1.6461449164346962e+18,479.0,156.0,-9392.0,1
1.646144916485941e+18,47.0,-71.0,-9111.0,1
1.6461449165348347e+18,36.0,376.0,-8109.0,1
1.6461449165888568e+18,-1329.0,1180.0,-7661.0,1
1.6461449166311288e+18,22.0,510.0,-7622.0,1
1.6461449166860792e+18,-1334.0,649.0,-7952.0,1
1.6461449167358185e+18,-2865.0,501.0,-7580.0,1
1.6461449167852316e+18,-2269.0,-92.0,-8108.0,1
1.6461449168361188e+18,-2321.0,218.0,-8182.0,1
1.6461449168898145e+18,-1925.0,-155.0,-8639.0,1
1.6461449169359918e+18,-1896.0,-246.0,-9004.0,1
1.6461449175351363e+18,-3336.0,-2748.0,-6947.0,1
1.6461449175895434e+18,-2791.0,-2870.0,-7056.0,1
1.6461449176343795e+18,-2898.0,-2753.0,-7080.0,1
1.646144917688084e+18,-3186.0,-2640.0,-7445.0,1
1.6461449177334129e+18,-3339.0,-2733.0,-7338.0,1
1.646144917785766e+18,-2953.0,-2514.0,-7250.0,1
1.6461449178371986e+18,-3509.0,-2484.0,-7280.0,1
1.6461449178877435e+18,-3614.0,-2558.0,-7173.0,1
1.646144917935842e+18,-2570.0,-2436.0,-7140.0,1
1.646144917985917e+18,-2493.0,-2378.0,-7432.0,1
1.646144918038186e+18,-2508.0,-2374.0,-7562.0,1
1.6461449180872852e+18,-2964.0,-2338.0,-7581.0,1
1.6461449181356938e+18,-1464.0,-1786.0,-7695.0,1
1.6461449181860672e+18,-2226.0,-1598.0,-7759.0,1
1.6461449182407805e+18,-1871.0,-1788.0,-8020.0,1
1.6461449182853212e+18,-2397.0,-1842.0,-8104.0,1
1.6461449183378877e+18,-1866.0,-1950.0,-7868.0,1
1.6461449183872236e+18,-2012.0,-1959.0,-8124.0,1
1.6461449184386012e+18,-2433.0,-1864.0,-7853.0,1
1.646144918487214e+18,-2042.0,-1847.0,-7668.0,1
1.6461449185356908e+18,-1694.0,-1812.0,-7700.0,1
1.64614491858753e+18,-2464.0,-1751.0,-7387.0,1
1.6461449186386176e+18,-2126.0,-1836.0,-8084.0,1
1.6461449186879598e+18,-1393.0,-1423.0,-8080.0,1
1.646144918728178e+18,-1677.0,-1571.0,-8134.0,1
1.6461449187840507e+18,-1921.0,-1955.0,-8095.0,1
1.6461449188357714e+18,-1203.0,-1638.0,-8236.0,1
1.6461449188863642e+18,-2865.0,-1710.0,-7817.0,1
1.646144918937506e+18,-2634.0,-1789.0,-7753.0,1
1.6461449189881795e+18,-2536.0,-1976.0,-7859.0,1
1.6461449190354655e+18,-3138.0,-2205.0,-7504.0,1
1.64614491908812e+18,-3139.0,-1978.0,-7330.0,1
1.6461449191338803e+18,-3559.0,-2472.0,-7143.0,1
1.6461449191837612e+18,-3499.0,-2411.0,-6800.0,1
1.6461449192412892e+18,-3184.0,-2491.0,-6634.0,1
1.6461449192837673e+18,-3446.0,-2704.0,-6875.0,1
1.64614491932938e+18,-3405.0,-2829.0,-6933.0,1
