timestamp,a_right_backPose,b_right_backPose,c_right_backPose, PICKUP_RIGHT
1.646144919386563e+18,-3269.0,-2616.0,-7248.0,1
1.6461449194440817e+18,-3644.0,-2867.0,-7278.0,1
1.6461449194910382e+18,-2731.0,-2378.0,-7217.0,1
1.6461449195506982e+18,-2650.0,-2444.0,-7219.0,1
1.6461449195805266e+18,-2779.0,-2634.0,-7234.0,1
1.646144919637393e+18,-2647.0,-2463.0,-7474.0,1
1.64614491968937e+18,-3351.0,-2679.0,-7774.0,1
1.6461449197387942e+18,-2653.0,-2288.0,-7657.0,1
1.6461449198033743e+18,-2769.0,-2527.0,-7498.0,1
1.6461449198389788e+18,-2095.0,-2314.0,-7039.0,1
1.6461449198862356e+18,-1763.0,-2302.0,-7558.0,1
1.6461449199383747e+18,-341.0,-2173.0,-7183.0,1
1.6461449199898327e+18,-1101.0,-1004.0,-6184.0,1
1.646144920038741e+18,-2743.0,-1382.0,-7011.0,1
1.6461449200900037e+18,-3046.0,-1072.0,-8284.0,1
1.646144920137127e+18,-2255.0,-1481.0,-8585.0,1
1.6461449201907067e+18,-2019.0,-1015.0,-8062.0,1
1.6461449202382628e+18,-1147.0,287.0,-7942.0,1
1.646144920288911e+18,-850.0,371.0,-9015.0,1
1.646144920338939e+18,-294.0,308.0,-8890.0,1
1.6461449203881661e+18,385.0,1432.0,-8642.0,1
1.6461449204366113e+18,1030.0,2098.0,-7934.0,1
1.646144920488379e+18,697.0,3160.0,-8085.0,1
1.6461449205377075e+18,3596.0,3278.0,-8829.0,1
1.646144920578081e+18,2049.0,3966.0,-9137.0,1
1.6461449206395333e+18,-846.0,3399.0,-5576.0,1
1.6461449206921234e+18,-5620.0,3150.0,-3052.0,1
1.6461449207344822e+18,-9447.0,3142.0,-48.0,1
1.6461449207885714e+18,-5212.0,3276.0,-5105.0,1
1.6461449208378368e+18,-3851.0,3300.0,-7131.0,1
1.646144920888629e+18,-887.0,2866.0,-8793.0,1
1.646144920942869e+18,-3305.0,3191.0,-7790.0,1
1.6461449209870712e+18,-1920.0,2712.0,-8839.0,1
1.6461449210435223e+18,-1194.0,1330.0,-8598.0,1
1.646144921087897e+18,-1332.0,804.0,-8995.0,1
1.646144921139842e+18,-1213.0,1082.0,-8419.0,1
1.6461449211893048e+18,-2126.0,1018.0,-8449.0,1
1.64614492124317e+18,-1993.0,176.0,-7635.0,1
1.6461449212920187e+18,-1346.0,2043.0,-8183.0,1
1.646144921343519e+18,-1587.0,1164.0,-7882.0,1
1.6461449213881295e+18,-2006.0,957.0,-7919.0,1
1.6461449214401766e+18,-873.0,157.0,-8702.0,1
1.6461449214401766e+18,-873.0,157.0,-8702.0,1
1.6461449214401766e+18,-873.0,157.0,-8702.0,1
1.6461449216957972e+18,-713.0,72.0,-8814.0,1
1.6461449216957972e+18,-713.0,72.0,-8814.0,1
1.6461449216957972e+18,-713.0,72.0,-8814.0,1
1.6461449217330775e+18,371.0,-928.0,-13438.0,1
1.646144921789677e+18,-643.0,-2420.0,-10239.0,1
1.6461449218521283e+18,-2443.0,-1341.0,-8103.0,1
1.6461449218947256e+18,-7227.0,-457.0,-3225.0,1
1.6461449219400786e+18,-6493.0,-494.0,-1692.0,1
1.6461449219936648e+18,-5688.0,-891.0,-1093.0,1
1.646144922041662e+18,-4609.0,-1446.0,-2383.0,1
1.6461449220942994e+18,-6410.0,-2215.0,-2679.0,1
1.646144922142993e+18,-5384.0,-2728.0,-3701.0,1
1.646144922193444e+18,-5889.0,-2887.0,-4407.0,1
1.646144922239696e+18,-6401.0,-2741.0,-4953.0,1
1.6461449222940672e+18,-6366.0,-2834.0,-5362.0,1
1.6461449223400625e+18,-6234.0,-3555.0,-4282.0,1
1.6461449223943176e+18,-6647.0,-3814.0,-2980.0,1
1.646144922439323e+18,-6719.0,-4029.0,-2679.0,1
1.646144922493272e+18,-6380.0,-2768.0,-5598.0,1
1.646144922541653e+18,-6106.0,-4693.0,-4438.0,1
1.6461449225948728e+18,-6736.0,-3590.0,-2646.0,1
1.6461449226397138e+18,-5628.0,-3925.0,-2994.0,1
1.646144922693921e+18,-6503.0,-4668.0,-4349.0,1
1.6461449227380562e+18,-5898.0,-4515.0,-4508.0,1
1.6461449227965844e+18,-5583.0,-4406.0,-4462.0,1
1.6461449228410637e+18,-4818.0,-4700.0,-4490.0,1
1.6461449228946458e+18,-4426.0,-3925.0,-4497.0,1
1.646144922943889e+18,-5204.0,-3906.0,-4021.0,1
1.64614492299841e+18,-7574.0,-3261.0,-4529.0,1
1.6461449230416924e+18,-8220.0,-2941.0,-3698.0,1
1.6461449230883553e+18,-5451.0,-3804.0,-4569.0,1
1.6461449231441518e+18,-5470.0,-3605.0,-5517.0,1
1.64614492319696e+18,-4007.0,-4020.0,-5753.0,1
1.6461449232416458e+18,-5250.0,-2516.0,-4361.0,1
1.6461449232959521e+18,-7633.0,-1169.0,-3083.0,1
1.6461449233443402e+18,-9355.0,721.0,-2524.0,1
1.6461449233961792e+18,-8637.0,83.0,-3291.0,1
1.646144923444138e+18,-7118.0,-253.0,-2845.0,1
1.6461449234965038e+18,-6608.0,-1320.0,-4007.0,1
1.6461449235493128e+18,-9089.0,132.0,-3164.0,1
1.6461449235921196e+18,-6700.0,-447.0,-3400.0,1
1.6461449236463608e+18,-5461.0,-69.0,-2419.0,1
1.646144923691521e+18,-4307.0,-721.0,-1812.0,1
1.6461449237454428e+18,-7124.0,1526.0,-518.0,1
1.6461449237922412e+18,-9389.0,2612.0,-475.0,1
1.6461453527289956e+18,-5842.0,345.0,-13428.0,1
1.6461453527810685e+18,-4489.0,-2729.0,-12364.0,1
1.6461453528345533e+18,-3644.0,777.0,-12428.0,1
1.646145352879093e+18,-2782.0,109.0,-11609.0,1
1.6461453529339786e+18,-881.0,-937.0,-10910.0,1
1.6461453529772928e+18,-1392.0,-1028.0,-9231.0,1
1.6461453530334556e+18,-1486.0,-394.0,-8859.0,1
1.6461453530838364e+18,-1447.0,15.0,-8417.0,1
1.6461453531324723e+18,-892.0,-1312.0,-7921.0,1
1.6461453531837798e+18,-2517.0,-1254.0,-7816.0,1
1.6461453532327096e+18,-2655.0,-916.0,-8171.0,1
1.6461453532856737e+18,-1977.0,-228.0,-9768.0,1
1.6461453533331988e+18,-2863.0,-1834.0,-11996.0,1
1.646145353383833e+18,-2653.0,-2678.0,-11307.0,1
1.6461453534351644e+18,-4219.0,-3647.0,-10855.0,1
1.6461453534856187e+18,-4812.0,-4312.0,-10492.0,1
1.646145353530745e+18,-6094.0,-3377.0,-9863.0,1
1.646145353585631e+18,-7221.0,-1319.0,-7490.0,1
1.6461453536332703e+18,-8853.0,276.0,-2836.0,1
1.6461453536854403e+18,-8451.0,2108.0,2134.0,1
